Rank,Project Sponsor,Project Number,PWSID,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,BIL Eligibility
254,Gloucester City,0414001-002,NJ0414001,Water Main replacement on Broadway & Koehler Streets,11484,799205.0,559442.0,1358647.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-003,NJ0414001,Water Main replacement on Jersey Avenue,11484,2038605.0,1156986.0,3195591.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-007,NJ0414001,Water Main replacement on Johnson Blvd.,11484,856487.0,599538.0,1456025.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-008,NJ0414001,Water Main replacement on Market Street,11484,450005.0,315002.0,765007.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-009,NJ0414001,Water Main replacement on Park Avenue,11484,791314.0,553918.0,1345232.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-010,NJ0414001,Water Main replacement on Baynes Avenue,11484,477153.0,334006.0,811159.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-011,NJ0414001,"Water Main replacement on Brown Street, E. Brown  Street, Sparks Avenue",11484,1667072.0,993509.0,2660581.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-012,NJ0414001,Water Main replacement on Nicholson Road,11484,217305.0,152112.0,369417.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
254,Gloucester City,0414001-013,NJ0414001,"Replacement of 2,200 LF of water mains on Charles Street",11484,1118625.0,751231.0,1869856.0,75,0,0,0,0,0,30,0.11484,105.11484,BIL (GEN)
256,Hammonton Town,0113001-001,NJ0113001,"Water main extension along Egg Harbor Road, and Eighth  Street to create loops and eliminate dead ends",11300,250000.0,175000.0,425000.0,75,0,15,0,0,0,15,0.113,105.113,NA
256,Hammonton Town,0113001-002,NJ0113001,"Replacement of water mains on Central Ave., Golf Dr., &  12th Street.",11300,1000000.0,700000.0,1700000.0,75,0,15,0,0,0,15,0.113,105.113,NA
256,Hammonton Town,0113001-003,NJ0113001,"Replacement of 2,900 LF of water mains on Rte 54",11300,485000.0,339500.0,824500.0,75,0,15,0,0,0,15,0.113,105.113,NA
257,Pemberton Township,0329004-006,NJ0329004,Various Water System Improvements,10815,400000.0,366000.0,766000.0,75,0,15,0,0,0,15,0.10815,105.10815,BIL (GEN)
258,Pine Hill Municipal Utilities Authority,0428002-003,NJ0428002,Erial Road Water Main Rehab and Branch Avenue  Pressure Reducing Valve,10233,2806223.0,NA,3367467.0,75,0,0,0,0,0,30,0.10233,105.10233,BIL (GEN)
259,Paulsboro Borough,0814001-002,NJ0814001,"Replacement of 2,300 water meters",6025,880000.0,616000.0,1496000.0,25,0,0,0,0,0,80,0.06025,105.06025,BIL (GEN)
260,Hightstown Borough,1104001-010,NJ1104001,2017 Water Main Improvements,5567,1239150.0,536528.0,1775678.0,75,0,15,0,0,0,15,0.05567,105.05567,NA
261,Hightstown Borough,1104001-011,NJ1104001,"Hauser, Bennet and Prospect Water Mains",5304,468825.0,NA,609472.0,75,0,15,0,0,0,15,0.054,105.054,NA
264,Sussex Borough,1921001-002,NJ1921001,Replacement of 75 year old water mains,2666,1402286.0,-196321.0,1205964.0,75,0,0,0,0,0,30,0.02666,105.02666,BIL (GEN)
265,Brooklawn Borough,0407001-004,NJ0407001,"Removal and replacement 1,500 LFof 6-inch water mains",2300,1483000.0,912520.0,2395520.0,75,0,0,0,0,0,30,0.023,105.023,BIL (GEN)
266,Oak Ridge Senior Housing Community,1414008-001,NJ1414008,Oakridge Senior Community Water Lines,100,386750.0,143550.0,530300.0,75,0,0,0,0,0,30,0.001,105.001,NA
267,"NJ American Water Company, Incorporated",1345001-005,NJ1345001,Replacement of ozone generators at Swimming River  WTP,289553,519890.0,-39978.0,479911.0,100,0,0,0,0,0,0,2.89553,102.89553,NA
268,Middlesex Water Company,1225001-025,NJ1225001,Western Transmission Main,233376,29000000.0,13210000.000,42210000.000,30,50,15,5,0,0,0,2.33376,102.33376,NA
270,Berkeley Township Municipal Utilities Authority,1505004-002,NJ1505004,Install new water mains,8130,5226820.0,1805363.0,7032183.0,1,0,20,0,0,0,80,0.0813,101.0813,BIL (GEN)
270,Berkeley Township Municipal Utilities Authority,1505004-005,NJ1505004,Extension of water mains,8130,7500000.0,5138330.0,12638330.000000,1,0,20,0,0,0,80,0.0813,101.0813,BIL (GEN)
271,"NJ American Water Company, Incorporated",0323001-005,NJ0323001,Woodlane WTP Improvement Project,445702,6700000.0,NA,8040000.0,100,0,0,0,0,0,0,0.47427,100.47427,NA
274,North Brunswick Township,1215001-003,NJ1215001,Treatment plant upgrade,38000,20000000,7860000.0,27860000.000,100,0,0,0,0,0,0,0.38,100.38,NA
277,Point Pleasant Borough,1524001-002,NJ1524001,Water Treatment Plant Filter Replacement,18651,1600000.0,1589180.0,2112000.0,100,0,0,0,0,0,0,0.18651,100.18651,NA
278,Ramsey Borough,0248001-015,NJ0248001,Installation of chlorine analyzers and pipe improvements  to upgrade disinfection system at various facilities,16350,500000.0,180000.0,680000.0,100,0,0,0,0,0,0,0.1635,100.1635,NA
281,Pompton Lakes Municipal Utilities Authority,1609001-003,NJ1609001,Replacement of gas chlorination system with solid tablet  chlorination system,11435,60000.0,54200.0,114200.0,100,0,0,0,0,0,0,0.11435,100.11435,NA
283,Ringwood Borough,1611002-001,NJ1611002,"Installation of chlorination station, automatic controls &  protection of pipe",9600,331000.0,52960.0,383960.0,100,0,0,0,0,0,0,0.096,100.096,NA
284,Boonton Town,1401001-003,NJ1401001,Wellfield Treatment Plant Upgrades,9900,2354500.0,NA,3069900.0,100,0,0,0,0,0,0,0.09532,100.09532,NA
285,Spotswood Borough,1224001-003,NJ1224001,Rehabilitation of the George Street Water Treatment  Plant,8300,1650000.0,520000.0,2177545.0,100,0,0,0,0,0,0,0.083,100.083,NA
286,Netcong Borough,1428001-003,NJ1428001,Drill new well to meet current demand,3236,425000.0,297500.0,722500.0,15,50,15,5,0,0,15,0.03236,100.03236,NA
287,"Fayson Lake Water Company, Incorporated",1415001-001,NJ1415001,Upgrade treatment facility,3087,525000.0,367500.0,892500.0,100,0,0,0,0,0,0,0.03087,100.03087,NA
288,West Milford Municipal Utilities Authority,1615016-001,NJ1615016,"Wells #1,6 & 7 WTP upgrades",1625,358000.0,340100.0,698100.0,100,0,0,0,0,0,0,0.01625,100.01625,NA
289,West Milford Municipal Utilities Authority,1615018-001,NJ1615018,Concorde & Quincy WTP upgrades,1260,324000.0,226800.0,550800.0,100,0,0,0,0,0,0,0.0126,100.0126,NA
290,Roosevelt Borough,1341001-005,NJ1341001,Upgrades to water treatment plant,935,246240.0,172367.0,418607.0,100,0,0,0,0,0,0,0.00935,100.00935,NA
291,West Milford Municipal Utilities Authority,1615012-001,NJ1615012,Well #1 WTP upgrades,635,118000.0,112100.0,230100.0,100,0,0,0,0,0,0,0.00635,100.00635,NA
292,West Milford Municipal Utilities Authority,1615002-001,NJ1615002,Well #28 WTP Upgrades,600,176000.0,167200.0,343200.0,100,0,0,0,0,0,0,0.006,100.006,NA
293,Collier Services,1328300-003,NJ1328300,Replace existing hypochlorination and water softener  systems,350,100000.0,70000.0,170000.0,100,0,0,0,0,0,0,0.0035,100.0035,NA
294,Plausha Park Water Company,1421004-001,NJ1421004,"Install chemical feed, safety upgrades and replace the  ramp and piping at the well/treatment facility",200,130000.0,48800.0,178800.0,100,0,0,0,0,0,0,0.002,100.002,NA
295,West Milford Municipal Utilities Authority,1615001-001,NJ1615001,Moore Rd WTP upgrades,180,145000.0,137750.0,282750.0,100,0,0,0,0,0,0,0.0018,100.0018,NA
296,West Milford Municipal Utilities Authority,1615006-001,NJ1615006,Well #6 WTP Upgrades,115,256000.0,243200.0,499200.0,100,0,0,0,0,0,0,0.00115,100.00115,NA
297,Green Briar Residential Home,1421305-001,NJ1421305,"Installation of chlorination to WTP, emergency generator,  back up well",43,26000.0,3760.0,29760.0,100,0,0,0,0,0,0,0.00043,100.00043,NA
298,Cliffside Park Borough,0238001-001,NJ0238001,Construction of water mains for a brownfield  redevelopment project - Towne Centre,394079,525000.0,367500.0,892500.0,75,0,0,0,5,0,15,3.94079,98.94079,NA
299,Trenton City,1111001-012,NJ1111001,Pennington Reservoir Replacement,225000,85000000.0,NA,107500000.000,60,0,15,0,5,0,15,2.17,97.17,BIL (GEN)
300,Atlantic City Municipal Utilities Authority,0102001-010,NJ0102001,Asset Management Plan - Professional Consulting Services  In Compliance With The New Jersey Water Quality  Accountability Act,76240,$-,725602.0,122840.0,1,0,15,0,0,0,80,0.7624,96.7624,BIL (GEN)
301,Woodbine Borough,0516001-002,NJ0516001,Woodbine Asset Management Plan,2650,100000.0,20000.0,120000.0,1,0,15,0,0,0,80,0.0265,96.0265,BIL (GEN)
302,Brick Township Municipal Utilities Authority,1506001-009,NJ1506001,Breton Woods Water Main Replacement - Phase I,100000,4393000.0,1535760.0,5928760.0,75,0,20,0,0,0,0,1,96,NA
304,Perth Amboy City,1216001-012,NJ1216001,Florida Grove Road Reservoir Improvements,55436,5133385.0,NA,6506062.0,60,0,0,0,5,0,30,0.52328,95.52328,BIL (GEN)
305,Wildwood City,0514001-005,NJ0514001,Well #39 Redevelopment,45500,315000.0,63000.0,378000.0,15,0,0,0,0,0,80,0.454997,95.455,BIL (GEN)
306,Bloomfield Township,0702001-001,NJ0702001,Cleaning and Lining of water mains,47000,1946500.0,775720.0,2102220.0,75,0,0,5,0,0,15,0.45061,95.45061,NA
308,Rahway City,2013001-001,NJ2013001,Cleaning & Lining of various water main sections,27785,900000.0,630000.0,1530000.0,75,0,0,5,0,0,15,0.27785,95.27785,NA
308,Rahway City,2013001-002,NJ2013001,Cleaning & Lining of various water main sections,27785,1100000.0,744000.0,1844000.0,75,0,0,5,0,0,15,0.27785,95.27785,NA
309,Mahwah Township,0233001-005,NJ0233001,Installation of emergency generators,24062,350000.0,245000.0,595000.0,45,50,0,0,0,0,0,0.24062,95.24062,NA
310,Burlington Township,0306001-004,NJ0306001,"Replacement of 1,500 LF of main on Lansberry Dr and  LaVeer Rd",22000,214000.0,149800.0,363800.0,75,0,20,0,0,0,0,0.22,95.22,NA
311,Barnegat Township,1533001-002,NJ1533001,Replacement of water meters & Back flow preventers,20935,450000.0,315000.0,765000.0,25,35,20,0,0,0,15,0.20935,95.20935,NA
313,Milltown Borough,1212001-002,NJ1212001,Ford Ave Redevelopment,7052,1060000.0,546000.0,1606000.0,75,0,15,0,5,0,0,0.07052,95.07052,NA
314,Richard Stockton College,0111304-001,NJ0111304,Installation of solar power at water treatment plant,6600,680000.0,476000.0,1156000.0,45,0,20,0,0,15,15,0.066,95.066,NA
315,Clementon Borough,0411001-002,NJ0411001,Rehab of well 9 including slip lining to improve  conveyance,5003,850000.0,444125.0,1294125.0,15,0,0,0,0,0,80,0.05006,95.05006,BIL (GEN)
316,Flemington Borough,1009001-009,NJ1009001,Additional Water Tank and Improvements,4389,3500000.0,1000000.0,4500000.0,60,0,0,5,0,0,30,0.04389,95.04389,BIL (GEN)
317,Hardyston Municipal Utilities Authority,1911006-002,NJ1911006,Water Tank Refurbishment,1963,825000.0,165000.0,990000.0,60,35,0,0,0,0,0,0.01963,95.01963,NA
318,Milltown Borough,1212001-004,NJ1212001,Cleaning and Lining of mains and construction of 2 water  main loops to eliminate dead ends,7052,1062500.0,880750.0,1943250.0,75,0,15,0,5,0,0,0.07052,95.00007,NA
319,Middlesex Water Company,1225001-003,NJ1225001,Installation of nanofiltration for hardness removal (North  Tingley Lane),233376,1500000.0,920000.0,2420000.0,40,50,0,0,0,0,0,2.33376,92.33376,NA
319,Middlesex Water Company,1225001-004,NJ1225001,Installation of nanofiltration for hardness removal (South  Tingley Lane),233376,2000000.0,1140000.0,3140000.0,40,50,0,0,0,0,0,2.33376,92.33376,NA
321,Orange City,0717001-006,NJ0717001,asset management plan,30134,6000000.0,1220000.0,7200000.0,1,0,0,5,5,0,80,0.30134,91.30134,BIL (GEN)
321,Orange City,0717001-016,NJ0717001,"Orange Twp | Water System Hydraulic Model, GIS, AMP",32000,780500.0,527545.0,936600.0,1,0,0,5,5,0,80,0.30134,91.30134,BIL (GEN)
322,Brick Township Municipal Utilities Authority,1506001-013,NJ1506001,"Water Main Stream Crossings Replacements at Route 70  (16"" Diameter), at the Beaver Dam Creek at Midstreams  Road (16"" Diameter), and Five 12"" Diameter Stream  Crossings in the Township of Brick",100000,3074560.0,1113859.0,4188419.0,75,0,0,0,0,0,15,0.86898,90.86898,NA
323,Bayonne City,0901001-006,NJ0901001,Aqueduct Replacement,63000,8737229.0,1747445.0,10484674.0000000,75,0,0,0,0,0,15,0.63,90.63,BIL (GEN)
324,Hoboken City,0905001-003,NJ0905001,Water Main Upgrades Phase II,54379,4200000.0,3178333.0,5040000.0,75,0,15,0,0,0,0,0.52,90.52,NA
325,Monroe Municipal Utilities Authority,0811002-001,NJ0811002,Tank Painting,36908,1338500.0,482000.0,1606200.0,60,0,0,0,0,0,30,0.36908,90.36908,NA
326,Belleville Township,0701001-006,NJ0701001,Clara Maass Hospital Water Main Extension,36010,646700.0,614365.0,1261065.0,75,0,0,0,0,0,15,0.3601,90.3601,NA
327,Belleville Township,0701001-001,NJ0701001,Extension of 12 inch water main to the Medical Center,35928,350000.0,245000.0,595000.0,75,0,0,0,0,0,15,0.35928,90.35928,NA
327,Belleville Township,0701001-002,NJ0701001,Replacement of inoperable valves & hydrants,35928,525000.0,367500.0,892500.0,75,0,0,0,0,0,15,0.35928,90.35928,NA
328,Vineland City,0614003-014,NJ0614003,"Installation of gas generators at wells #4,6,7,8,10,11 and  12",33000,1543500.0,939140.0,2482640.0,45,0,15,0,0,0,30,0.33,90.33,BIL (GEN)
329,Deptford Township Municipal Utilities Authority,0802001-002,NJ0802001,Water Main Replacement at East Woodbury,30590,1122360.0,NA,1531832.0,75,0,0,0,0,0,15,0.3059,90.3059,NA
329,Deptford Township Municipal Utilities Authority,0802001-003,NJ0802001,Water Main Replacement at Country Club Estates,30590,893481.0,231180.0,1188377.0,75,0,0,0,0,0,15,0.3059,90.3059,NA
330,Garfield City,0221001-005,NJ0221001,Replacement of the Botany Street pump station.  Expansion of the SCADA system,29780,2050000.0,1162000.0,3212000.0,60,0,0,0,0,0,30,0.2978,90.2978,BIL (GEN)
331,Glassboro Borough,0806001-001,NJ0806001,2.0 mg elevated tower repainting,19992,2327688.0,95000.0,3142225.0,60,0,0,0,0,0,30,0.24244,90.24244,NA
332,Hamilton Township Municipal Utilities Authority,0112001-005,NJ0112001,WATER MAIN REPLACEMENT PHASE 2,22000,3500000.0,67500.0,4200000.0,75,0,0,0,0,0,15,0.2172,90.2172,NA
333,Lyndhurst Township,0232001-002,NJ0232001,"Replacement of 1,350 LF of antiquated water mains on  Forest Avenue",19800,1950000.0,632000.0,2582000.0,75,0,0,0,0,0,15,0.198,90.198,NA
334,Berlin Borough,0405001-006,NJ0405001,A 12 inch water main needs to be tied in at Park Drive and  White Horse Pike,13121,200000.0,140000.0,340000.0,75,0,15,0,0,0,0,0.13121,90.13121,NA
335,Pemberton Township,0329004-001,NJ0329004,Pinelands Water Infrastructure,2500,2420000.0,1167000.0,2904000.0,75,0,0,0,0,0,15,0.12378,90.12378,BIL (GEN)
336,Manasquan Borough,1327001-002,NJ1327001,Construction of 600 LF of WM on Perrine Blvd & Mallard  Park Area,12265,750000.0,1004202.0,1754202.0,75,0,15,0,0,0,0,0.12265,90.12265,NA
337,Wallington Borough,0265001-002,NJ0265001,Wallington Avenue Water Main,11335,2084160.0,442000.0,2500992.0,75,0,0,0,0,0,15,0.11583,90.11583,NA
338,Pemberton Township,0329004-007,NJ0329004,Various Water System Improvements,10815,1710000.0,1257000.0,2967000.0,60,0,15,0,0,0,15,0.10815,90.10815,BIL (GEN)
340,Ship Bottom Borough,1528001-004,NJ1528001,Water Main Replacement Project,5762,3294705.0,1435886.0,4053646.0,75,0,0,0,0,0,15,0.05762,90.05762,NA
341,National Park Borough,0812001-003,NJ0812001,Replacement of 6-inch and 10-inch water main with  appurtenances,3289,228450.0,152578.0,381028.0,75,0,0,0,0,0,15,0.03289,90.03289,BIL (GEN)
342,Lakehurst Borough,1513001-002,NJ1513001,Water Main Replacement Project Phase I,2654,860820.0,223813.0,1084633.0,75,0,0,0,0,0,15,0.02654,90.02654,BIL (GEN)
343,Alpha Borough,2102001-001,NJ2102001,"Upgrades to treatment for Pursell & Alpha St wells or VOC  removal, hardness and disinfection",2500,1547470.0,1201359.0,2748829.0,60,0,0,0,0,0,30,0.025,90.025,NA
344,Brooklawn Borough,0407001-005,NJ0407001,Painting interior & exterior of water tank,2300,429000.0,300300.0,729300.0,60,0,0,0,0,0,30,0.023,90.023,BIL (GEN)
345,Pemberton Borough,0328001-001,NJ0328001,Replacement of undersized and antiquated water mains  on Hough and Handover Streets,1610,490820.0,375777.0,866597.0,75,0,0,0,0,0,15,0.0161,90.0161,BIL (GEN)
346,Hopewell Township,1106001-001,NJ1106001,Water System Improvements,5710,1000000.0,927000.0,1285000.0,75,0,15,0,0,0,0,0.00356,90.00356,NA
347,Fountainhead Properties Incorporate,1511013-002,NJ1511013,Loop system with 400 LF of water main with replacement  of water meters,280,55000.0,22680.0,77680.0,75,0,15,0,0,0,0,0.0028,90.0028,NA
348,Stafford Township,1530004-014,NJ1530004,"Construction of 2,600 LF of 8 and 12-inch water main on  Rte 9 and Oak Ave",28868,487224.0,340509.0,827733.0,1,50,20,0,0,0,15,0.28868,86.28868,NA
349,"NJ American Water Company, Incorporated",0119002-004,NJ0119002,Construction of a 1.5 MG elevated tank including water  mains,88088,2100000.0,1184000.0,3284000.0,50,0,20,0,0,0,15,0.88088,85.88088,NA
350,Stafford Township,1530004-015,NJ1530004,Redevelopment of wells # 2 and 5,28868,90000.0,66400.0,156400.0,15,35,20,0,0,0,15,0.28868,85.28868,NA
352,Brick Township Municipal Utilities Authority,1506001-006,NJ1506001,Installation of security measures in water system,134108,2300000.0,1140000.0,3440000.0,45,0,20,0,0,0,15,1.34108,81.34108,NA
353,Lakewood Township Municipal Utilities Authority,1514002-003,NJ1514002,Administration Building Addition,21000,1200000.0,240000.0,1440000.0,1,0,0,0,0,0,80,0.2175,81.2175,BIL (GEN)
354,"NJ American Water Company, Incorporated",2004002-006,NJ2004002,36 inch valve replacement at Madison Hill Road,610000,175000.0,122500.0,297500.0,75,0,0,0,0,0,0,6.1,81.1,NA
355,Seaside Park Borough,1527001-003,NJ1527001,Water Asset Management Plan,3753,$-,70200.0,70200.0,1,0,0,0,0,0,80,0.0375267,81.03753,NA
356,Perth Amboy City,1216001-500,NJ1216001,Install New Stand-by Generator for Runyon Water Treat.  Plant,50814,1855500.0,852500.0,2708000.0,45,0,0,0,5,0,30,0.52328,80.52328,BIL (GEN)
356,Perth Amboy City,1216001-005,NJ1216001,THE INSTALLATION OF A NEW STANDBY GENERATOR AT  THE RUNYON WATER TREATMENT PLANT,366296,750000.0,9087360.0,1021050.0,45,0,0,0,5,0,30,0.52328,80.52328,BIL (GEN)
357,Winslow Township,0436007-004,NJ0436007,"Install appurtenances associated with new well #12  (SCADA, well house, transmission mains)",39328,1791000.0,1048040.0,2839040.0,15,50,15,0,0,0,0,0.39328,80.39328,NA
357,Winslow Township,0436007-005,NJ0436007,Install new 500 GPM well #12,39328,228600.0,160020.0,388620.0,15,50,15,0,0,0,0,0.39328,80.39328,NA
358,Montclair Township,0713001-002,NJ0713001,Cleaning & Lining of water mains,38977,750000.0,525000.0,1275000.0,75,0,0,5,0,0,0,0.38977,80.38977,NA
358,Montclair Township,0713001-003,NJ0713001,Replace Transmission Valves,38977,650000.0,455000.0,1105000.0,75,0,0,5,0,0,0,0.38977,80.38977,NA
358,Montclair Township,0713001-010,NJ0713001,Replacement of lead service Lines - Phase III,38977,900000.0,324000.0,1224000.0,75,0,0,5,0,0,0,0.38977,80.38977,NA
359,Rahway City,2013001-004,NJ2013001,Repainting of 1.5 MG elevated & 0.5 MG watersphere  water tanks,27785,750000.0,525000.0,1275000.0,60,0,0,5,0,0,15,0.27785,80.27785,NA
360,Mahwah Township,0233001-003,NJ0233001,Interconnection on Campgaw & Pulis Avenues,24062,1300000.0,832000.0,2132000.0,30,50,0,0,0,0,0,0.24062,80.24062,NA
361,South Orange Village,0719001-009,NJ0719001,Scotland Road Water Mains,17000,2994500.0,2560000.0,3891400.0,75,0,0,5,0,0,0,0.16964,80.16964,NA
362,Gloucester City,0414001-014,NJ0414001,Construction of a 1.0 MG storage tank to replace  standpipe,11484,3000000.0,1580000.0,4580000.0,50,0,0,0,0,0,30,0.11484,80.11484,BIL (GEN)
362,Gloucester City,0414001-015,NJ0414001,Construction of a new .5 MG storage tank to maintain  pressure on the east side,11484,911511.0,638055.0,1549566.0,50,0,0,0,0,0,30,0.11484,80.11484,BIL (GEN)
363,Milltown Borough,1212001-003,NJ1212001,Ford Ave Redevelopment Agency Borough,7052,750000.0,876000.0,1626000.0,60,0,15,0,5,0,0,0.07052,80.07052,NA
365,"NJ American Water Company, Incorporated",1345001-006,NJ1345001,Rehab of High Service Transmission Main in Middletown,289553,5400000.0,2113300.0,7513300.0,75,0,0,0,0,0,0,2.89553,77.89553,NA
365,"NJ American Water Company, Incorporated",1345001-009,NJ1345001,East End Transmission Main Replacement,289553,1391309.0,784849.0,2176158.0,75,0,0,0,0,0,0,2.89553,77.89553,NA
367,"NJ American Water Company, Incorporated",0712001-008,NJ0712001,Replacement of two large valves,217230,600000.0,420000.0,1020000.0,75,0,0,0,0,0,0,2.1723,77.1723,NA
368,Old Bridge Municipal Utilities Authority,1209002-002,NJ1209002,Replacement of water mains along Lawrence Harbor Road,66200,1600000.0,964000.0,2564000.0,75,0,0,0,0,0,0,0.662,75.662,NA
369,Wayne Township,1614001-001,NJ1614001,Replacement of 2400 LF of 8-inch water main and 2000 LF  of 12-inch water main -Farmingdale Area,55000,1100000.0,744000.0,1844000.0,75,0,0,0,0,0,0,0.55,75.55,NA
370,Franklin Township,1808001-006,NJ1808001,Installation of new water mains to eliminate dead end  mains,50000,920000.0,644000.0,1564000.0,75,0,0,0,0,0,0,0.5,75.5,NA
372,East Brunswick Township,1204001-001,NJ1204001,"Replacement of undersized water mains on Wilmot,  Harrison and various streets",47000,3672735.0,1959982.0,5632717.0,75,0,0,0,0,0,0,0.47,75.47,NA
373,Evesham Municipal Utilities Authority,0313001-002,NJ0313001,2018 Water Main Replacements,45351,4528600.0,1608720.0,6137320.0,75,0,0,0,0,0,0,0.45351,75.45351,NA
373,Evesham Municipal Utilities Authority,0313001-003,NJ0313001,Route 70 WM Replacement,45351,583000.0,206600.0,789600.0,75,0,0,0,0,0,0,0.45351,75.45351,NA
374,North Brunswick Township,1215001-008,NJ1215001,Old Georges Road Water Project,41431,4000000.0,1157400.0,4800000.0,75,0,0,0,0,0,0,0.41,75.41,NA
375,Sayreville Borough,1219001-004,NJ1219001,Rehabilitate existing unlined cast iron water mains in  several areas of Sayreville,40377,5000000.0,2460000.0,7460000.0,75,0,0,0,0,0,0,0.40377,75.40377,NA
375,Sayreville Borough,1219001-006,NJ1219001,Construct new water main along Washington Road,40377,650000.0,429000.0,1079000.0,75,0,0,0,0,0,0,0.40377,75.40377,NA
375,Sayreville Borough,1219001-008,NJ1219001,Clean and line water mains in several sections of the  Borough,40377,2000000.0,1060000.0,3060000.0,75,0,0,0,0,0,0,0.40377,75.40377,NA
376,North Brunswick Township,1215001-002,NJ1215001,Replacement of 4 miles of 24 inch water main from the  North Brunswick Twp Treatment plant to Finnegans Lane,38000,5000000.0,2460000.0,7460000.0,75,0,0,0,0,0,0,0.38,75.38,NA
376,North Brunswick Township,1215001-004,NJ1215001,Install 16 inch water main,38000,1750000.0,264000.0,2014000.0,75,0,0,0,0,0,0,0.38,75.38,NA
376,North Brunswick Township,1215001-005,NJ1215001,"Replacement of 2,350 LF of 8 inch water mains on  Excelsior and Thalia Streets and Sioux Road",38000,844000.0,561200.0,1405200.0,75,0,0,0,0,0,0,0.38,75.38,NA
377,East Windsor Municipal Utilities Authority,1101002-005,NJ1101002,Twin Rivers (H section) Water Main Replacement Project,27190,1050070.0,276714.0,1326784.0,75,0,0,0,0,0,0,0.2719,75.2719,NA
378,Little Egg Harbor Municipal Utilities Authority,1516001-006,NJ1516001,Water Storage Tank Painting and Upgrades,21333,2168364.0,1200000.0,2659836.0,60,0,0,0,0,0,15,0.213333,75.21333,BIL (GEN)
379,West Deptford Township,0820001-004,NJ0820001,Jessup Road Water Storage Tank Repair and Repainting,21248,2622530.0,345919.0,3222036.0,60,0,0,0,0,0,15,0.21248,75.21248,NA
380,Montville Township,1421003-002,NJ1421003,Installation of 880 LF of 8 inch water main,21000,125000.0,45000.0,170000.0,75,0,0,0,0,0,0,0.21,75.21,NA
381,Ramsey Borough,0248001-014,NJ0248001,Replacement of North Central Ave water main,16350,60000.0,68000.0,128000.0,75,0,0,0,0,0,0,0.1635,75.1635,NA
382,Bordentown City,0303001-002,NJ0303001,"Replacement of 1,500 LF of 12-inch transmission mains",15831,330000.0,251800.0,581800.0,75,0,0,0,0,0,0,0.15831,75.15831,NA
383,Pennsville Township,1708001-003,NJ1708001,Rehabilitate .25 MG Water Street storage tank,13250,150000.0,105000.0,255000.0,60,0,0,0,0,0,15,0.1325,75.1325,BIL (GEN)
384,Saddle Brook Township,0257001-001,NJ0257001,"Construction of 1,200 LF of 8-inch water mains",13155,465000.0,325500.0,790500.0,75,0,0,0,0,0,0,0.13155,75.13155,NA
385,Mantua Township MUA,0810004-004,NJ0810004,Centre City Water/Sewer Infrastructure Improvements,12711,3500000.0,1250000.0,4750000.0,75,0,0,0,0,0,0,0.12711,75.12711,NA
386,Clinton Town,1005001-006,NJ1005001,Lebanon Borough Water Main Replacements - Phase 2-5,12500,2684475.0,989032.0,3673507.0,75,0,0,0,0,0,0,0.125,75.125,NA
386,Clinton Town,1005001-012,NJ1005001,WQAA Implementation - Water Infrastructure Audit and  Upgrades,12500,2500000.0,NA,3220000.0,75,0,0,0,0,0,0,0.125,75.125,NA
387,Haddonfield Borough,0417001-001,NJ0417001,Replacement of water main on Tanner & Woodlane with  8 inch,11600,597262.0,206739.0,804001.0,75,0,0,0,0,0,0,0.116,75.116,NA
388,Pompton Lakes Municipal Utilities Authority,1609001-001,NJ1609001,Abandonment of Cannonball Rd main and installation of  insertion valves throughout system,11435,140000.0,110000.0,250000.0,75,0,0,0,0,0,0,0.11435,75.11435,NA
389,North Brunswick Township,1215001-007,NJ1215001,Water Main Replacement,41431,5100000.0,314329.0,6732000.0,75,0,0,0,0,0,0,0.11,75.11,NA
390,Beachwood Borough,1504001-006,NJ1504001,The Cable Avenue water main replacement,10375,500000.0,100000.0,600000.0,75,0,0,0,0,0,0,0.10375,75.10375,NA
391,East Hanover Township,1410001-004,NJ1410001,Replace Water Meters,10000,350000.0,245000.0,595000.0,75,0,0,0,0,0,0,0.1,75.1,NA
392,Long Beach Township,1517001-015,NJ1517001,Water Main Replacement Project,9962,2310000.0,869200.0,3179200.0,75,0,0,0,0,0,0,0.0996167,75.09962,NA
393,Wanaque Borough,1613002-002,NJ1613002,"Replacement of approximately 6,000 feet of water main  and services on Ringwood Avenue",9954,1700000.0,232000.0,1932000.0,75,0,0,0,0,0,0,0.09954,75.09954,NA
394,Ringwood Borough,1611002-002,NJ1611002,Replacement of undersized water mains,9600,650000.0,455000.0,1105000.0,75,0,0,0,0,0,0,0.096,75.096,NA
