Project.Number,County,System Name,Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Code
19118,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Replacement of the Van de Water Raw Water Pumping System, Upgrade Pump Station",180000,14280000,45,2299623126,
18572,Albany,COHOES CITY,Cohoes (C),"WTP Improvements Phase I., Upgrade Water Treatment Plant",15550,9609256,45,2309232382,
18984,Albany,COHOES CITY,Cohoes (C),"Phase 2 WTP Upgrades., Upgrade Water Treatment Plant",15550,9738811,45,2318971193,
18927,Jefferson,ADAMS (V),Adams (V),"Water main and water meter replacement, Upgrade Distribution System",3300,6162490,45,2325133683,
19186,Tompkins,TRUMANSBURG (V),Trumansburg (V),"Village-Wide Storage, Treatment, and Pump Station Upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station",2300,3884000,45,2329017683,
18175,Jefferson,SACKETS HARBOR VILLAGE,Sackets Harbor (V),"Replace existing intake piping and crib., Upgrade Surface Water Source, Upgrade Transmission",1300,0,45,2329017683,FMP
19514,St. Lawrence,TOWN OF EDWARDS WD NO.1,Edwards (T),"Well No.2 Improvements, Upgrade Surface Water Source",465,800000,45,2329817683,
18913,Onondaga,ONONDAGA COUNTY WATER AUTHORITY,OCWA,"Replacement of Solvay Potable Water Pump Station, New Pump Station",340000,2640000,45,2332457683,
18929,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Hanger Zone Tank Reconfiguration and main replacement, New Storage, Upgrade Storage, Upgrade Distribution System",130000,14700000,45,2347157683,
18997,Nassau,HICKSVILLE WD,Hicksville Water District,"Plant No. 6 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal., Upgrade Water Treatment Plant",47810,0,45,2347157683,BEC
18507,Ulster,KINGSTON (CITY) WATER DISTRICT,Kingston (C),"Phase 2 transmission main and SCADA rehabilitation, Upgrade Transmission, Upgrade Distribution System",24000,0,45,2347157683,FMP
19153,Otsego,ONEONTA (C),Oneonta (C),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System",16000,12525830,45,2359683513,
19278,Fulton,GLOVERSVILLE (C) WATER WORKS,Gloversville (C),"New Transmission Main and upgrades to the distribution system., New Transmission, Upgrade Distribution System",15300,5309551,45,2364993064,
18767,Chemung,HORSEHEADS VILLAGE,Horseheads (V),"Upgrade water mains and appurtenances in Ridge Road, Number Street and Center Street areas., Upgrade Distribution System",11530,0,45,2364993064,FMP
18830,Dutchess,WAPPINGERS FALLS (V),Wappingers Falls (V),"Interconnection between Wappingers Falls (V) and Wappinger (T)., New Inter-Connection",5522,1440252,45,2366433316,
19882,Saratoga,CORINTH (V),Corinth (V),"WTP Upgrades, WM Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System",3000,14996000,45,2381429316,
19123,Oswego,MEXICO (V),Mexico (V),"Phase 2 Distribution Main Replacement and Source Upgrades, Upgrade Ground Water Source, Upgrade Distribution System",1085,12000000,45,2393429316,
19505,Delaware,MARGARETVILLE (V),Margaretville (V),"Hospital Tank replacement, meters, control system upgrades, Upgrade Storage, Upgrade Distribution System",514,1508801,45,2394938117,
18543,Onondaga,SYRACUSE CITY,Syracuse (C),"Replace chlorine gas systems with NaOCl., Upgrade Water Treatment Plant",192000,3543200,45,2398481317,
18559,Onondaga,SYRACUSE CITY,Syracuse (C),"Replace sections of one of the three transmission conduits supplying water to Syracuse, Upgrade Transmission",192000,1671175,45,2400152492,
19166,Onondaga,SYRACUSE CITY,Syracuse (C),"PRV Replacement Project, Upgrade Other Expenses, Upgrade Other (OT)",192000,746750,45,2400899242,
19273,Schenectady,SCHENECTADY (C),Schenectady (C),"Phase 2 Rice Road WTP Improvements., Upgrade Water Treatment Plant",60000,8221460,45,2409120702,
19126,Jefferson,DEVELOPMENT AUTH OF NORTH COUNTRY,DANC,"Army Water Line Replacement - Phase 1, Upgrade Transmission",40237,0,45,2409120702,FMP
19826,Ontario,GENEVA (C),Geneva (C),"Filtration upgrade at water treatment plant., Upgrade Water Treatment Plant",14500,14667200,45,2423787902,
19540,Orleans,MEDINA (V),Medina (V),"Phase I Upgrade on WM, Booster Pump, SCADA and Storage, Upgrade Distribution System",6050,12025250,45,2435813152,
19432,Steuben,BATH (V),Bath (V),"Replacement of Mt. Washington tank and Maple Heights tank, Upgrade Storage, Upgrade Distribution System",5500,8500000,45,2444313152,
18216,Delaware,WALTON (V),Walton (V),"Replace two tanks and aged mains on Bruce, Prospect, and Burton Sts., Upgrade Storage, Upgrade Distribution System",3026,0,45,2444313152,FMP
19528,Jefferson,PAMELIA CONSOLIDATED WD NO. 1,Pamelia (T),"Water Main Replacement and Chlorine Booster Station, Upgrade Other Expenses, Upgrade Distribution System, Upgrade Other (OT)",2350,8786000,45,2453099152,
17882,Fulton,BROADALBAN (V),Broadalbin (V),"Replace Aged Storage Tank, New Storage",1500,0,45,2453099152,FMP
19542,Jefferson,DEXTER (V),Dexter (V),"Route 180 Water Line Replacement, Upgrade Distribution System",1004,3071975,45,2456171127,
18536,Dutchess,PINEBROOK ESTATES,DCWWA,"Interconnection to DCWWA Hyde Park System., New Distribution System, New Inter-Connection",200,3489161,45,2459660288,
19546,Livingston,GENESEO (T),Geneseo (T),"Legacy WM Replacement - Crossett Rd., NYS Rts 63, 39 and 20A, Upgrade Distribution System",108,3708000,45,2463368288,
18909,Cortland,CORTLAND (C),Cortland (C),"Homer Ave Reconstruction & Water Main Replacement Project., Upgrade Distribution System",21859,11661120,45,2475029408,
18234,St. Lawrence,MASSENA (T),Massena (T),"East Massena WD Improvements., Upgrade Distribution System",600,3055500,45,2478084908,
18971,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extensions - Manorville (Ext #94) due to MTBE, PFOA, PFOS, and Fe/Mn contamination in private wells., Extend Distribution System, Extend Water District",28000,12877000,45,2490961908,BEC
19493,Warren,QUEENSBURY WATER DISTRICT,Queensbury (T),"Extension to Jenkinsville to serve private wells contaminated with 1,4-Dioxane., New Distribution System",425,7316272,45,2498278180,
19829,Saratoga,CLIFTON PARK (T),Clifton Park (T),"Extension of Water Main to serve new service area., Extend Water District",280,3370000,45,2501648180,
18604,Clinton,BEEKMANTOWN WATER DISTRICT,Beekmantown (T),"New Public Water System., New Complete System (New System)",250,6862378,45,2508510558,
18972,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extension Nos. 95 & 96 - Calverton. Extend Public Water to Address PFAS in Private Residential Wells., Extend Distribution System, Extend Water District",190,12178000,45,2520688558,BEC
19284,Onondaga,BUSSEY AND NORTON ROADS WD EXTENSION,Onondaga (T),"Bussey and Norton Roads Consolidated Water Supply District Extension, New Water District",156,2531311,45,2523219869,
19674,Suffolk,SMITHTOWN WATER DISTRICT,Smithtown (T),"Extension of water district to serve PFAS contaminated private wells (Oakside Drive and Landing Ave), Extend Distribution System",91,1426000,45,2524645869,
19199,Cayuga,THROOP (T) WD #2,Throop (T),"Water District #2 - Centerport, Reyer, and Sine Rd., New Water District",66,1250000,45,2525895869,
18851,Orange,GREENWOOD LAKE (V),Greenwood Lake (V),"Village of Greenwood Lake water system improvements., Upgrade Water Treatment Plant, Upgrade Ground Water Source",3000,0,40,2525895869,FMP
18656,Orange,FLORIDA VILLAGE,Florida (V),"DBP reduction project., Upgrade Water Treatment Plant",2757,0,40,2525895869,FMP
19259,Schenectady,ROTTERDAM (T),Rotterdam (T),"WD #5 High Priority Improvements., New Ground Water Source, Upgrade Distribution System",30523,34917000,40,2560812869,EQ
18940,St. Lawrence,EAST LOUISVILLE WATER DISTRICT,Louisville (T),"WTP Upgrade., Upgrade Water Treatment Plant, New Water Treatment Plant",1200,2082625,40,2562895494,
19738,Ontario,GORHAM TOWN WATER DISTRICT,Gorham (T),"Town-wide water main replacement, new interconnection between pressure Zones 1 and 2, replace County Road 1 Water Storage Tank, Upgrade Storage, Upgrade Distribution System",4373,11029000,40,2573924494,
19155,Albany,RAVENA (V),Ravena (V),"Phase 2 Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",3271,7428000,40,2581352494,
18884,Jefferson,HOUNSFIELD WATER SYSTEM,Hounsfield (T),"NYS Rt 3 Corridor Upgrades., New Transmission, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System",1250,0,40,2581352494,FMP
19191,Cayuga,LOCKE W D,Locke (T),"New storage tank and well & Telemetry Upgrades at all facilities, New Ground Water Source, New Storage",600,3416049,40,2584768543,
19108,Rensselaer,HOOSICK FALLS (V),Hoosick Falls (V),"Rogers Ave Tank replacement, water main replacement and LSL replacement., Upgrade Storage, Upgrade Distribution System",4500,7000000,40,2591768543,
19187,Dutchess,AMENIA WD #1,Amenia (T),"Water District No. 1 Improvements, New Ground Water Source, New Storage, New Distribution System",1010,13338500,40,2605107043,
19035,Washington,FORT ANN (V),Fort Ann (V),"Halfway Brook Transmission Main Replacement, Upgrade Transmission",460,380000,40,2605487043,
18421,Monroe,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,Upgrade Water Treatment Plant,650000,3000000,40,2608487043,
19137,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Sturgeon Point WTP Washwater Tank Replacement., New Water Treatment Plant",479000,3744250,40,2612231293,
19117,Erie,ERIE COUNTY WATER AUTHORITY,Erie County Water Authority,"Replacement of the Van de Water High Service Pump System, Upgrade Pump Station",180000,46440000,40,2658671293,
19091,Westchester,PEEKSKILL (C),Peekskill (C),"Storage Tank and Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",24075,5000000,40,2663671293,
18829,Madison,ONEIDA (C),Oneida (C),"Construction of a new clear well, and rehab existing clear well., Upgrade Storage",20516,3357800,40,2667029093,
19143,Jefferson,CLAYTON (V),Clayton (V),"Water Main Replacement and New Raw Water Intake Line and Screen, Upgrade Distribution System",2732,8481020,40,2675510113,
19579,Greene,SLEEPY HOLLOW LAKE WATER COMPANY,Sleepy Hollow Lake APO,"Sleepy Hollow Lake WTP Upgrades, Upgrade Water Treatment Plant",2460,8376498,40,2683886611,
18554,Chenango,AFTON (V),Afton (V),"Replace water storage tank, upgrade spring source booster pump station, upgrade well control building, water main replacement., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",1000,6995000,40,2690881611,
18834,Herkimer,POLAND (V),Poland (V),"Well and Treatment Improvements., Upgrade Other Expenses, Upgrade Ground Water Source, Upgrade Transmission, Upgrade Pump Station, Upgrade Other (OT)",463,1400000,40,2692281611,
18335,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Toby Road Tank 3., New Storage",130000,19100000,40,2711381611,
19127,Albany,ALBANY (C),Albany MWFA,"Basic Creek Reservoir Dam Safety Improvements, Upgrade Surface Water Source",101082,8605000,40,2719986611,
19157,Albany,ALBANY (C),Albany MWFA,"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station",101082,9746301,40,2729732912,
19558,Albany,ALBANY (C),Albany MWFA,"Rensselaer Lake Dam Safety Improvements, Upgrade Surface Water Source",98000,8003000,40,2737735912,
19727,Suffolk,SOUTH HUNTINGTON WD,South Huntington WD,"Plant No. 15 - 1,4-dioxane removal via AOP, Upgrade Water Treatment Plant",81760,7700000,40,2745435912,
19004,Nassau,JERICHO WD,Jericho WD,"Well No. 33 - Perchlorate and Nitrate Removal, Upgrade Water Treatment Plant",58000,16325000,40,2761760912,
19393,Nassau,JERICHO WD,Jericho Water District,"Relocate existing GAC vessels to Well 29 and install new GAC Vessels at Wells 18 and 19 to address PFAS contamination, Upgrade Water Treatment Plant",58000,17559440,40,2779320352,BEC
19580,Nassau,JERICHO WD,Jericho WD,"Well 12 PFAS removal, Upgrade Water Treatment Plant",58000,8622130,40,2787942482,BEC
19653,Nassau,LEVITTOWN WATER DISTRICT,Hempstead (T),"Levittown WD Well 12 - 1,4-dioxane and iron removal treatment system, Upgrade Water Treatment Plant",53000,15000000,40,2802942482,
19010,Nassau,HICKSVILLE WD,Hicksville WD,"Plant No. 11 - AOP/GAC treatment for 1,4-dioxane, Upgrade Water Treatment Plant",48000,13996670,40,2816939152,
19231,Nassau,MANHASSET LAKEVILLE WD,Manhasset-Lakeville WD,"Removal of PFAS contamination at Spruce Ponds Plant., Upgrade Water Treatment Plant",45000,3600211,40,2820539363,
19210,Cayuga,AUBURN (C),Auburn (C),"Raw Water Transmission Main Replacement, Upgrade Transmission",43000,12300000,40,2832839363,
19001,Suffolk,DIX HILLS WATER DISTRICT,Dix Hills WD,"Plant No. 8 - AOP treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant",41000,5017750,40,2837857113,
19484,Nassau,PORT WASHINGTON WD,Port Washington WD,"New GAC to remove PFAS contamination at Well 6, Upgrade Water Treatment Plant",30000,8187470,40,2846044583,BEC
18630,Orange,NEWBURGH CITY,Newburgh (C),"Replacement of water meters throughout the City., Upgrade Distribution System",28000,2982000,40,2849026583,
19015,Nassau,FRANKLIN SQUARE WD,Franklin Square WD,"Plant No. 1 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant",20000,0,40,2849026583,BEC
19207,Nassau,VILLAGE OF MINEOLA,Mineola (V),"Well 1 PFAS removal, Upgrade Water Treatment Plant",19117,9712000,40,2858738583,
19776,Genesee,BATAVIA (C),Batavia (C),"Replacement of WM on Walnut St, Upgrade Distribution System",15600,4170000,40,2862908583,
19768,Ontario,GENEVA CITY WD,Geneva (C),"Construction of GAC filters to remove PFAS, Upgrade Water Treatment Plant",14500,14667200,40,2877575783,
19230,Nassau,ALBERTSON WD,Albertson WD,"Well No. 5 - GAC treatment for PFAS removal; and Replace PTAS, Upgrade Water Treatment Plant",13500,18486000,40,2896061783,
19338,Nassau,ALBERSTON WATER DISTRICT,Albertson WD,"Installation of GAC to treat PFAS at Shepherd Lane Well 1, Upgrade Water Treatment Plant",13500,9685000,40,2905746783,BEC
19746,St.Lawrence,MASSENA (V),Massena (V),"Raquette River Bridge Crossing Water Main, Upgrade Distribution System",10839,1537790,40,2907284573,
18908,Steuben,HORNELL (C),Hornell (C),"Transmission main replacement., Upgrade Transmission",9592,2375000,40,2909659573,
19392,Nassau,CARLE PLACE WD,Carle Place WD,"Installation of GAC system for treatment of PFAS at Wells 3 & 4, Upgrade Water Treatment Plant",9000,7649000,40,2917308573,BEC
18253,Niagara,NIAGARA WATER IMPROVEMENT AREA,Niagara (T),"Rehab 1-MG Lockport Road Storage Tank in (T) Niagara., Upgrade Storage",8978,1193696,40,2918502269,
19371,Nassau,WILLISTON PARK (V),Williston Park (V),"Wells No. 1A and No. 2 GAC PFAS treatment, New Water Treatment Plant",7300,14224300,40,2932726569,BEC
19254,Nassau,ROOSEVELT WD,Hempstead (T),"Construction of radium removal treatment plant at Roosevelt Field WD Wells 7, 11, 12, Upgrade Water Treatment Plant",6100,22000000,40,2954726569,
19261,Herkimer,LITTLE FALLS (C),Little Falls (C),"Distribution system improvements, WTP improvements, Spruce Lake Dam rehab, Upgrade Other Expenses, Upgrade Water Treatment Plant, Upgrade Distribution System, Upgrade Other (OT)",4946,28428000,40,2983154569,
18623,Tioga,VILLAGE OF WAVERLY,Waverly (V),"Replace aged water mains, and new standby generator for all of the wells., Upgrade Ground Water Source, Upgrade Distribution System",4830,3800000,40,2986954569,FMP
19520,Cortland,HOMER (V),Homer (V),"New Water Storage Tank West of I-81, New Storage",3183,4048000,40,2991002569,
19233,Nassau,SANDS POINT (V),Sands Point (V),"New GAC Treatment to Address PFAS at Wells 3 & 4., New Water Treatment Plant, Upgrade Ground Water Source",2900,10609000,40,3001611569,BEC
19531,Allegany,ANGELICA (V),Angelica (V),"Replacement of WM and Formation of WD, Upgrade Distribution System",713,4610280,40,3006221849,
18858,Yates,DRESDEN (V),Dresden (V),"System-wide replacement of aged mains and appurtenances, installation of new main to loop dead ends., Upgrade Distribution System",600,7984160,40,3014206009,
19591,Suffolk,RIVERHEAD WATER DISTRICT,Riverhead (T),"Well No. 5-2A PFAS removal, Upgrade Water Treatment Plant",190,2327800,40,3016533809,
19120,Rensselaer,SCHODACK HIGHWAY GARAGE WATER DISTRICT,Schodack (T),"Installation of new watermain and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System",150,10300000,40,3026833809,
18485,Monroe,ROCHESTER CITY,Rochester (C),"Scottrville Road Water Main Replacement., Upgrade Distribution System",214000,2200000,40,3029033809,
19407,Onondaga,SYRACUSE CITY,Syracuse (C),"Lead Service Line Inventory., Upgrade Distribution System",160000,2266000,40,3031299809,BLSLR
19609,Albany,ALBANY (C),Albany MWFA,"Lead service line inventory., Upgrade Distribution System",100000,2000000,40,3033299809,BLSLR
19599,NY City,NEW YORK CITY,NYCMWFA,"Lead Service Line Replacement (Area J)., Upgrade Distribution System",82433,5984608,40,3039284417,BLSLR
19596,NY City,NEW YORK CITY,NYCMWFA,"Lead Service Line Replacement (Area I)., Upgrade Distribution System",76002,8744177,40,3048028594,BLSLR
19317,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area B)., Upgrade Distribution System",72903,12022780,40,3060051374,BLSLR
19594,NY City,NEW YORK CITY,NYCMWFA,"Lead Service Line Replacement (Area H)., Upgrade Distribution System",71010,7580503,40,3067631877,BLSLR
19610,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Lead Service Line Inventory., Upgrade Distribution System",64723,2335000,40,3069966877,BLSLR
19450,Schenectady,SCHENECTADY (C),Schenectady (C),"Lead service line inventory., Upgrade Distribution System",62000,636025,40,3070602902,BLSLR
19595,NY City,NEW YORK CITY,NYCMWFA,"Lead Service Line Replacement (Area G)., Upgrade Distribution System",59637,11354131,40,3081957033,BLSLR
19316,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area A)., Upgrade Distribution System",49440,7218660,40,3089175693,BLSLR
19405,Niagara,NIAGARA FALLS WATER BOARD,Niagara WB,"Lead Service Line Inventory., Upgrade Distribution System",48500,472780,40,3089648473,BLSLR
19803,Niagara,NIAGARA FALLS WATER BOARD,Niagara WB,"2024 Capital Improvement Project, WM Replacement, Upgrade Distribution System",48500,6560000,40,3096208473,
19320,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area E)., Upgrade Distribution System",37749,14411320,40,3110619793,BLSLR
19881,Oneida,MOHAWK VALLEY WATER AUTH,MVWA,"Lead service line replacement., Upgrade Distribution System",35000,12740000,40,3123359793,
19402,Dutchess,POUGHKEEPSIE (C),Poughkeepsie (C),"Lead Service Line Inventory., Upgrade Distribution System",32000,2453300,40,3125813093,BLSLR
19318,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area C)., Upgrade Distribution System",24872,5686580,40,3131499673,
19290,Niagara,LOCKPORT (C),Lockport (C),"Lead Service Line Inventory., Upgrade Distribution System",20722,124630,40,3131624303,BLSLR
19618,Monroe,ROCHESTER (C),Rochester (C),"Lead Service Line Replacement, Upgrade Distribution System",18000,32527000,40,3164151303,BLSLR
19433,Otsego,ONEONTA (C),Oneonta (C),"Lead service line inventory., Upgrade Distribution System",16000,1200000,40,3165351303,BLSLR
19319,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area D)., Upgrade Distribution System",15929,9780120,40,3175131423,
19321,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area F)., Upgrade Distribution System",15168,8365970,40,3183497393,
19277,Monroe,ROCHESTER (C),Rochester (C),"Lead Service Line Replacement 2024., Upgrade Distribution System",15000,48410000,40,3231907393,BLSLR
19806,Monroe,ROCHESTER (C),Rochester (C),"Lead Service Line Replacement, Upgrade Distribution System",12000,24000000,40,3255907393,
19623,Yates,PENN YAN (V),Penn Yan (V),"Lead Service Line Inventory, Upgrade Distribution System",11436,2060000,40,3257967393,BLSLR
19730,Albany,WATERVLIET (C),Watervliet,"Lead service line inventory., Upgrade Distribution System",10265,515000,40,3258482393,BLSLR
19473,St.Lawrence,OGDENSBURG (C),Ogdensburg (C),"Lead service line inventory., Upgrade Distribution System",10064,2688300,40,3261170693,BLSLR
19627,Orange,PORT JERVIS WD,Port Jervis (C),"Lead Service Line Inventory., Upgrade Distribution System",8775,1874266,40,3263044959,BLSLR
19408,Onondaga,SYRACUSE CITY,Syracuse (C),"Lead Service Line Replacement., Upgrade Distribution System",8600,41341728,40,3304386687,BLSLR
19467,Franklin,MALONE (V),Malone (V),"Lead service line inventory., Upgrade Distribution System",8560,190358,40,3304577045,BLSLR
19447,St.Lawrence,POTSDAM (V),Potsdam (V),"Lead service line inventory., Upgrade Distribution System",8312,1077380,40,3305654425,BLSLR
19456,Albany,ALBANY (C),Albany MWFA,"Lead service line replacement., Upgrade Distribution System",7725,12864426,40,3318518850,BLSLR
19396,Ulster,NEW PALTZ (V),New Paltz (V),"Lead Service Line Inventory., Upgrade Distribution System",7324,193125,40,3318711975,BLSLR
19441,Columbia,HUDSON (C),Hudson (C),"Lead service line inventory., Upgrade Distribution System",6700,257500,40,3318969475,BLSLR
19384,Steuben,BATH (V),Bath (V),"Lead Service Line Inventory, Upgrade Distribution System",5432,1382000,40,3320351475,BLSLR
19385,Steuben,BATH (V),Bath (V),"Lead service line replacement., Upgrade Distribution System",5432,1561000,40,3321912475,BLSLR
19629,Greene,CATSKILL (V),Catskill (V),"Lead Service Line Inventory., Upgrade Distribution System",5000,1272369,40,3323184844,BLSLR
19733,Greene,CATSKILL (V),Catskill (V),"Lead Service Line Replacement., Upgrade Distribution System",5000,355150,40,3323539994,BLSLR
19436,Fulton,GLOVERSVILLE (C) WATER WORKS,Gloversville (C),"Lead service line replacement., Upgrade Distribution System",4723,12209763,40,3335749757,BLSLR
19368,Herkimer,LITTLE FALLS (C),Little Falls (C),"Lead service line inventory., Upgrade Distribution System",4605,541780,40,3336291537,BLSLR
19807,Niagara,LOCKPORT (C),Lockport (C),"Lead Service Line Replacement, Upgrade Distribution System",4150,20477044,40,3356768581,
19636,Sullivan,VILLAGE OF LIBERTY,Liberty (V),"Lead Service Line Inventory., Upgrade Distribution System",3900,845609,40,3357614190,BLSLR
19624,Chautauqua,WESTFIELD (V),Westfield (V),"Lead Service Line Inventory, Upgrade Distribution System",3890,1041201,40,3358655391,BLSLR
19633,Delaware,WALTON (V),Walton (V),"Lead Service Line Inventory., Upgrade Distribution System",3186,640552,40,3359295943,BLSLR
19634,Delaware,VILLAGE OF DELHI,Delhi (V),"Lead Service Line Inventory., Upgrade Distribution System",3172,452490,40,3359748433,BLSLR
19784,Dutchess,POUGHKEEPSIE (C),Poughkeepsie (C),"Lead Service Line Replacement (Zone 2, Round 1)., Upgrade Distribution System",3169,11800339,40,3371548772,
19603,Dutchess,POUGHKEEPSIE (C),Poughkeepsie (C),"Lead Service Line Replacement (Phase 2)., Upgrade Distribution System",3030,9374442,40,3380923214,BLSLR
19604,Dutchess,POUGHKEEPSIE (C),Poughkeepsie (C),"Lead Service Line Replacement (Phase 3)., Upgrade Distribution System",2980,9336373,40,3390259587,BLSLR
19621,Erie,BUFFALO (C),Buffalo (C),"Lead Service Line Replacement, Upgrade Distribution System",2800,11516000,40,3401775587,
19437,Oneida,BOONVILLE (V),Boonville (V),"Lead service line inventory., Upgrade Distribution System",2500,762000,40,3402537587,
19876,Washington,WHITEHALL (V),Whitehall (V),"Lead service line inventory., Upgrade Distribution System",2400,1134110,40,3403671697,
19640,Montgomery,CANAJOHARIE (V),Canajoharie (V),"Lead service line inventory., Upgrade Distribution System",2300,558962,40,3404230659,
19789,Dutchess,POUGHKEEPSIE (C),Poughkeepsie (C),"Lead Service Line Replacement (Zone 3, Round 1)., Upgrade Distribution System",2180,9584438,40,3413815097,
19592,Sullivan,LIBERTY (T),Liberty (T),"Lead Service Line Inventory., Upgrade Distribution System",2100,569094,40,3414384191,
19616,Schuyler,WATKINS GLEN VILLAGE,Watkins Glen (V),"Lead Service Line Inventory., Upgrade Distribution System",1863,1239000,40,3415623191,
18815,Schuyler,MONTOUR FALLS,Montour Falls (V),"Replace Aged Undersized Distribution Mains., Upgrade Distribution System",1800,4685856,40,3420309047,
19406,Yates,DUNDEE (V),Dundee (V),"Lead Service Line Inventory., Upgrade Distribution System",1690,545000,40,3420854047,
19351,Chenango,BAINBRIDGE (V),Bainbridge (V),"Lead Service Line Inventory, Upgrade Distribution System",1600,726000,40,3421580047,
19650,Allegany,BOLIVAR (V),Bolivar (V),"WM Replacement Throughout Village., Upgrade Distribution System",1600,4100000,40,3425680047,
19791,Dutchess,POUGHKEEPSIE (C),Poughkeepsie (C),"Lead Service Line Replacement (Zone 4, Round 1)., Upgrade Distribution System",1567,8516534,40,3434196581,
19622,Oswego,OSWEGO (C),Oswego (C),"Lead Service Line Replacement, Upgrade Distribution System",1461,6096000,40,3440292581,
19823,Orange,PORT JERVIS WD,Port Jervis (C),"Lead Service Line Replacement., Upgrade Distribution System",1414,10308852,40,3450601433,
18862,Erie,BUFFALO WATER BOARD,Buffalo Water Board,"Water main and lead service line replacement., Upgrade Distribution System",1350,21450000,40,3472051433,
19612,Cattaraugus,YORKSHIRE (T),Yorkshire (T),"Lead Service Line Inventory, Upgrade Distribution System",1000,206000,40,3472257433,
19409,Erie,BUFFALO WATER BOARD,Buffalo (C),"Lead Service Line Replacement., Upgrade Distribution System",900,5460000,40,3477717433,
19464,Lewis,PORT LEYDEN (V),Port Leyden (V),"Lead service line inventory., Upgrade Distribution System",820,301778,40,3478019211,
19462,St.Lawrence,GOUVERNEUR (T),Gouverneur (T),"Lead service line inventory., Upgrade Distribution System",800,32747,40,3478051959,
19626,Sullivan,NARROWSBURG WATER DISTRICT,Tusten (T),"Lead Service Line Inventory., Upgrade Distribution System",800,380334,40,3478432293,
19366,Sullivan,WOODRIDGE (V),Woodridge (V),"Lead Service Line Inventory, Upgrade Distribution System",747,256470,40,3478688763,
19628,Orange,PORT JERVIS WD,Port Jervis (C),"Lead Service Line Replacement., Upgrade Distribution System",735,10308112,40,3488996875,
19639,Montgomery,ST. JOHNSVILLE (V),St. Johnsville (V),"Lead service line inventory., Upgrade Distribution System",648,340537,40,3489337412,
19468,St.Lawrence,MORRISTOWN (T),Morristown (T),"Lead service line inventory., Upgrade Distribution System",500,24864,40,3489362275,
19457,St.Lawrence,DE KALB JUNCTION WD,De Kalb (T),"Lead service line inventory., Upgrade Distribution System",315,20081,40,3489382356,
19608,Lewis,TURIN (V),Turin (V),"Lead service line inventory., Upgrade Distribution System",300,185400,40,3489567756,
19455,St.Lawrence,CLIFTON (T),Clifton (T),"Lead service line inventory., Upgrade Distribution System",232,20128,40,3489587884,
19605,Orange,NEWBURGH (C),Newburgh (C),"Lead Service Line Replacement., Upgrade Distribution System",204,1010000,40,3490597884,
19607,Albany,WATERVLIET (C),Watervliet (C),"Lead service line replacement., Upgrade Distribution System",120,518000,40,3491115884,
19582,Nassau,JERICHO WD,Jericho WD,"Well 23 PFAS Removal, Upgrade Water Treatment Plant",58000,10431840,40,3501547724,
19583,Nassau,JERICHO WD,Jericho WD,"Well 28 PFAS Removal, Upgrade Water Treatment Plant",58000,6677490,40,3508225214,
19792,Nassau,LOCUST VALLEY WD,Locust Valley WD,"Plant No. 9 - New GAC treatment for PFAS removal, Upgrade Water Treatment Plant",7500,7000000,40,3515225214,
19475,Westchester,WHITE PLAINS (C),White Plains (C),"New Orchard Street WTP, New Water Treatment Plant",56000,48681945,35,3563907159,
18946,Westchester,GREENBURGH CONSOLIDATED WD #1,Greenburgh (T),"New chlorine contact tank and chemical feed building at the Knollwood Pump Station; add second connection to Shaft 20, Upgrade Transmission, Upgrade Pump Station",38489,20274144,35,3584181303,
18333,Albany,MENANDS VILLAGE,Menands (V),"South End Water System Improvements., Upgrade Distribution System",3900,0,35,3584181303,FMP
