Project.Number,County,System.Name,Borrower,Description,Pop,Project.Cost,Score,Cumulative.Total,Code
18756,Lewis,CONSTABLEVILLE VILLAGE,Constableville (V),"Replace watermain on N. Main street, Main street, W. Main street, Schuyler street, James street, John street, and High street., Upgrade Distribution System",310,"$4,102,000",45,"$1,556,558,282",
18536,Dutchess,PINEBROOK ESTATES,DCWWA,"Interconnection to DCWWA Hyde Park System., New Distribution System, New Inter-Connection",200,"$3,489,161",45,"$1,560,047,443",
18909,Cortland,CORTLAND (C),Cortland (C),"Homer Ave Reconstruction & Water Main Replacement Project., Upgrade Distribution System","20,095","$5,455,000",45,"$1,565,502,443",
18234,St.Lawrence,MASSENA VILLAGE,Massena (T),"East Massena WD Improvements., Upgrade Distribution System","11,209","$3,055,500",45,"$1,568,557,943",
18070,Wayne,CLYDE VILLAGE,Clyde(V),Upgrade Transmission,"2,269","$357,900",45,"$1,568,915,843",
18971,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extensions - Calverton & Manorville (Ext #94), Extend Distribution System, Extend Water District","28,000","$12,877,000",45,"$1,581,792,843",
18972,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extension #95 - Calverton, Extend Distribution System, Extend Water District","28,000","$3,055,850",45,"$1,584,848,693",
18506,Orange,HIGHLANDS WD #1,Highlands (T),"Water District #2 extensions - Phase IV, New Distribution System",600,"$850,000",45,"$1,585,698,693",
18703,St.Lawrence,LOUISVILLE WD #4,Louisville (T),"New Water District #4., New Distribution System",350,"$5,960,000",45,"$1,591,658,693",
18604,Clinton,BEEKMANTOWN WATER DISTRICT,Beekmantown (T),"New Public Water System., New Complete System (New System)",250,"$6,862,378",45,"$1,598,521,071",
19199,Cayuga,THROOP (T) WD #2,Throop (T),"Water District #2 - Centerport, Reyer, and Sine Rd., New Water District",66,"$1,069,400",45,"$1,599,590,471",
18518,Suffolk,HAMPTON BAYS WD,Townof Southampton,"Construction of an interconnection between Hampton Bay WD and SCWA, Upgrade Distribution System, NewInter-Connection","12,500","$1,032,000",40,"$1,600,622,471",
18656,Orange,FLORIDA VILLAGE,Florida (V),"DBP reduction project., Upgrade Water Treatment Plant","2,757",$0,40,"$1,600,622,471",FMP
18940,St.Lawrence,EAST LOUISVILLE WATER DISTRICT,Louisville (T),"WTP Upgrade., Upgrade Water Treatment Plant, New Water Treatment Plant","1,200","$2,082,625",40,"$1,602,705,096",
18182,Cayuga,SENNETT WD #6, Sennett(T),"Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)",60,"$4,142,100",40,"$1,606,847,196",
19155,Albany,RAVENA VILLAGE,Ravena (V),"Phase 2 Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","4,500","$7,650,840",40,"$1,614,498,036",
18884,Jefferson,TOWN OF HOUNSFIELD WATER SYSTEM,Hounsfield (T),"NYS Rt 3 Corridor Upgrades., New Transmission, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System","1,250","$5,610,500",40,"$1,620,108,536",
18538,Saratoga,SCWA WTP EXPANSION,Saratoga County WA,"WTP Expansion to increase treatment capacity., Upgrade Water Treatment Plant","100,000","$1,000,000",40,"$1,621,108,536",FMP
18789,Westchester,MOUNT KISCO WATER DEPARTMENT,Mount Kisco (V),"Upgrade Water Treatment Plant, Upgrade Ground WaterSource, Upgrade Distribution System","9,600","$8,400,000",40,"$1,629,508,536",
19108,Rensselaer,HOOSICK FALLS (V) PWS,Hoosick Falls (V),"Rogers Ave Tank Rehab., Upgrade Storage, Upgrade Distribution System","4,000","$5,879,163",40,"$1,635,387,699",
18277,Saratoga,STILLWATER VILLAGE,Stillwater (V),"Hillside Tank Supply Line Replacement., Upgrade Transmission","1,572",$0,40,"$1,635,387,699",FMP
19187,Dutchess,AMENIA WATER DISTRICT NO 1,Amenia (T),"Provide new water source, New Ground Water Source, New Transmission, New Storage","1,000","$13,338,500",40,"$1,648,726,199",
19035,Washington,FORT ANN WATER SUPPLY, Fort Ann (V),"Halfway Brook Transmission Main Replacement, Upgrade Transmission",530,"$313,120",40,"$1,649,039,319",
18421,Monroe,MCWA  SHOREMONT WTP, Monroe County Water Authority,Upgrade Water Treatment Plant,"310,000","$3,000,000",40,"$1,652,039,319",
19117,Erie,ECWA DIRECT,Erie County Water Authority,"Replacement of the Van de Water High Service Pump System, Upgrade Pump Station","228,869","$46,440,000",40,"$1,698,479,319",
19137,Erie,ECWA DIRECT,Erie County Water Authority,"Sturgeon Point WTP Washwater Tank Replacement., New Water Treatment Plant","228,869","$3,744,250",40,"$1,702,223,569",
19091,Westchester,PEEKSKILL CITY,Peekskill (C),"Storage Tank and Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","22,400","$5,000,000",40,"$1,707,223,569",
18829,Madison,ONEIDA CITY,City of Oneia,"Construction of a new clear well, and rehab existing clear well., Upgrade Storage","12,000","$3,048,800",40,"$1,710,272,369",
18554,Chenango,AFTON VILLAGE,Afton (V),"Replace water storage tank, upgrade spring source booster pump station, upgrade well control building, water main replacement., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",838,"$6,995,000",40,"$1,717,267,369",
18834,Herkimer,POLAND VILLAGE,Polland(V),"Well and Treatment Improvements., Upgrade Other Expenses, Upgrade Ground Water Source, Upgrade Transmission, Upgrade Pump Station, Upgrade Other (OT)",463,"$1,400,000",40,"$1,718,667,369",
18335,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Toby Road Tank 3., New Storage","120,000","$13,323,000",40,"$1,731,990,369",
19127,Albany,ALBANY CITY,Albany MWFA,"Basic Creek Reservoir Dam Safety Improvements, Upgrade Surface Water Source","101,082","$7,822,850",40,"$1,739,813,219",
19157,Albany,ALBANY CITY,Albany MWFA,"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station","101,082","$8,642,193",40,"$1,748,455,412",
19273,Schenectady,SCHENECTADY CITY WATER WORKS,Schenectady (C),"Phase 2 Rice Road WTP Improvements., Upgrade Water Treatment Plant","61,821","$6,067,112",40,"$1,754,522,524",
17660,Nassau,HICKSVILLE WD,HicksvilleWater District,Upgrade Water Treatment Plant,"47,810","$5,500,000",40,"$1,760,022,524",
18476,Nassau,HICKSVILLE WD,HicksvilleWater District,New Water Treatment Plant,"47,810","$1,826,000",40,"$1,761,848,524",
18576,Broome,"BINGHAMTON, CITY OF",Binghamton (C),"Harding Avenue Water Tank Replacement., Upgrade Storage","47,600","$1,273,080",40,"$1,763,121,604",
18420,Niagara,NORTH TONAWANDA CITY, North Tonawanda (C),"New Other Expenses, New Other (OT)","33,262","$698,000",40,"$1,763,819,604",
19210,Cayuga,AUBURN,Auburn (C),"Raw Water Transmission Main Replacement, Upgrade Transmission","29,788","$12,300,000",40,"$1,776,119,604",
18630,Orange,NEWBURGH CITY,Newburgh (C),"Replacement of water meters throughout the City., Upgrade Distribution System","28,000","$2,982,000",40,"$1,779,101,604",
18627,Jefferson,"WATERTOWN, CITY OF",Watertown (C),"Upgrades to soda ash system and replacement of filter backwash tank. , Upgrade Water Treatment Plant","27,861","$1,700,000",40,"$1,780,801,604",
18779,Ulster,KINGSTON (CITY) WATER DISTRICT,Kingston (C),"Cooper Lake Dam/Reservoir rehabilitation, Upgrade Other Expenses, Upgrade Transmission, Upgrade Storage, Upgrade Other (OT)","24,000","$17,944,465",40,"$1,798,746,069",
18908,Steuben,HORNELL CITY,Hornell (C),"Transmission main replacement., Upgrade Transmission","9,019","$1,031,030",40,"$1,799,777,099",
18253,Niagara,NIAGARA WATER IMPROVEMENT AREA,Niagara (T),"Rehab 1-MG Lockport Road Storage Tank in (T) Niagara., Upgrade Storage","8,978","$1,193,696",40,"$1,800,970,795",
18683,Nassau,FARMINGDALE (V),Farmingdale (V),"Install treatment to remove 1,4-dioxane and PFOA/PFOS from Well Nos. 1-3., Upgrade Water Treatment Plant","8,405","$7,652,560",40,"$1,808,623,355",
18753,Sullivan,FALLSBURG WHO-LS-SF, Town of Fallsburg,"Hurleyville Water District new well to replace Well #2 , New Ground Water Source","8,355","$289,594",40,"$1,808,912,949",
19261,Herkimer,LITTLE FALLS CITY,Little Falls (C),"Distribution system improvements, WTP improvements ., Upgrade Water Treatment Plant, Upgrade Distribution System","5,800","$43,466,000",40,"$1,852,378,949",
18413,Chautauqua,FREWSBURG WATER DISTRICT,Carroll (T),Upgrade Storage,"2,600","$960,000",40,"$1,853,338,949",
18285,Oswego,PULASKI VILLAGE,Pulaski(V),Upgrade Distribution System,"2,398",$0,40,"$1,853,338,949",FMP
18512,Dutchess,JOHN JAY HIGH SCHOOL,Wappinger Central School Dist.,"Proposed interconnection to Town of East Fishkill, New Inter-Connection","2,312","$275,352",40,"$1,853,614,301",
18858,Yates,DRESDEN VILLAGE,Dresden (V),"System wide replacement of aged mains and appurtenances., Upgrade Distribution System",700,"$6,076,382",40,"$1,859,690,683",
19120,Rensselaer,SCHODACK HIGHWAY GARAGE WATER DISTRICT, Schodack (T),"Installation of new watermain and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System",150,"$10,300,000",40,"$1,869,990,683",
18862,Erie,BUFFALO WATER AUTHORITY , Buffalo Water Board,"Water main and lead service line replacement., Upgrade Distribution System","276,000","$21,450,000",40,"$1,891,440,683",
18485,Monroe,ROCHESTER CITY , Rochester (C),"Scottrville Road Water Main Replacement., Upgrade Distribution System","214,000","$2,200,000",40,"$1,893,640,683",
19277,Monroe,ROCHESTER CITY , Rochester (C),"BIL LSL. Lead Service Line Replacement 2024., Upgrade Distribution System","214,000","$48,410,000",40,"$1,942,050,683",
17950,Orange,KIRYAS JOEL VILLAGE , Kiryas Joel (V),"New wells on Site 1, Site 2, Site 3 and Site 4., New Ground Water Source, New Transmission","21,750","$8,971,094",40,"$1,951,021,777",
18815,Schuyler,MONTOUR FALLS , MontourFalls (V),"Replace Aged Undersized Distribution Mains., Upgrade Distribution System","1,800","$4,685,856",40,"$1,955,707,633",
18852,Franklin,WEST SIDE WD , Malone (T),"Rt 11 Emergency WM Replacement., Upgrade Distribution System",250,$0,40,"$1,955,707,633",FMP
18946,Westchester,GREENBURGH CONSOLIDATED WD #1 , Greenburgh (T),"New chlorine contact tank and chemical feed building at the Knollwood Pump Station; add second connection to Shaft 20, Upgrade Transmission, Upgrade Pump Station","38,489","$20,274,144",35,"$1,975,981,777",
19259,Schenectady,ROTTERDAM WD #5 , Rotterdam (T),"WD #5 High Priority Improvements., New Ground WaterSource, Upgrade Distribution System","28,000","$34,917,000",35,"$2,010,898,777",
18698,Dutchess,POUGHKEEPSIE CITY	TOWN TREATMENT PLANT,Poughkeepsie JWB,"Remove and replace six UV units, Upgrade Water Treatment Plant",18,"$4,921,000",35,"$2,015,819,777",
18056,Orange,WARWICK VILLAGE , Warwick (V),"Upgrade Water Treatment Plant, New Ground Water Source","6,083","$323,725",35,"$2,016,143,502",
18333,Albany,MENANDS VILLAGE , Menands (V),"South End Water Systen Improvements., Upgrade Distribution System","3,900","$4,934,800",35,"$2,021,078,302",
19094,Hamilton,SPECULATOR V , Speculator (V),"Elm Lake Road Water Main Replacement and Transmission Upgrades, Upgrade Transmission, Upgrade Distribution System",408,"$2,200,000",35,"$2,023,278,302",
19113,Madison,O-WE-RA POINT WATER SUPPLY , Owera Water Works Transport,"Intallation of iron treatment system and other upgrades to aged infrastructure, New Water Treatment Plant, Upgrade Pump Station",100,"$484,100",35,"$2,023,762,402",
18912,Onondaga,OCWA , Onondaga County Water Auth,"Salt Springs Water Storage - New Tank and Rehab Existing Tank., Upgrade Storage, New Storage","256,000","$3,523,000",35,"$2,027,285,402",
18913,Onondaga,OCWA , Onondaga County Water Auth,"Replacement of Solvay Potable Water Pump Station, New Pump Station","256,000","$2,000,000",35,"$2,029,285,402",
19219,Erie,ECWA DIRECT , Erie County Water Authority,"Van de Water WTP - Additional Filters No.5 and No.6, Upgrade Water Treatment Plant","228,869","$30,246,400",35,"$2,059,531,802",
18203,Orange,MIDDLETOWN CITY , Middletown (C),"Upgrade Storage, New Storage","26,500",$0,35,"$2,059,531,802",FMP
18801,Orange,MIDDLETOWN CITY,Middletown (C),"Phase 1A - Kinch Pond to Greenville Turnpike Raw Water Main Replacement, Upgrade Transmission","26,500","$7,990,000",35,"$2,067,521,802",
18030,Rensselaer,RENSSELAER CITY PWS,Rensselaer (C),"Washington Ave Corridor Improvements, Upgrade Distribution System","7,500","$3,169,952",35,"$2,070,691,754",
18839,Tompkins,NEWFIELD WDS,Newfield (T),"Phase 1 - Replacement of aged and undersized asbestos water main along Main Street & New GW Source, New Ground Water Source, Upgrade Distribution System","2,300","$6,401,698",35,"$2,077,093,452",
18140,Dutchess,RED HOOK VILLAGE,Red Hook (V),"New Storage, Upgrade Distribution System","2,214g",$0,35,"$2,077,093,452",FMP
18651,Dutchess,MILLERTON VILLAGE,Millerton (V),"Rehab. existing tank, repl. hydrants, rehab. water meters., Upgrade Storage, Upgrade Distribution System","1,150g",$0,35,"$2,077,093,452",FMP
18888,Cortland,MARATHON VILLAGE,Marathon (V),"Water Main Crossings of the Tioughnioga River, Upgrade Distribution System","1,107","$775,000",35,"$2,077,868,452",
18329,Jefferson,CHAUMONT VILLAGE,Chaumont (V),"Upgrade Transmission, Upgrade Distribution System",625g,$0,35,"$2,077,868,452",FMP
19032,Dutchess,PAWLING WD #2,Pawling (T),"Pawling WD No. 2 Phase 1 Treatment, Storage, and Distribution Upgrades, Upgrade Water Treatment Plant,Upgrade Storage, Upgrade Distribution System",225,"$853,500",35,"$2,078,721,952",
18453,Herkimer,ILION (V) WATER WORKS,Ilion (V),"Replace Supplemental DE Filtration System, Upgrade Water Treatment Plant","8,610","$1,113,000",35,"$2,079,834,952",
18593,Warren,WARRENSBURG WATER DISTRICT,Warrensburg (T),"Replacement of the water storage tank transmission main., New Transmission","3,600","$1,241,750",35,"$2,081,076,702",
18414,Orleans,HOLLEY VILLAGE,Holley (V),"Upgrade Storage, Upgrade Distribution System","2,150g",$0,35,"$2,081,076,702",FMP
18947,Oneida,WATERVILLE VILLAGE,Waterville (V),"Relocation of booster pump station, Upgrade Pump Station","1,750","$400,000",35,"$2,081,476,702",
19245,Chautauqua,BERRY ROAD WATER DISTRICT,Pomfret (T),"Berry WD Water Main Replacement, Upgrade Distribution System",150,"$1,835,666",35,"$2,083,312,368",
19246,Chautauqua,CHESTNUT ROAD WATER DISTRICT,Pomfret (T),"Chestnut WD Water Main Replacement, Upgrade Distribution System",90,"$681,345",35,"$2,083,993,713",
18974,Clinton,BLACK BROOK WD NO2,Black Brook (T),"Installationg and replacment of water meters., Upgrade Other Expenses, Upgrade Other (OT)",77,"$845,000",35,"$2,084,838,713",
19195,Erie,ECWA DIRECT,Erie County Water Authority,"Sturgeon Point WTP Filtered Water Bypass, Upgrade Water Treatment Plant","228,869","$2,950,400",35,"$2,087,789,113",
18588,Niagara,NIAGARA FALLS WATER BOARD,NiagaraFalls Public Water Auth,"Watermain and Lead Service Replacement., Upgrade Distribution System","55,593",$0,35,"$2,087,789,113",
18841,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Replacement of aged and undersized distribution main, and appurtenances., Upgrade Distribution System","55,593","$5,300,000",35,"$2,093,089,113",
18186,Orange,KIRYAS JOEL VILLAGE,Village of Kiryas Joel,"Interconnection of Woodbury Heights Estates Water Company and the Village of Kiryas Joel., Upgrade Ground Water Source, New Transmission, New Pump Station, New Inter-Connection","21,750","$6,491,850",35,"$2,099,580,963",
18452,Cortland,CORTLAND (C),Cortland (C),"Sevice Line Replacement, Upgrade Distribution System","20,095","$3,150,000",35,"$2,102,730,963",
18937,St.Lawrence,POTSDAM VILLAGE,Potsdam (V),"Elm Street Water main replacement., Upgrade Distribution System","9,425","$1,116,000",35,"$2,103,846,963",
18612,Orleans,ALBION VILLAGE,Albion (V),"W. Academy and S. Clinton Water Main Improvements., Upgrade Distribution System","6,000","$900,314",35,"$2,104,747,277",
18708,Livingston,DANSVILLE (V),Dansville (V),"Replacement of aged undersized mains, Upgrade Distribution System","4,463","$6,838,170",35,"$2,111,585,447",
18084,Chautauqua,BROCTON VILLAGE,Brocton (V),"Replace 10,600 lf +/-water main, Upgrade Distribution System","4,000",$0,35,"$2,111,585,447",FMP
18770,Chautauqua,POMFRET (T),Pomfret (T),"Replacement of distribution mains, and appurtenances in Lily Dale WD., Upgrade Distribution System","3,730","$3,230,000",35,"$2,114,815,447",
18899,Wayne,LYONS VILLAGE,Lyons (T),"Replace approx. 23,000-LF of water main and appurtenances., Upgrade Distribution System","3,695","$14,332,625",35,"$2,129,148,072",
18928,Oswego,PULASKI VILLAGE,Pulaski(V),"Replacement of aged and deteorating water main, Upgrade Distribution System","2,398","$11,962,000",35,"$2,141,110,072",
18938,Oneida,WATERVILLE VILLAGE,Waterville (V),"Stafford Ave Area WM Replacement., Upgrade Distribution System","1,750","$4,400,000",35,"$2,145,510,072",
18757,Chautauqua,BROCTON (V),Brocton (V),"Replacement of approximately 3,400 LF of 8"" watermain., Upgrade Distribution System","1,486","$1,008,800",35,"$2,146,518,872",
18762,Steuben,AVOCA VILLAGE,Avoca (V),"Replacement of meters., Upgrade Other Expenses, Upgrade Other (OT)",970,"$152,500",35,"$2,146,671,372",
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS,Palatine Bridge (V),"Rt. 5 Watermain Replacement., Upgrade Distribution System",890,"$495,500",35,"$2,147,166,872",
18836,Tompkins,DRYDEN WD,Dryden (T),"Route 366 / Hamlet of Varna Water Main Replacement., Upgrade Distribution System",725,"$3,588,518",35,"$2,150,755,390",
18530,St.Lawrence,GOUVERNEUR EAST SIDE WATER DISTRICT,Gouverneur (T),"Replacement of distribution main along US Route 11, Upgrade Distribution System",165,"$1,141,600",35,"$2,151,896,990",
18416,Oneida,CLINTON VILLAGE,Clinton(V),"Upgrade Storage, Upgrade Distribution System","3,000","$2,510,000",30,"$2,154,406,990",
18655,Livingston,AVON VILLAGE PWS,Avon(V),"Replace existing aged undersized pump station, Upgrade Pump Station","2,993","$2,048,217",30,"$2,156,455,207",
18807,Albany,LATHAM WATER DISTRICT,Colonie (T),"River Road Storage and Mohawk View WTP Mixing Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System","78,500","$6,230,000",30,"$2,162,685,207",
18256,Broome,CHENANGO CONSOLIDATED WD #1,Chenango (T),"New well and appurtenances as redundancy for Northgate Well., New Ground Water Source","9,200","$2,519,195",30,"$2,165,204,402",
18744,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),"Port Ewen WD upgrades to water treatment pland and distribution system infrastructure , Upgrade Water Treatment Plant, Upgrade Distribution System","4,800g",$0,30,"$2,165,204,402",FMP
18037,Ulster,MARLBOROUGH WATER DISTRICT,(T) Marlborough,"New Ground Water Source, New Transmission, New Storage, Upgrade Distribution System","3,248","$16,879,640",30,"$2,182,084,042",
19263,Warren,BOLTON WATER DISTRICT,Bolton (T),"Phase II Water System Improvements., Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)","1,800","$3,670,920",30,"$2,185,754,962",
19182,Oneida,TRENTON (T), Trenton (T),"Hamlet of Barneveld distribution and storage improvements, Upgrade Storage, Upgrade Distribution System",300,"$7,205,880",30,"$2,192,960,842",
18431,Warren,LAKE LUZERNE WATER DISTRICT,Lake Luzerne (T),"Rehabilitate existiting water storage tank and replace water mains. , Upgrade Storage, Upgrade Distribution System","3,250","$2,573,000",30,"$2,195,533,842",
18191,Sullivan,WURTSBORO VILLAGE WATER SUPPLY,Wurtsboro (V),"Replace water main and storage tank, Upgrade Storage, Upgrade Distribution System","1,060","$1,746,000",30,"$2,197,279,842",
18423,Essex,RAY BROOK WD,North Elba (T),"Upgrade Storage, Upgrade Distribution System",400g,$0,30,"$2,197,279,842",FMP
18885,Sullivan,YOUNGSVILLE WD,Callicoon (T),"Replace 125,000-gal storage tank, New Storage",400,"$1,029,485",30,"$2,198,309,327",
17683,Clinton,PLEASANT RIDGE WD,Plattsburgh (T),New Storage,168,"$1,985,000",30,"$2,200,294,327",
18950,Orange,ARROW PARK INC., Monroe (T),"New well for redundancy, water main replacement, and replacement of the treatment building in-kind, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",83,"$2,740,830",30,"$2,203,035,157",
18436,Cayuga,NILES WD NO. 1,Niles (T),"Niles Water District No. 1. , New Water District",33,"$201,762",30,"$2,203,236,919",
18919,Genesee,MCWA  SHOREMONT WTP, Monroe County Water Authority,"1.5MG tank installation in Town of Pavilion., New Ground Water Source","310,000","$2,317,500",30,"$2,205,554,419",
18438,Onondaga,OCWA,Onondaga County Water Authorit,"Upgrade Cl2 System at Eastern and Western Reservoirs., Upgrade Storage","256,000","$1,100,000",30,"$2,206,654,419",
18440,Onondaga,OCWA,OCWA,"Oakridge Storage Tank Replacement., Upgrade Storage","256,000","$2,400,000",30,"$2,209,054,419",
18914,Onondaga,OCWA,Onondaga County Water Auth,"Replacement of Warners Water Storage Tank, New Storage","256,000","$1,081,500",30,"$2,210,135,919",
18236,Jefferson,LERAY TOWN WD 2,Leray (T),"Upgrade Ground Water Source, New Storage","2,500",$0,30,"$2,210,135,919",FMP
19106,Greene,TANNERSVILLE VILLAGE,Tannersville (V),"Emergency Water Storage Tank Replacement, UpgradeStorage",448,"$400,000",30,"$2,210,535,919",
18854,Seneca,WILLARD WATER DISTRICT,Romulus (T),"Willard WD Distribution Improvements., Upgrade Distribution System",372,"$3,888,950",30,"$2,214,424,869",
18553,Washington,HUDSON FALLS VILLAGE (QUEENSBURY),Hudson Falls (V),"Replacement of Water Mains in School Street Neighbrhood., Upgrade Distribution System","7,419","$787,950",30,"$2,215,212,819",
18531,Franklin,SARANAC LAKE V,Saranac Lake (V),"Distribution main replacement, Upgrade Distribution System","5,800","$10,665,000",30,"$2,225,877,819",
19272,Saratoga,CORINTH VILLAGE,Corinth (V),"Phase 1 Palmer Ave & Gobel Ave Utility Replacement project. , Upgrade Distribution System","4,700","$13,100,000",30,"$2,238,977,819",
19202,Madison,HAMILTON VILLAGE,Hamilton (V),"NY Rt. 12B replacement of WM, new hydrants, valves and water service installation, Upgrade Distribution System","3,904","$6,446,770",30,"$2,245,424,589",
18900,Chenango,GREENE VILLAGE,Greene(V),"Phase 1 - Water main replacement, Upgrade Distribution System","1,800","$20,566,400",30,"$2,265,990,989",
18761,Wyoming,WARSAW TOWN WATER DISTRICT,Warsaw (T),"WD No. 1 WM Replacement Saltvale Rd., Upgrade Distribution System",185,"$1,257,000",30,"$2,267,247,989",
19174,Onondaga,SYRACUSE CITY,Syracuse (C),"Water Department Security Fence Improvements,","192,000","$1,184,500",30,"$2,268,432,489",
19197,Wayne,ROSE - NORTH ROSE WD ,Rose (T),"Catchpole well treatment - air stripper and scrubber, Upgrade Water Treatment Plant","1,950","$2,141,780",30,"$2,270,574,269",
18934,Schoharie,COBLESKILL WATER DISTRICT,Cobleskill (T),"Extension of Cobleskill (V) to Cobleskill (T) WD #2, Extend Distribution System",20,"$535,600",30,"$2,271,109,869",
18880,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,SCWA,"North Fork Transmission Main - Southold, Extend Distribution System","1,009,264","$27,489,708",25,"$2,298,599,577",
18644,Orange,MONROE VILLAGE,Monroe (V),"Replace asbestos watermain, rehab pump station and controls., Upgrade Pump Station, Upgrade Distribution System","8,892","$4,945,000",25,"$2,303,544,577",
18542,Ontario,CANANDAIGUA TOWN CONS. WD,Canandaigua (T),"New Transmission, New Storage, New Pump Station","6,300","$7,570,500",25,"$2,311,115,077",
18748,Broome,BINGHAMTON (T) CONSOLIDATED WD,Binghamton (T),"Powers Road Storage Tank Replacement., New Storage","2,600","$939,393",25,"$2,312,054,470",
18503,Westcheste,WESTCHESTER JOINT rWATER WORKS,WJWW,Upgrade Pump Station,"55,210","$3,300,000",25,"$2,315,354,470",
19173,Dutchess,POUGHKEEPSIE TOWNWIDE WD,Poughkeepsie (T),"Rehabilitation of two 5 MG tanks and improvements to Spackenkill Water Pump Station, Upgrade Storage, Upgrade Pump Station","40,000","$10,563,009",25,"$2,325,917,479",
18496,Westcheste,GREENBURGH rCONSOLIDATED WD #1,Greenburg (T),"Rumbrook-Knollwood CWD Interconnection, New Inter-Connection","38,489","$12,119,500",25,"$2,338,036,979",
19039,Nassau,PORT WASHINGTON WD,Port Washington WD,"Sandy Hollow Well Station Upgrades, Upgrade Water Treatment Plant","34,000","$7,168,000",25,"$2,345,204,979",
18868,Schenectad,GLENVILLE WD #11,yGlenville (T),"Upgrade WTP, rehab Lolik Lane Tanks #1 & #2, and Distribution. , Upgrade Water Treatment Plant, UpgradeStorage, Upgrade Distribution System","15,000","$25,729,561",25,"$2,370,934,539",
19041,Orange,WALLKILL CONSOLIDATEDWD,Wallkill (T),"Rykowski Well Field Expansion and Water Treatment Plant Upgrades, Upgrade Water Treatment Plant, New Ground Water Source","15,000","$10,803,440",25,"$2,381,737,979",
19109,Niagara,ROYALTON TOWNWIDE WATER DIST.,Royalton (T),"Watermain Replacement in Hamlet of Gasport, UpgradeDistribution System","7,710","$5,900,000",25,"$2,387,637,979",
18415,Niagara,PORTER MASTER IMPROVEMENT AREA,Porter (T),Upgrade Storage,"6,920","$5,805,000",25,"$2,393,442,979",
18787,Dutchess,RED HOOK WATER DISTRICT #1,Red Hook (V),"Enhance interconnection with Red Hook (T); eliminate Well #4 due to PFAS, Upgrade Storage, Upgrade Distribution System, Upgrade Inter-Connection","1,440","$1,800,000",25,"$2,395,242,979",
18383,Yates,MIDDLESEX WD,Middlesex (T),Upgrade Distribution System,480,"$825,625",25,"$2,396,068,605",
18845,Albany,NORTHEAST W.D.,New Scotland (T),"Connect Northeast WD and Kensington Woods WDs., New Inter-Connection",370,"$488,220",25,"$2,396,556,825",
19144,Suffolk,WEST NECK WATER SUPPLY,Shelter Island (T),"New Ground Water Source, Upgrade Distribution System",100,"$2,250,928",25,"$2,398,807,753",
18866,Saratoga,SARATOGA COUNTY WATER,Saratoga County WA,"Cordero Blvd New Storage and Controls., New Storage",0,"$5,177,939",25,"$2,403,985,692",
19160,Suffolk,SUFFOLK COUNTY WATERAUTHORITY,SCWA,"Replacement of Well No. 1A at the Adams Avenue Well Field., Upgrade Ground Water Source","1,009,264","$1,200,000",25,"$2,405,185,692",
18633,Nassau,HEMPSTEAD (V),Hempstead (V),"Installation of two new wells and Chemical Feed/Control Bldg., New Other Expenses, New Ground Water Source, New Other (OT)","56,000g",$0,25,"$2,405,185,692",FMP
18582,WestchesteMLP,MOUNT KISCO WATER rDEPARTMENT,Mount Kisco (V),"SMLP Replacement of water main along NYS Route 117and Green Lane., Upgrade Distribution System","9,600g","$10,500,000",25,"$2,415,685,692",FMP
18776,Ulster,ULSTER WATER DISTRICT,Ulster (T),"Replacement of existing 4.8 MG storage tank with a 3.0 MG storage tank., Upgrade Storage","5,500","$3,631,000",25,"$2,419,316,692",
19037,Ulster,ULSTER WATER DISTRICT,Ulster (T),"0.45 MG Storage Tank Replacement, Upgrade Storage","5,500","$1,876,660",25,"$2,421,193,352",
18949,Dutchess,MILLERTON VILLAGE,Millerton (V),"Replacement of watermain, minor updates to Well, Upgrade Distribution System","1,150","$6,280,454",25,"$2,427,473,806",
19209,Cayuga,FAIR HAVEN VILLAGE,FairHaven (V),"Replacement of Asbestos Cement Watermain, Upgrade Distribution System","1,000","$5,892,888",25,"$2,433,366,694",
18427,Warren,POTTERSVILLE WATER DISTRICT,Chester (T),Upgrade Ground Water Source,325,"$521,230",25,"$2,433,887,924",
18230,Monroe,MCWA  SHOREMONT WTP, Monroe County Water Authority,Upgrade Distribution System,"310,000","$855,000",25,"$2,434,742,924",
