Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
18050,Yates,BENTON WD #1,Extend Distribution System,308,"$731,000",55,"$1,306,876,673",NY_Y0_annual-0004
18046,Genesee,PRATT RD. WD / Batavia (T),New Water District,55,"$1,067,974",55,"$1,307,944,647",NY_Y0_annual-0004
18003,Erie,CATTARAUGUS STREET WATER DISTRICT / Concord (T),"New Distribution System, New Water District",13,"$325,000",55,"$1,308,269,647",NY_Y0_annual-0004
18532,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),New Water Treatment Plant,"30,000","$38,295,552",50,"$1,346,565,199",NY_Y0_annual-0004
18883,Oneida,ORISKANY FALLS VILLAGE / Oriskany Falls (V),"Booster pump station and water main upgrades on Cooper, College, and Cottage Streets, New Pump Station, Upgrade Distribution System, New Distribution System",682,"$1,300,000",50,"$1,347,865,199",NY_Y0_annual-0004
18743,Niagara,NORTH TONAWANDA CITY / North Tonawanda (C),"WTP Improvements., Upgrade Water Treatment Plant","33,262","$8,440,000",50,"$1,356,305,199",NY_Y0_annual-0004
18822,Dutchess,WAPPINGERS FALLS VILLAGE / Wappingers Falls (V),"New Greensand WTP for Mn Removal and replace water storage tanks, New Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","6,000","$15,239,487",50,"$1,371,544,686",NY_Y0_annual-0004
18585,Rensselaer,PETERSBURGH WATER DISTRICT / Petersburgh (T),"Address PFAS, Develop Additional GW Source, Storage and Distribution Improvements., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",240,$0,50,"$1,371,544,686",NY_Y0_annual-0004
18232,Jefferson,ADAMS VILLAGE / Adams (V),"Upgrade Ground Water Source, Upgrade Distribution System","2,000",$0,50,"$1,371,544,686",NY_Y0_annual-0004
18751,Warren,NORTH CREEK WATER DISTRICT / Johnsburg (T),"New Storage tank to replace South Tank and Distribution System Upgrades., New Storage, Upgrade Pump Station, Upgrade Distribution System","1,000",$0,50,"$1,371,544,686",NY_Y0_annual-0004
18486,Nassau,SOUTH FARMINGDALE WD / South Farmingdale WD,"Installation of iron removal system at Well No. 1-4., Upgrade Water Treatment Plant","44,700","$2,701,892",50,"$1,374,246,578",NY_Y0_annual-0004
18209,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),Upgrade Transmission,"24,000","$200,000",50,"$1,374,446,578",NY_Y0_annual-0004
18572,Albany,COHOES CITY / Cohoes (C),"WTP Improvements Phase I., Upgrade Water Treatment Plant","15,550","$9,609,256",50,"$1,384,055,835",NY_Y0_annual-0004
18984,Albany,COHOES CITY / Cohoes (C),"Phase 2 WTP Upgrades., Upgrade Water Treatment Plant","15,550","$9,738,811",50,"$1,393,794,646",NY_Y0_annual-0004
18256,Broome,CHENANGO CONSOLIDATED WD #1 / Chenango (T),"New well and appurtenances as redundancy for Northgate Well., New Ground Water Source","9,200","$2,200,745",50,"$1,395,995,391",NY_Y0_annual-0004
18288,Nassau,LIDO-POINT LOOKOUT WD / Hempstead (T),"Iron Removal - Well 3., Upgrade Water Treatment Plant","6,000","$4,400,000",50,"$1,400,395,391",NY_Y0_annual-0004
18927,Jefferson,ADAMS VILLAGE / Adams (V),"Water main and water meter replacement, Upgrade Distribution System","2,000","$5,106,000",50,"$1,405,501,391",NY_Y0_annual-0004
18284,Sullivan,STEVENSVILLE WD / Liberty (T),"Upgrade Ground Water Source, New Storage, Upgrade Distribution System","1,200",$0,50,"$1,405,501,391",NY_Y0_annual-0004
18386,Clinton,REDFORD WATER DISTRICT / Saranac (T),"Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",486,"$1,984,430",50,"$1,407,485,821",NY_Y0_annual-0004
18706,Onondaga,SYRACUSE CITY / Syracuse (C),"Intake No. 2 Extension., Upgrade Surface Water Source","192,000","$13,360,000",50,"$1,420,845,821",NY_Y0_annual-0004
18377,Albany,ALBANY CITY / Albany (C),"Upper Washington Ave Corridor Improvements., New Storage, New Pump Station","101,082","$2,800,000",50,"$1,423,645,821",NY_Y0_annual-0004
18378,Albany,ALBANY CITY / Albany (C),"Replace Gas CL2 system., Upgrade Water Treatment Plant","101,082","$2,300,000",50,"$1,425,945,821",NY_Y0_annual-0004
18428,Oswego,OSWEGO CITY / Oswego (C),"McCaffrey WTP Upgrades., Upgrade Water Treatment Plant","29,400",$0,50,"$1,425,945,821",NY_Y0_annual-0004
18294,Niagara,LOCKPORT CITY WTP / Lockport (C),Upgrade Transmission,"22,279",$0,50,"$1,425,945,821",NY_Y0_annual-0004
18304,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Installation of water main to serve the Woodland Acres Community, New Transmission","15,000","$1,012,500",50,"$1,426,958,321",NY_Y0_annual-0004
18759,Orleans,ALBION VILLAGE / Albion (V),"Improvements to the existing WTP, and pump station, and replacment of aged transmission main., Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Pump Station","6,000",$0,50,"$1,426,958,321",NY_Y0_annual-0004
18820,Steuben,BATH VILLAGE / Bath (V),"Comprehensive Distribution & Storage Improvements., Upgrade Storage, Upgrade Distribution System","5,641","$17,262,000",50,"$1,444,220,321",NY_Y0_annual-0004
18565,Steuben,CANISTEO VILLAGE / Canisteo (V),"Replace critical sections of the water main within the Village's distribution system, and upgrades to stroage tank and meters., Upgrade Storage, Upgrade Distribution System","2,320","$5,691,816",50,"$1,449,912,137",NY_Y0_annual-0004
18813,Cattaraugus,FRANKLINVILLE VILLAGE / Franklinville (V),"Source & Distribution Improvements., Upgrade Ground Water Source, Upgrade Distribution System","1,760","$6,000,000",50,"$1,455,912,137",NY_Y0_annual-0004
18890,Chemung,MILLPORT VILLAGE WATER SUPPLY / Millport (V),"Well installation, tank improvements, replacement of meters, upgraded telemetry, and safety improvements., New Other Expenses, Upgrade Ground Water Source, Upgrade Storage, New Other (OT)",292,"$1,363,329",50,"$1,457,275,466",NY_Y0_annual-0004
18812,Rensselaer,BATTISTI WATER DISTRICT NO. 10 / Schodack (T),"Batisti WD No. 10. , Upgrade Distribution System, New System Consolidation, New Water District",130,"$1,844,215",50,"$1,459,119,681",NY_Y0_annual-0004
18206,Cortland,CORTLAND (C) / Cortland (C),"Clinton Avenue Distribution System Upgrade., Upgrade Distribution System","20,095","$2,009,463",50,"$1,461,129,144",NY_Y0_annual-0004
18857,Orange,CORNWALL-ON-HUDSON / Cornwall-on-Hudson (V),"Angola Road and Cedar Lane Area Improvements., Extend Distribution System, Upgrade Distribution System","9,300","$1,413,984",50,"$1,462,543,128",NY_Y0_annual-0004
17058,Jefferson,HOUNSFIELD WD 2 / Hounsfield (T),Extend Distribution System,500,"$794,439",50,"$1,463,337,567",NY_Y0_annual-0004
18320,Seneca,RT 89 WATER DISTRICT / Romulus (T),"NYS Route 89 Water District., New Water District",400,"$2,772,000",50,"$1,466,109,567",NY_Y0_annual-0004
18932,Oswego,COUNTY RT. 57 / HUNTLEY RD WATER DISTRICT / Schroeppel (T),"County Route 57 / Huntley Road Water District., New Distribution System",253,"$2,879,571",50,"$1,468,989,138",NY_Y0_annual-0004
18859,Madison,WHITELAW WD / Sullivan (T),"Extend water service to areas served by private wells., New Water District",180,"$3,700,790",50,"$1,472,689,928",NY_Y0_annual-0004
18924,Cayuga,"CCWSA PHASE 1A:AUR, FLEM, SPRING / Cayuga County W&S Authority","Main extension on Honoco Rd., New Distribution System",180,"$6,209,458",50,"$1,478,899,386",NY_Y0_annual-0004
18851,Orange,GREENWOOD LAKE VILLAGE / Village of Greenwood Lake,"Village of Greenwood Lake water system improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","3,411","$5,665,000",45,"$1,484,564,386",NY_Y0_annual-0004
18935,Orange,WARWICK VILLAGE / Warwick (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","6,083","$48,241,000",45,"$1,532,805,386",NY_Y0_annual-0004
18365,Steuben,SOUTH CORNING VILLAGE / South Corning (V),"New Water Treatment Plant, New Ground Water Source, New Storage","1,147",$0,45,"$1,532,805,386",NY_Y0_annual-0004
18958,Otsego,OTEGO VILLAGE / Otego (V),"Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System","1,150","$6,145,650",45,"$1,538,951,036",NY_Y0_annual-0004
18835,Sullivan,NARROWSBURG WD / Tusten (T),"System-wide Infrastructure Upgrades., Upgrade Storage, Upgrade Distribution System",550,"$7,500,000",45,"$1,546,451,036",NY_Y0_annual-0004
18058,Ulster,KINGSTON (CITY) WATER DISTRICT / City of Kingston Water Dep.,"Replacement of Mink Hollow Raw Water Intake, Upgrade Other Expenses, Upgrade Other (OT)","24,000",$0,45,"$1,546,451,036",NY_Y0_annual-0004
18082,Madison,ONEIDA CITY / Oneida (C),"Replace RW transmission main crossing of Fish Creek., Upgrade Transmission","12,000","$2,309,000",45,"$1,548,760,036",NY_Y0_annual-0004
18981,Clinton,MORRISONVILLE WATER DISTRICT / Schuyler Falls (T),"Replacement of asbestos cement water main., Upgrade Distribution System","1,300","$7,659,500",45,"$1,556,419,536",NY_Y0_annual-0004
18641,Oneida,MOHAWK VALLEY WATER AUTHORITY / MVWA,"Phase 2 RW Transmission Main Upgrades., New Transmission","120,000","$10,147,000",45,"$1,566,566,536",NY_Y0_annual-0004
18922,Oneida,MOHAWK VALLEY WATER AUTHORITY / MVWA,"Phase 3 RW Transmission Main Upgrades, New Transmission","120,000","$55,600,000",45,"$1,622,166,536",NY_Y0_annual-0004
18723,Dutchess,POUGHKEEPSIE CITY / City of Poughkeepsie,Upgrade Distribution System,"28,000","$15,770,000",45,"$1,637,936,536",NY_Y0_annual-0004
18614,Greene,CATSKILL VILLAGE / Catskill (V),"Storage, Distribution, and Booster Pump Improvements., New Storage, New Pump Station, Upgrade Distribution System","8,000","$5,270,000",45,"$1,643,206,536",NY_Y0_annual-0004
18830,Dutchess,WAPPINGERS FALLS VILLAGE / Wappingers Falls (V),"Interconnection between Wappingers Falls (V) and Wappinger (T).., New Inter-Connection","6,000","$1,440,252",45,"$1,644,646,788",NY_Y0_annual-0004
18406,Wyoming,WARSAW VILLAGE / Warsaw (V),"Upgrade Water Treatment Plant, Upgrade Distribution System","3,850","$4,988,250",45,"$1,649,635,038",NY_Y0_annual-0004
18087,Oswego,PULASKI VILLAGE / Pulaski (V),Upgrade Distribution System,"2,398","$18,849,810",45,"$1,668,484,848",NY_Y0_annual-0004
17048,Herkimer,DOLGEVILLE (V) PWS / Dolgeville (V),"Manheim Elevated Storage Tank., New Storage","2,166","$4,735,000",45,"$1,673,219,848",NY_Y0_annual-0004
18228,Herkimer,DOLGEVILLE (V) PWS / Dolgeville (V),"Upgrade transmission and demo out of service RW chlorination building., Upgrade Transmission","2,166","$150,475",45,"$1,673,370,323",NY_Y0_annual-0004
18607,Jefferson,ALEXANDRIA VILLAGE / Alexandria Bay (V),"Improvement and replacement of storage tanks, and replacement of portions of water mains., Upgrade Storage, Upgrade Distribution System","1,900","$2,500,000",45,"$1,675,870,323",NY_Y0_annual-0004
18198,Chenango,OXFORD VILLAGE / Oxford (V),"Upgrades to valve vault, distribution & transmission mains., Upgrade Transmission, Upgrade Distribution System","1,738",$0,45,"$1,675,870,323",NY_Y0_annual-0004
17402,Suffolk,WEST NECK WATER SUPPLY / Shelter Island (T),"New Well., New Ground Water Source",100,"$2,000",45,"$1,675,872,323",NY_Y0_annual-0004
18484,Monroe,ROCHESTER CITY / Rochester (C),"Conduits 2 and 3 Cathodic Protection., Upgrade Transmission","214,000","$2,600,000",45,"$1,678,472,323",NY_Y0_annual-0004
18543,Onondaga,SYRACUSE CITY / Syracuse (C),"Repalce chlorine gas systems with NaOCl., Upgrade Water Treatment Plant","192,000","$3,543,200",45,"$1,682,015,523",NY_Y0_annual-0004
18559,Onondaga,SYRACUSE CITY / Syracuse (C),"One of the three transmission conduits, which supply water to the City of Syracuse, is to have sections replaced., Upgrade Transmission","192,000","$1,671,175",45,"$1,683,686,698",NY_Y0_annual-0004
18259,Orleans,MEDINA VILLAGE / Medina (V),Upgrade Storage,"6,500","$1,015,740",45,"$1,684,702,438",NY_Y0_annual-0004
18216,Delaware,WALTON VILLAGE / Walton (V),"Replace two tanks and aged mains on Bruce, Prospect and Burton Sts., Upgrade Storage, Upgrade Distribution System","3,070","$2,000,000",45,"$1,686,702,438",NY_Y0_annual-0004
18544,Broome,PORT DICKINSON VILLAGE / Port Dickinson (V),"Replace Aged Water Mains., Upgrade Distribution System","1,785","$2,810,116",45,"$1,689,512,554",NY_Y0_annual-0004
17882,Fulton,BROADALBIN (V) / Broadalin (V),"Replace Aged Storage Tank., New Storage","1,397",$0,45,"$1,689,512,554",NY_Y0_annual-0004
18536,Dutchess,PINEBROOK ESTATES / DCWWA,"Interconnection to DCWWA Hyde Park System., New Distribution System, New Inter-Connection",200,"$3,489,161",45,"$1,693,001,715",NY_Y0_annual-0004
18234,St. Lawrence,MASSENA VILLAGE / Massena (T),"East Massena WD Improvements., Upgrade Distribution System","11,209","$3,055,500",45,"$1,696,057,215",NY_Y0_annual-0004
18667,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / Southampton (T),"East Quogue Extensions. Extend distribution system to address private wells with PFAS., Extend Distribution System","1,009,264","$1,765,188",45,"$1,697,822,403",NY_Y0_annual-0004
18971,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension #94 - Manorville., Extend Distribution System, Extend Water District","28,000","$5,777,000",45,"$1,703,599,403",NY_Y0_annual-0004
18972,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension #95 - Calverton., Extend Distribution System, Extend Water District","28,000","$3,055,850",45,"$1,706,655,253",NY_Y0_annual-0004
18008,Onondaga,CLAY WDS / Clay (T),"Henry Clay Blvd Extension., Extend Distribution System","16,000","$440,000",45,"$1,707,095,253",NY_Y0_annual-0004
18737,Chemung,BIG FLATS WD #2 / Big Flats (T),"Smith Valley and Ponderosa Drive Extension., Extend Distribution System","3,415","$2,277,534",45,"$1,709,372,787",NY_Y0_annual-0004
18163,Dutchess,HILLSIDE LAKE WATER DISTRICT / East Fishkill,"Construct a potable water system for the Hillside Lake Community., New Complete System (New System)","1,100","$14,219,665",45,"$1,723,592,452",NY_Y0_annual-0004
18506,Orange,HIGHLANDS WD #1 / Highlands (T),"Water District #2 extensions - Phase IV., New Distribution System",600,"$850,000",45,"$1,724,442,452",NY_Y0_annual-0004
18604,Clinton,BEEKMANTOWN WATER DISTRICT / Beekmantown (T),New Complete System (New System),250,"$6,862,378",45,"$1,731,304,830",NY_Y0_annual-0004
18677,Madison,HAMILTON BROWN/BUSHNELL SHORE WD / Sullivan (T),"Hamilton Brown/Bushnell Shore WD Improvement Project., Extend Distribution System, New Water District",70,"$800,000",45,"$1,732,104,830",NY_Y0_annual-0004
18359,Schuyler,WATKINS GLEN VILLAGE / Watkins Glen (V),Upgrade Storage,"2,149","$929,511",40,"$1,733,034,341",NY_Y0_annual-0004
18518,Suffolk,HAMPTON BAYS WD / Town of Southampton,"Construction of an interconnection between Hampton Bay WD and SCWA., Upgrade Distribution System, New Inter-Connection","12,500","$1,032,000",40,"$1,734,066,341",NY_Y0_annual-0004
18918,Dutchess,RHINEBECK VILLAGE WATER / Rhinebeck (V),"Upgrade Water Treatment Plant, Upgrade Storage","4,300","$6,649,680",40,"$1,740,716,021",NY_Y0_annual-0004
18656,Orange,FLORIDA VILLAGE / Florida (V),"DBP reduction project., Upgrade Water Treatment Plant","2,757","$5,290,000",40,"$1,746,006,021",NY_Y0_annual-0004
18698,Dutchess,POUGHKEEPSIE WATER TREATMENT FACILITY / Poughkeepsie JWB,Upgrade Water Treatment Plant,"77,000","$4,921,000",40,"$1,750,927,021",NY_Y0_annual-0004
18182,Cayuga,SENNETT WD #6 / Sennett (T),"Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)",60,"$4,142,100",40,"$1,755,069,121",NY_Y0_annual-0004
18825,Lewis,COPENHAGEN VILLAGE / Copenhagen (V),"Woodbattle Road WTP and wells Rehabilitation., Upgrade Water Treatment Plant",850,"$1,134,000",40,"$1,756,203,121",NY_Y0_annual-0004
18774,Genesee,MCWA GENESEE / Genesee County,"Phase 2 Water Supply Project., Upgrade Pump Station, New Pump Station","13,250","$5,359,228",40,"$1,761,562,349",NY_Y0_annual-0004
18906,Wyoming,ARCADE VILLAGE / Arcade (V),"Hamlet of Sandusky Water System Improvements., Upgrade Storage, Upgrade Distribution System","2,400","$4,617,490",40,"$1,766,179,839",NY_Y0_annual-0004
18052,Jefferson,CAPE VINCENT VILLAGE / Cape Vincent (V),Upgrade Water Treatment Plant,"1,500","$3,200,000",40,"$1,769,379,839",NY_Y0_annual-0005
18175,Jefferson,SACKETS HARBOR VILLAGE / Sackets Harbor (V),"Replace existing intake piping and crib., Upgrade Surface Water Source, Upgrade Transmission","1,300","$3,650,000",40,"$1,773,029,839",NY_Y0_annual-0005
18126,Jefferson,BROWNVILLE VILLAGE / Brownville (V),"Replace Severely Aged Distribution Mains and Tank., New Storage, Upgrade Distribution System","1,200","$16,348,500",40,"$1,789,378,339",NY_Y0_annual-0005
18732,Clinton,BLACK BROOK WD #1 (AUSABLE FORKS WD) / Black Brook (T),"Source Storage, & Transmission Improvements., New Ground Water Source, Upgrade Transmission, New Storage",594,"$1,798,800",40,"$1,791,177,139",NY_Y0_annual-0005
18079,Tompkins,YELLOW BARN WATER CO / Dryden (T),"New Water Treatment Plant, New Storage",250,"$540,660",40,"$1,791,717,799",NY_Y0_annual-0005
18421,Monroe,MCWA SHOREMONT WTP / Monroe County Water Authority,Upgrade Water Treatment Plant,"310,000","$3,000,000",40,"$1,794,717,799",NY_Y0_annual-0005
18507,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Phase 2 transmission main and SCADA rehabilitation, Upgrade Transmission, Upgrade Distribution System","24,000","$1,500,000",40,"$1,796,217,799",NY_Y0_annual-0005
18412,Montgomery,CANAJOHARIE (V) WATER WORKS / Canajoharie (V),"Storage tank replacement; storage tank rehabilitation; distribution upgrades, New Storage, Upgrade Storage, Upgrade Distribution System","2,300","$2,750,000",40,"$1,798,967,799",NY_Y0_annual-0005
18140,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Storage, Upgrade Distribution System","2,214",$0,40,"$1,798,967,799",NY_Y0_annual-0005
18888,Cortland,MARATHON VILLAGE / Marathon (V),"Water Main Crossings of the Tioughnioga River, Upgrade Distribution System","1,107","$750,000",40,"$1,799,717,799",NY_Y0_annual-0005
18329,Jefferson,CHAUMONT VILLAGE / Chaumont (V),"Upgrade Transmission, Upgrade Distribution System",625,$0,40,"$1,799,717,799",NY_Y0_annual-0005
18335,Oneida,MOHAWK VALLEY WATER AUTHORITY / MVWA,"Toby Road Tank 3., New Storage","120,000","$13,323,000",40,"$1,813,040,799",NY_Y0_annual-0005
18979,Schenectady,SCHENECTADY CITY WATER WORKS / Schenectady (C),"Phase 1 Improvements, new wells., New Ground Water Source","61,821","$7,775,470",40,"$1,820,816,269",NY_Y0_annual-0005
18587,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Beech Ave STorage Tank Replacement., Upgrade Storage","55,593","$6,397,650",40,"$1,827,213,919",NY_Y0_annual-0005
17660,Nassau,HICKSVILLE WD / Hicksville Water District,Upgrade Water Treatment Plant,"47,810","$5,500,000",40,"$1,832,713,919",NY_Y0_annual-0005
18476,Nassau,HICKSVILLE WD / Hicksville Water District,New Water Treatment Plant,"47,810","$1,826,000",40,"$1,834,539,919",NY_Y0_annual-0005
18576,Broome,"BINGHAMTON, CITY OF / Binghamton (C)","Harding Avenue Water Tank Replacement., Upgrade Storage","47,600","$1,273,080",40,"$1,835,812,999",NY_Y0_annual-0005
18865,Nassau,WA OF GREAT NECK NORTH / WAGNN,"Wellhead treatment for 1,4-dioxane, PFOA and PFOS removal at Watermill Lane Facility., New Water Treatment Plant","31,400","$17,541,100",40,"$1,853,354,099",NY_Y0_annual-0005
16069,Suffolk,RIVERHEAD WD / Riverhead (T),"Pulaski St. wellhead treatment and well deepening., Upgrade Water Treatment Plant, Upgrade Ground Water Source","28,000","$1,600,000",40,"$1,854,954,099",NY_Y0_annual-0005
18630,Orange,NEWBURGH CITY / Newburgh (C),"Replacement of water meters throughout the City., Upgrade Distribution System","28,000","$2,982,000",40,"$1,857,936,099",NY_Y0_annual-0005
18627,Jefferson,"WATERTOWN, CITY OF / Watertown (C)","Upgrades to soda ash system and replacement of filter backwash tank. , Upgrade Water Treatment Plant","27,861","$1,700,000",40,"$1,859,636,099",NY_Y0_annual-0005
18779,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Installation of new intake tower, and a temporary connection to Ashokan Reservoir., New Other Expenses, New Other (OT)","24,000","$8,987,000",40,"$1,868,623,099",NY_Y0_annual-0005
18470,Montgomery,AMSTERDAM (C) / Amsterdam (C),"Water system upgrades, Upgrade Water Treatment Plant, Upgrade Storage","20,700",$0,40,"$1,868,623,099",NY_Y0_annual-0005
18646,Nassau,WESTBURY WD / Westbury Water District,Upgrade Water Treatment Plant,"20,500","$1,134,750",40,"$1,869,757,849",NY_Y0_annual-0005
18908,Steuben,HORNELL CITY / Hornell (C),"Transmission main replacement., Upgrade Transmission","9,019","$867,054",40,"$1,870,624,903",NY_Y0_annual-0005
18664,Nassau,OYSTER BAY WD / Oyster Bay Water District,"AOP Treatment at Plant No. 2 for 1,4-Dioxane","8,700","$5,429,000",40,"$1,876,053,903",NY_Y0_annual-0005
18453,Herkimer,ILION (V) WATER WORKS / Ilion (V),"Replace Supplemental DE Filtration System, Upgrade Water Treatment Plant","8,610","$1,113,000",40,"$1,877,166,903",NY_Y0_annual-0005
18623,Tioga,WAVERLY VILLAGE / Waverly (V),"Replace aged water mains, and new standby generator for all of the wells., Upgrade Ground Water Source, Upgrade Distribution System","4,830","$5,045,455",40,"$1,882,212,358",NY_Y0_annual-0005
18285,Oswego,PULASKI VILLAGE / Pulaski (V),Upgrade Distribution System,"2,398",$0,40,"$1,882,212,358",NY_Y0_annual-0005
18512,Dutchess,JOHN JAY HIGH SCHOOL / Wappinger Central School Dist.,"Proposed interconnection to Town of East Fishkill, New Inter-Connection","2,312","$275,352",40,"$1,882,487,710",NY_Y0_annual-0005
18414,Orleans,HOLLEY VILLAGE / Holley (V),"Upgrade Storage, Upgrade Distribution System","2,150",$0,40,"$1,882,487,710",NY_Y0_annual-0005
18331,Fulton,MAYFIELD (V) WATER WORKS / Mayfield (V),"Replace Elevated Storage Tank., New Storage",817,"$1,374,898",40,"$1,883,862,608",NY_Y0_annual-0005
18862,Erie,BUFFALO WATER AUTHORITY / Buffalo Water Board,"Water main and lead service line replacement., Upgrade Distribution System","276,000","$21,450,000",40,"$1,905,312,608",NY_Y0_annual-0005
18485,Monroe,ROCHESTER CITY / Rochester (C),"Scottrville Road Water Main Replacement., Upgrade Distribution System","214,000","$1,253,000",40,"$1,906,565,608",NY_Y0_annual-0005
17950,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"New wells on Site 1, Site 2, Site 3 and Site 4., New Ground Water Source, New Transmission","21,750","$8,971,094",40,"$1,915,536,702",NY_Y0_annual-0005
18070,Wayne,CLYDE VILLAGE / Clyde(V),Upgrade Transmission,"2,269","$357,900",40,"$1,915,894,602",NY_Y0_annual-0005
18815,Schuyler,MONTOUR FALLS / Montour Falls (V),Replace Aged Undersized Distribution Mains.,"1,800","$4,685,856",40,"$1,920,580,458",NY_Y0_annual-0005
18848,Onondaga,TOWN OF DEWITT CONSOLIDATED WD NO. 1 / DeWitt (T),"2020 Water System Improvements., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","25,000","$5,000,000",35,"$1,925,580,458",NY_Y0_annual-0005
18056,Orange,WARWICK VILLAGE / Warwick (V),"Upgrade Water Treatment Plant, New Ground Water Source","6,083","$323,725",35,"$1,925,904,183",NY_Y0_annual-0005
18069,Madison,HAMILTON VILLAGE / Hamilton (V),"New Redundant Source., New Ground Water Source, Upgrade Distribution System","3,904","$3,110,600",35,"$1,929,014,783",NY_Y0_annual-0005
18333,Albany,MENANDS VILLAGE / Menands (V),"South End Water Systen Improvements., Upgrade Distribution System","3,900","$1,321,670",35,"$1,930,336,453",NY_Y0_annual-0005
18458,Washington,FORT EDWARD VILLAGE / Fort Edward (V),"Hill Storage Tank Replacement and Upgrade PS and Distribution., New Storage, Upgrade Pump Station, Upgrade Distribution System","3,150","$5,083,809",35,"$1,935,420,262",NY_Y0_annual-0005
18026,Tioga,CANDOR VILLAGE WATER DEPT. / Candor (V),"Upgrade Storage, Upgrade Distribution System","1,020","$3,047,237",35,"$1,938,467,499",NY_Y0_annual-0005
18717,Chenango,SOUTH OTSELIC WATER DISTRICT / Otselic (T),"Water System Improvements - source, treatment, storage, distribution, and meters. , Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",300,"$3,250,000",35,"$1,941,717,499",NY_Y0_annual-0005
18444,Schenectady,SCOTIA VILLAGE WATER WORKS / Scotia (V),"Water System Improvements., Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","9,500","$3,000,000",35,"$1,944,717,499",NY_Y0_annual-0005
18809,Clinton,ROUSES POINT VILLAGE WD / Village of Rouses Point,"WTP Replacement with membrane microfiltration with raw water pump station. , New Water Treatment Plant, New Surface Water Source, New Pump Station","2,550","$7,622,000",35,"$1,952,339,499",NY_Y0_annual-0005
18144,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Ground Water Source, Upgrade Distribution System","2,214","$3,909,000",35,"$1,956,248,499",NY_Y0_annual-0005
15902,Steuben,ADDISON VILLAGE / Addison (V),"Water System Improvements., Upgrade Storage, Upgrade Distribution System","1,797","$1,690,000",35,"$1,957,938,499",NY_Y0_annual-0005
18884,Jefferson,TOWN OF HOUNSFIELD WATER SYSTEM / Hounsfield (T),"NYS Rt 3 Corridor Upgrades., New Transmission, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System","1,250","$5,610,500",35,"$1,963,548,999",NY_Y0_annual-0005
18775,Erie,ECWA DIRECT / Erie County Water Authority,"48-inch Raw Water Transmission Main to Van de WTP., Upgrade Transmission","228,869","$4,198,787",35,"$1,967,747,785",NY_Y0_annual-0005
18829,Madison,ONEIDA CITY / City of Oneia,"Construction of a new clear well, and rehab existing clear well., Upgrade Storage","12,000","$3,048,800",35,"$1,970,796,585",NY_Y0_annual-0005
18767,Chemung,HORSEHEADS VILLAGE / Horseheads (V),"Upgrade water mains and appurtenances in Ridge Road, Number Street and Center Street areas., Upgrade Distribution System","11,530","$5,000,000",35,"$1,975,796,585",NY_Y0_annual-0005
18788,Sullivan,FALLSBURG WHO-LS-SF / Fallsburg (T),"Replacement of Hurleyville Well No. 2., New Ground Water Source","8,355","$289,594",35,"$1,976,086,179",NY_Y0_annual-0005
18332,Saratoga,SOUTH GLENS FALLS VILLAGE / South Glens Falls (V),"Rehabilitate Storage Tank; New GAC for PFOA/PFOS Removal., Upgrade Storage, Upgrade Distribution System","3,700",$0,35,"$1,976,086,179",NY_Y0_annual-0005
18368,Allegany,NEW WD & STORAGE / Almond (V),"New Storage, New Distribution System",480,"$3,492,000",35,"$1,979,578,179",NY_Y0_annual-0005
18423,Essex,RAY BROOK WD / North Elba (T),"Upgrade Storage, Upgrade Distribution System",400,$0,35,"$1,979,578,179",NY_Y0_annual-0005
18336,Rensselaer,PETERSBURGH WATER DISTRICT / Petersburgh (T),"Replace Contaminated Well., New Ground Water Source",240,"$8,000,000",35,"$1,987,578,179",NY_Y0_annual-0005
18098,Oneida,ROME CITY / Rome (C),Rehabilitation of the raw water tunnel.,"32,000",$0,35,"$1,987,578,179",NY_Y0_annual-0005
