RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
639,Blomkest Storage - New Pressure Tank,,1340002-4,10,174,"$400,000.00"
640,Lincoln-Pipestone Rural Water SystemTreatment - New Dawson-Boyd WTP & Wells,,1410007-2,10,"24,500","$8,511,000.00"
641,Lincoln-Pipestone Rural Water SystemStorage - New Burr Reservoir,,1410007-3,10,"24,500","$1,025,000.00"
642,Lincoln-Pipestone Rural Water SystemTreatment - New Burr Contact Basin,,1410007-4,10,"24,500","$2,895,000.00"
643,Brewster Source - New Connection to LPRWS,,1530003-1,10,550,"$5,421,002.00"
644,Winsted Watermain - Fairlawn Ave. & Loop,,1430010-8,10,"1,912","$543,055.00"
645,LeSueur Other - SCADA upgrade,,1400010-11,10,"4,050","$1,500,000.00"
646,Red Wing Treatment - Charlson Crest Upgrades,,1250013-10,10,"16,366","$200,000.00"
647,Red Wing Storage - Charlson Crest Tower Rehab,,1250013-12,10,"16,366","$600,000.00"
648,Red Wing Storage - River Bluffs Tower Rehab,,1250013-13,10,"16,366","$550,000.00"
649,Starbuck Storage - Tank Rehab,,1610008-4,10,"1,269","$92,400.00"
650,Starbuck Treatment - TP Rehab,,1610008-6,10,"1,269","$384,057.00"
651,Clarks Grove Treatment - New Plant,,1240005-1,10,606,"$5,151,000.00"
652,Clarks Grove Watermain - Watermain Improvements,,1240005-2,10,606,"$3,969,500.00"
653,Taconite Source - Reconstruct Pump House,,1310028-3,10,770,"$1,385,900.00"
654,Taconite Conservation - Replace Meters,,1310028-4,10,770,"$188,720.00"
655,Raymond Watermain - Replace Watermain,,1340008-4,10,722,"$8,903,000.00"
656,Upsala Source - New Well,,1490008-1,10,497,"$260,000.00"
657,Upsala Treatment - Plant Rehab,,1490008-2,10,497,"$480,000.00"
658,Upsala Storage - Tower Rehab,,1490008-3,10,497,"$463,000.00"
659,Upsala Conservation - Repl Meters,,1490008-5,10,497,"$211,000.00"
660,Fairfax Treatment - RO Addition,,1650005-5,10,"1,135","$2,500,000.00"
661,Duluth Other - Rehab Woodland Booster Station,,1690011-11,10,"86,711","$8,032,000.00"
662,Kandiyohi Watermain - Repl McLaughlin & 3rd St.,,1340003-6,10,554,"$473,000.00"
663,Kandiyohi Watermain - Phase 1 - Replacement,,1340003-7,10,554,"$1,326,000.00"
664,Kandiyohi Watermain - Phase 2 - Replacement,,1340003-8,10,554,"$2,584,000.00"
665,Kandiyohi Watermain - Phase 3 - Replacement,,1340003-9,10,554,"$609,000.00"
666,Minneota Watermain - Replacement,,1420007-1,10,"1,293","$3,900,000.00"
667,Minneota Watermain - Watermain Improvements,,1420007-3,10,"1,293","$400,000.00"
668,Nashwauk Storage - New GSR,,1310024-7,10,970,"$450,000.00"
669,Saint Paul Regional Water Services Treatment - Process Imp.(McCarrons),,1620026-22,10,"385,796","$260,000,000.00"
670,Sauk Rapids Watermain - 2nd Ave S Improvements,,1050004-9,10,"13,830","$1,510,795.00"
671,Bird Island Treatment - Filter Media Replacement,,1650001-5,10,960,"$145,000.00"
672,Bird Island Watermain - Water Distribution Recon,,1650001-7,10,960,"$395,200.00"
673,Nashwauk Watermain - Replace WM under 3rd St.,,1310024-5,10,"1,144","$2,261,000.00"
674,New Ulm Watermain - Distribution Reconstruction,,1080003-4,10,"14,052","$710,000.00"
675,Underwood Storage - Tower Rehab,,1560026-7,10,420,"$520,000.00"
676,Red Wing Storage - Sorin's Bluff Reservior Rehab,,1250013-11,10,"16,596","$1,814,588.00"
677,Red Wing Other - Booster Station Rehab,,1250013-9,10,"16,596","$1,259,940.00"
678,Moorhead Watermain - Distribution Phase 2,,1140008-11,10,"43,409","$2,679,500.00"
679,Moorhead Watermain - Distribution Phase 3,,1140008-14,10,"43,409","$2,975,625.00"
680,Moorhead Watermain - Distribution Phase 4,,1140008-17,10,"43,409","$1,466,250.00"
681,Moorhead Storage - Reservoirs Improvement,,1140008-20,10,"43,409","$1,466,250.00"
682,Moorhead Source - Transmission Pipeline Repl,,1140008-23,10,"43,409","$14,950,000.00"
683,Moorhead Watermain - Distribution Phase 1,,1140008-8,10,"43,409","$1,350,500.00"
684,Manchester Watermain - AC Pipe Replacement,,1240014-2,10,49,"$1,209,500.00"
685,Howard Lake Watermain - Replacement,,1860010-10,10,"1,897","$2,875,500.00"
686,Howard Lake Storage - Replace Tower No. 1,,1860010-9,10,"1,897","$2,700,000.00"
687,"Taconite Storage - Repl 50,000 Gal. Tower",,1310028-1,10,706,"$1,691,060.00"
688,Vesta Storage - Tower Rehab,,1640012-6,10,315,"$968,000.00"
689,Lincoln-Pipestone Rural Water SystemTreatment - Holland WTP biotta addition,,1410007-5,10,"13,644","$8,511,000.00"
690,Blue Earth Light and Water Watermain - S. Galbraith,,1220001-8,10,"3,181","$650,000.00"
691,Blue Earth Light and Water Watermain - S. Linton,,1220001-9,10,"3,181","$1,146,000.00"
692,Ghent Conservation - Meter Replacements,,1420004-4,10,497,"$212,000.00"
693,Ghent Watermain - Replacement Phase 1,,1420004-5,10,497,"$3,321,300.00"
694,Gaylord Source - New Well #6,,1720002-6,10,"2,082","$1,197,000.00"
695,Big Lake Source - Additional Well #8,,1710002-5,10,"9,000","$1,350,000.00"
696,Mounds View Treatment - Plant Rehab,,1620008-1,10,"12,959","$2,340,000.00"
697,Waseca,Watermain - 2nd Ave & 2nd St.,1810004-5,10,"9,208","$1,369,172.00"
698,Hanska,Watermain - Repl Transite Main - Phase 2,1080002-6,10,419,"$3,065,000.00"
699,Rose Creek,Watermain - System Improvements,1500014-2,10,454,"$6,977,000.00"
700,Perley,Conservation - Replace Meters,1540006-2,10,101,"$157,000.00"
701,Perley,Other - Connect to Regional Water,1540006-3,10,101,"$262,000.00"
702,Duluth,Other - System Wide Corrosion & Painting,1690011-25,10,"86,772","$3,720,000.00"
703,Duluth,Treatment - TP Rehab,1690011-26,10,"86,772","$13,438,000.00"
704,Adrian,Treatment - System Improvements,1530001-2,10,"1,127","$804,000.00"
705,Wood Lake,Watermain - Repl Cast Iron & AC Mains,1870008-4,10,426,"$8,692,000.00"
706,Wood Lake,Storage - Repl Tower,1870008-5,10,426,"$1,780,000.00"
707,Alden,Watermain - Citywide System Replacement,1240004-5,10,680,"$8,133,000.00"
708,Alden,Storage - Elevated Tank Replacement,1240004-6,10,680,"$1,200,000.00"
709,Alden,Storage - Clear Well Tank Addition,1240004-7,10,680,"$800,000.00"
710,Bowlus,Storage - Water Tower Rehab,1490009-4,10,273,"$673,000.00"
711,Pipestone,Watermain - Repl 2nd Ave SW,1590005-14,10,"4,171","$687,500.00"
712,Trimont,Watermain - NW Quadrant,1460009-10,10,684,"$2,290,000.00"
713,Trimont,Watermain - NE Quadrant,1460009-11,10,684,"$3,036,000.00"
714,Trimont,Treatment - New RO Plant,1460009-6,10,684,"$3,952,500.00"
715,Trimont,Storage - New Tower,1460009-7,10,684,"$1,976,250.00"
716,Trimont,Watermain - SE Quadrant,1460009-8,10,684,"$6,851,000.00"
717,Trimont,Watermain - SW Quadrant,1460009-9,10,684,"$3,497,000.00"
718,Nerstrand,Storage - New Tower,1660009-3,10,217,"$1,808,000.00"
719,Nerstrand,Watermain - C.I. Replacement,1660009-4,10,217,"$2,642,000.00"
720,Buffalo,Storage - Tower #1 Rehab,1860005-7,10,"16,413","$815,000.00"
721,Buffalo,Watermain - TH 25 South Recon,1860005-8,10,"16,413","$1,170,000.00"
722,Foley,Source - New Well #6,1050001-3,10,"2,712","$507,500.00"
723,LeSueur,Watermain - 4th St Improvements,1400010-12,10,"4,210","$2,044,047.00"
724,Lexington,Source - New Well,1020032-1,10,"2,071","$1,500,000.00"
725,Lexington,Storage - New Tower,1020032-3,10,"2,071","$1,550,000.00"
726,Lexington,Watermain - New Watermain & Looping,1020032-4,10,"2,071","$1,800,000.00"
727,Columbia Heights,Conservation - Water Meter Replacement,1020016-1,10,"21,612","$3,000,000.00"
728,Columbia Heights,Other - Retaining Wall Replacement,1020016-2,10,"21,612","$355,000.00"
729,Shafer,Storage - Tower Rehab & 2 New Generators,1130014-2,10,"1,083","$635,000.00"
730,Shafer,Other - Generator for Well,1130014-3,10,"1,083","$79,200.00"
731,Hoyt Lakes,Other - Connect to ERWB,1690028-2,10,"2,095","$18,640,000.00"
732,Montrose,"Storage - Repl Tower w/100,000 Gal Tower",1860016-6,10,"3,505","$4,650,000.00"
733,Zimmerman,Treatment - Upgrade SCADA,1710006-5,10,"5,334","$25,000.00"
734,Zimmerman,Watermain - Repl Lake Fremont Area,1710006-6,10,"5,334","$1,300,000.00"
735,Maple Plain,Watermain - Independence St. Replacement,1270021-5,10,"1,650","$443,500.00"
736,Norwood-Young America,Watermain - Railroad St. & Loop,1100019-2,10,"3,838","$543,675.00"
737,Norwood-Young America,Watermain - SW 4th Ave. & Loop,1100019-4,10,"3,838","$783,750.00"
738,Proctor,Watermain - Repl 2nd St. to Westgate Blv,1690042-5,10,"3,113","$1,953,000.00"
739,Jordan,Storage -Tower Imprvmnts & Booster Rehab,1700003-3,10,"6,230","$4,800,000.00"
740,Henderson,Treatment - New Iron Removal Plant,1720006-2,10,926,"$5,645,920.00"
741,Henderson,Watermain - Replacement & Upgrades,1720006-3,10,926,"$4,500,000.00"
742,Coon Rapids,Storage - Tower Replacement,1020017-3,10,"62,706","$5,500,000.00"
743,Minneapolis,"Watermain - 36"" Main Lining",1270024-23,10,"426,877","$16,800,000.00"
744,Brooklyn Park,Watermain - TH 169/610 Crossings,1270005-11,10,"85,247","$1,700,000.00"
745,Brooklyn Park,Storage - New 2 mil.-gal water tower,1270005-12,10,"85,247","$9,000,000.00"
746,Maple Plain,Watermain - Main St Replacement,1270021-7,10,"1,780","$331,000.00"
747,Bloomington,Source - Well No.3 Replacement,1270001-1,10,"89,436","$2,165,000.00"
748,Bloomington,Conservation - Water Meter Replacement,1270001-2,10,"89,436","$8,080,000.00"
749,Bloomington,Treatment - Sam H Hobbs Plant Improvmnts,1270001-3,10,"89,436","$8,300,000.00"
750,South Haven,Watermain -Repl portions of distribution,1860021-4,10,174,"$5,400,000.00"
751,South Haven,Storage - Replace Tower,1860021-5,10,174,"$1,471,000.00"
752,South Haven,Conservation - Replace Water Meters,1860021-6,10,174,"$160,000.00"
753,Oak Park Heights,Source - Well #3 & Pumphouse,1820020-2,10,"4,720","$3,120,000.00"
754,Hollandale,Storage - Tower Rehab,1240013-3,10,338,"$802,000.00"
755,Hollandale,Watermain - Replacement,1240013-4,10,338,"$8,172,000.00"
756,Okabena,Watermain - Repl CIP,1320005-2,10,238,"$5,580,000.00"
757,Dexter,Source - New Well/Wellhouse,1500006-3,10,324,"$2,700,000.00"
758,Burnsville,Treatment - HVAC Improvements,1190002-4,10,"64,075","$1,000,000.00"
759,Burnsville,Treatment - Effluent Piping Improvements,1190002-5,10,"64,075","$1,925,000.00"
760,Wrenshall,Source - New Well & Wellhouse Rehab,1090013-3,10,362,"$1,300,000.00"
761,Excelsior,Watermain - Lake St Area Replacement,1270012-3,10,"2,257","$10,313,000.00"
762,Clearbrook,Conservation - Meter Install,1150003-1,10,671,"$195,480.00"
763,Clearbrook,Storage - Tower Rehab,1150003-2,10,671,"$871,382.00"
764,Luverne,Watermain - TH 75 Reconstruction,1670004-3,10,"4,910","$1,360,000.00"
765,Murdock,Source - Two Replacement Wells,1760007-3,8,282,"$225,490.00"
766,Truman,Source - New Well & Seal Well #3,1460010-7,8,"1,115","$287,800.00"
767,New Ulm,Source - 11 Wellfield Upgrades,1080003-2,8,"13,522","$2,489,000.00"
768,Minnesota Lake,Watermain - Connect to Wells,1220013-1,8,683,"$5,100,000.00"
769,Wanda,Source - Two Replacement Wells,1640015-1,8,99,"$1,737,000.00"
770,Lowry,Source - New Wells,1610007-6,8,345,"$396,200.00"
771,Good Thunder,Source - New Well,1070005-1,8,474,"$735,000.00"
772,Prinsburg,Source - New Well,1340007-5,8,523,"$397,000.00"
773,Minnetrista,Source - Replace Well No. 4,1270036-6,8,"8,215","$4,623,000.00"
774,Minnetrista,Source - New Well 9,1270036-12,8,"8,215","$345,000.00"
775,Marble,Watermain - Replace and Loop Main,1310023-2,7,626,"$905,000.00"
776,Kerkhoven,Treatment - Remove Fe/Mn/As,1760006-1,7,714,"$3,537,460.00"
777,Plummer,Watermain - Loop Poplar Street,1630002-5,7,292,"$105,000.00"
778,Willmar,Treatment - Biological Filtration NE TP,1340016-1,7,"19,610","$24,100,000.00"
779,Murdock,Watermain - Replace & Loop,1760007-6,7,282,"$618,000.00"
780,Cloquet,Treatment - New Mn Plant at Well 11,1090005-3,7,"12,156","$1,838,200.00"
781,Waseca,Watermain - Move Watermain to 3rd & 4th,1810004-3,7,"9,124","$224,904.00"
782,Gilbert,Treatment - Plant Upgrade,1690020-3,7,"1,799","$3,000,000.00"
783,Truman,Treatment - Rehab Plant w/RO System,1460010-8,7,"1,115","$1,892,900.00"
784,Red Rock Rural Water System,Treatment - New Plant,1170009-2,7,"5,840","$16,095,500.00"
785,New Ulm,Source - New Well #28,1080003-3,7,"13,522","$1,159,000.00"
786,LeRoy,Source - Backup Well,1500009-1,7,900,"$775,056.00"
787,Campbell,"Storage - New 40,000 Gal GSR w/chem feed",1840003-2,7,159,"$1,035,510.00"
788,Campbell,Watermain - Looping in Various Areas,1840003-3,7,159,"$2,423,240.00"
789,Holdingford,Treatment - Well House Rehab,1730014-1,7,770,"$181,200.00"
790,Audubon,Watermain - Falcon Street Loop,1030001-6,7,519,"$98,000.00"
791,Lamberton,Treatment - New Plant,1640003-10,7,847,"$6,603,000.00"
792,Lamberton,Watermain - Replace & Loop,1640003-12,7,847,"$630,000.00"
793,Lamberton,"Source - New Well, Rehab Well 1",1640003-9,7,847,"$1,690,000.00"
794,Wanamingo,Source - Well House Rehab,1250018-2,7,"1,089","$400,000.00"
795,Wanamingo,Watermain - Looping,1250018-4,7,"1,089","$764,000.00"
796,Rollingstone,Watermain - Looping Rolling Meadows,1850008-3,7,664,"$164,480.00"
797,Jackson,Watermain - River Crossing,1320003-5,7,"3,208","$523,000.00"
798,Silver Lake,Treatment - New Pressure Filter Plant,1430008-7,7,837,"$2,525,000.00"
799,Elizabeth,Treatment - Plant Rehab,1560028-2,7,175,"$343,000.00"
800,Plato,Source - Additional Well #4,1430007-1,7,355,"$475,000.00"
801,Plato,"Treatment - New Plant, Remove Fe/Mn",1430007-2,7,355,"$2,655,375.00"
802,Darwin,Watermain - 1st St. & Loop,1470002-4,7,302,"$1,067,730.00"
803,Adams,Watermain - Loop & Connect Well No. 5,1500001-2,7,736,"$626,450.00"
804,Adams,Source - Well No. 5 & Pumphouse-Phase 2,1500001-7,7,736,"$1,263,000.00"
805,Argyle,Source - New Well,1450002-3,7,650,"$219,000.00"
806,Argyle,Treatment - Plant Rehab + Softening,1450002-4,7,650,"$1,916,000.00"
807,Rice,Watermain - Looping,1050002-7,7,"1,279","$999,990.00"
808,Lowry,Treatment - Plant Improvements,1610007-7,7,345,"$150,000.00"
809,Lowry,Watermain - Replace & Loop,1610007-8,7,345,"$2,672,200.00"
810,Rice Lake,Watermain - Loop Howard Gnesen & Martin,1690049-4,7,"1,323","$793,800.00"
811,Lewiston,Watermain - TH 14 Loop,1850006-8,7,"1,620","$385,000.00"
812,Vernon Center,Treatment - New Plant,1070019-1,7,332,"$4,370,108.00"
813,Sartell,Watermain - 19th Ave S Looping,1730036-3,7,"19,382","$1,340,334.00"
814,Saint Augusta,Treatment - New Fe/Mn Plant & Wells,1730063-6,7,"1,425","$7,548,900.00"
815,Good Thunder,Treatment - New TP,1070005-2,7,474,"$6,835,000.00"
816,Good Thunder,Watermain - Halladay St.,1070005-3,7,474,"$827,040.00"
817,Hanley Falls,Watermain - Replace & Loop Main,1870005-4,7,477,"$5,375,000.00"
818,Dexter,Watermain - Replacement/Looping,1500006-4,7,324,"$2,593,500.00"
819,Rice,"Source - New Well #4, Well House",1050002-4,7,"1,823","$600,000.00"
820,Rice,Source - New Well #5,1050002-9,7,"1,823","$450,000.00"
821,Buckman,Watermain - Looping,1490001-4,7,318,"$1,345,000.00"
822,Wrenshall,Watermain - Replace & Loop,1090013-4,7,362,"$5,565,000.00"
823,Glyndon,Treatment - TP Rehab,1140005-7,7,"1,341","$3,250,000.00"
824,Loretto,Treatment - New Fe/Mn Plant,1270019-5,7,727,"$4,380,000.00"
825,Rosemount,Treatment - New Fe/Mn/Ra Plant,1190019-2,7,"22,445","$30,168,000.00"
826,Ramsey,Treatment - Plant Improvements,1020035-6,7,"14,252","$46,000,000.00"
827,Madison Lake,"Watermain-Repl & Loop Main, 7th & Maple",1070007-9,7,"1,092","$1,272,550.00"
828,Alpha,Treatment - Plant & Well Rehab,1320001-1,7,162,"$2,074,950.00"
829,Lindstrom,Treatment - New Plant,1130007-2,7,"4,662","$3,544,000.00"
830,Dumont,Watermain - Replace & Loop,1780002-4,7,136,"$1,024,800.00"
831,Medina,Tretment - Plant Expansion,1270023-2,7,"6,549","$2,365,000.00"
832,Minnetrista,Treatment - Woodland Cove TP,1270036-13,7,"8,215","$21,555,000.00"
833,Minnetonka Beach,Treatment - Replace Plant,1270034-1,7,497,"$7,100,000.00"
834,Pennock,"Storage - Repl with 50,000 Gal Tower",1340006-1,6,508,"$768,400.00"
835,Rock County Rural Water System,"Storage - New 500,000 Gallon Tower",1670007-11,6,"2,256","$3,133,350.00"
836,Adams,"Storage - New 125,000 Gallon Tower",1500001-4,6,820,"$1,911,000.00"
837,Foley,"Storage - New 200,000 Gal Tower",1050001-5,6,"2,712","$1,749,100.00"
838,Saint Augusta,"Storage - New 150,000 Gal Tower",1730063-7,6,"1,425","$1,292,000.00"
839,Flensburg,"Storage - New 50,000 Gal Tower",1490010-2,6,191,"$1,581,000.00"
840,Rock County Rural Water System,Storage - West Tower #2,1670007-12,5,"2,919","$3,129,700.00"
841,Wykoff,Watermain - County Road 5,1230013-4,5,444,"$297,000.00"
842,Plummer,"Storage - New 50,000 Gal Tower",1630002-4,5,292,"$994,000.00"
843,Plummer,Conservation - Install Meters,1630002-6,5,292,"$211,500.00"
844,Paynesville,Distribution - Booster Station,1730018-3,5,"2,298","$630,000.00"
845,Watkins,"Storage - New 50,000 Gal Tower",1470010-2,5,948,"$774,700.00"
846,Verndale,"Storage - New 75,000 Gal Tower",1800003-10,5,559,"$830,000.00"
847,Verndale,Conservation - 50 New Meters,1800003-11,5,559,"$120,000.00"
848,Murdock,Conservation - Install Meters,1760007-7,5,282,"$132,180.00"
849,Lakefield,Treatment - Add RO/Plant Rehab,1320004-3,5,"1,694","$2,593,137.00"
850,Badger,Treatment - Repl Plant Piping System,1680001-2,5,474,"$102,182.00"
851,Badger,Storage - Replace Riser Pipe,1680001-3,5,474,"$38,318.00"
852,Badger,Watermain - Repl Area 1,1680001-4,5,369,"$836,000.00"
853,Badger,Watermain - Repl Area 2,1680001-5,5,369,"$667,000.00"
854,Badger,Storage - Rehab Tower,1680001-6,5,369,"$296,000.00"
855,Morristown,"Treatment - New Plant, Remove Radium",1660007-1,5,"1,042","$1,254,000.00"
856,Kennedy,Watermain - Replace Various Areas,1350003-3,5,191,"$1,282,500.00"
857,Gilbert,Storage - Two Tank Rehabs,1690020-4,5,"1,799","$575,000.00"
858,Gilbert,Watermain - TH37 Replacement,1690020-5,5,"1,799","$633,000.00"
859,Gilbert,Conservation - Repl Meters,1690020-6,5,"1,799","$540,000.00"
860,Gilbert,Watermain - Replace Hydrants,1690020-7,5,"1,799","$256,000.00"
861,Truman,Storage - Rehab Water Tower,1460010-6,5,"1,115","$765,200.00"
862,Fairmont,Treatment - Decommission Lime Ponds,1460003-3,5,"10,328","$2,906,250.00"
863,Grygla,Storage - Tower Rehab,1450003-1,5,221,"$386,000.00"
864,Grygla,Treatment - New Wellhouse,1450003-2,5,221,"$813,750.00"
865,Grygla,Watermain - Hydrant Valve Replacement,1450003-3,5,221,"$115,015.00"
866,Campbell,Conservation - New Meters,1840003-4,5,159,"$90,040.00"
867,Waldorf,Treatment - Plant Rehab & Well Valves,1810003-1,5,227,"$409,182.00"
868,Waldorf,Storage - Tower Rehab,1810003-2,5,227,"$461,626.00"
869,Waldorf,Watermain - Replace with Meters,1810003-3,5,227,"$2,183,344.00"
870,Winthrop,Watermain - Replace First Street,1720008-3,5,"1,399","$569,717.00"
871,Gibbon,"Watermain - Repl Clark,Allen Ave,8th St",1720004-3,5,825,"$855,914.00"
872,Red Rock Rural Water System,Watermain - Imprmnts & Repl Gr Storage,1170009-3,5,"5,840","$2,625,000.00"
873,Saint Cloud,Conservation - Rem. Read Meter Upgrade,1730027-7,5,"66,169","$5,215,000.00"
874,Silver Lake,"Storage - New 115,000 Gallon Tank",1430008-1,5,837,"$1,000,000.00"
875,Richmond,"Storage - Recoat 70,000 Gallon Tower",1730022-4,5,"1,325","$92,000.00"
876,Mountain Iron,Treatment - Repl Filter Vessel,1690035-4,5,"2,869","$999,460.00"
877,Mountain Iron,Storage - Tower Rehab,1690035-5,5,"2,869","$715,038.00"
878,Greenbush,Watermain - Repl Area 7 - Main & Park,1680002-10,5,719,"$821,544.00"
879,Greenbush,Watermain - Repl Area 8 -2nd & Johnson,1680002-11,5,719,"$837,537.00"
880,LeRoy,"Storage - Repl with 120,000 Gallon Tower",1500009-2,5,900,"$811,589.00"
881,LeRoy,Watermain - Replace for East County Rd.,1500009-3,5,900,"$560,232.00"
882,LeRoy,Treatment - Rehab Filter,1500009-4,5,900,"$373,001.00"
883,Proctor,Watermain - Replace Various Blocks,1690042-4,5,"2,854","$1,807,404.00"
884,Kent,Source - New Pumphouse & Equipment,1840004-1,5,90,"$427,000.00"
885,Lamberton,Storage - Ground Storage Rehab,1640003-11,5,847,"$796,000.00"
886,Hawley,"Watermain - Replace, Phase 3",1140006-7,5,"1,850","$3,650,000.00"
887,Barnesville,Watermain - Replacement - Phase 1,1140001-4,5,"2,600","$3,500,000.00"
888,Barnesville,Watermain - Repl 3 Blocks of Front St.,1140001-5,5,"2,635","$450,000.00"
889,Wanamingo,Storage - New Tower,1250018-3,5,"1,089","$1,270,000.00"
890,Moorhead,Treatment - Lime Sludge Dewatering Fac.,1140008-5,5,"42,005","$6,347,040.00"
891,Moorhead,Storage - Southside Tower,1140008-6,5,"42,005","$3,380,000.00"
892,Waltham,Watermain - Reconstruct Distr Sys,1500016-3,5,168,"$1,074,900.00"
893,Waltham,Storage - Replace Elevated Tank,1500016-4,5,168,"$1,455,000.00"
894,Grand Meadow,Watermain - Repl Cast Iron Mains,1500008-1,5,"1,154","$2,150,000.00"
895,Brooklyn Park,Watermain - Repl BLRT Project (CIP4033),1270005-10,5,"78,195","$1,225,000.00"
896,Brooklyn Park,Source - Rehab Wellhouses 10 & 11,1270005-3,5,"75,781","$1,300,000.00"
897,Brooklyn Park,Watermain - Repl W. Broadway (CSAH 103),1270005-5,5,"75,781","$1,875,000.00"
898,Brooklyn Park,Watermain - Replace CSAH 81 (CIP4032),1270005-8,5,"78,195","$700,000.00"
899,Brooklyn Park,Watermain - Replace Mississippi & 81st.,1270005-9,5,"78,195","$300,000.00"
900,Beaver Bay,Treatment -Raw Water intake replacement,1380001-2,5,73,"$1,300,000.00"
901,Silver Lake,Source - Rehab Wells,1430008-5,5,837,"$583,930.00"
902,Silver Lake,Storage - New Standpipe,1430008-6,5,837,"$1,399,000.00"
903,Silver Lake,Watermain - Distribution Reconstruction,1430008-8,5,837,"$6,701,152.00"
904,Plato,"Storage - Repl w/100,000 Gallon Tower",1430007-3,5,355,"$841,000.00"
905,Felton,Other - Connect to WCRWD,1140012-3,5,114,"$2,500,000.00"
906,Felton,Watermain - Replace & Loop,1140012-4,5,114,"$5,834,000.00"
907,Elizabeth,Watermain - Repl and Loop,1560028-3,5,147,"$3,566,000.00"
908,Dexter,"Storage - Replace 50,000 Gallon Tower",1500006-1,5,338,"$1,687,500.00"
909,Dexter,Watermain - Replacement,1500006-2,5,338,"$2,494,888.00"
910,Ottertail,Source - Transmission Improvements,1560032-3,5,575,"$427,500.00"
911,Ottertail,Storage - Tower Rehab,1560032-4,5,575,"$492,500.00"
912,Darwin,Conservation - Install Meters,1470002-3,5,244,"$140,000.00"
913,Lonsdale,Watermain - Repl Cast Iron Main - Area 5,1660006-2,5,"3,800","$1,752,300.00"
914,Adams,Watermain - Water Extension/Replacement,1500001-5,5,736,"$626,450.00"
915,Adams,Source - Pumphouse No. 4 Upgrades,1500001-6,5,736,"$163,000.00"
916,Foley,Storage - Tower Rehab,1050001-6,5,"2,712","$725,000.00"
917,Foley,Watermain - Watermain Improvements,1050001-7,5,"2,712","$986,290.00"
918,Rock County Rural Water System,Storage - Move West Tower to North,1670007-13,5,"2,919","$1,369,300.00"
919,Wanda,"Storage - 50,000 Gal Tower",1640015-2,5,99,"$1,930,000.00"
920,Wanda,Watermain - Replace,1640015-3,5,99,"$2,816,000.00"
921,Wanda,Conservation - Meters,1640015-4,5,99,"$118,000.00"
922,Argyle,"Storage - New 100,000 Gal Tower",1450002-5,5,650,"$1,738,000.00"
923,Argyle,Watermain - Repl Transmission Line,1450002-6,5,650,"$720,000.00"
924,Rice,Treatment - Plant Rehab,1050002-5,5,"1,279","$925,000.00"
925,Lowry,Other - Meter Replacement,1610007-9,5,345,"$231,800.00"
926,Stephen,Watermain - Watermain Replacement,1450009-1,5,624,"$7,878,352.00"
927,Utica,Watermain - Reconstruct Distribution Sys,1850011-3,5,276,"$2,830,000.00"
928,Utica,Source - New Well & Wellhouse,1850011-4,5,276,"$1,454,000.00"
929,Utica,Watermain - Center St. to 1st St. NW,1850011-5,5,184,"$2,830,000.00"
930,Cottonwood,Watermain - Phase 1 Improvements,1420002-1,5,"1,160","$1,586,570.00"
931,Cottonwood,Watermain - Phase 2 Improvements,1420002-2,5,"1,160","$3,419,090.00"
932,Cottonwood,Watermain - Phase 3 Improvements,1420002-3,5,"1,160","$2,242,350.00"
933,Lewiston,Source - Construct Well #6,1850006-10,5,"1,828","$800,000.00"
934,Lewiston,Treatment - RO for Softening,1850006-11,5,"1,828","$6,715,000.00"
935,Lewiston,Storage - Replacement Tower,1850006-12,5,"1,828","$1,870,000.00"
936,Lewiston,Conservation - Replace Meters,1850006-5,5,"1,507","$204,000.00"
937,Lewiston,Storage - Tower Rehab,1850006-7,5,"1,620","$436,710.00"
938,Lewiston,Watermain - Watermain Reconstruction,1850006-9,5,"1,828","$255,000.00"
939,Sartell,Storage - New Water Tower,1730036-1,5,"16,893","$9,550,000.00"
940,Sartell,Watermain - West Side Reconstruction,1730036-2,5,"16,893","$4,201,000.00"
941,Chatfield,Storage - New Ground Storage Tank,1230002-1,5,"1,667","$1,672,500.00"
942,Rothsay,Treatment - TP Rehab,1840006-2,5,509,"$1,625,000.00"
943,Rothsay,Storage - Tower Rehab,1840006-3,5,509,"$562,500.00"
944,Clear Lake,Storage - Tower Rehab,1710009-2,5,525,"$495,600.00"
945,Mazeppa,Watermain - Replacement Various Areas,1790009-3,5,956,"$2,749,000.00"
946,Cottonwood,Watermain - Main St. Replacement,1420002-6,5,"1,150","$1,634,000.00"
947,Skyline,"Source - Well, Well House Rehab",1070018-1,5,289,"$777,165.00"
948,Skyline,"Storage - New 50,000 Gal Tower",1070018-2,5,289,"$1,112,100.00"
949,Rice,Storage - Tower Rehab,1050002-8,5,"1,823","$750,275.00"
950,Buckman,Source - New Well,1490001-2,5,318,"$620,000.00"
951,Buckman,"Storage - 50,000 Gal Tower Rehab",1490001-3,5,318,"$891,000.00"
952,Flensburg,Source - New Booster Station,1490010-1,5,191,"$4,078,000.00"
953,Flensburg,Watermain - Construct New Distribution,1490010-3,5,191,"$4,072,000.00"
954,Wrenshall,Storage - Rehab Tower,1090013-6,5,362,"$900,000.00"
955,Mayer,Storage - Rehab Tower,1100006-9,5,"1,900","$410,000.00"
