EPIC Project ID,Entity,Project,Estimated Loan Amount,SDWIS Population,PWS ID,County,Loan Type,Estimated Award Date,Rate,District Office
407,Pomeroy,Breezy Heights Tank Proposed Wells,"$699,400.00","1,953",OH5300212,Meigs,Construction,24-Feb,SML,SEDO
408,Pomeroy,Lead Service Line Replacement Phase 3,"$1,461,600.00","1,990",OH5300212,Meigs,Construction,24-Feb,LSL,SEDO
409,Pomeroy,Lead Service Lines Phase 2,"$483,200.00","1,752",OH5300212,Meigs,Construction,23-Aug,LSL,SEDO
410,Port Clinton,Lead Service Line Replacement,"$200,000.00","6,025",OH6203211,Ottawa,Planning,23-Aug,PLN/DES,NWDO
411,Port Clinton,Water and Sanitary Sewer Infrastructure Improvements,"$11,458,755.00","5,928",OH6203211,Ottawa,Construction,23-Oct,DIS/LSL,NWDO
412,Port William,Water System Improvements,"$651,200.00",315,OH1435013,Clinton,Design,23-Sep,PLN/DES,SWDO
413,Port William,Water System Improvements,"$6,329,735.00",250,OH1435013,Clinton,Construction,24-Mar,REG,SWDO
414,Portage County,Mantua Emergency Water Interconnect,"$1,226,796.00","1,043",OH6757292,Portage,Construction,23-Oct,REG,NEDO
415,Portage County,Mantua Water Distribution Replacement,"$3,500,000.00","1,207",OH6702212,Portage,Construction,23-Dec,DIS,NEDO
416,Portage County,Mantua Water Treatment Plant Liquid Chlorine,"$516,677.00","1,207",OH6702212,Portage,Construction,23-Sep,SML,NEDO
417,Portersville East Branch Water Company,Water System Improvements - Meter Replacement,"$801,500.00","2,340",OH6402303,Perry,Construction,24-May,SML,SEDO
418,Portsmouth,Water Treatment Plant - HAB,"$80,000,000.00","40,475",OH7300111,Scioto,Construction,23-Sep,STD/HAB,SEDO
419,Put-in-Bay,Lead Service Line Replacement,"$175,000.00",141,OH6203311,Ottawa,Planning,23-Sep,PLN/DES,NWDO
420,Put-in-Bay,Lead Service Line Replacement,"$382,500.00",141,OH6203311,Ottawa,Construction,24-Apr,LSL,NWDO
421,Richwood,Water Treatment Plant Upgrades,"$4,400,000.00","2,229",OH8000412,Union,Construction,23-Sep,SML,CDO
422,Russells Point,Water Meter Replacement,"$700,000.00","1,320",OH4602212,Logan,Construction,23-Aug,SML,SWDO
423,Sabina,Water System Improvements & Wilmington Interconnection,"$1,108,000.00","2,564",OH1400912,Clinton,Design,23-Oct,PLN/DES,SWDO
424,Sabina,Water System Improvements & Wilmington Interconnection,"$10,900,000.00","2,564",OH1400912,Clinton,Construction,24-Mar,REG,SWDO
425,Saint Henry,Water Source Upgrades,"$55,000.00","2,596",OH5401312,Mercer,Planning,23-Sep,PLN/DES,NWDO
426,Saint Henry,Water Source Upgrades,"$1,100,000.00","2,596",OH5401312,Mercer,Design,23-Dec,PLN/DES,NWDO
427,Salem,Water Treatment Plant Rehabilitation Phase I,"$7,242,585.00","16,850",OH1502011,Columbiana,Construction,23-Oct,STD,NEDO
428,Salem,Water Treatment Plant Rehabilitation Phase II,"$4,772,006.00","16,850",OH1502011,Columbiana,Construction,24-Apr,STD,NEDO
429,Sandusky,Lake Intake Phase 1 - Sheldon's Marsh Lake Intake Rehab,"$2,750,000.00","25,793",OH2201411,Erie,Construction,24-Mar,STD/HAB,NWDO
430,Scio,2023 Waterline and LSL,"$1,016,500.00",763,OH3401312,Harrison,Construction,24-Mar,SML/LSL,SEDO
431,Scioto Water Inc.,2022 Rose Hill Transmission Main Replacement,"$1,675,000.00","6,000",OH7300303,Scioto,Construction,23-Dec,SML,SEDO
432,Sebring,Water Treatment Plant Improvements,"$1,686,511.00","6,159",OH5001911,Mahoning,Construction,24-Jan,SML,NEDO
433,Seville,Center Street Waterline Replacement,"$1,550,000.00","2,296",OH5201412,Medina,Construction,23-Oct,SML,NEDO
434,Shiloh,"Water Line, Meter, and Tank Dismantling Project","$3,011,410.00",672,OH7004712,Richland,Construction,23-Sep,SML,NWDO
435,Silver Lake,Lead Service Line Replacement,"$50,000.00","2,519",OH7704303,Summit,Design,23-Aug,PLN/DES,NEDO
436,Silver Lake,Lead Service Line Replacement,"$500,000.00","2,519",OH7704303,Summit,Construction,23-Dec,LSL,NEDO
437,Somerset,Meter & Waterline Replacement,"$884,350.00","1,490",OH6401111,Perry,Construction,24-Feb,REG,SEDO
438,Somerset,Meter and Waterline Replacement,"$82,000.00","1,490",OH6401111,Perry,Design,23-Sep,PLN/DES,SEDO
439,South Charleston,Water Treatment System Upgrade,"$195,000.00","1,937",OH1204212,Clark,Design,23-Sep,PLN/DES,SWDO
440,South Charleston,Water Treatment Systems Upgrades,"$1,950,000.00","1,950",OH1204212,Clark,Construction,24-Jun,SML,SWDO
441,South Point,New Source Well,"$694,500.00","4,133",OH4401212,Lawrence,Construction,23-Sep,EC,SEDO
442,South Point,Water Line Improvements Phase 3 & Meters,"$4,010,295.00","4,133",OH4401212,Lawrence,Construction,23-Sep,SML,SEDO
443,South Vienna,"WTP Planning, Design and Construction Services","$126,400.00",568,OH1204312,Clark,Design,23-Oct,PLN/DES,SWDO
444,South Vienna,"WTP Planning, Design and Construction Services","$1,700,000.00",717,OH1204312,Clark,Construction,24-Jun,SML,SWDO
445,Southern Perry County Water District,Oakfield Area Water Line Improvements,"$594,411.00","4,029",OH6401603,Perry,Construction,23-Aug,SML,SEDO
446,Southwest Licking Community Water and Sewer District,Summit Road Waterline Extension,"$2,669,500.00",200,OH4505412,Licking,Construction,24-May,REG,CDO
447,Springfield,Northern Avenue Utilities Upgrades,"$1,461,635.00","59,132",OH1204412,Clark,Construction,23-Sep,STD/LSL,SWDO
448,Steubenville,2024 Waterline and Lead Service Line Replacement,"$1,194,120.00","17,703",OH4102411,Jefferson,Construction,24-Jun,STD/LSL,SEDO
449,Steubenville,Maryland Avenue Water Tank Rehab,"$1,710,000.00","17,753",OH4102411,Jefferson,Construction,23-Dec,STD,SEDO
450,Steubenville,Water Filtration Plant Process and SCADA Improvements Ps 1,"$1,950,000.00","17,753",OH4102411,Jefferson,Construction,24-Jan,STD,SEDO
451,Steubenville,West End Water Project,"$7,126,902.00","17,988",OH4102411,Jefferson,Construction,23-Aug,STD,SEDO
452,Sunday Creek Valley Water,Service Meter Replacement,"$1,161,500.00","5,451",OH0501503,Athens,Construction,23-Sep,SML,SEDO
453,Sunday Creek Valley Water,St. Rt. 550 WL Repl & Tank Rehab,"$1,456,436.00","5,451",OH0501503,Athens,Construction,23-Sep,DIS,SEDO
454,Thurston,Maple & Oak Street Waterline Improvements,"$46,460.00",604,OH2302903,Fairfield,Design,23-Sep,PLN/DES,CDO
455,Thurston,Maple & Oak Street Waterline Improvements,"$514,920.00",604,OH2302903,Fairfield,Construction,23-Dec,SML,CDO
456,Toledo,Raw Water Main Project,"$10,000,000.00","485,118",OH4801411,Lucas,Design,23-Sep,PLN/DES,NWDO
457,Toronto,E. 5th/Myers Street Waterline & Lead Line Replacement,"$1,645,819.00","4,923",OH4102811,Jefferson,Construction,24-Apr,SML/LSL,SEDO
458,Toronto,Walton Acres Phase 1 Waterline Improvements,"$2,127,000.00","4,923",OH4102811,Jefferson,Construction,24-Apr,SML,SEDO
459,Trenton,Water System - 1.5 MG Elevated Storage,"$345,604.00","13,305",OH903012,Butler,Design,23-Aug,PLN/DES,SWDO
460,Trenton,Water System - 1.5 MG Elevated Storage,"$8,025,000.00","13,305",OH903012,Butler,Construction,24-Jun,STD,SWDO
461,Tri-County Rural Water & Sewer District1,PFAS Treatment,"$162,200.00","3,225",OH8403112,Washington,Design,23-Sep,EC,SEDO
462,Trotwood,Eppington Water Main Replacement,"$217,000.00","24,375",OH5702403,Montgomery,Design,23-Sep,PLN/DES,SWDO
463,Trotwood,MacMillian Water Main Replacement,"$120,000.00","24,375",OH5300212,Montgomery,Design,23-Sep,PLN/DES,SWDO
464,Trumbull County,Braceville/Southington/Farmington Regionalization Project,"$3,801,000.00",65,OH7806503,Trumbull,Construction,23-Oct,DIS/REG,NEDO
465,Trumbull County,Elm Road Waterline Improvements,"$1,964,925.00",130,OH7804303,Trumbull,Construction,23-Oct,REG,NEDO
466,Trumbull County,State Road Water Regionalization Project,"$5,141,000.00","7,547",OH7804303,Trumbull,Construction,24-May,DIS/REG,NEDO
467,Trumbull County,Stillwagon Road Waterline Improvements,"$583,000.00","8,860",OH7803203,Trumbull,Construction,23-Oct,REG,NEDO
468,Tuscarawas,Cherry Street,"$10,000.00","1,413",OH7901512,Tuscarawas,Planning,23-Aug,PLN/DES,SEDO
469,Tuscarawas,Cherry Street,"$80,000.00","1,432",OH7901512,Tuscarawas,Design,23-Aug,PLN/DES,SEDO
470,Tuscarawas,Cherry Street,"$1,101,000.00","1,432",OH7901512,Tuscarawas,Construction,24-Apr,SML,SEDO
471,Tuscarawas County,Dundee WTP Improvements,"$138,477.00",441,OH7902012,Tuscarawas,Design,23-Aug,PLN/DES,SEDO
472,Tuscarawas County,Dundee WTP Improvements,"$1,090,222.00",441,OH7902012,Tuscarawas,Construction,24-Jun,SML,SEDO
473,Versailles,Reed Road Well Field Transmission Line,"$3,000,000.00","2,793",OH1901312,Darke,Construction,23-Aug,SML,SWDO
474,Wakeman,West Abbott Street Waterline Improvements,"$37,555.00","1,047",OH3901411,Huron,Design,23-Oct,PLN/DES,NWDO
475,Wakeman,West Abbott Street Waterline Improvements,"$395,054.00","1,047",OH3901411,Huron,Construction,24-Feb,SML,NWDO
476,Wapakoneta,Industrial Park Water Distribution System Improvements,"$15,891,500.00","9,954",OH0600712,Auglaize,Construction,23-Oct,STD,NWDO
477,Wapakoneta,Wellfield Expansion,"$3,000,000.00","9,867",OH0600712,Auglaize,Construction,23-Sep,STD,NWDO
478,Warren,2022 Waterline Replacement Program (Area A),"$1,186,850.00","55,500",OH7803811,Trumbull,Construction,23-Jul,STD/LSL,NEDO
479,Warren,2022 Waterline Replacement Program (Areas B and C),"$3,813,770.00","54,900",OH7803811,Trumbull,Construction,24-May,STD/LSL,NEDO
480,Washingtonville,Water Tower Replacement,"$1,261,400.00",801,OH1502812,Columbiana,Construction,24-Feb,SML,NEDO
481,Wellington,Distribution Meter Replacements,"$24,685.00","4,799",OH4701511,Lorain,Design,23-Oct,PLN/DES,NEDO
482,Wellington,Distribution Meter Replacements,"$2,236,925.00","4,799",OH4701511,Lorain,Construction,24-Jun,SML,NEDO
483,Wellington,Lead Service Line Replacement,"$200,000.00","4,799",OH4701511,Lorain,Planning,23-Aug,PLN/DES,NEDO
484,Wellington,Lead Service Line Replacement,"$1,085,500.00","4,802",OH4701511,Lorain,Construction,24-Jun,SML/LSL,NEDO
485,Wellington,West Street Improvements,"$47,830.00","5,135",OH4701511,Lorain,Design,23-Jul,PLN/DES,NEDO
486,Wellington,West Street Improvements,"$315,471.00","5,135",OH4701511,Lorain,Construction,23-Dec,SML,NEDO
487,Wellington,WTP Restoration,"$70,000.00","4,802",OH4701511,Lorain,Design,23-Sep,PLN/DES,NEDO
488,Wellington,WTP Restoration,"$1,180,000.00","4,802",OH4701511,Lorain,Construction,23-Oct,SML,NEDO
489,Wellston,Water Treatment Plant,"$19,999,790.00","7,000",OH4001912,Jackson,Construction,24-May,DIS,SEDO
490,West Carrollton,WTP Improvements,"$559,000.00","12,901",OH5702812,Montgomery,Design,23-Aug,PLN/DES,SWDO
491,West Carrollton,WTP Improvements,"$6,706,000.00","12,850",OH5702812,Montgomery,Construction,24-Jun,STD,SWDO
492,West Farmington,New Water Wells,"$185,400.00",775,OH7803911,Trumbull,Design,23-Oct,PLN/DES,NEDO
493,West Farmington,New Water Wells,"$1,114,400.00",775,OH7803911,Trumbull,Construction,24-Feb,DIS,NEDO
494,West Milton,Miami Street Water Main and LSL Replacement,"$785,054.00","4,311",OH5501711,Miami,Construction,23-Jul,SML/LSL,SWDO
495,Whitehouse,Whitehouse Elevated Storage Tank,"$2,082,335.00","5,200",OH4801612,Lucas,Construction,23-Oct,SML,NWDO
496,Willard,US 224 Water Tower Rehabilitation and Coating,"$712,000.00","9,979",OH3901511,Huron,Construction,24-Apr,SML,NWDO
497,Willard,Water System Improvements - WTP,"$10,400,000.00","6,028",OH3901511,Huron,Construction,23-Aug,SML,NWDO
498,Wintersville,Moon Valley Waterline Replacement,"$1,497,356.00","3,834",OH4103003,Jefferson,Construction,23-Aug,SML,SEDO
499,Woodsfield,Lead Service Lines,"$750,000.00","2,598",OH5600711,Monroe,Construction,23-Aug,LSL,SEDO
500,Woodville,Elevated Water Storage Tank,"$1,356,045.00","2,135",OH7200912,Sandusky,Construction,24-Jan,SML,NWDO
501,Woodville,Water Line Improvements Phase 3,"$1,836,328.00","2,135",OH7200912,Sandusky,Construction,23-Dec,SML/LSL,NWDO
502,Youngstown,Lead Service Line Replacement,"$4,000,000.00","148,000",OH5002303,Mahoning,Construction,23-Dec,LSL,NEDO
