Rank,Project Sponsor,Project Number,Project Name,Population,Building Cost,Support Cost,Estimated Cost,Cat A,Cat B,Cat C.a,Cat C.b,Cat C.c,Cat C.d,Cat D,Cat E,Rank Points,"Actual/ Anticipated
Funding Status",BIL Eligibility
258,Clinton Town,1005001-020,Town of Clinton - Lebanon Well #2 - PFAS Treatment and Well Improveme,8333,3700000,440000,4810000,160,0,0,0,0,0,0,0.13,160.125,Beyond 2026,BIL (GEN)/ BIL (EC)
259,Beachwood Borough,1504001-001,Beachwood Water Department New Water Treatment Facility,10859,5984000,377025,7446800,160,0,0,0,0,0,0,0.11,160.10802,2026,BIL (GEN)
260,Boonton Town,1401001-003,Wellfield Treatment Plant Upgrades,9900,3069900,,3928380,160,0,0,0,0,0,0,0.1,160.09532,Funded,BIL (GEN)
261,Spotswood Borough,1224001-003,Rehabilitation of the George Street Water Treatment Plant,8300,2144545,520000,2770999,160,0,0,0,0,0,0,0.08,160.08299,Beyond 2026,BIL (GEN)
262,Berkeley Township Municipal Utilities Authority,1505004-003,Install new solar panels at treatment plant,8130,750000,525000,1275000,45,0,20,0,0,15,80,0.08,160.0813,Beyond 2026,BIL(GEN)
263,Roxbury Township,1436003-001,Well 2 PFAS Treatment Facility,5153,4795000,2359367,6234073,160,0,0,0,0,0,0,0.05,160.05153,Beyond 2026,BIL (GEN)/ BIL (EC)
264,Netcong Borough,1428001-002,Replacement of leaking water mains,3236,1150000,766000,1916000,75,50,15,5,0,0,15,0.03,160.03236,Beyond 2026,BIL(GEN)
264,Netcong Borough,1428001-004,Replacement of 8in water main,3236,1597665,962972,2560637,75,50,15,5,0,0,15,0.03,160.03236,Beyond 2026,BIL(GEN)
265,Lakehurst Borough,1513001-003,Treatment Plant Updates,2684,558500,1280000,670200,160,0,0,0,0,0,0,0.03,160.0265,2026,BIL (GEN)
266,Hampton Borough,1013001-005,Hampton Borough - Water System Improvements,1400,1750000,612485,2300000,160,0,0,0,0,0,0,0.01,160.01401,Beyond 2026,BIL(GEN)
267,Passaic Valley Water Commission,1605002-031,Woodland Park Water Main Installation,101789,3500000,250000,4700000,75,80,0,0,0,0,0,3.1,158.10483,Beyond 2026,BIL (GEN)
268,Jersey City Municipal Utilities Authority,0906001-006,Transmission Main Install,247000,13500000,4240000,17740000,75,0,20,5,0,0,0,2.62,157.62,2026,BIL (GEN)
268,Jersey City Municipal Utilities Authority,0906001-012,Water Main Replacement,262000,12000000,3850000,15850000,75,0,20,5,0,0,0,2.62,157.62,Beyond 2026,BIL(GEN)
268,Jersey City Municipal Utilities Authority,0906001-036,"Bates Street, Grand Street and Center Street Water System Improvements",283927,21000000,900000,27300000,75,0,20,5,0,0,0,2.62,157.62,Beyond 2026,BIL (GEN)
269,Bayonne City,0901001-007,Aquaduct Replacement Project,47791,23100000,764362,29820000,75,80,0,0,0,0,0,0.63,155.63,Beyond 2026,BIL (GEN)
275,Clementon Borough,0411001-001,Rehab of Gibbsboro Water Main (White Horse Pike & White Horse Rd.),5003,300000,156750,456750,75,80,0,0,0,0,0,0.05,155.05,2026,BIL (GEN)
277,Woodbine Borough,0516001-003,2024 Water System Improvements,2540,3699520,202500,4994352,75,80,0,0,0,0,0,0.03,155.0265,2026,BIL (GEN)
278,Sussex Borough,1921001-007,Sussex Borough Main Street Water Main Replacement Project,2201,496477,322768,719891,75,80,0,0,0,0,0,0.02,155.022,2026,BIL (GEN)
279,Sussex Borough,1921001-005,Lake Rutherford Water Line Installation Project,2130,1018000,203600,1221600,75,0,0,0,0,0,80,0.02,155.0213,Beyond 2026,BIL(GEN)
279,Sussex Borough,1921001-006,Water Systems Enhancements,2130,186000,37200,223200,75,0,0,0,0,0,80,0.02,155.0213,Beyond 2026,BIL(GEN)
280,Newark City,0714001-014,Installation of a SCADA system,285000,2500000,1360000,3860000,1,50,20,0,0,0,80,2.85,153.85,Beyond 2026,BIL(GEN)
281,North Jersey District Water Supply Commission,1613001-018,Security system improvements - Relocation of Wanaque WTP main entran,872153,3000000,1890000,4890000,45,50,20,0,0,0,30,8.72,153.72153,Beyond 2026,BIL(GEN)
281,North Jersey District Water Supply Commission,1613001-023,Security system improvements,872153,1500000,1200000,2700000,45,50,20,0,0,0,30,8.72,153.72153,Beyond 2026,BIL(GEN)
282,"NJ American Water Company, Inc.",1345001-018,Oak Glenn Treatment Plant Expansion,290470,26920000,12419600,39339600,100,50,0,0,0,0,0,2.9,152.9047,Beyond 2026,BIL(GEN)
283,Middlesex Water Company,1225001-029,CJO Plant Upgrade - DBP Removal Treatment,282741,21043630,6201343,27244973,100,50,0,0,0,0,0,2.33,152.33376,Beyond 2026,BIL(GEN)
284,East Orange Water Commission,0705001-004,"Rehab of Braidburn wells #1 & #2; Canoe Brook wells #2, #3 & #4",80468,1196000,786240,1982240,15,50,0,5,0,0,80,0.8,150.80468,Beyond 2026,BIL(GEN)
284,East Orange Water Commission,0705001-005,"Replacement of electrical cable for wellfield which includes Well Nos. 3, 4",80468,950000,665000,1615000,15,50,0,5,0,0,80,0.8,150.80468,Beyond 2026,BIL(GEN)
285,Perth Amboy City,1216001-012,Florida Grove Road Reservoir Improvements,55436,5133385,,6506062,60,80,0,0,5,0,0,0.52,150.52328,Beyond 2026,BIL (GEN)
286,Mahwah Township,0233001-006,"Rehabilitation of Ford Wellfield treatment, pumps & motors, electrical, SC",24062,4600000,2250536,6850536,100,50,0,0,0,0,0,0.24,150.24062,Beyond 2026,BIL(GEN)
287,Hawthorne Borough,1604001-002,Hawthorne Water Utility PFAs Treatment,18775,3500000,342580,4750000,100,50,0,0,0,0,0,0.19,150.19058,Funded,BIL (GEN)/ BIL (EC)
288,Willingboro Municipal Utilities Authority,0338001-002,"Replacement of 56,000 LF of 6 and 8-inch mains-Twin Hills",34731,8100000,2350880,10450880,75,50,20,0,0,0,0,0.35,145.34731,Beyond 2026,BIL(GEN)
288,Willingboro Municipal Utilities Authority,0338001-003,Replacement of 6 & 8 inch mains in RIttenhouse section,34731,1585600,957664,2543264,75,50,20,0,0,0,0,0.35,145.34731,Beyond 2026,BIL(GEN)
289,Vineland City,0614003-012,Upgrades to well #4 water treatment plant including a new air stripping to,33000,756000,529200,1285200,100,0,15,0,0,0,30,0.33,145.33,Beyond 2026,BIL(GEN)
289,Vineland City,0614003-013,Upgrades to the existing water treatment plant at well #13 with new repla,33000,4000000,2020000,6020000,100,0,15,0,0,0,30,0.33,145.33,Beyond 2026,BIL(GEN)
290,Stafford Township,1530004-016,"Installation of 5,000 LF of main under the GSP as secondary crossing",28868,3000000,1580000,4580000,75,35,20,0,0,0,15,0.29,145.28868,Beyond 2026,BIL(GEN)
290,Stafford Township,1530004-017,"Replacement of 1,600 LF of water main on Charles Blvd",28868,363066,344910,707976,75,35,20,0,0,0,15,0.29,145.28868,Beyond 2026,BIL(GEN)
291,Egg Harbor City,0107001-001,Construction of a new storage tank,4700,2000000,340000,2340000,50,0,15,0,0,0,80,0.05,145.047,Beyond 2026,BIL(GEN)
293,Netcong Borough,1428001-005,Roof and Structural repairs to a 1MG reservoir,3236,608125,425687,1033812,60,50,15,5,0,0,15,0.03,145.03236,Beyond 2026,BIL(GEN)
294,Jersey City Municipal Utilities Authority,0906001-039,NELSON AVE WAER MAIN IMPROVEMENTS,191933,8000000,363675,9600000,75,0,15,0,0,0,0,2.62,142.62,Beyond 2026,BIL (GEN)
295,Glassboro Borough,0806001-001,2.0 mg elevated tower repainting,19992,2327688,95000,3142225,60,80,0,0,0,0,0,0.24,140.24245,Beyond 2026,BIL (GEN)
296,Manchester Utilities Authority,1603001-007,Replace existing booster station,12111,1100000,744000,1844000,60,50,15,0,0,0,15,0.12,140.12111,Beyond 2026,BIL(GEN)
297,Berkeley Township Municipal Utilities Authority,1505004-004,Install automated meter reading system,8130,500000,350000,850000,25,0,20,0,0,15,80,0.08,140.0813,Beyond 2026,BIL(GEN)
298,Hightstown Borough,1104001-009,Water Tank Painting & Repairs,5567,660500,762700,922600,60,50,15,0,0,0,15,0.05,140.054,Funded,BIL (GEN)
300,Upper Deerfield Township,0613004-002,Seabrook Water Tower Replacement (Upper Deerfield),2964,1615000,323000,1938000,60,80,0,0,0,0,0,0.02,140.02463,Funded,BIL (GEN)
301,Waterford Township Municipal Utilities Authority,0435003-001,New water mains for Maximum Contaminant Level violations,2408,1465738,904923,2370661,125,0,15,0,0,0,0,0.02,140.02408,Beyond 2026,BIL(GEN)
302,Jersey City Municipal Utilities Authority,0906001-025,Phase 1 & 2 Water Main Replacement Project,264161,16166000,3345200,19511200,75,0,20,5,5,15,15,2.62,137.62,Funded,BIL (GEN)
302,Jersey City Municipal Utilities Authority,0906001-028,Dam Security Improvements,265932,1250000,317200,1682400,45,0,20,5,5,0,0,2.62,137.62,Beyond 2026,BIL (GEN)
303,East Orange City,0705001-500/001,Install generators -White Oak Rd,80468,3217000,1159440,4376440,1,50,0,5,0,0,80,0.8,136.80468,Beyond 2026,BIL(GEN)
305,Atlantic City Municipal Utilities Authority,0102001-009,Water Meter and MTU Replacement,75619,2210000,350000,2652000,25,0,15,0,0,15,80,0.76,135.75619,Beyond 2026,BIL(GEN)
306,Perth Amboy City,1216001-005,THE INSTALLATION OF A NEW STANDBY GENERATOR AT THE RUNYON WA,366296,750000,9087360,1021050,45,80,0,0,5,0,0,0.52,135.52328,Beyond 2026,BIL (GEN)
307,Wildwood City,0514001-005,Well #39 Redevelopment,45500,315000,63000,378000,15,80,15,0,0,0,0,0.45,135.455,Beyond 2026,BIL (GEN)
308,Vineland City,0614003-016,Well 17 Treatment Facility,36848,5900000,2018000,7918000,15,80,15,0,0,0,0,0.36,135.3625,Beyond 2026,BIL(GEN)
309,Willingboro Municipal Utilities Authority,0338001-010,Well5A PFOS Treatment System Upgrade,34731,3497000,15118649,4654400,100,0,20,0,0,0,15,0.35,135.35,Funded,BIL (GEN)/ BIL (EC)
311,Bridgeton City,0601001-006,Well 14/15 Rehabilitation,25349,800000,,1160000,15,80,15,0,0,0,0,0.23,135.2277,Beyond 2026,BIL (GEN)
312,Freehold Borough,1315001-003,Replacement of Well No. 3,12052,1427000,1000000,2152400,15,80,15,0,5,0,0,0.11,135.11029,2026,BIL (GEN)
313,Passaic Valley Water Commission,1605002-010,Installation of a back up Wanaque interconnection line,347052,750000,525000,1275000,30,0,20,0,0,0,80,3.47,133.47052,Beyond 2026,BIL(GEN)
313,Passaic Valley Water Commission,1605002-016,Upgrade the interconnection with United WC,347052,2000000,1140000,3140000,30,0,20,0,0,0,80,3.47,133.47052,Beyond 2026,BIL(GEN)
313,Passaic Valley Water Commission,1605002-022,Emergency interconnection upgrade,347052,2000000,1140000,3140000,30,0,20,0,0,0,80,3.47,133.47052,Beyond 2026,BIL(GEN)
314,Jersey City Municipal Utilities Authority,0906001-009,Burma Road Area Water System Improvements,262000,2000000,770000,2770000,75,0,15,5,5,0,30,2.62,132.62,Funded,BIL (GEN)
314,Jersey City Municipal Utilities Authority,0906001-010,Journal Square North Cleaning,262000,5000000,2067000,7067000,75,0,20,5,0,0,30,2.62,132.62,Beyond 2026,BIL(GEN)
316,NJ City Univ. / Jersey City Municipal Utilities Authority,0906001-005,Redevelopment of Brownfield site,247000,882867,601385,1484252,75,0,20,5,0,0,30,2.47,132.47,Beyond 2026,BIL(GEN)
317,"NJ American Water Company, Inc.",0712001-016,NJ American Water Lead Service Line Replacement Program PWSID 07120,217230,2805000,1027600,3832600,125,0,0,5,0,0,0,1.75,131.74985,Funded,BIL (GEN)
321,Orange City,0717001-012,Orange Twp | Interconnection and Distribution Project,30731,1296216,618000,1555459,30,80,0,5,5,0,0,0.3,130.30135,Beyond 2026,BIL (GEN)
322,Manchester Township,1518005-004,MANCHESTER TOWNSHIP 1.0MG ELEVATED TANK,21200,4962608,380619,6680642,50,80,0,0,0,0,0,0.21,130.21201,Beyond 2026,BIL (GEN)
323,Pine Hill Municipal Utilities Authority,0428002-001,Construction of GAC filtration system for removal of IPMP - Critical Area #,12492,250000,175000,425000,100,0,0,0,0,0,30,0.12,130.12492,Beyond 2026,BIL(GEN)
324,Bellmawr Borough,0404001-005,Improvements to WTP,11583,415500,83100,498600,100,0,0,0,0,0,30,0.12,130.11583,Beyond 2026,BIL(GEN)
325,Sussex Borough,1921001-001,Water Treatment Plant upgrades,2666,116857,-16359,100497,100,0,0,0,0,0,30,0.03,130.02666,Beyond 2026,BIL(GEN)
326,Bayville Central Regional Board of Education,1505355-001,Additional treatment on existing well,2500,1000000,700000,1700000,100,0,0,0,0,0,30,0.03,130.025,Beyond 2026,BIL(GEN)
327,Upper Deerfield Township,0613004-003,Love Lane Water Tower Improvements,478,950000,1394183,1140000,50,80,0,0,0,0,0,0.02,130.02463,Beyond 2026,BIL(GEN)
328,Downe Township,0604001-004,Construction of new storage tank on New Jersey Avenue,770,600000,420000,1020000,50,0,0,0,0,0,80,0.01,130.0077,Beyond 2026,BIL(GEN)
329,"NJ American Water Company, Inc.",1345001-019,Howell-Lakewood Transmission Main,290470,32000000,9050000,41050000,75,50,0,0,0,0,0,2.55,127.55333,Beyond 2026,BIL(GEN)
330,Middlesex Water Company,1225001-018,Construction of a water main,233376,23200000,8884000,32084000,75,50,0,0,0,0,0,2.33,127.33376,Beyond 2026,BIL(GEN)
330,Middlesex Water Company,1225001-019,"Replacement of 5,000 LF of 24-inch cast iron mains",233376,4200000,2108000,6308000,75,50,0,0,0,0,0,2.33,127.33376,Beyond 2026,BIL(GEN)
332,Atlantic City Municipal Utilities Authority,0102001-008,Water Meter Replacement Program,94225,$     -,$     -,$      -,25,0,20,0,0,0,80,0.95,125.95,Beyond 2026,BIL(GEN)
333,Old Bridge Municipal Utilities Authority,1209002-005,"Laurence Harbor Water System Upgrade, Phase 1",65375,1753990,182000,2315267,75,50,0,0,0,0,0,0.67,125.67215,Funded,BIL (GEN)
334,Bayonne Municipal Utilities Authority,0901001-004,Rehabilitation of gate house valve chamber and venturi flow meter,61842,900000,594000,1494000,75,0,20,0,0,0,30,0.62,125.61842,Beyond 2026,BIL(GEN)
336,Perth Amboy City,1216001-500,Install New Stand-by Generator for Runyon Water Treat. Plant,50814,1855500,852500,2708000,45,80,0,0,0,0,0,0.52,125.52328,Beyond 2026,BIL(GEN)
337,Aqua New Jersey Incorporate,0415002-008,"Replacement of 5,900 LF of water main on Lakeside, East Blenheim, Haine",49350,936100,723456,1659556,75,50,0,0,0,0,0,0.49,125.4935,Beyond 2026,BIL(GEN)
338,Long Beach Township,1517001-013,Replacement of water mains,35367,2466545,1345278,3811823,75,50,0,0,0,0,0,0.35,125.35367,Beyond 2026,BIL(GEN)
340,Ramsey Borough,0248001-001,"Construction of mains (Rte 17, Grant & Airmount)",16350,1690000,1003600,2693600,75,50,0,0,0,0,0,0.16,125.1635,Beyond 2026,BIL(GEN)
340,Ramsey Borough,0248001-002,Replacement of mains (Carol & Maple),16350,1340000,849600,2189600,75,50,0,0,0,0,0,0.16,125.1635,Beyond 2026,BIL(GEN)
340,Ramsey Borough,0248001-003,"Construction of mains (Rte 17, Snyder & Airmount)",16350,985000,689500,1674500,75,50,0,0,0,0,0,0.16,125.1635,Beyond 2026,BIL(GEN)
340,Ramsey Borough,0248001-004,Construction of mains (Lakeview & Airmount),16350,795000,556500,1351500,75,50,0,0,0,0,0,0.16,125.1635,Beyond 2026,BIL(GEN)
342,Harrison Town,0904001-001,"Cleaning & Lining of mains on Grant Ave., Cleveland Ave., & Hamilton Stre",14425,5500000,2680000,8180000,75,0,20,0,0,0,30,0.14,125.14425,Beyond 2026,BIL(GEN)
342,Harrison Town,0904001-004,"Cleaning and Lining and of approximately 3,000 LF of 10, 12 and 14 inch m",14425,2000000,1140000,3140000,75,0,20,0,0,0,30,0.14,125.14425,Beyond 2026,BIL(GEN)
342,Harrison Town,0904001-005,"Replacement of 3,160 LF of water mains on S 2nd, Frank E. Rogers Blvd &",14425,1500000,920000,2420000,75,0,20,0,0,0,30,0.14,125.14425,Beyond 2026,BIL(GEN)
343,Clinton Town,1005001-010,West Main Street Water Main Replacement Project - Asset Management P,12500,998750,449437,1448187,75,50,0,0,0,0,0,0.13,125.125,Funded,BIL (GEN)
344,Spotswood Borough,1224001-001,"Cleaning and lining of approximaty 3,600 LF of water mains",8300,2528595,915319,3443914,75,50,0,0,0,0,0,0.08,125.083,Funded,BIL (GEN)
345,Point Pleasant Beach Borough,1525001-002,Ocean Avenue Water Main Replacement,7733,2160000,3900000,2756800,75,50,0,0,0,0,0,0.08,125.07733,Funded,BIL (GEN)
348,Perth Amboy City,1216001-009,The Replacement of Water Meters Project,47300,575830,259123,834953,25,0,0,0,0,15,80,0.47,120.473,Beyond 2026,BIL(GEN)
349,Willingboro Municipal Utilities Authority,0338001-012,Well No. 1 Water Treatment Plant Upgrade,34731,2001800,1718944,3720744,100,0,20,0,0,0,0,0.38,120.37731,Beyond 2026,BIL(GEN)
350,Vineland City,0614003-007,Replacement of 1.4 miles of 8-inch with 10 -inch water mains,33000,1100000,744000,1844000,75,0,15,0,0,0,30,0.33,120.33,Beyond 2026,BIL(GEN)
350,Vineland City,0614003-008,"Replacement of 2,300 LF of 8-, 10- and 12-inch water mains",33000,350000,245000,595000,75,0,15,0,0,0,30,0.33,120.33,Beyond 2026,BIL(GEN)
350,Vineland City,0614003-009,Construction of .4 miles of 12-inch water mains to loop dead ends and enh,33000,200000,140000,340000,75,0,15,0,0,0,30,0.33,120.33,Beyond 2026,BIL(GEN)
352,Wildwood City,0514001-003,Water system improvements - 2016 street & utility reconstruction,20361,2100000,480000,2580000,75,0,15,0,0,0,30,0.2,120.20361,Beyond 2026,BIL(GEN)
354,Stafford Township,1530005-001,Fawn Lakes Water Main Extension,1500,2000000,292000,2480000,75,0,20,0,0,0,0,0.02,120.0174,Beyond 2026,BIL (GEN)
355,Grande Woods South Mobile Home Community,0506007-001,Watermain Replacement Project,447,1250000,693869,1600000,75,0,20,0,0,0,0,0.01,120.0065,Beyond 2026,BIL(GEN)
356,Passaic Valley Water Commission,1605002-009,Replacement of surface water intake facilities on the Passaic River,347052,800000,560000,1360000,15,0,20,0,0,0,80,3.47,118.47052,Beyond 2026,BIL(GEN)
357,Jersey City Municipal Utilities Authority,0906001-030,Phase 7a Water Improvements,265549,24797788,,29985840,75,0,20,5,5,0,0,2.62,117.62,Beyond 2026,BIL (GEN)
358,Jersey City Municipal Utilities Authority,0906001-020,Phase 3 and 4 Water Main Replacement Project,261666,2973465,713173,3686638,75,0,15,5,5,0,15,2.62,117.61666,Funded,BIL (GEN)
358,Jersey City Municipal Utilities Authority,0906001-021,Phase 5 Water Mains,261666,7000000,1547000,8547000,75,0,15,5,5,0,15,2.62,117.61666,Funded,BIL (GEN)
359,Jersey City Municipal Utilities Authority,0906001-014,Brookdale Gate House Improvements,257342,992000,674560,1666560,75,0,20,5,0,0,15,2.57,117.57342,Beyond 2026,BIL(GEN)
361,Winslow Township,0436007-003,New 1.0 MG finished water storage tank,39328,1000000,700000,1700000,50,50,15,0,0,0,0,0.39,115.39328,Beyond 2026,BIL(GEN)
362,Dover Town,1409001-003,Water Main Replacement,16000,4000000,50000,5080000,75,0,15,0,0,0,0,0.28,115.27806,Beyond 2026,BIL (GEN)
362,Dover Town,1409001-004,Valve and Fire Hydrant Replacement,16000,5000000,3885120,6350000,75,0,15,0,0,0,0,0.28,115.27806,Beyond 2026,BIL (GEN)
365,Berlin Borough,0405001-005,Repairs to Plant#1 filter and complete replacement of filter media,13121,80500,57030,137530,100,0,15,0,0,0,0,0.13,115.13121,Beyond 2026,BIL(GEN)
366,Red Bank Borough,1340001-003,White Street Water Main,12350,468625,1426692,679506,75,0,15,0,0,0,0,0.13,115.1252,2026,BIL (GEN)
368,Milltown Borough,1212001-002,Ford Ave Redevelopment,7052,1060000,546000,1606000,75,0,15,0,5,0,0,0.07,115.07,Beyond 2026,BIL (GEN)
369,Hightstown Borough,1104001-003,"Construct 80,000 gallon backwash tank and re-line existing lagoons",5567,450000,315000,765000,100,0,15,0,0,0,0,0.06,115.05567,Beyond 2026,BIL(GEN)
370,Netcong Borough,1428001-011,Borough of Netcong - Watermain Replacement and Project Prioritization P,4500,900000,1337083,1230000,75,0,15,5,0,0,0,0.03,115.03342,Beyond 2026,BIL (GEN)
371,National Park Borough,0812001-001,Replacement of a WTP,3289,2289450,1193852,3483302,100,0,0,0,0,0,15,0.03,115.03289,Beyond 2026,BIL(GEN)
372,Sussex Borough,1921001-004,Water Meter Replacement Project,2130,338850,75770,414620,35,0,0,0,0,0,80,0.02,115.0213,Beyond 2026,BIL(GEN)
373,Allentown Borough,1302001-004,Water Treatment Plant Improvements,1828,1628000,700960,2328960,100,0,15,0,0,0,0,0.02,115.01828,Funded,BIL (GEN)
376,Jersey City Municipal Utilities Authority,0906001-015,Van Winkle Ave. Water Main Replacement,247597,2799120,1025718,3824838,75,0,20,0,0,0,15,2.47,112.47,Funded,BIL (GEN)
377,Middlesex Water Company,1225001-020,Replace the Tingley Lane pump station,233376,10000000,4660000,14660000,60,50,0,0,0,0,0,2.33,112.33376,Beyond 2026,BIL(GEN)
379,Brick Township Municipal Utilities Authority,1506001-008,Undersized Water Main Replacement Cedar Park East and West,100000,4616240,1607196,6223436,75,0,20,0,0,0,15,0.87,110.86898,Funded,BIL (GEN)
379,Brick Township Municipal Utilities Authority,1506001-013,"Water Main Stream Crossings Replacements at Route 70 (16"" Diameter), a",100000,3074560,1113859,4188419,75,0,20,0,0,0,0,0.87,110.86898,Beyond 2026,BIL (GEN)
382,Kearny Town,0907001-001A,Water Facility and Ground Improv. Program,291648,20495142,4099028,24594170,75,0,20,0,0,0,15,0.42,110.41664,Beyond 2026,BIL(GEN)
383,Long Beach Township,1517001-012,"Rehabilitation of four storage tanks-Beach Haven Terrace, Brant Beach, Ho",35367,1000000,700000,1700000,60,50,0,0,0,0,0,0.35,110.35367,Beyond 2026,BIL(GEN)
385,Orange City,0717001-005,Cleaning & Lining of mains,30000,1675000,997000,2672000,75,0,0,5,0,0,30,0.3,110.3,Beyond 2026,BIL(GEN)
387,Phillipsburg Redevelopment Authority,2119001-006,"Installation of 5,300 LF of 8 and 12-inch water mains for a brownfield site",18162,2099859,1180309,3280168,75,0,0,0,5,0,30,0.18,110.18162,Beyond 2026,BIL(GEN)
388,Ramsey Borough,0248001-005,Rehabilitation of Airmount reservoir,16350,430000,144000,574000,60,50,0,0,0,0,0,0.16,110.1635,Beyond 2026,BIL(GEN)
389,Salem City,1712001-002,Installation of a new well,5857,130000,91000,221000,15,0,15,0,0,0,80,0.06,110.05857,Beyond 2026,BIL(GEN)
390,Netcong Borough,1428001-006,Replacement of Water meters,3236,225000,157500,382500,25,50,15,5,0,0,15,0.03,110.03236,Beyond 2026,BIL(GEN)
391,North Jersey District Water Supply Commission,1613001-007,Acquisition and integration of the Kearny/Bayonne Transmission main,872153,30000000,11060000,41060000,1,50,20,0,0,0,30,8.72,109.72153,Beyond 2026,BIL(GEN)
391,North Jersey District Water Supply Commission,1613001-030,Modify and Expand Central Receiving Building,872153,605000,511226,1116226,1,50,20,0,0,0,30,8.72,109.72153,Beyond 2026,BIL(GEN)
392,"NJ American Water Company, Inc.",2004002-007,Painting of the Raritan Millstone backwash tank at the WTP,610000,395000,276500,671500,100,0,0,0,0,0,0,6.1,106.1,Beyond 2026,BIL(GEN)
393,Perth Amboy City,1216001-001,Replacement of undersize water main - Center Street,50814,1209050,791982,2001032,75,0,0,0,0,0,30,0.51,105.50814,Beyond 2026,BIL(GEN)
393,Perth Amboy City,1216001-002,Replacement of undersize water main - State Street,50814,2490000,1355600,3845600,75,0,0,0,0,0,30,0.51,105.50814,Beyond 2026,BIL(GEN)
393,Perth Amboy City,1216001-003,Cleaning & Lining of water mains-Central bussiness District,50814,1000000,700000,1700000,75,0,0,0,0,0,30,0.51,105.50814,Beyond 2026,BIL(GEN)
394,Garfield City,0221001-004,Replacement of water mains,29780,4200000,2108000,6308000,75,0,0,0,0,0,30,0.3,105.2978,Beyond 2026,BIL(GEN)
394,Garfield City,0221001-006,"Replacement of 8,000 LF of 6-inch to 12-inch water main & replacement o",29780,4500000,3415000,7915000,75,0,0,0,0,0,30,0.3,105.2978,Beyond 2026,BIL(GEN)
395,Lakewood Township Municipal Utilities Authority,1514002-012,Installation of a new storage tank,25000,100000,70000,170000,50,25,0,0,0,0,30,0.25,105.25,Beyond 2026,BIL(GEN)
396,West Deptford Township,0820001-003,Water Meter Replacment Project,21248,2958200,666640,3624840,25,50,0,0,0,15,15,0.21,105.21248,Beyond 2026,BIL(GEN)
397,Manchester Township,1518005-003,Install automated meters,21083,1600000,1044444,2644444,25,0,0,0,0,0,80,0.21,105.21083,Beyond 2026,BIL(GEN)
398,Cape May City,0502001-005,Water Main Improvement Program,14167,699200,,1041040,75,0,15,0,0,0,0,0.14,105.14167,Funded,BIL (GEN)
399,Ventnor City,0122001-001,Clean and line 8 and 14inch water mains,12900,1425000,865000,2290000,75,0,0,0,0,0,30,0.13,105.129,Beyond 2026,BIL(GEN)
400,Manchester Utilities Authority,1603001-008,"Slip line 16,000 LF unlined cast iron 16inch pipe in High Mountain in Haled",12111,1100000,744000,1844000,75,0,15,0,0,0,15,0.12,105.12111,Beyond 2026,BIL(GEN)
402,Wallington Borough,0265001-001,Replacement of 6-inch mains with 8-inch mains,11580,1295845,830170,2126015,75,0,0,0,0,0,30,0.12,105.1158,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-002,Water Main replacement on Broadway & Koehler Streets,11484,799205,559442,1358647,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-003,Water Main replacement on Jersey Avenue,11484,2038605,1156986,3195591,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-007,Water Main replacement on Johnson Blvd.,11484,856487,599538,1456025,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-008,Water Main replacement on Market Street,11484,450005,315002,765007,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-009,Water Main replacement on Park Avenue,11484,791314,553918,1345232,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-010,Water Main replacement on Baynes Avenue,11484,477153,334006,811159,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-011,"Water Main replacement on Brown Street, E. Brown Street, Sparks Avenu",11484,1667072,993509,2660581,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-012,Water Main replacement on Nicholson Road,11484,217305,152112,369417,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
403,Gloucester City,0414001-013,"Replacement of 2,200 LF of water mains on Charles Street",11484,1118625,751231,1869856,75,0,0,0,0,0,30,0.11,105.11484,Beyond 2026,BIL(GEN)
405,Hammonton Town,0113001-001,"Water main extension along Egg Harbor Road, and Eighth Street to create",11300,250000,175000,425000,75,0,15,0,0,0,15,0.11,105.113,Beyond 2026,BIL(GEN)
405,Hammonton Town,0113001-002,"Replacement of water mains on Central Ave., Golf Dr., & 12th Street.",11300,1000000,700000,1700000,75,0,15,0,0,0,15,0.11,105.113,Beyond 2026,BIL(GEN)
405,Hammonton Town,0113001-003,"Replacement of 2,900 LF of water mains on Rte 54",11300,485000,339500,824500,75,0,15,0,0,0,15,0.11,105.113,Beyond 2026,BIL(GEN)
406,Pemberton Township,0329004-006,Various Water System Improvements,10815,400000,366000,766000,75,0,15,0,0,0,15,0.11,105.10815,Beyond 2026,BIL(GEN)
