PWSID,Water System1,Population,Project MHI2,Project Unemp,Project Pop Trend,Adjustment,MHI Percent,OBC Percent,AC Score,2019 Score,Difference
NJ1615016,VEOLIA WATER NEW JERSEY OLDE MILFORD ESTATES,1577,120465,0.035,-0.0761,-1,124.03,11.16,123.03,116.85,6.18
NJ1615017,WONDER LAKE PROPERTIES I,105,120465,0.035,-0.0761,-1,124.03,11.16,123.03,116.85,6.18
NJ1615018,VEOLIA WATER NEW JERSEY - BALD EAGLE VILLAGE,1258,120465,0.035,-0.0761,-1,124.03,11.16,123.03,116.85,6.18
NJ1615020,VEOLIA WATER NEW JERSEY BALD EAGLE COMMONS,1444,120465,0.035,-0.0761,-1,124.03,11.16,123.03,116.85,6.18
NJ1615022,WOODLAND HEIGHTS HOMEOWNER ASSOC,55,120465,0.035,-0.0761,-1,124.03,11.16,123.03,116.85,6.18
NJ1615340,COMPLETE CARE @ MILFORD MANOR,165,120465,0.035,-0.0761,-1,124.03,11.16,123.03,116.85,6.18
NJ1616001,WOODLAND PARK WATER DEPARTMENT,6000,90323,0.044,0.0969,-1,93,23.19,92,89.62,2.38
NJ1702001,ELMER BORO W DEPT,1385,91116,0.047,-0.0159,-2,93.81,8.12,91.81,89.19,2.62
NJ1704001,LEISURE ARMS COMPLEX,60,73958,0.05,-0.0154,-2,76.15,19,74.15,109.44,-35.29
NJ1706001,AUBURN VILLAGE WATER SUP,200,107222,0.032,0.0435,-1,110.39,14.07,109.39,95.78,13.61
NJ1707001,NJ AMERICAN WATER - PENNS GROVE,14406,53730,0.0513,0.0323,-2,55.32,15.01,53.32,52.82,0.5
NJ1708001,PENNSVILLE TWP WATER DEPARTMENT,13500,74429,0.042,-0.0321,-2,76.63,29.22,74.63,77.98,-3.35
NJ1710001,HARDING WOODS MHP,1276,76012,0.041,-0.0463,-2,78.26,24.64,76.26,86.29,-10.03
NJ1710002,HOLLY TREE ACRES SYSTEM,300,76012,0.041,-0.0463,-2,78.26,24.64,76.26,86.29,-10.03
NJ1710003,"PICNIC GROVE MHP, LLC",250,76012,0.041,-0.0463,-2,78.26,24.64,76.26,86.29,-10.03
NJ1710006,VILLAGE I,43,76012,0.041,-0.0463,-2,78.26,24.64,76.26,86.29,-10.03
NJ1710304,EAGLEVIEW REHAB AND NURSING,259,76012,0.041,-0.0463,-2,78.26,24.64,76.26,86.29,-10.03
NJ1712001,NJ AMERICAN WATER - SALEM CITY,6199,35161,0.0627,-0.0333,-2,36.2,18.15,34.2,27.26,6.94
NJ1713001,WESTWOOD VILLAS MHC,90,71625,0.055,0.0867,-1,73.74,24.88,72.74,65.08,7.66
NJ1714001,COUNTRY CLUB ESTATES,300,80952,0.039,-0.0029,-2,83.35,21.16,81.35,99.62,-18.27
NJ1714003,BANCROFT NEURO HEALTH CENTER,142,80952,0.039,-0.0029,-2,83.35,21.16,81.35,99.62,-18.27
NJ1715001,WOODSTOWN WATER DEPARTMENT,4455,94837,0.043,-0.0421,-2,97.64,5.62,95.64,92.82,2.82
NJ1803002,NJ AMERICAN WATER - TWIN LAKES,250,220060,0.026,0.0139,-1,226.57,6.8,225.57,192.62,32.95
NJ1808001,FRANKLIN TOWNSHIP DEPT OF PUBLIC WORKS,56300,111017,0.037,0.0817,0,114.3,15.79,114.3,109.5,4.8
NJ1817001,ROCKY HILL W DEPT,687,126250,0.037,0.0789,0,129.99,9.32,129.99,130.02,-0.03
NJ1901001,ANDOVER BORO WATER DEPT,606,78750,0.037,0.0118,-1,81.08,19.01,80.08,74.84,5.24
NJ1902003,LAKE LENAPE WATER CO,1250,111458,0.033,-0.0211,-1,114.76,14.13,113.76,107.91,5.85
NJ1902004,VEOLIA WATER NEW JERSEY ANDOVER,115,111458,0.033,-0.0211,-1,114.76,14.13,113.76,107.91,5.85
NJ1902005,ASCOT PARK APTS,125,111458,0.033,-0.0211,-1,114.76,14.13,113.76,107.91,5.85
NJ1902007,ROLLING HILLS CONDOMINIUM ASSOCIATION,240,111458,0.033,-0.0211,-1,114.76,14.13,113.76,107.91,5.85
NJ1902008,MOHAWK MEADOWS,250,78750,0.037,0.0118,-1,81.08,19.01,80.08,74.84,5.24
NJ1902346,SAINT PAULS ABBEY,530,111458,0.033,-0.0211,-1,114.76,14.13,113.76,107.91,5.85
NJ1903001,BRANCHVILLE W DEPT,1500,117788,0.043,-0.0285,-2,121.27,8.81,119.27,75.97,43.3
NJ1904001,BROOKWOOD MUSCONETCONG RIVER POA,1200,131792,0.036,-0.0218,-1,135.69,9.77,134.69,126.02,8.67
NJ1904002,VEOLIA WATER NEW JERSEY EAST BROOKWOOD,612,131792,0.036,-0.0218,-1,135.69,9.77,134.69,126.02,8.67
NJ1904003,FOREST LAKES WATER COMPANY,1410,129571,0.0345,-0.0215,-1,133.41,5.12,132.41,124.04,8.37
NJ1904004,NORTH SHORE WATER ASSOCIATION,105,131792,0.036,-0.0218,-1,135.69,9.77,134.69,126.02,8.67
NJ1904006,STRAWBERRY POINT PROP OW,95,131792,0.036,-0.0218,-1,135.69,9.77,134.69,126.02,8.67
NJ1904007,COLBY WATER CO,65,131792,0.036,-0.0218,-1,135.69,9.77,134.69,126.02,8.67
NJ1904009,AQUA NJ - BYRAM,400,131792,0.036,-0.0218,-1,135.69,9.77,134.69,126.02,8.67
NJ1905002,CULVER LAKE WATER COMPANY,40,111392,0.042,-0.0315,-2,114.69,9.04,112.69,101.3,11.39
NJ1905004,HOMESTEAD REHAB & HEALTHCARE CENTER,100,72240,0.042,0.0462,-2,74.38,28.25,72.38,80.2,-7.82
NJ1906001,HILLSIDE ESTATES AT FRANKLIN,300,87558,0.048,-0.003,-2,90.15,20.32,88.15,75.64,12.51
NJ1906002,FRANKLIN BOARD OF PUBLIC WORKS,5500,87558,0.048,-0.003,-2,90.15,20.32,88.15,75.64,12.51
NJ1907001,GREEN HILLS EST PROP OWN,175,144643,0.037,-0.015,-1,148.92,9.49,147.92,148.84,-0.92
NJ1907002,AQUA NJ - BEAR BROOK,226,144643,0.037,-0.015,-1,148.92,9.49,147.92,148.84,-0.92
NJ1908001,AQUA NJ - TRANQUILITY SPRINGS,599,162315,0.035,0.026,-1,167.12,10.25,166.12,163.37,2.75
NJ1908308,TRANQUIL VALLEY RETREAT CENTER,232,162315,0.035,0.026,-1,167.12,10.25,166.12,163.37,2.75
NJ1909001,HAMBURG BOARD OF PUBLIC WORKS,3382,78586,0.042,0.0113,-2,80.91,20.46,78.91,88.92,-10.01
NJ1910002,CARRIAGE MOBILE HOMES INC,300,102394,0.037,-0.0371,-1,105.42,17.66,104.42,90.97,13.45
NJ1910003,VEOLIA WATER NEW JERSEY HAMPTON,814,102394,0.037,-0.0371,-1,105.42,17.66,104.42,90.97,13.45
NJ1911001,AQUA NJ WALLKILL,1050,115579,0.036,0.0236,-1,119,17.14,118,116.75,1.25
NJ1911002,LAKE STOCKHOLM INC,300,115579,0.036,0.0236,-1,119,17.14,118,116.75,1.25
NJ1911003,LAKE TAMARACK W CO,1000,115579,0.036,0.0236,-1,119,17.14,118,116.75,1.25
NJ1911004,AQUA NJ - SUMMIT LAKE,177,115579,0.036,0.0236,-1,119,17.14,118,116.75,1.25
NJ1911005,HARDYSTON TWP MUA,769,115579,0.036,0.0236,-1,119,17.14,118,116.75,1.25
NJ1911006,HARDYSTON TWP MUA,1963,115579,0.036,0.0236,-1,119,17.14,118,116.75,1.25
NJ1912001,HOPATCONG WATER DEPT,7224,107670,0.042,-0.0252,-2,110.86,11.93,108.86,103.87,4.99
NJ1914002,MONTAGUE WATER CO.,1983,102727,0.05,0,-2,105.77,17.23,103.77,88.36,15.41
NJ1915001,NEWTON WATER & SEWER UTILITY,8300,72240,0.042,0.0462,-2,74.38,28.25,72.38,80.2,-7.82
NJ1916001,OGDENSBURG WATER DEPT,2800,107569,0.035,-0.0456,-1,110.75,11.42,109.75,103.51,6.24
NJ1918003,SPARTA TWP WATER UTILITY -- HIGHLANDS,1618,159448,0.0355,-0.0029,-1,164.17,4.33,163.17,160.82,2.35
NJ1918004,SPARTA TWP WATER UTILITY - LAKE MOHAWK,17628,156963,0.034,-0.0029,-1,161.61,1.76,160.61,157.78,2.83
NJ1918013,SPARTA TWP WATER UTILITY - SUNSET,342,159595,0.031,0.0343,-1,164.32,8.66,163.32,160.96,2.36
NJ1919001,STANHOPE W DEPT,3730,125938,0.035,0.0039,-1,129.66,6.37,128.66,111.4,17.26
NJ1920001,STILLWATER WATER DISTRICT 1,1200,115234,0.037,-0.0221,-1,118.64,8.2,117.64,113.18,4.46
NJ1921001,SUSSEX BOROUGH WATER DEPT,2201,65481,0.051,-0.0234,-2,67.42,31.86,65.42,62.58,2.84
NJ1922001,VEOLIA WATER NEW JERSEY BARRY LAKES,136,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922004,VEOLIA WATER NEW JERSEY CLIFFWOODS LAKES,72,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922005,VEOLIA WATER NEW JERSEY GRANDVIEW ESTATES,59,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922006,VEOLIA WATER NEW JERSEY SUSSEX HILLS,168,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922008,AQUA NJ - VERNON,515,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922010,VEOLIA WATER NEW JERSEY LAKE GLENWOOD,250,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922011,VEOLIA WATER NEW JERSEY SUNSET RIDGE,208,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922012,VEOLIA WATER NEW JERSEY LAKE CONWAY,80,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922013,VEOLIA WATER NEW JERSEY DAVID CURTIS,53,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922015,VEOLIA WATER NEW JERSEY WALNUT HILLS,53,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922017,VEOLIA WATER NEW JERSEY HIGHLAND LAKES,88,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922021,VEOLIA WATER NEW JERSEY PREDMORE ESTATES,45,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922022,VEOLIA WATER NEW JERSEY SAMMIS ROAD,53,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922026,VEOLIA WATER NEW JERSEY VERNON VALLEY,5517,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1922027,HIDDEN VILLAGE CONDO ASSOCIATION,175,110862,0.041,-0.0269,-2,114.14,10.63,112.14,111.48,0.66
NJ1924002,SIMMONS W CO,180,100914,0.039,-0.0268,-2,103.9,15.9,101.9,112.75,-10.85
NJ1924003,REGENCY APARTMENTS LLC,300,100914,0.039,-0.0268,-2,103.9,15.9,101.9,112.75,-10.85
NJ1924004,VEOLIA WATER-WOODRIDGE ESTATES,80,100914,0.039,-0.0268,-2,103.9,15.9,101.9,112.75,-10.85
NJ1924006,TOWN CENTER AT WANTAGE,48,100914,0.039,-0.0268,-2,103.9,15.9,101.9,112.75,-10.85
NJ2004001,LIBERTY WATER CO C/O NJ AMERICAN WATER,125000,59939,0.046,0.0607,-1,61.71,42.17,60.71,55.79,4.92
NJ2004002,NJ AMERICAN WATER - RARITAN,615430,132346,0.0334,0.0498,0,136.26,0.29,136.26,129,7.26
NJ2013001,RAHWAY CITY WATER DEPT,27300,86557,0.046,0.0562,-1,89.12,20.14,88.12,91.61,-3.49
NJ2021001,WINFIELD MUTUAL HOUSING,1600,61250,0.037,-0.0587,-1,63.06,21.87,62.06,77.11,-15.05
NJ2101001,ALLAMUCHY TWP WATER & SEWER,4573,124035,0.031,0.22,0,127.71,6.19,127.71,103.75,23.96
NJ2102001,ALPHA MUNICIPAL WATER WORKS,2530,78500,0.036,0.0064,-1,80.82,15.96,79.82,84.01,-4.19
NJ2103001,NJ AMERICAN WATER - BELVIDERE,2854,83713,0.0415,-0.0337,-2,86.19,10.29,84.19,67.7,16.49
NJ2104001,TOWNSHIP OF BLAIRSTOWN DPW,800,132543,0.038,-0.0183,-1,136.47,10.69,135.47,123.08,12.39
NJ2106304,FOREST MANOR RETIREMENT HOME,224,117727,0.035,-0.004,-1,121.21,13.97,120.21,144.8,-24.59
NJ2108001,HACKETTSTOWN MUA,22000,103886,0.0336,0.0136,-1,106.96,3.5,105.96,97.42,8.54
NJ2110001,AQUA NJ - BRAINARDS,135,91384,0.034,-0.0258,-1,94.09,18.34,93.09,102.82,-9.73
NJ2110003,AQUA NJ - HARKERS HOLLOW,40,91384,0.034,-0.0258,-1,94.09,18.34,93.09,102.82,-9.73
NJ2112001,VEOLIA WATER NJ INDEPENDENCE VALLEY VIEW,110,92536,0.033,-0.0108,-1,95.27,12.61,94.27,109.56,-15.29
NJ2112002,VEOLIA WATER NJ INDEPENDENCE HIGHLAND,350,92536,0.033,-0.0108,-1,95.27,12.61,94.27,109.56,-15.29
NJ2113002,RIVERSIDE MHP,85,101813,0.042,-0.0331,-2,104.83,8.41,102.83,118.26,-15.43
NJ2113003,TRIPLE BROOK MOBILE HOME,32,101813,0.042,-0.0331,-2,104.83,8.41,102.83,118.26,-15.43
NJ2113301,CLOVER REST HOME,64,101813,0.042,-0.0331,-2,104.83,8.41,102.83,118.26,-15.43
NJ2116002,HILLSIDE VILLAGE,75,93472,0.03,0.0339,-1,96.24,13.12,95.24,93.84,1.4
NJ2116004,WARREN HAVEN REHABILITATION & NURSING CENTER,430,93472,0.03,0.0339,-1,96.24,13.12,95.24,93.84,1.4
NJ2117002,HIGHLANDER HILLS ESTATES,120,100399,0.033,-0.0089,-1,103.37,14.41,102.37,86.23,16.14
NJ2117003,OXFORD MANOR LLC,60,100399,0.033,-0.0089,-1,103.37,14.41,102.37,86.23,16.14
NJ2119001,AQUA NJ INC - PHILLIPSBURG,26686,88169,0.0328,0.0187,-1,90.78,4.91,89.78,87.47,2.31
NJ2120001,AQUA NJ INC - RIEGELSVILLE,62,98264,0.032,-0.0052,-1,101.17,11.65,100.17,96.5,3.67
NJ2120002,AQUA NJ - WARREN GLEN,192,105655,0.032,-0.0049,-1,108.78,5.27,107.78,102.53,5.25
NJ2121001,NJ AMERICAN WATER - WASHINGTON/OXFORD,10719,85429,0.0344,0.0243,-1,87.96,4.64,86.96,92.93,-5.97
NJ2123002,WINDTRYST APTS,216,56731,0.04,-0.0266,-2,58.41,22.15,56.41,65.92,-9.51
NJ2123003,"COUNTRY VIEW VILLAGE, LLC",310,56731,0.04,-0.0266,-2,58.41,22.15,56.41,65.92,-9.51
