Entity,Project,PWS ID,SDWIS Population,County, Estimated Loan Amount,Loan Type,Estimated Award Date,Rate,District Office,
Northwestern W&S Dist.,Walbridge Waterline Phase 1,OH8752812,"19,758",Wood,"$2,500,000.00",Construction,Dec-25,STD,NWDO,
Northwestern W&S Dist.,Waterline #100 Valve Fitting and Vault Repair,OH8752812,"19,758",Wood,"$2,000,000.00",Construction,Dec-25,STD,NWDO,
Northwestern W&S Dist.,Belmont Area Waterline Replacements,OH8752812,"19,758",Wood,"$2,200,000.00",Construction,Dec-25,STD,NWDO,
Norwood,South Jefferson Lead Service Line Replacement,OH3101703,"19,870",Hamilton,"$550,000.00",Construction,May-26,LSL PF,SWDO,
Oak Hill,Water System Improvements,OH4000411,"3,067",Jackson,"$332,105.00",Design,May-26,DES,SEDO,
Oak Hill,Water System Improvements,OH4000411,"3,067",Jackson,"$4,916,576.00",Construction,Jun-26,SML,SEDO,
Ohio & Lee Water & Sewer Auth.,Ohio & Lee Water Meter Upgrades,OH5600412,"1,301",Monroe,"$241,051.00",Construction,Aug-25,SML,SEDO,
Old Straitsville Water Assoc.,Rock Run Booster Station Upgrades,OH6401403,"2,950",Perry,"$183,000.00",Construction,Jan-26,STD,SEDO,
Oregon,Waterline Replacement - Starr Avenue Addition,OH4800911,"19,950",Lucas,"$2,239,070.00",Construction,Jun-26,STD,NWDO,
Ottawa County,Ottawa County Regional & Village of Marblehead Regional,OH6205011,"19,556",Ottawa,"$97,000.00",Design,Sep-25,DES,NWDO,
Ottawa County,Ottawa County Regional & Village of Marblehead Regional,OH6205011,"19,556",Ottawa,"$3,379,000.00",Construction,Jan-26,REG,NWDO,
Oxford,Water Treatment Plant Membrane Softening Improvements,OH0902312,"24,000",Butler,"$20,488,000.00",Construction,Sep-25,STD/EC,SWDO,
Oxford,New Water Production Well #9,OH0902312,"24,000",Butler,"$100,000.00",Design,Jan-26,DES,SWDO,
Oxford,New Water Production Well #9,OH0902312,"24,000",Butler,"$900,000.00",Construction,Jun-26,STD,SWDO,
Payne,Water Treatment Plant Improvements,OH6300712,"1,594",Paulding,"$227,250.00",Design,Dec-25,DES,NWDO,
Payne,Water Treatment Plant Improvements,OH6300712,"1,594",Paulding,"$1,984,000.00",Construction,May-26,DIS,NWDO,
Pemberville,Downtown Business Alley Waterline Replacement,OH8701712,"1,360",Wood,"$229,000.00",Construction,Dec-25,SML,NWDO,
Perry County,Phase 6 Water Line Extension,OH6402703,"1,476",Perry,"$5,413,000.00",Construction,Mar-26,DIS/REG,SEDO,
Perry County,Phase 6 Water Line Extension,OH6402703,"1,476",Perry,"$555,900.00",Design,Oct-25,DES,SEDO,
Perrysburg,Watermain Replacement Contract 11,OH8701803,"25,041",Wood,"$3,500,000.00",Construction,May-26,STD,NWDO,
Phillipsburg,PFAS Remediation Project,OH5702112,490,Montgomery,"$9,700,000.00",Construction,Oct-25,SML/EC,SWDO,
Philo,Market St WL Replacement / 2nd St WL Ext,OH6001912,974,Muskingum,"$14,510.00",Design,Oct-25,DES,SEDO,
Philo,Market St WL Replacement / 2nd St WL Ext,OH6001912,974,Muskingum,"$330,860.00",Construction,Jun-26,SML,SEDO,
Pickerington,Water Treatment Plant Improvements,OH2301512,"19,141",Fairfield,"$900,000.00",Design,Sep-25,DES,CO,
Pike Water Inc,Pike Water System - Generator,OH6602412,"15,487",Pike,"$410,060.00",Construction,Apr-26,STD,SEDO,
Pomeroy,Breezy Heights Tank/ New Wells / Water Line Replacement,OH5300212,"1,800",Meigs,"$3,219,700.00",Construction,Oct-25,DIS/LSL PF,SEDO,
Port Clinton,Water and Sanitary Sewer Infrastructure Improvements,OH6203211,"6,056",Ottawa,"$5,982,189.00",Construction,Oct-25,SML/LSL PF,NWDO,
Port Clinton,Lead Service Line Replacement,OH6203211,"6,056",Ottawa,"$200,000.00",Planning,Oct-25,PLN,NWDO,
Port Clinton,Automated Meter Reads,OH6203211,"6,056",Ottawa,"$3,023,950.00",Construction,Jun-26,SML,NWDO,
Port Clinton,Laurel Street Reconstruction,OH6203211,"6,056",Ottawa,"$325,000.00",Construction,Jun-26,SML/LSL PF,NWDO,
Port Clinton,Perry & Harrison Waterline Improvements,OH6203211,"6,056",Ottawa,"$716,650.00",Construction,May-26,SML,NWDO,
Portage County,Village of Mantua Distribution Replacement Ph 2,OH6702212,"1,207",Portage,"$3,500,000.00",Construction,Mar-26,SML/LSL PF,NEDO,
Put-in-Bay,Loraine Valve Replacement,OH6203311,700,Ottawa,"$63,150.00",Construction,Oct-25,SML,NWDO,
Put-in-Bay,WTP Rehabilitation,OH6203311,700,Ottawa,"$448,350.00",Construction,Jan-26,DIS,NWDO,
Put-in-Bay,Ground Storage Tank Construction,OH6203311,700,Ottawa,"$1,574,000.00",Construction,Jan-26,DIS/HAB,NWDO,
Put-in-Bay,WTP Pump Riser and Piping,OH6203311,700,Ottawa,"$75,000.00",Construction,Oct-25,DIS,NWDO,
Putnam Community Water Corp.,PFAS Well Mitigation,OH8400712,"2,744",Washington,"$1,086,030.00",Construction,Sep-25,DIS/REG/EC,SEDO,
Putnam Community Water Corp.,PFAS Bypass Mitigation,OH8400712,"2,744",Washington,"$350,000.00",Construction,Sep-25,DIS/EC,SEDO,
Quaker City,Water Distribution Improvements,OH3001011,750,Guernsey,"$135,000.00",Design,Sep-25,DES,SEDO,
Roaming Shores,Water Tower Replacement,OH0400611,"1,764",Ashtabula,"$2,000,000.00",Design,Oct-25,DES,NEDO,
Roaming Shores,Water Tower Replacement,OH0400611,"1,764",Ashtabula,"$2,500,000.00",Construction,Jun-26,SML,NEDO,
Roseville,Storage Tank Replacement,OH6002112,"1,852",Perry,"$1,007,375.00",Construction,Oct-25,DIS,SEDO,
Rural Lorain County Water Auth,Regionalization - Lagrange Tank & Pheasant Run,OH4701803,"73,125",Lorain,"$100,000.00",Planning,Jan-26,PLN,NEDO,
Rural Lorain County Water Auth,Regionalization - Lagrange Tank & Pheasant Run,OH4701803,"73,125",Lorain,"$1,000,000.00",Design,Jan-26,DES,NEDO,
Sabina,Water System Improvements1,OH1400912,"2,493",Clinton,"$722,000.00",Design,Sep-25,DES,SWDO,
Sabina,Water System Improvements,OH1400912,"2,493",Clinton,"$7,036,000.00",Construction,Jun-26,DIS/REG,SWDO,
Saint Clairsville,Water Distribution System Improvements - Phase 2,OH0701516,"5,097",Belmont,"$7,163,190.00",Construction,Dec-25,SML,SEDO,
Saint Henry,Raw Water Line Construction,OH5401312,"2,596",Mercer,"$1,400,000.00",Construction,Dec-25,SML,NWDO,
Saint Henry,WTP Replacement - Design,OH5401312,"2,596",Mercer,"$460,000.00",Design,Feb-26,DES,NWDO,
Saint Henry,1.5MG Water Tower- Design,OH5401312,"2,596",Mercer,"$180,000.00",Design,Feb-26,DES,NWDO,
Salem,Water Treatment Plant Rehabilitation Phase II,OH1502011,"16,850",Columbiana,"$7,895,000.00",Construction,Jun-26,STD,NEDO,
Scio,2024 Water Line and LSL Replacement,OH3401312,763,Harrison,"$1,550,000.00",Construction,Jan-26,SML/LSL PF,SEDO,
Sebring,Residential Water Meter Replacement,OH5001911,"6,058",Mahoning,"$940,000.00",Construction,Sep-25,SML,NEDO,
Shadyside,"Comprehensive Water System Mapping, Modeling, and Planning",OH0701612,"3,689",Belmont,"$168,540.00",Planning,Oct-25,PLN,SEDO,
Shadyside,Comprehensive PFAS Contamination Reduction Study,OH0701612,"3,689",Belmont,"$728,440.00",Planning,Oct-25,PLN/EC,SEDO,
Shreve,Waterline Replacement Phase 1,OH8503412,"1,514",Wayne,"$1,454,601.00",Construction,Jun-26,SML,NEDO,
Silver Lake,Silver Lake Blvd Sewers and Water Main,OH7704303,"2,519",Summit,"$406,400.00",Design,Jul-25,DES,NEDO,
Somerset,Water Meter Replacement,OH6401111,"1,490",Perry,"$849,500.00",Construction,Oct-25,SML/LSL PF,SEDO,
Somerset,Waterline Replacement Phase 1,OH6401111,"1,490",Perry,"$991,525.00",Construction,Jan-26,SML,SEDO,
Somerset,Waterline Replacement Phase 2,OH6401111,"1,490",Perry,"$509,575.00",Construction,Jan-26,SML,SEDO,
Somerset,Waterline Replacement Phase 3,OH6401111,"1,490",Perry,"$576,100.00",Construction,Jan-26,SML,SEDO,
Somerset,Waterline Replacement Phase 4,OH6401111,"1,490",Perry,"$517,617.00",Construction,Jan-26,SML,SEDO,
Somerset,Waterline Replacement Phase 5,OH6401111,"1,490",Perry,"$465,708.00",Construction,Jan-26,SML,SEDO,
South Charleston,Water Treatment Systems Upgrades,OH1204212,"1,660",Clark,"$1,577,140.00",Construction,Jan-26,SML,SWDO,
South Lebanon,Water Treatment Rehab,OH8301312,"6,541",Warren,"$500,000.00",Construction,May-26,SML,SWDO,
South Point,PFAS General Plan,OH4401212,"4,133",Lawrence,"$70,000.00",Planning,Sep-25,PLN/EC,SEDO,
South Vienna,WTP Design and Construction Services,OH1204312,393,Clark,"$1,889,913.00",Construction,Feb-26,SML,SWDO,
Southern Perry Co. Water Dist,Oakfield Area Water Line Improvements,OH6401603,"4,029",Perry,"$417,881.00",Construction,Sep-25,SML,SEDO,
Springfield,East High St Water Services,OH1204412,"60,680",Clark,"$986,253.00",Construction,Sep-25,LSL PF,SWDO,
Steubenville,"Water Filtration Plant, Phase 2 Plant Improvements",OH4102411,"17,000",Jefferson,"$19,800,000.00",Construction,Feb-26,STD,SEDO,
Steubenville,Tank Rehabilitation,OH4102411,"17,000",Jefferson,"$1,540,000.00",Construction,Jan-26,STD,SEDO,
Stockport,Emerging Contaminants Mitigation Project,OH5800912,503,Morgan,"$50,000.00",Planning,Aug-25,PLN,SEDO,
Swanton,Crestwood Drive Water Main Improvements,OH2601011,"3,855",Fulton,"$41,795.00",Design,Sep-25,DES,NWDO,
Swanton,Crestwood Drive Water Main Improvements,OH2601011,"3,855",Fulton,"$742,500.00",Construction,Dec-25,SML,NWDO,
Switzerland Of Ohio Water,Grizzle Ridge Extension and Monroe Water Interconnection,OH5600503,"2,500",Monroe,"$148,000.00",Design,Aug-25,DES,SEDO,
Switzerland Of Ohio Water,Grizzle Ridge Extension and Monroe Water Interconnection,OH5600503,"2,500",Monroe,"$2,014,000.00",Construction,May-26,REG,SEDO,
Syracuse,Distribution System Improvements and Waterline Replacement,OH5300512,826,Meigs,"$958,300.00",Construction,May-26,SML,SEDO,
Syracuse,Distribution System Improvements and Waterline Replacement,OH5300512,826,Meigs,"$146,700.00",Design,Sep-25,DES,SEDO,
Thurston,Maple & Oak Street Waterline Improvements,OH2302903,604,Fairfield,"$590,028.00",Construction,Oct-25,SML,CO,
Tiltonsville,Water System Improvement and Regionalization,OH4102712,"1,372",Jefferson,"$3,404,646.00",Construction,May-26,DIS/REG,SEDO,
Toledo,Distribution System Improvements,OH4801411,"360,000",Lucas,"$70,000,000.00",Construction,Oct-25,STD,NWDO,
Toronto,Walton Acres Phase 2 Waterline  and Streetscape Improvements,OH4102811,"5,676",Jefferson,"$1,600,000.00",Construction,Dec-25,SML,SEDO,
Trenton,Water System - 1.5 MG Elevated Storage,OH0903012,"13,012",Butler,"$10,151,875.00",Construction,Jul-25,STD,SWDO,
Tri-County Rural W&S Dist,PFAS Treatment,OH8403112,"3,000",Washington,"$2,606,800.00",Construction,Jan-26,DIS/EC,SEDO,
Tri-County Rural W&S Dist,Phase 7 Waterline Extensions,OH8403112,"3,000",Washington,"$375,800.00",Design,Sep-25,DES,SEDO,
Tri-County Rural W&S Dist,Phase 7 Waterline,OH8403112,"3,000",Washington,"$4,115,000.00",Construction,Mar-26,DIS/REG,SEDO,
Trumbull County,Stillwagon Road Water Improvements,OH7806503,835,Trumbull,"$576,000.00",Construction,Oct-25,REG,NEDO,
Trumbull County,Champion/Bazetta Water Booster Pump Station,OH7806503,835,Trumbull,"$2,860,000.00",Construction,Oct-25,STD,NEDO,
Trumbull County,Blueprint Phase 2 Water Regionalization,OH7806503,835,Trumbull,"$8,468,625.00",Construction,Oct-25,DIS/REG,NEDO,
Tuppers Plains/Chester Water Dist,State Rt. 248 and Bashan Road Waterline Improvements,OH5300612,"16,087",Meigs,"$2,510,925.00",Construction,Oct-25,STD,SEDO,
Twin City W&S District,Moravian Trail,OH7901711,"9,224",Tuscarawas,"$100,000.00",Planning,Sep-25,PLN,SEDO,
Twin City W&S District,Moravian Trail,OH7901711,"9,224",Tuscarawas,"$821,560.00",Design,Sep-25,DES,SEDO,
Twin City W&S District,Moravian Trail,OH7901711,"9,224",Tuscarawas,"$4,107,810.00",Construction,Feb-26,DIS,SEDO,
Upper Sandusky,Crawford Waterline Extension,OH8800511,"6,698",Wyandot,"$2,900,000.00",Construction,Oct-25,REG,NWDO,
Wadsworth,Water System Looping Improvements,OH5201712,"24,356",Medina,"$140,000.00",Design,Oct-25,DES,NEDO,
Wadsworth,Good Avenue & High Street Waterline Replacement,OH5201712,"24,356",Medina,"$405,743.00",Design,Oct-25,DES,NEDO,
Wakeman,Lead Service Line Replacement,OH3901411,"1,047",Huron,"$98,662.00",Design,Aug-25,DES,NWDO,
Wakeman,Lead Service Line Replacement,OH3901411,"1,047",Huron,"$315,000.00",Construction,Feb-26,LSL,NWDO,
Wapakoneta,Industrial Park Water Distribution System Impro Phase 2,OH0600712,"11,000",Auglaize,"$11,680,000.00",Construction,Jan-26,SML,NWDO,
Warren,2022 Waterline Replacement Program (Area C),OH7803811,"49,130",Trumbull,"$826,090.00",Construction,Oct-25,LSL PF,NEDO,
Warren Community W&S Dist,PFAS Remediation Pilot Testing and Detailed Design,OH8402703,"7,215",Washington,"$151,000.00",Planning,Sep-25,PLN,SEDO,
Warren Community W&S Dist,PFAS Remediation Pilot Testing and Detailed Design1,OH8402703,"7,215",Washington,"$412,000.00",Design,Oct-25,DES,SEDO,
Washingtonville,Elevated Tank Replacement,OH1502812,801,Columbiana,"$1,474,420.00",Construction,Feb-26,DIS,NEDO,
Waynoka Regional W&S District,Lake Waynoka: Water Tower,OH0800811,"2,428",Brown,"$70,272.00",Design,Oct-25,DES,SWDO,
Waynoka Regional W&S District,Lake Waynoka: Water Tower,OH0800811,"2,428",Brown,"$1,866,112.00",Construction,May-26,STD,SWDO,
Wellington,Lead Service Line Replacement,OH4701511,"4,802",Lorain,"$408,288.00",Construction,Jul-25,SML,NEDO,
Wellington,WTP Fire Restoration,OH4701511,"4,802",Lorain,"$70,000.00",Design,Oct-25,DES,NEDO,
Wellington,WTP Fire Restoration,OH4701511,"4,802",Lorain,"$1,180,000.00",Construction,Oct-25,SML,NEDO,
Wellington,Waterline Loop to Watermain,OH4701511,"4,802",Lorain,"$225,000.00",Construction,Oct-25,SML,NEDO,
Wellington,Village-wide LSL Replacement,OH4701511,"4,802",Lorain,"$1,085,500.00",Construction,Jan-26,LSL,NEDO,
Wellston,Water Treatment Plant Phase 2,OH4001912,"7,000",Jackson,"$9,362,000.00",Construction,Jan-26,DIS,SEDO,
Wellston,Pennsylvania Ave Watermain Replacement,OH4001912,"7,000",Jackson,"$3,198,605.00",Construction,Apr-26,SML,SEDO,
Wellston,Pennsylvania Ave Watermain Replacement,OH4001912,"7,000",Jackson,"$246,047.00",Design,Mar-26,DES,SEDO,
West Carrollton,WTP Improvements,OH5702812,"12,910",Montgomery,"$8,510,000.00",Construction,Sep-25,STD,SWDO,
West Farmington,New Water Wells,OH7803911,908,Trumbull,"$309,700.00",Design,Dec-25,DES,NEDO,
West Farmington,New Water Wells,OH7803911,908,Trumbull,"$1,690,700.00",Construction,Mar-26,DIS,NEDO,
West Jefferson,National Pike and Old SR 29 Water Main Loop,OH4902012,"4,222",Madison,"$515,500.00",Construction,Oct-25,SML,CO,
West Union,SR 41 Water Main Replacement,OH0100503,"3,241",Adams,"$720,000.00",Construction,Dec-25,SML,SEDO,
Western Water Company,PFAS Treatment Process Removal,OH8300512,"39,508",Warren,"$4,000,000.00",Construction,May-26,STD/EC,SWDO,
Willard,Waterline Replacement Project,OH3901511,"7,099",Huron,"$2,100,000.00",Construction,Jun-26,SML/LSL PF,NWDO,
Williamsport,Water Treatment Plant & Water Distribution Improvements,OH6503012,"1,038",Pickaway,"$344,781.00",Design,Oct-25,DES,CO,
Windham,Water Line Extension,OH6704812,"1,777",Portage,"$205,500.00",Design,Oct-25,DES,NEDO,
Windham,Water Line Extension,OH6704812,"1,777",Portage,"$2,274,350.00",Construction,Mar-26,DIS/REG,NEDO,
Wintersville,Wintersville Steubenville Connection,OH4103003,"3,924",Jefferson,"$866,025.00",Construction,Oct-25,SML,SEDO,
Woodsfield,Lower Reservoir Expansion,OH5600711,"2,598",Monroe,"$110,000.00",Planning,Oct-25,PLN,SEDO,
Woodsfield,Lower Reservoir Expansion,OH5600711,"2,598",Monroe,"$575,000.00",Design,Jan-26,DES,SEDO,
Woodsfield,Lower Reservoir Expansion,OH5600711,"2,598",Monroe,"$16,115,000.00",Construction,Jun-26,SML,SEDO,
Woodville,Elevated Water Storage Tank,OH7200912,"2,006",Sandusky,"$990,387.00",Construction,Sep-25,SML,NWDO,
Woodville,Pine Street Waterline Replacement,OH7200912,"2,006",Sandusky,"$20,000.00",Design,Jun-26,DES,NWDO,
Woodville,Pine Street Waterline Replacement,OH7200912,"2,006",Sandusky,"$222,000.00",Construction,Jun-26,SML,NWDO,
Woodville,Water Street and WWTP Service Loop,OH7200912,"2,006",Sandusky,"$4,000,000.00",Construction,Mar-26,SML,NWDO,
Wooster,Well S-4,OH8504512,"26,618",Wayne,"$1,000,000.00",Construction,Dec-25,STD/EC,NEDO,
Youngstown,E. Webb Rd Booster Station Improvements,OH5002303,"130,530",Mahoning,"$8,991,465.00",Construction,Feb-26,STD,NEDO,
Youngstown,Crandall Park Area Water Main & Lead Service Line Replace,OH5002303,"130,530",Mahoning,"$9,000,000.00",Construction,Jun-26,STD/LSL PF,NEDO,
Zanesville,Blandy Waterline Relocation - Low Pressure System,OH6002712,"29,381",Muskingum,"$5,249,520.00",Construction,Dec-25,STD,SEDO,
Zanesville,Meter Replacement,OH6002712,"29,381",Muskingum,"$12,182,759.00",Construction,Dec-25,STD,SEDO,
