Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
16236,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Ground Water Source, Upgrade Ground Water Source, New Storage, Upgrade Distribution System","2,214",$0,55,"$2,037,010,843",FMP,Annual
18814,Otsego,EDMESTON (T) / Edmeston (T),"Treatment and Distribution System Improvements., Upgrade Water Treatment Plant, Upgrade Distribution System",900,"$10,903,200",55,"$2,047,914,043",,Annual
18585,Rensselaer,PETERSBURGH WATER DISTRICT / Petersburgh (T),"Address PFAS, Develop Additional GW Source, Storage and Distribution Improvements., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",240,$0,55,"$2,047,914,043",FMP,Annual
19847,Delaware,TREADWELL WATER DISTRICT / Franklin (T),"Treadwell Water District Improvements Project., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage",140,"$1,500,000",55,"$2,049,414,043",,Annual
19267,Franklin,MALONE (V) / Malone (V),"New production well, trans. main, upgrades well buildings, WTP and water meters. , Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission","6,619",$0,55,"$2,049,414,043",FMP,Annual
18622,Allegany,ALFRED VILLAGE WATER SUPPLY / Alfred (V),"Upgrade Transmission, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","3,500","$1,500,000",55,"$2,050,914,043",FMP,Annual
19046,Delaware,DELHI (V) / Delhi (V),"Distribution, Storage, & Pump Station Upgrades, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","3,172","$6,500,000",55,"$2,057,414,043",,Annual
19555,Saratoga,SCHUYLERVILLE-VICTORY WATER BOARD / Schuylerville-Victory WB,"Joint Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System","2,200","$9,187,900",55,"$2,066,601,943",,Annual
18232,Jefferson,ADAMS VILLAGE / Adams (V),"Upgrade Ground Water Source, Upgrade Distribution System","2,000",$0,55,"$2,066,601,943",FMP,Annual
19133,Cayuga,WEEDSPORT (V) / Weedsport (V),"Water Systems Improvements, Upgrade Storage, Upgrade Distribution System","1,945","$22,008,000",55,"$2,088,609,943",,Annual
19123,Oswego,MEXICO (V) / Mexico (V),"Phase 2 Distribution Main Replacement and Source Upgrades, Upgrade Ground Water Source, Upgrade Distribution System","1,848","$12,193,000",55,"$2,100,802,943",,Annual
20001,Cattaraugus,RANDOLPH (T) / Randolph (T),"New Groundwater Source, Water Main Replacement, Reservoir & Booster Pump Station Upgrades, Upgrade Distribution System","1,738","$7,347,000",55,"$2,108,149,943",,Annual
19766,Sullivan,LIVINGSTON WD / Rockland (T),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System",850,"$8,365,746",55,"$2,116,515,689",,Annual
19574,Steuben,PRATTSBURGH WD / Prattsburgh (T),"Water distribution system improvements , Upgrade Storage, Upgrade Distribution System",594,"$7,107,000",55,"$2,123,622,689",,Annual
19243,Steuben,COHOCTON (T) / Cohocton (T),"Tank rehab, distribution upgrades and looping, well house improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",485,"$3,759,150",55,"$2,127,381,839",,Annual
19165,Onondaga,SYRACUSE CITY / Syracuse (C),"Guilford, Brookford and Westminster Booster Pump Station Replacement, New Pump Station","192,000","$3,707,200",55,"$2,131,089,039",,Annual
19056,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Water Main Replacement and WTP Upgrades, Upgrade Water Treatment Plant, Upgrade Distribution System","55,593","$10,025,000",55,"$2,141,114,039",,Annual
18995,Rensselaer,TROY (C) / Troy (C),"Phase 2 (North Section) RW Transmsission Main., Upgrade Transmission","51,400","$2,000,000",55,"$2,143,114,039",FMP,Annual
19961,Chautauqua,JAMESTOWN BOARD OF PUBLIC UTLILITIES / Jamestown BPU,"Cassadaga Pump Station Improvements., Upgrade Pump Station","40,184","$16,030,000",55,"$2,159,144,039",,Annual
18208,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Interconnection NYC Aqueduct, Water Filtration Plant, Transmission main. Related to project DWSRF 16906, New Water Treatment Plant, New Transmission, New Inter-Connection","21,750",$0,55,"$2,159,144,039",FMP,Annual
19751,Chautauqua,NORTH CHAUTAUQUA COUNTY WD / Chautauqua County,"North Chautauqua County WD Phase 3, Upgrade Distribution System","9,000","$8,200,000",55,"$2,167,344,039",,Annual
19777,Monroe,BROCKPORT (V) / Brockport (V),"Replacement of Watermains and Appurtenances on Various Areas, Upgrade Distribution System","7,300","$10,266,010",55,"$2,177,610,049",,Annual
19770,Cayuga,FLEMING-SPRINGPORT WD / Fleming (T),"New water main to interconnect Fleming-Springport WD, Fleming Consolidated WD, and Owasco WD., Upgrade Distribution System, New Inter-Connection","5,525","$8,005,160",55,"$2,185,615,209",,Annual
19261,Herkimer,LITTLE FALLS (C) / Little Falls (C),"Distribution system improvements, WTP improvements, Spruce Lake Dam Rehabilitation., Upgrade Water Treatment Plant, Upgrade Distribution System","4,946","$48,357,000",55,"$2,233,972,209",,Annual
19512,Columbia,KINDERHOOK (T) / Kinderhook (T),"Watermain replacement and extension, New Distribution System, Upgrade Distribution System","4,400","$4,926,000",55,"$2,238,898,209",,Annual
19232,Wayne,CLYDE (V) / Clyde (V),"Replace well pumps, well improvements, upgrade chemical feed system, site improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source","2,269",$0,55,"$2,238,898,209",,Annual
19515,Oswego,OSWEGO (C) / Oswego (C),"Ellen St. and Gardiner Hill HSZ Interconnect, and rehab Gardiner Hill Tank, Upgrade Storage, Upgrade Distribution System","1,700","$11,200,000",55,"$2,250,098,209",,Annual
19556,Montgomery,ST JOHNSVILLE (V) / St. Johnsville (V),"Disinfection Upgrades, Tank Rehab, Monroe St. Main Replacement, Upgrade Storage, Upgrade Distribution System","1,643","$3,048,800",55,"$2,253,147,009",,Annual
19984,Lewis,LYONS FALLS (V) / Lyons Falls (V),"Water Distribution System improvements., Upgrade Distribution System",708,"$10,300,000",55,"$2,263,447,009",,Annual
18534,Onondaga,SKYRIDGE/SALT SPRINGS JOINT PROJECT / Manlius (T),"Skyridge WD/Salt Springs WD Joint Water Project., New System Consolidation, New Water District",100,"$13,700,000",55,"$2,277,147,009",,Annual
19974,Cayuga,SENNETT (T) / Sennett (T),"Water District No. 8., New Water District",333,"$6,180,000",55,"$2,283,327,009",,Annual
19980,Washington,GREENWICH (T) / Greenwich (T),"New Town Water District No. 1., New Complete System (New System)","3,600","$10,715,100",55,"$2,294,042,109",,Annual
19896,Livingston,LIVONIA (T) / Livonia (T),"Central Livonia WD, New Water District","1,100","$11,815,900",55,"$2,305,858,009",,Annual
18737,Chemung,BIG FLATS WD #4 / Big Flats (T),"Smith Valley and Ponderosa Drive Extension., Extend Distribution System",231,"$2,277,534",55,"$2,308,135,543",,Annual
19188,Oswego,TOWN OF CONSTANTIA WD NO. 3 / Constantia (T),"Water District 3 formation w/ new DI mains,valves and services, New Water District",140,"$3,230,080",55,"$2,311,365,623",,Annual
19981,Jefferson,CAPE VINCENT (T) WD#9 / Cape Vincent (T),"New Water District No. 9, New Water District",72,"$8,334,300",55,"$2,319,699,923",,Annual
19036,Ontario,GORHAM TOWN WATER DISTRICT / Gorham (T),"Comprehensive WTP Improvements, Upgrade Water Treatment Plant, Upgrade Pump Station","4,373",$0,50,"$2,319,699,923",FMP,Annual
19772,Suffolk,FISHERS ISLAND WATER WORKS / Fishers Island Utility Co,"Barlow Pond SWTP Improvements, Upgrade Water Treatment Plant","3,500","$3,531,847",50,"$2,323,231,770",,Annual
19995,Tompkins,DRYDEN (V) / Dryden (V),"Groundwater Well Arsenic Abatement via Blending, Upgrade Ground Water Source","1,886","$2,178,759",50,"$2,325,410,529",,Annual
19159,Jefferson,SACKETS HARBOR (V) / Sackets Harbor (V),"E. Main St., E. Washington St., etc. Watermain Replacement, Upgrade Distribution System","1,503","$3,190,000",50,"$2,328,600,529",,Annual
18444,Schenectady,SCOTIA (V) / Scotia (V),"Water System Improvements., Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","12,800","$8,000,000",50,"$2,336,600,529",,Annual
19209,Cayuga,FAIR HAVEN (V) / Fair Haven (V),"Replacement of Asbestos Cement Watermain, Replace Storage Tank, and New Well, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","2,040","$24,184,000",50,"$2,360,784,529",,Annual
19262,Warren,CHESTERTOWN WD / Chester (T),"New well, upgrade distribution system, replace AC pipe, New Ground Water Source, Upgrade Distribution System",750,"$2,947,000",50,"$2,363,731,529",,Annual
18526,Sullivan,JEFFERSONVILLE (V) / Jeffersonville (V),"New Source, treatment and storage facility upgrades, New Ground Water Source, New Storage, Upgrade Distribution System",400,"$5,314,353",50,"$2,369,045,882",,Annual
18305,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Lake Ontario Water Treatment Plant Improvements Phase 3 - Clearwells., Upgrade Water Treatment Plant","500,000","$33,250,000",50,"$2,402,295,882",,Annual
18979,Schenectady,SCHENECTADY (C) / Schenectady (C),"Phase 1 Rice Road Source and WTP Improvements,, Upgrade Water Treatment Plant, New Ground Water Source","60,000","$7,775,470",50,"$2,410,071,352",,Annual
16069,Suffolk,RIVERHEAD WD / Riverhead (T),"Construction of Replacement Production Well, Upgrade Water Treatment Plant, Upgrade Ground Water Source","28,000","$2,754,000",50,"$2,412,825,352",,Annual
18058,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Replacement of Mink Hollow Raw Water Intake, Upgrade Other Expenses, Upgrade Other (OT)","24,000",$0,50,"$2,412,825,352",FMP,Annual
18906,Wyoming,ARCADE VILLAGE / Arcade (V),"Hamlet of Sandusky Water System Improvements., Upgrade Storage, Upgrade Distribution System","2,400","$4,617,490",50,"$2,417,442,842",,Annual
19253,Franklin,CHATEAUGAY (V) / Chateaugay (T),"Replacing spring house with new wells, water meters, and distribution work., New Ground Water Source, Upgrade Distribution System","1,100","$22,911,278",50,"$2,440,354,120",,Annual
19950,Wayne,SODUS POINT WATER SYSTEM / Sodus Point (V),"Replace 22,700 LF main, secondary interconnection to WCWSA, replace LSLs, tank improvements, and pump station improvements, New Water District","1,096","$11,750,000",50,"$2,452,104,120",,Annual
19379,Delaware,ANDES (T) / Andes (T),"Installation of two wells, new treatment process, connection to distribution system, line existing reservoir, Upgrade Water Treatment Plant, Upgrade Surface Water Source, New Ground Water Source",350,"$2,588,550",50,"$2,454,692,670",,Annual
18706,Onondaga,SYRACUSE CITY / Syracuse (C),"Intake No. 2 Extension., Upgrade Surface Water Source","192,000","$14,011,500",50,"$2,468,704,170",,Annual
18294,Niagara,LOCKPORT (C) / Lockport (C),Upgrade Transmission,"21,165",$0,50,"$2,468,704,170",FMP,Annual
19519,Yates,PENN YAN (V) / Penn Yan (V),"Upgrades to WTP to improve water quality and system reliability , Upgrade Water Treatment Plant, Upgrade Storage","8,159","$5,610,000",50,"$2,474,314,170",,Annual
18759,Orleans,ALBION VILLAGE / Albion (V),"Improvements to the existing WTP, and pump station, and replacment of aged transmission main., Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Pump Station","6,000","$2,000,000",50,"$2,476,314,170",FMP,Annual
18820,Steuben,BATH (V) / Bath (V),"W. Washington, Liberty, Geneva, W. Morris St, E Steuben Distribution Improvements, Upgrade Distribution System","5,500",$0,50,"$2,476,314,170",FMP,Annual
19805,Saratoga,SOUTH GLENS FALLS (V) / South Glens Falls (V),"Replacement of aged water main along Ferry Boulevard, Upgrade Distribution System","3,744","$1,000,000",50,"$2,477,314,170",,Annual
19834,Chautauqua,WESTFILED (V) / Westfield (V),"Westfiled (V) Distribution System Improvements, New Distribution System","3,046","$8,795,400",50,"$2,486,109,570",,Annual
18565,Steuben,CANISTEO VILLAGE / Canisteo (V),"Replace critical sections of the water main within the Village's distribution system, and upgrades to stroage tank and meters., Upgrade Storage, Upgrade Distribution System","2,320",$0,50,"$2,486,109,570",FMP,Annual
18412,Montgomery,CANAJOHARIE (V) WATER WORKS / Canajoharie (V),"Storage tank replacement; storage tank rehabilitation; distribution upgrades, New Storage, Upgrade Storage, Upgrade Distribution System","2,300",$0,50,"$2,486,109,570",FMP,Annual
19897,Broome,DEPOSIT (V) / Deposit (V),"Phase 1 Water Sytem Upgrades - WTP Upgrades and raised wellhouse, Upgrade Water Treatment Plant, Upgrade Ground Water Source","1,387","$1,729,390",50,"$2,487,838,960",,Annual
18206,Cortland,CORTLAND (C) / Cortland (C),"Clinton Avenue Distribution System Upgrade., Upgrade Distribution System","20,095","$2,009,463",50,"$2,489,848,423",,Annual
19488,Fulton,GLOVERSVILLE (C) WATER WORKS / Gloversville (C),"Water Meter Replacdement project. , Upgrade Other Expenses, Upgrade Other (OT)","15,300","$1,350,000",50,"$2,491,198,423",,Annual
19835,Monroe,PARMA (T) / Parma (T),"Town of Parma Water Improvement Benefit Area No. 1, New Distribution System",213,"$3,435,037",50,"$2,494,633,460",,Annual
18671,Nassau,HEMPSTEAD (V) / Hempstead (V),"1,4-dioxane Treatment at Laurel Ave Plant (Well Nos. 7 and 9). , Upgrade Water Treatment Plant","56,000","$6,263,074",50,"$2,500,896,534",,Annual
19533,Oswego,PARISH (V) / Parish (V),"New Village Municipal Water System, New Water District",534,"$13,047,010",50,"$2,513,943,544",,Annual
19193,Yates,TOWN OF BENTON WATER DISTRICT NO.6 / Benton (T),"New Water District No.6, New Water District",450,"$26,889,000",50,"$2,540,832,544",,Annual
18859,Madison,WHITELAW WD / Sullivan (T),"Whitelaw WD - Extend water service to areas served by private wells., New Water District",180,"$5,960,000",50,"$2,546,792,544",,Annual
19932,Genesee,ALEXANDER (T) / Alexander (T),"New Water District No.7, New Water District",179,"$15,759,000",50,"$2,562,551,544",,Annual
19074,Cayuga,WD NO. 11 / Brutus (T),"Water District No. 11, New Water District",116,"$1,430,000",50,"$2,563,981,544",,Annual
19426,Herkimer,ILION (V) WATER WORKS / Ilion (V),"Lead service line replacement., Upgrade Distribution System","7,646","$4,071,590",45,"$2,568,053,134",BLSLR,Annual
19423,Herkimer,HERKIMER (V) / Herkimer (V),"Lead service line inventory., Upgrade Distribution System","7,500","$801,340",45,"$2,568,854,474",BLSLR,Annual
19424,Herkimer,HERKIMER (V) / Herkimer (V),"Lead service line replacement., Upgrade Distribution System","7,500","$13,208,720",45,"$2,582,063,194",BLSLR,Annual
18918,Dutchess,RHINEBECK VILLAGE WATER / Rhinebeck (V),"Upgrade Water Treatment Plant, Upgrade Storage","4,300",$0,45,"$2,582,063,194",FMP,Annual
19901,Essex,JAY TOWN / Jay (T),"New Well, WTP Rehab, Transmission Main Replacement, Storage improvement, Meters, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission, Upgrade Distribution System","1,634","$5,650,768",45,"$2,587,713,962",,Annual
19131,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Rehabilitation of Filters 1 through 4 - Van de Water WTP, Upgrade Water Treatment Plant","180,000","$28,706,700",45,"$2,616,420,662",,Annual
18458,Washington,FORT EDWARD VILLAGE / Fort Edward (V),"Hill Storage Tank Replacement and Upgrade PS and Distribution., New Storage, Upgrade Pump Station, Upgrade Distribution System","3,150",$0,45,"$2,616,420,662",FMP,Annual
19764,Sullivan,ROSCOE-ROCKLAND WD / Rockland (T),"New wells, treatment, and main replacement, New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",500,"$8,300,000",45,"$2,624,720,662",,Annual
19118,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of the Van de Water Raw Water Pumping System, Upgrade Pump Station","180,000","$14,280,000",45,"$2,639,000,662",,Annual
18572,Albany,COHOES CITY / Cohoes (C),"WTP Improvements Phase I., Upgrade Water Treatment Plant","15,550","$9,609,256",45,"$2,648,609,918",,Annual
18927,Jefferson,ADAMS (V) / Adams (V),"Water main and water meter replacement, Upgrade Distribution System","3,300","$6,162,490",45,"$2,654,772,408",,Annual
19186,Tompkins,TRUMANSBURG (V) / Trumansburg (V),"Village-Wide Storage, Treatment, and Pump Station Upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station","2,300","$3,884,000",45,"$2,658,656,408",,Annual
15902,Steuben,ADDISON VILLAGE / Addison (V),"Main replacement & looping, new High Street Tank, wellhouse VFD improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","1,797","$2,167,000",45,"$2,660,823,408",,Annual
18175,Jefferson,SACKETS HARBOR VILLAGE / Sackets Harbor (V),"Replace existing intake piping and crib., Upgrade Surface Water Source, Upgrade Transmission","1,300",$0,45,"$2,660,823,408",FMP,Annual
19514,St.Lawrence,TOWN OF EDWARDS WD NO.1 / Edwards (T),"Well No.2 Improvements, Upgrade Surface Water Source",465,"$800,000",45,"$2,661,623,408",,Annual
18913,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Replacement of Solvay Potable Water Pump Station, New Pump Station","340,000","$2,640,000",45,"$2,664,263,408",,Annual
18929,Oneida,MOHAWK VALLEY WATER AUTHORITY / MVWA,"Hanger Zone Tank Reconfiguration and main replacement, New Storage, Upgrade Storage, Upgrade Distribution System","130,000","$14,700,000",45,"$2,678,963,408",,Annual
18997,Nassau,HICKSVILLE WD / Hicksville Water District,"Plant No. 6 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal., Upgrade Water Treatment Plant","47,810",$0,45,"$2,678,963,408",BEC,Annual
18507,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Phase 2 transmission main and SCADA rehabilitation, Upgrade Transmission, Upgrade Distribution System","24,000",$0,45,"$2,678,963,408",FMP,Annual
19153,Otsego,ONEONTA (C) / Oneonta (C),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System","16,000","$12,525,830",45,"$2,691,489,238",,Annual
19278,Fulton,GLOVERSVILLE (C) WATER WORKS / Gloversville (C),"New Tranmission Main and upgrades to the distribution system. , New Transmission, Upgrade Distribution System","15,300","$5,309,551",45,"$2,696,798,789",,Annual
18830,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"Interconnection between Wappingers Falls (V) and Wappinger (T)., New Inter-Connection","5,522","$1,440,252",45,"$2,698,239,041",,Annual
19505,Delaware,MARGARETVILLE (V) / Margaretville (V),"Hospital Tank replacement, meters, control system upgrades, Upgrade Storage, Upgrade Distribution System",514,"$1,508,801",45,"$2,699,747,842",,Annual
18543,Onondaga,SYRACUSE CITY / Syracuse (C),"Repalce chlorine gas systems with NaOCl., Upgrade Water Treatment Plant","192,000","$3,543,200",45,"$2,703,291,042",,Annual
18559,Onondaga,SYRACUSE CITY / Syracuse (C),"One of the three transmission conduits, which supply water to the City of Syracuse, is to have sections replaced., Upgrade Transmission","192,000","$1,671,175",45,"$2,704,962,217",,Annual
19166,Onondaga,SYRACUSE CITY / Syracuse (C),"PRV Replacement Project, Upgrade Other Expenses, Upgrade Other (OT)","192,000","$746,750",45,"$2,705,708,967",,Annual
19910,Jefferson,WATERTOWN (C) / Watertown (C),"New 5 MG storage tank to replace existing tank, and partial transmission replacement, Upgrade Transmission, Upgrade Storage","65,000","$28,793,000",45,"$2,734,501,967",,Annual
19273,Schenectady,SCHENECTADY (C) / Schenectady (C),"Phase 2 Rice Road WTP Improvements., Upgrade Water Treatment Plant","60,000","$8,221,460",45,"$2,742,723,427",,Annual
19826,Ontario,GENEVA (C) / Geneva (C),"Fltration upgrade at water treatment plant., Upgrade Water Treatment Plant","14,500","$14,667,200",45,"$2,757,390,627",,Annual
19918,St.Lawrence,MASSENA (V) / Massena (V),"Phase 2A - Bower Street Tank and Clearwell Replacement, Upgrade Storage","10,234","$11,746,100",45,"$2,769,136,727",,Annual
19540,Orleans,MEDINA (V) / Medina (V),"Ph I Upgrade on WM, Booster Pump, SCADA and Storage, Upgrade Distribution System","6,050","$12,025,250",45,"$2,781,161,977",,Annual
19528,Jefferson,PAMELIA CONSOLIDATED WD NO. 1 / Pamelia (T),"Water Main Replacement and Chlorine Booster Station, Upgrade Other Expenses, Upgrade Distribution System, Upgrade Other (OT)","2,350","$8,786,000",45,"$2,789,947,977",,Annual
17882,Fulton,BROADALBIN (V) / Broadalin (V),"Replace Aged Storage Tank, New Storage","1,500","$3,000,000",45,"$2,792,947,977",FMP,Annual
19542,Jefferson,DEXTER (V) / Dexter (V),"Route 180 Water Line Replacement, Upgrade Distribution System","1,004","$3,071,975",45,"$2,796,019,952",,Annual
19546,Livingston,GENESEO (T) / Geneseo (T),"Legacy WM Replacement - Crossett Rd., NYS Rts 63, 39 and 20A, Upgrade Distribution System",108,"$3,708,000",45,"$2,799,727,952",,Annual
18909,Cortland,CORTLAND (C) / Cortland (C),"Homer Ave Reconstruction & Water Main Replacement Project., Upgrade Distribution System","17,465","$12,011,120",45,"$2,811,739,072",,Annual
18971,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extensions - Manorville (Ext #94) due to MTBE, PFOA, PFOS, and Fe/Mn contamination in private wells, Extend Distribution System, Extend Water District","28,000","$12,877,000",45,"$2,824,616,072",BEC,Annual
19493,Warren,QUEENSBURY WATER DISTRICT / Queensbury (T),"Extension to Jenkinsville to serve private wells contaminated with 1,4-Dioxane., New Distribution System",425,"$7,316,272",45,"$2,831,932,344",BEC,Annual
19829,Saratoga,CLIFTON PARK (T) / Clifton Park (T),"East Side WD. Extension of Water Main to serve new service area., Extend Water District",280,"$3,370,000",45,"$2,835,302,344",,Annual
18604,Clinton,BEEKMANTOWN WATER DISTRICT / Beekmantown (T),"New Public Water System., New Complete System (New System)",250,$0,45,"$2,835,302,344",FMP,Annual
18972,Suffolk,RIVERHEAD WD / Riverhead (T),"WD Extension Nos. 95 & 96 - Calverton. Extend Public Water to Address PFAS in Private Residential Wells., Extend Distribution System, Extend Water District",190,"$12,178,000",45,"$2,847,480,344",BEC,Annual
19284,Onondaga,BUSSEY AND NORTON ROADS WD EXTENSION / Onondaga (T),"Bussey and Norton Roads Consilidated Water Supply District Extension, New Water District",156,"$2,531,311",45,"$2,850,011,655",,Annual
19674,Suffolk,SMITHTOWN WATER DISTRICT / Smithtown (T),"Extension of water district to serve PFAS contaminated private wells (Oakside Drive and Landing Ave), Extend Distribution System",91,"$1,426,000",45,"$2,851,437,655",BEC,Annual
19199,Cayuga,THROOP (T) WD #2 / Throop (T),"Water District #2 - Centerport, Reyer, and Sine Rd., New Water District",66,"$1,250,000",45,"$2,852,687,655",,Annual
18851,Orange,GREENWOOD LAKE (V) / Greenwood Lake (V),"Village of Greenwood Lake water system improvements., Upgrade Water Treatment Plant, Upgrade Ground Water Source","3,000",$0,40,"$2,852,687,655",FMP,Annual
18656,Orange,FLORIDA VILLAGE / Florida (V),"DBP reduction project., Upgrade Water Treatment Plant","2,757","$3,000,000",40,"$2,855,687,655",FMP,Annual
19259,Schenectady,ROTTERDAM (T) / Rotterdam (T),"WD #5 High Priority Improvements., New Ground Water Source, Upgrade Distribution System","30,523","$34,917,000",40,"$2,890,604,655",EQ,Annual
19964,Albany,ALTAMONT (V) / Altamont (V),"Interconnection to the Town of Guilderland's Water System to Address Elevated Manganese., New Inter-Connection","1,675","$4,841,000",40,"$2,895,445,655",,Annual
18940,St.Lawrence,EAST LOUISVILLE WATER DISTRICT / Louisville (T),"WTP Upgrade., Upgrade Water Treatment Plant, New Water Treatment Plant","1,200",$0,40,"$2,895,445,655",FMP,Annual
19738,Ontario,GORHAM TOWN WATER DISTRICT / Gorham (T),"Town-wide water main replacement, new interconnection between pressure Zones 1 and 2, replace County Road 1 Water Storage Tank, Upgrade Storage, Upgrade Distribution System","4,373","$11,029,000",40,"$2,906,474,655",,Annual
19155,Albany,RAVENA (V) / Ravena (V),"Phase 2 Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","3,271","$7,428,000",40,"$2,913,902,655",,Annual
18884,Jefferson,HOUNSFIELD WATER SYSTEM / Hounsfield (T),"NYS Rt 3 Corridor Upgrades., New Transmission, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System","1,250",$0,40,"$2,913,902,655",FMP,Annual
19509,Erie,TONAWANDA (T) / Tonawanda (T),"Electrical Upgrades at WTP and Pump Station, Upgrade Water Treatment Plant","87,169","$44,920,000",40,"$2,958,822,655",,Annual
19969,Livingston,AVON (V) / Avon (V),"Replacement of transmission main and appurtenances., Upgrade Distribution System","6,220","$2,907,000",40,"$2,961,729,655",,Annual
19108,Rensselaer,HOOSICK FALLS (V) / Hoosick Falls (V),"Rogers Ave Tank replaement, watermain replacement and LSL replacement., Upgrade Storage, Upgrade Distribution System","4,500","$7,000,000",40,"$2,968,729,655",,Annual
19187,Dutchess,AMENIA WD #1 / Amenia (T),"Water District No. 1 Improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","1,000","$4,019,936",40,"$2,972,749,591",,Annual
19035,Washington,FORT ANN (V) / Fort Ann (V),"Halfway Brook Transmission Main Replacement, Upgrade Transmission",460,"$380,000",40,"$2,973,129,591",,Annual
18421,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,Upgrade Water Treatment Plant,"650,000","$3,000,000",40,"$2,976,129,591",,Annual
19137,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sturgeon Point WTP Washwater Tank Replacement., New Water Treatment Plant","479,000","$3,744,250",40,"$2,979,873,841",,Annual
19117,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of the Van de Water High Service Pump System, Upgrade Pump Station","180,000","$46,440,000",40,"$3,026,313,841",,Annual
18829,Madison,ONEIDA (C) / Oneida (C),"Construction of a new clear well, and rehab existing clear well at Glenmore WTP., Upgrade Storage","20,516","$3,357,800",40,"$3,029,671,641",,Annual
19143,Jefferson,CLAYTON (V) / Clayton (V),"Water Main Replacement and New Raw Water Intake Line and Screen, Upgrade Distribution System","2,732",$0,40,"$3,029,671,641",FMP,Annual
19579,Greene,SLEEPY HOLLOW LAKE WATER COMPANY / Sleepy Hollow Lake APO,"Sleepy Hollow Lake WTP Upgrades, Upgrade Water Treatment Plant","2,460","$8,376,498",40,"$3,038,048,139",,Annual
18554,Chenango,AFTON (V) / Afton (V),"Replace water storage tank, upgrade spring source booster pump station, upgrade well control building, water main replacement., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","1,000","$6,995,000",40,"$3,045,043,139",,Annual
18335,Oneida,MOHAWK VALLEY WATER AUTHORITY / MVWA,"Toby Road Tank 3., New Storage","130,000","$19,100,000",40,"$3,064,143,139",,Annual
19127,Albany,ALBANY (C) / Albany MWFA,"Basic Creek Reservoir Dam Safety Improvements, Upgrade Surface Water Source","101,082","$8,605,000",40,"$3,072,748,139",,Annual
19157,Albany,ALBANY (C) / Albany MWFA,"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station","101,082","$9,746,301",40,"$3,082,494,440",,Annual
19558,Albany,ALBANY (C) / Albany MWFA,"Rensselaer Lake Dam Safety Improvements, Upgrade Surface Water Source","98,000","$8,003,000",40,"$3,090,497,440",,Annual
19727,Suffolk,SOUTH HUNTINGTON WD / South Huntington WD,"Plant No. 15 - 1,4-dioxane removal via AOP, Upgrade Water Treatment Plant","81,760","$7,700,000",40,"$3,098,197,440",BEC,Annual
19004,Nassau,JERICHO WD / Jericho WD,"Well No. 33 - Perchlorate and Nitrate Removal, Upgrade Water Treatment Plant","58,000","$16,325,000",40,"$3,114,522,440",,Annual
19393,Nassau,JERICHO WD / Jericho Water District,"Relocate existing GAC vessels to Well 29 and install new GAC Vessels at Wells 18 and 19 to address PFAS contamination, Upgrade Water Treatment Plant","58,000","$17,559,440",40,"$3,132,081,880",BEC,Annual
