Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
18805,Oneida,VERNON (T) CENTER WD / Vernon (T),"Vernon Center WD Serve area with private contaminated wells, New Water District",800,"$11,198,605",85,"$6,833,903,436",,Multi-Year
18131,Oneida,SAUQUOIT CONSOLIDATED WD (T/O/PARIS) / Paris (T),"Saquoit WD Upgrades., New Water Treatment Plant, New Ground Water Source, Upgrade Transmission","2,639","$5,250,000",70,"$6,839,153,436",,Multi-Year
18883,Oneida,ORISKANY FALLS VILLAGE / Oriskany Falls (V),"Booster pump station and water main upgrades on Cooper, College, and Cottage Streets, New Pump Station, Upgrade Distribution System, New Distribution System",682,"$1,300,000",60,"$6,840,453,436",,Multi-Year
19999,Oneida,DEANSBORO WATER DISTRICT / Marshall (T),"Developing New Source, Improvements to WTP, Tank, Transmission, Pump Station, Reservoir, and Controls, Upgrade Water Treatment Plant",450,"$2,419,000",55,"$6,842,872,436",,Multi-Year
18929,Oneida,MOHAWK VALLEY WATER AUTHORITY / MVWA,"Hanger Zone Tank Reconfiguration and main replacement, New Storage, Upgrade Storage, Upgrade Distribution System","130,000","$14,700,000",45,"$6,857,572,436",,Multi-Year
19881,Oneida,MOHAWK VALLEY WATER AUTH / MVWA,"Lead service line replacement., Upgrade Distribution System","35,000","$12,740,000",40,"$6,870,312,436",,Multi-Year
18335,Oneida,MOHAWK VALLEY WATER AUTHORITY / MVWA,"Toby Road Tank 3., New Storage","130,000","$19,100,000",40,"$6,889,412,436",,Multi-Year
19536,Oneida,ROME (C) / Rome (C),"Kessinger Dam Rehabilitation, Upgrade Surface Water Source","37,300","$16,000,000",40,"$6,905,412,436",,Multi-Year
19437,Oneida,BOONVILLE (V) / Boonville (V),"Lead service line inventory., Upgrade Distribution System","2,500","$762,000",40,"$6,906,174,436",,Multi-Year
19991,Oneida,MOHAWK VALLEY WATER AUTH / MVWA,"Lead Service Line Replacement., Upgrade Distribution System","4,048","$11,016,500",40,"$6,917,190,936",,Multi-Year
19535,Oneida,ROME (C) / Rome (C),"Boyd Dam Rehabilitation, Upgrade Surface Water Source","37,300","$3,100,000",35,"$6,920,290,936",,Multi-Year
19472,Oneida,ROME (C) / Rome (C),"Lead service line inventory., Upgrade Distribution System","32,000","$1,566,000",35,"$6,921,856,936",,Multi-Year
18938,Oneida,WATERVILLE (V) / Waterville (V),"Stafford Ave Area WM Replacement., Upgrade Distribution System","1,526","$4,400,000",35,"$6,926,256,936",,Multi-Year
19911,Oneida,ROME (C) / Rome (C),"Lead Service Line Replacement., Upgrade Distribution System","32,000","$5,664,000",35,"$6,931,920,936",,Multi-Year
18947,Oneida,WATERVILLE (V) / Waterville (V),"Relocation of booster pump station, Upgrade Pump Station","1,526","$400,000",35,"$6,932,320,936",,Multi-Year
19286,Oneida,SHERRILL - KENWOOD WD / Sherrill (C),"Lead service line inventory., Upgrade Distribution System","3,500","$25,750",20,"$6,932,346,686",,Multi-Year
18721,Onondaga,JORDAN VILLAGE / Jordan (V),"Village's share of Elbridge (V) / Elbridge (T) / Jordan (V) Joint Water System Upgrades. Related to Project Nos. 18719 &18720., Upgrade Storage, Upgrade Distribution System, New System Consolidation","1,400","$3,500,000",1185,"$6,935,846,686",,Multi-Year
18720,Onondaga,ELBRIDGE (V) / Elbridge (V),"Village's share of Elbridge (V) / Elbridge (T) / Jordan (V) Joint Water System Upgrades. Related to Project Nos. 18719 &18721., Upgrade Storage, Upgrade Distribution System, New System Consolidation","1,100","$3,500,000",1180,"$6,939,346,686",,Multi-Year
18719,Onondaga,ELBRIDGE (T) / Elbridge (T),"Town's share of Elbridge (V) / Elbridge (T) / Jordan (V) Joint Water System Upgrades. Related to Project Nos. 18720 &18721., Upgrade Storage, Upgrade Distribution System, New System Consolidation","1,000","$5,000,000",1180,"$6,944,346,686",,Multi-Year
19407,Onondaga,SYRACUSE CITY / Syracuse (C),"Lead Service Line Inventory., Upgrade Distribution System","160,000",$0,1040,"$6,944,346,686",,Multi-Year
18915,Onondaga,CARDIFF WATER DISTRICT / LaFayette (T),"Cardiff Water District Improvements and Consolidation Project, New Storage, New Inter-Connection",70,"$5,734,000",170,"$6,950,080,686",,Multi-Year
19541,Onondaga,ROUTE 11A WATER DISTRICT / Tully (T),"Route 11A WD Improvements and Consolidation Project, Upgrade Water District",164,"$3,581,000",120,"$6,953,661,686",,Multi-Year
19100,Onondaga,SKANEATLES (T) / Skaneateles (T),"New Water District, Watermain Extension, and Water Storage Tank near Andrews Road, New Storage, Upgrade Distribution System, New Water District",30,"$7,877,500",80,"$6,961,539,186",,Multi-Year
19165,Onondaga,SYRACUSE CITY / Syracuse (C),"Guilford, Brookford and Westminster Booster Pump Station Replacement, New Pump Station","192,000","$3,707,200",55,"$6,965,246,386",,Multi-Year
18534,Onondaga,SKYRIDGE/SALT SPRINGS JOINT PROJECT / Manlius (T),"Skyridge WD/Salt Springs WD Joint Water Project., New System Consolidation, New Water District",100,"$13,700,000",55,"$6,978,946,386",,Multi-Year
18305,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Lake Ontario Water Treatment Plant Improvements Phase 3 - Clearwells., Upgrade Water Treatment Plant","500,000","$33,250,000",50,"$7,012,196,386",,Multi-Year
19162,Onondaga,SYRACUSE CITY / Syracuse (C),"Bowe's Gatehouse Replacement, Upgrade Transmission","192,000","$6,077,000",50,"$7,018,273,386",,Multi-Year
18706,Onondaga,SYRACUSE CITY / Syracuse (C),"Intake No. 2 Extension., Upgrade Surface Water Source","192,000","$14,011,500",50,"$7,032,284,886",,Multi-Year
19284,Onondaga,BUSSEY AND NORTON ROADS WD EXTENSION / Onondaga (T),"Bussey and Norton Roads Consilidated Water Supply District Extension, New Water District",156,"$2,531,311",45,"$7,034,816,197",,Multi-Year
19331,Onondaga,SYRACUSE CITY / Syracuse (C),"Mosley Pump Station Replacement and Distribution Upgrades, Upgrade Pump Station, Upgrade Distribution System","146,000","$13,546,560",45,"$7,048,362,757",,Multi-Year
19248,Onondaga,SYRACUSE CITY / Syracuse (C),"Replacement of Skaneateles Creek Weir Flume, Upgrade Other Expenses, Upgrade Other (OT)","192,000","$310,000",45,"$7,048,672,757",,Multi-Year
18913,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Replacement of Solvay Potable Water Pump Station, New Pump Station","340,000","$2,640,000",45,"$7,051,312,757",,Multi-Year
19172,Onondaga,SYRACUSE CITY / Syracuse (C),"Shove Park Blow-Off Replacement and Stream Crossing Upgrades, Upgrade Transmission","192,000","$500,000",45,"$7,051,812,757",,Multi-Year
19166,Onondaga,SYRACUSE CITY / Syracuse (C),"PRV Replacement Project, Upgrade Other Expenses, Upgrade Other (OT)","192,000","$746,750",45,"$7,052,559,507",,Multi-Year
18559,Onondaga,SYRACUSE CITY / Syracuse (C),"One of the three transmission conduits, which supply water to the City of Syracuse, is to have sections replaced., Upgrade Transmission","192,000","$1,671,175",45,"$7,054,230,682",,Multi-Year
18543,Onondaga,SYRACUSE CITY / Syracuse (C),"Repalce chlorine gas systems with NaOCl., Upgrade Water Treatment Plant","192,000","$3,543,200",45,"$7,057,773,882",,Multi-Year
19163,Onondaga,SYRACUSE CITY / Syracuse (C),"Camillus Ravine Rehabilitation Project - Transmission Main, Upgrade Transmission","192,000","$1,030,000",40,"$7,058,803,882",,Multi-Year
19408,Onondaga,SYRACUSE CITY / Syracuse (C),"Lead Service Line Replacment., Upgrade Distribution System","8,600","$41,341,728",40,"$7,100,145,610",,Multi-Year
18912,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Salt Springs Water Storage - New Tank and Rehab Existing Tank., Upgrade Storage, New Storage","100,000","$3,523,000",35,"$7,103,668,610",,Multi-Year
18848,Onondaga,TOWN OF DEWITT CONSOLIDATED WD NO. 1 / DeWitt (T),"2020 Water System Improvements., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","25,000","$5,900,000",35,"$7,109,568,610",,Multi-Year
18440,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Oakridge Storage Tank Replacement., Upgrade Storage","1,500","$2,400,000",30,"$7,111,968,610",,Multi-Year
18914,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Replacement of Warners Water Storage Tank, New Storage","5,000","$1,081,500",30,"$7,113,050,110",,Multi-Year
19174,Onondaga,SYRACUSE CITY / Syracuse (C),Water Department Security Fence Improvements,"192,000","$1,184,500",30,"$7,114,234,610",,Multi-Year
19400,Onondaga,JORDAN (V) / Jordan (V),"Lead Service Line Inventory., Upgrade Distribution System","3,600","$313,200",30,"$7,114,547,810",,Multi-Year
18990,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OWCA,"Tug Hill Booster Pump Station, New Pump Station","500,000","$2,000,000",25,"$7,116,547,810",,Multi-Year
19401,Onondaga,ELBRIDGE (T) / Elbridge (T),"Lead Service Line Inventory., Upgrade Distribution System","3,600","$442,656",25,"$7,116,990,466",,Multi-Year
19403,Onondaga,ELBRIDGE (V) / Elbridge (V),"Lead Service Line Inventory., Upgrade Distribution System","3,600","$288,144",25,"$7,117,278,610",,Multi-Year
20003,Onondaga,SKANEATELES (T) / Skaneateles (T),"Transmission Main Repair and Replacement, Upgrade Transmission",950,"$2,706,000",20,"$7,119,984,610",,Multi-Year
18989,Onondaga,ONONDAGA COUNTY WATER AUTHORITY / OCWA,"Lake Ontario WTP Distribution Garage, Upgrade Other Expenses, Upgrade Other (OT)","500,000","$3,000,000",15,"$7,122,984,610",,Multi-Year
19203,Ontario,MARBLETOWN-WHITE RD. WD / Phelps (T),"White Road WD Extension and Watermain Replacement, Upgrade Distribution System, Extend Water District",80,$0,1065,"$7,122,984,610",,Multi-Year
19125,Ontario,RUSHVILLE (V) / Rushville (V),"WTP Improvements to address harmful algal blooms and cyanotoxins, Upgrade Water Treatment Plant","2,028","$1,500,000",80,"$7,124,484,610",,Multi-Year
19158,Ontario,TOWN OF BRISTOL WD NO. 1 / Bristol (T),"Day Road Tank Improvements to Address DBPs, Upgrade Storage","2,136","$333,720",55,"$7,124,818,330",,Multi-Year
19036,Ontario,GORHAM TOWN WATER DISTRICT / Gorham (T),"Comprehensive WTP Improvements, Upgrade Water Treatment Plant, Upgrade Pump Station","4,373",$0,50,"$7,124,818,330",,Multi-Year
19826,Ontario,GENEVA (C) / Geneva (C),"Fltration upgrade at water treatment plant., Upgrade Water Treatment Plant","14,500","$14,667,200",45,"$7,139,485,530",,Multi-Year
19903,Ontario,GENEVA (C) / Geneva (C),"Lead Service Line Replacement, Upgrade Distribution System","2,250","$12,459,138",40,"$7,151,944,668",,Multi-Year
19768,Ontario,GENEVA CITY WD / Geneva (C),"Construction of GAC filters to remove PFAS, Upgrade Water Treatment Plant","14,500","$14,667,200",40,"$7,166,611,868",,Multi-Year
19738,Ontario,GORHAM TOWN WATER DISTRICT / Gorham (T),"Town-wide water main replacement, new interconnection between pressure Zones 1 and 2, replace County Road 1 Water Storage Tank, Upgrade Storage, Upgrade Distribution System","4,373","$11,029,000",40,"$7,177,640,868",,Multi-Year
19292,Ontario,CANANDAIGUA (C) / Canandaigua (C),"Lead Service Line Inventory., Upgrade Distribution System","11,000","$869,300",35,"$7,178,510,168",,Multi-Year
19516,Ontario,CANANDAIGUA (C) / Canandaigua (C),"Rehabilitation of settling basin equipment , New Other Expenses, New Other (OT)","39,239","$1,266,000",35,"$7,179,776,168",,Multi-Year
19809,Ontario,TOWN OF CANANDAIGUA WS / Canandaigua (T),"Replacement of Asbestos Cement Pipe transmission main and installation of new surface aspirators., Upgrade Transmission","6,650","$8,520,000",30,"$7,188,296,168",,Multi-Year
20000,Ontario,NAPLES (V) / Naples (V),"Water System Improvements, Upgrade Water District","1,200","$22,000,000",30,"$7,210,296,168",,Multi-Year
19771,Ontario,CANANDAIGUA-FARMINGTON WD / Farmington (T),"Replacement of existing water main along County Road 8., Upgrade Distribution System","15,000","$2,116,979",10,"$7,212,413,147",,Multi-Year
18583,Orange,PINE BUSH WATER DISTRICT / Crawford (T),"Develop new groundwater source, construction of new treatment building and installation of 8,700 ft of water main., New Water Treatment Plant, New Ground Water Source, New Transmission","7,000",$0,1085,"$7,212,413,147",,Multi-Year
18985,Orange,BLOOMING GROVE WD #1-WORLEY HE / South Blooming Grove (V),"Phase 1 Improvements - Two new wells, water main replacement, new pump station, new storage tank, New Ground Water Source, New Storage, New Pump Station, Upgrade Distribution System","1,500",$0,1085,"$7,212,413,147",,Multi-Year
18188,Orange,GOSHEN VILLAGE / Goshen (V),"Replace WTP at Prospect Reservoir, Upgrade Water Treatment Plant","5,676",$0,1075,"$7,212,413,147",,Multi-Year
19370,Orange,WARWICK (V) / Warwick (V),"Lead Service Line Inventory, Upgrade Distribution System","6,652",$0,1045,"$7,212,413,147",,Multi-Year
19627,Orange,PORT JERVIS WD / Port Jervis (C),"Lead Service Line Inventory., Upgrade Distribution System","8,775",$0,1040,"$7,212,413,147",,Multi-Year
19975,Orange,UNIONVILLE (V) / Unionville (V),"Upgrade storage tank, rehab well, new well, disinfection, and treatment of PFAS and iron, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Pump Station",620,"$9,585,231",80,"$7,221,998,378",,Multi-Year
19365,Orange,NEWBURGH (C) / Newburgh (C),"Lead Service Line Inventory., Upgrade Distribution System","30,000","$968,000",70,"$7,222,966,378",,Multi-Year
19938,Orange,GREENWOOD LAKE (V) / Greenwood Lake (V),"PFAS Treatment, Upgrade Water Treatment Plant","3,000","$3,416,551",60,"$7,226,382,929",,Multi-Year
18631,Orange,NEWBURGH (C) / Newburgh (C),"Replacement of filter media and installation of SCADA system., Upgrade Water Treatment Plant","28,866",$0,60,"$7,226,382,929",,Multi-Year
19268,Orange,TAPPAN HILLS WD / Blooming Grove (T),"New Well, storage tank, disinfection for new well, New Water Treatment Plant, New Ground Water Source, Upgrade Storage",450,"$2,000,000",60,"$7,228,382,929",,Multi-Year
19041,Orange,WALLKILL CONSOLIDATED WD #1 / Wallkill (T),"Rykowski Well Field Expansion and Water Treatment Plant Upgrades, Upgrade Water Treatment Plant, New Ground Water Source","18,500","$11,074,560",60,"$7,239,457,489",,Multi-Year
19560,Orange,WALTON LAKE ESTATES WD / Chester (T),"Rehabilitation of two existing wells, upgrades to pump and water treatment, and install new raw watermain., New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",800,"$2,092,500",60,"$7,241,549,989",,Multi-Year
19873,Orange,WASHINGTONVILLE (V) / Washingtonville (V),"New Highgrove well and water treatment facility, New Ground Water Source","5,700","$1,938,300",60,"$7,243,488,289",,Multi-Year
19040,Orange,MONROE WD NO. 8 / Monroe (T),"Water District No. 8 - New Groundwater Source Development, New Water Treatment Plant, New Ground Water Source",544,"$2,700,000",55,"$7,246,188,289",,Multi-Year
18208,Orange,KIRYAS JOEL VILLAGE / Kiryas Joel (V),"Interconnection NYC Aqueduct, Water Filtration Plant, Transmission main. Related to project DWSRF 16906, New Water Treatment Plant, New Transmission, New Inter-Connection","21,750",$0,55,"$7,246,188,289",,Multi-Year
19758,Orange,GOSHEN CONSOLIDATED WD / Goshen (T),"Water System Consolidation and Upgrades, New Water District","1,800","$17,380,220",45,"$7,263,568,509",,Multi-Year
19744,Orange,GOSHEN (T) / Goshen (T),"Creation of Route 17M WD, New Water District",115,"$15,696,427",45,"$7,279,264,936",,Multi-Year
19033,Orange,TUXEDO PARK (V) / Tuxedo Park (V),"Clearwell upgrades to increase CT, Upgrade Water Treatment Plant","4,600","$57,800",45,"$7,279,322,736",,Multi-Year
18656,Orange,FLORIDA VILLAGE / Florida (V),"DBP reduction project., Upgrade Water Treatment Plant","2,757","$3,000,000",40,"$7,282,322,736",,Multi-Year
18630,Orange,NEWBURGH CITY / Newburgh (C),"Replacement of water meters throughout the City., Upgrade Distribution System","28,000","$2,982,000",40,"$7,285,304,736",,Multi-Year
19823,Orange,PORT JERVIS WD / Port Jervis (C),"Lead Service Line Replacement., Upgrade Distribution System","1,414","$10,308,852",40,"$7,295,613,588",,Multi-Year
19628,Orange,PORT JERVIS WD / Port Jervis (C),"Lead Service Line Replacement., Upgrade Distribution System",735,"$10,308,112",40,"$7,305,921,700",,Multi-Year
19605,Orange,NEWBURGH (C) / Newburgh (C),"Lead Service Line Replacement, Upgrade Distribution System",984,"$4,636,400",40,"$7,310,558,100",,Multi-Year
18851,Orange,GREENWOOD LAKE (V) / Greenwood Lake (V),"Village of Greenwood Lake water system improvements., Upgrade Water Treatment Plant, Upgrade Ground Water Source","3,000",$0,40,"$7,310,558,100",,Multi-Year
19500,Orange,NEW WINDSOR CONSOLIDATED WD / New Windsor (T),"Upgrade Water Treatment Plant, New Water Treatment Plant, New Storage","29,500","$38,000,000",40,"$7,348,558,100",,Multi-Year
19960,Orange,PORT JERVIS (C) / Port Jervis (C),"Dam Spillway and Discharge Channel Upgrades, Upgrade Transmission","9,000","$12,644,280",40,"$7,361,202,380",,Multi-Year
19749,Orange,OTISVILLE (V) / Otisville (V),"Water Storage and Distribution System Upgrades, Upgrade Storage, New Storage, Upgrade Distribution System","2,169","$15,199,040",35,"$7,376,401,420",,Multi-Year
19175,Orange,MIDDLETOWN (C) / Middletown (C),"Phase 2 - Replacement of main between Shawangunk Reservoir to Monhagen Lake, Upgrade Transmission","30,227","$41,411,150",35,"$7,417,812,570",,Multi-Year
18801,Orange,MIDDLETOWN (C) / Middletown (C),"Phase 1A - Kinch Pond to Greenville Turnpike Raw Water Main Replacement, Upgrade Transmission","30,452","$8,389,500",35,"$7,426,202,070",,Multi-Year
19483,Orange,MIDDLETOWN (C) / Middletown (C),"Phase 1B - Greenville Turnpike to Shawangunk Reservoir Raw Water Main Replacement, Upgrade Transmission","30,227","$9,713,930",35,"$7,435,916,000",,Multi-Year
18950,Orange,ARROW PARK WD / Monroe (T),"New well for redundancy, water main replacement, and replacement of the treatment building in-kind, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",83,"$2,740,830",30,"$7,438,656,830",,Multi-Year
18935,Orange,WARWICK WATER SYSTEM / Warwick (V),"Water Storage Tank Replacement, Upgrade Storage","6,652","$4,277,000",25,"$7,442,933,830",,Multi-Year
19743,Orange,SOUTH BLOOMING GROVE WD #1 / South Blooming Grove (V),"Phase 2 Improvements - Two new wells, water main replacement, new pump station, new storage tank, New Storage, Upgrade Distribution System","3,300","$92,700,000",25,"$7,535,633,830",,Multi-Year
19044,Orange,DENTON HILLS WD / Wawayanda (T),"Denton Hills WD Well House Improvements, Upgrade Water Treatment Plant",130,"$1,815,000",25,"$7,537,448,830",,Multi-Year
19942,Orange,GOSHEN CONSOLIDATED WD / Goshen (T),"Arcadia Hills - New Iron & Manganese Removal System., New Water Treatment Plant","1,800","$5,253,000",25,"$7,542,701,830",,Multi-Year
18710,Orange,MIDDLETON (C) / Middleton (C),Upgrade Distribution System,"30,000","$4,600,000",25,"$7,547,301,830",,Multi-Year
18615,Orange,NEW WELL SUPPLY: TROUT BROOK WELL FIELD / Woodbury (V),"New Well #11 with treatment at Trout Brook Well Field., New Water Treatment Plant, New Ground Water Source","10,741","$4,739,921",20,"$7,552,041,751",,Multi-Year
19561,Orange,SUGAR LOAF WD / Chester (T),"Installation of water main on Kings Highway and connection and upgrades to a well and pump house, Upgrade Ground Water Source, Upgrade Distribution System","12,574","$3,090,000",20,"$7,555,131,751",,Multi-Year
19089,Orange,CHESTER VILLAGE / Chester (V),"Storage and WTP Improvements, Upgrade Water Treatment Plant, Upgrade Storage","3,448","$1,950,000",20,"$7,557,081,751",,Multi-Year
19020,Orange,TUDEDO PARK (V) / Tuxedo Park (V),"East Village Water Main Replacement, Upgrade Distribution System","1,100","$1,117,500",20,"$7,558,199,251",,Multi-Year
19354,Orange,TUXEDO PARK (V) / Tuxedo Park (V),"Mountain Road Asbestos Water Line Replacement , Upgrade Distribution System","1,100","$1,505,580",20,"$7,559,704,831",,Multi-Year
19872,Orange,UNIONVILLE (V) / Unionville (V),"Water Storage Tank Rehabilitation, Upgrade Storage",670,"$1,147,000",15,"$7,560,851,831",,Multi-Year
19255,Orange,MAYBROOK (V) / Maybrook (V),"Prospect Ave Water Storage Tank Replacement, Upgrade Storage","3,183","$1,352,400",15,"$7,562,204,231",,Multi-Year
19742,Orange,GREENWOOD LAKE (V) / Greenwood Lake (V),"Phase II Water System Improvements, Upgrade Storage","3,000","$3,086,910",15,"$7,565,291,141",,Multi-Year
19936,Orange,VILLAGE OF UNIONVILLE / Unionville (V),"Lead Service Line Inventory., Upgrade Distribution System",620,"$468,917",15,"$7,565,760,058",,Multi-Year
19712,Orange,CORNWALL-ON-HUDSON (V) / Cornwall-On-Hudson (V),"Jackson Ave GAC filtration for PFAS Removal, Upgrade Water Treatment Plant","9,500","$2,471,600",15,"$7,568,231,658",,Multi-Year
18951,Orange,MONROE WD NO. 14 / Monroe (T),"WD 14. Replace 5,180 LF of water main. New well for redundancy., New Ground Water Source, Upgrade Distribution System",196,"$1,951,500",15,"$7,570,183,158",,Multi-Year
19635,Orange,VILLAGE OF GOSHEN / Goshen (V),"Lead Service Line Inventory., Upgrade Distribution System","6,100","$842,478",15,"$7,571,025,636",,Multi-Year
19045,Orange,WOODBURY CONS. W.D. / Woodbury (V),"Trout Brook Well New Raw Water Transmission Main, New Transmission","10,105","$233,600",15,"$7,571,259,236",,Multi-Year
19043,Orange,ARLUCK WATER DISTRICT / Wawayanda (T),"Interconnection between Arluck Water District and Denton Hills Water District, New Ground Water Source, New Inter-Connection",118,"$2,634,000",15,"$7,573,893,236",,Multi-Year
19030,Orange,NEWBURGH CONSOLIDATED WD / Newburgh (T),"Colden Park Water Main Replacement, Upgrade Distribution System","22,800","$4,946,250",15,"$7,578,839,486",,Multi-Year
19439,Orange,MONROE (T) / Monroe (T),"Lead Service Line Inventory, Upgrade Distribution System","1,500","$91,250",15,"$7,578,930,736",,Multi-Year
18211,Orange,HIGHLAND FALLS VILLAGE / Highland Falls (V),"Watermain Replacement, Upgrade Distribution System","4,400","$3,700,000",15,"$7,582,630,736",,Multi-Year
19021,Orange,TUXEDO PARK (V) / Tuxedo Park (V),"Tuxedo Lake Water Main Replacement, Upgrade Distribution System","1,100","$959,700",15,"$7,583,590,436",,Multi-Year
19016,Orange,CORNWALL-ON-HUDSON / Cornwall-on-Hudson (V),"Mill Street Water Main Replacement, Upgrade Distribution System","9,300","$231,750",15,"$7,583,822,186",,Multi-Year
18992,Orange,HARRIMAN VILLAGE / Harriman (V),"New Berwynn Road Booster Pump Station, New Pump Station","4,500","$526,500",15,"$7,584,348,686",,Multi-Year
19386,Orange,NEWBURGH CWD / Newburgh (T),"Lead Service Line Inventory, Upgrade Distribution System","23,000","$374,525",15,"$7,584,723,211",,Multi-Year
19381,Orange,FIRTHCLIFFE HEIGHTS WD / Cornwall (T),"Lead Service Line Inventory, Upgrade Distribution System",460,"$59,625",15,"$7,584,782,836",,Multi-Year
19378,Orange,WOODBURY CONS. W.D. / Woodbury (V),"Lead Service Line Inventory, Upgrade Distribution System","10,105","$4,894,400",15,"$7,589,677,236",,Multi-Year
19329,Orange,NEW WINDSOR CWD / New Windsor (T),"Lead Service Line Inventory, Upgrade Distribution System","29,500","$275,000",15,"$7,589,952,236",,Multi-Year
19729,Orange,HIGHLAND FALLS (V) / Highland Falls (V),"Ondaora and Cragston Water Main Replacement, New Distribution System","3,900","$3,400,000",10,"$7,593,352,236",,Multi-Year
19156,Orange,WALLKILL CONSOLIDATED WD / Wallkill (T),"Replacement of outdated meters with smart meters, Upgrade Distribution System","15,000","$6,530,052",10,"$7,599,882,288",,Multi-Year
19585,Orange,EASTERN ORANGE COUNTY PIPELINE / Kiryas Joel (V),"Delaware Aqueduct connection, New Transmission","89,563","$180,971,000",10,"$7,780,853,288",,Multi-Year
19028,Orange,MONROE VILLAGE / Monroe (V),"Stage Road Water Main Replacement, Upgrade Distribution System","8,892","$744,700",10,"$7,781,597,988",,Multi-Year
19022,Orange,TUXEDO PARK (V) / Tuxedo Park (V),"Town of Tuxedo Master Meter Relocation, Upgrade Distribution System","4,600","$46,400",10,"$7,781,644,388",,Multi-Year
19017,Orange,CORNWALL-ON-HUDSON / Cornwall-on-Hudson (V),"Chestnut Street Water Main Replacement, Upgrade Distribution System","9,300","$247,200",10,"$7,781,891,588",,Multi-Year
19804,Orleans,BARRE (T) WD NO. 10 / Barre (T),"New WD No. 10, New Water District",75,"$2,708,000",70,"$7,784,599,588",,Multi-Year
19025,Orleans,ALBION VILLAGE / Albion (V),"Phase 2A and 2B WTP Improvements, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage","6,000",$0,60,"$7,784,599,588",,Multi-Year
19988,Orleans,KENDALL (T) / Kendall (T),"Water Benefit Area #11, New Distribution System",356,"$12,109,275",60,"$7,796,708,863",,Multi-Year
18759,Orleans,ALBION VILLAGE / Albion (V),"Improvements to the existing WTP, and pump station, and replacment of aged transmission main., Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Pump Station","6,000","$2,000,000",50,"$7,798,708,863",,Multi-Year
19540,Orleans,MEDINA (V) / Medina (V),"Ph I Upgrade on WM, Booster Pump, SCADA and Storage, Upgrade Distribution System","6,050","$12,025,250",45,"$7,810,734,113",,Multi-Year
18414,Orleans,HOLLEY VILLAGE / Holley (V),"Upgrade Storage, Upgrade Distribution System","2,150",$0,35,"$7,810,734,113",,Multi-Year
20005,Orleans,TOWN OF BARRE / Barre (T),"New 250,000-gallon water storage tank and pump station., New Storage, New Pump Station","2,100","$5,244,850",35,"$7,815,978,963",,Multi-Year
18181,Oswego,ORWELL WD / Orwell (T),"New Source to Address Source Capacitiy Violation., Upgrade Ground Water Source",150,$0,1155,"$7,815,978,963",,Multi-Year
18351,Oswego,SANDY CREEK WD3/RICHLAND WD 5 / Sandy Creek (T),"Consolidates 7 regulated PWSs, Upgrade Ground Water Source, New Transmission, New Distribution System","2,600","$3,000,000",1125,"$7,818,978,963",,Multi-Year
18376,Oswego,RT 11 NORTH/FULLER RD WD PHASE E / Hastings (T),New Distribution System,"1,500",$0,1095,"$7,818,978,963",,Multi-Year
19796,Oswego,TOWN OF SCHROEPPEL SOUTH WD / Schroeppel (T),"New South Water District to extend public water to consolidate PWSs with PFAS and 1,4-dioxane, New Water District","1,326","$27,569,392",115,"$7,846,548,355",,Multi-Year
18910,Oswego,VOLNEY (T) / Volney (T),"County Rt. 6 / Maple Ave Water Service Area Extension., New Distribution System",260,"$7,605,300",80,"$7,854,153,655",,Multi-Year
18818,Oswego,"MT PLEASANT, BATEMAN, DISTIN SERVICE AR / Volney (T)","Mt Pleasant, Bateman, and Disitn Roads Water Service Area Extension., New Distribution System",280,"$1,356,000",80,"$7,855,509,655",,Multi-Year
18928,Oswego,PULASKI VILLAGE / Pulaski (V),"Replacement of aged and deteorating water main, Upgrade Distribution System",900,$0,65,"$7,855,509,655",,Multi-Year
18932,Oswego,COUNTY RT. 57 / HUNTLEY RD WATER DISTRICT / Schroeppel (T),"County Route 57 / Huntley Road Water District., New Distribution System",253,"$5,502,875",60,"$7,861,012,530",,Multi-Year
18930,Oswego,WATER SERVICE AREA #6 / Mexico (T),"Provide public water to Water Service Area #6, New Distribution System",479,"$10,173,309",60,"$7,871,185,839",,Multi-Year
18282,Oswego,CLEVELAND VILLAGE / Cleveland (V),"Storage & Transmission Upgrades., New Ground Water Source, Upgrade Storage, Upgrade Distribution System",925,$0,60,"$7,871,185,839",,Multi-Year
18749,Oswego,MEXICO (V) / Mexico (V),"Storage and Distribution Upgrades., Upgrade Storage, Upgrade Distribution System","3,236","$2,500,000",60,"$7,873,685,839",,Multi-Year
