Project.Number,County,System Name,Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Code
19126,Jefferson,DANC,Dev Authority of North Country,"Army Water Line Replacement - Phase 1, Upgrade Transmission",40237,0,45,2019497050,FMP
19290,Niagara,LOCKPORT (C),Lockport (C),"Lead Service Line Inventory, Upgrade Distribution System",20722,124630,45,2019621680,
19540,Orleans,MEDINA (V),Medina (V),"Phase I - Water Main Replacement, SCADA and Pump Station Improvements, Upgrade Distribution System",6050,12025250,45,2031646930,
18216,Delaware,WALTON VILLAGE,Walton (V),"Replace two tanks and aged mains on Bruce, Prospect and Burton Sts., Upgrade Storage, Upgrade Distribution System",3070,0,45,2031646930,FMP
19528,Jefferson,PAMELIA CONSOLIDATED WD NO. 1,Pamelia (T),"Water Main Replacement and Chlorine Booster Station, Upgrade Other Expenses, Upgrade Distribution System, Upgrade Other (OT)",2350,8786000,45,2040432930,
18544,Broome,PORT DICKINSON (V),Port Dickinson (V),"Replace Aged Water Mains Chenango St. and Rochelle Rd., Upgrade Distribution System",1699,2810116,45,2043243046,
17882,Fulton,BROADALBIN (V),Broadalbin (V),"Replace Aged Storage Tank, New Storage",1397,0,45,2043243046,FMP
18331,Fulton,MAYFIELD (V) WATER WORKS,Mayfield (V),"Replace Elevated Storage Tank, New Storage",817,90000,45,2043333046,FMP
18756,Lewis,CONSTABLEVILLE (V),Constableville (V),"Replace water main on N. Main St, Main St, W. Main St, Schuyler St, James St, John St, and High St, Upgrade Distribution System",310,4102000,45,2047435046,
18536,Dutchess,PINEBROOK ESTATES,DCWWA,"Interconnection to DCWWA Hyde Park System, New Distribution System, New Inter-Connection",200,3489161,45,2050924207,
19546,Livingston,GENESEO (T),Geneseo (T),"Replace Approx. 23,000 LF of Water Main on Crossett Rd., NYS Rt 63, NYS Rt 39 & NYS Rt 20A, New Distribution System",108,3708000,45,2054632207,
18909,Cortland,CORTLAND (C),Cortland (C),"Homer Ave Reconstruction & Water Main Replacement Project, Upgrade Distribution System",21859,5455000,45,2060087207,
18234,St. Lawrence,MASSENA VILLAGE,Massena (T),"East Massena WD Improvements, Upgrade Distribution System",11209,3055500,45,2063142707,
18070,Wayne,CLYDE VILLAGE,Clyde (V),Upgrade Transmission,2269,357900,45,2063500607,
18971,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extensions - Manorville (Ext #94) due to MTBE, PFOA, PFOS, and Fe/Mn contamination in private wells, Extend Distribution System, Extend Water District",28000,12877000,45,2076377607,BEC
19224,Genesee,LEROY (T) WD 12,LeRoy (T),"WD #12 New Water Mains, New Water District",920,22200620,45,2098578227,
19493,Warren,QUEENSBURY WATER DISTRICT,Queensbury (T),"Extension to Jenkinsville to serve private wells contaminated with 1,4-Dioxane, New Distribution System",425,6760920,45,2105339147,
18703,St. Lawrence,LOUISVILLE WD #4,Louisville (T),"New Water District #4, New Distribution System",350,5960000,45,2111299147,
18604,Clinton,BEEKMANTOWN WATER DISTRICT,Beekmantown (T),"New Public Water System, New Complete System (New System)",250,6862378,45,2118161525,
18972,Suffolk,RIVERHEAD WD,Riverhead (T),"WD Extension Nos. 95 & 96 - Calverton. Extend Public Water to Address PFAS in Private Residential Wells, Extend Distribution System, Extend Water District",190,10549704,45,2128711229,
19199,Cayuga,THROOP (T) WD #2,Throop (T),"Water District #2 - Centerport, Reyer, and Sine Rd., New Water District",66,1069400,45,2129780629,
18851,Orange,GREENWOOD LAKE VILLAGE,Greenwood Lake (V),"Village of Greenwood Lake water system improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",3411,5665000,40,2135445629,
18656,Orange,FLORIDA VILLAGE,Florida (V),"DBP reduction project., Upgrade Water Treatment Plant",2757,0,40,2135445629,FMP
19259,Schenectady,ROTTERDAM (T),Rotterdam (T),"WD #5 High Priority Improvements., New Ground Water Source, Upgrade Distribution System",30523,34917000,40,2170362629,
18940,St. Lawrence,EAST LOUISVILLE WATER DISTRICT,Louisville (T),"WTP Upgrade., Upgrade Water Treatment Plant, New Water Treatment Plant",1200,2082625,40,2172445254,
18182,Cayuga,SENNETT WD #6,Sennett (T),"Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)",60,4142100,40,2176587354,
19155,Albany,RAVENA (V),Ravena (V),"Phase 2 Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",3500,7650840,40,2184238194,
18884,Jefferson,TOWN OF HOUNSFIELD WATER SYSTEM,Hounsfield (T),"NYS Rt 3 Corridor Upgrades., New Transmission, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System",1250,0,40,2184238194,FMP
19191,Cayuga,LOCKE W D,Locke (T),"New storage tank and well & Telemetry Upgrades at all facilities, New Ground Water Source, New Storage",600,3416049,40,2187654243,
18789,Westchester,MOUNT KISCO WATER DEPARTMENT,Mount Kisco (V),"Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Distribution System",9600,8400000,40,2196054243,
19108,Rensselaer,HOOSICK FALLS (V),Hoosick Falls (V),"Rogers Ave Tank Rehab., Upgrade Storage, Upgrade Distribution System",4500,7000000,40,2203054243,
19187,Dutchess,AMENIA WD #1,Amenia (T),"Water District No. 1 Improvements, New Ground Water Source, New Storage, New Distribution System",1010,13338500,40,2216392743,
19035,Washington,FORT ANN (V),Fort Ann (V),"Halfway Brook Transmission Main Replacement, Upgrade Transmission",460,313120,40,2216705863,
18421,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,Upgrade Water Treatment Plant,310000,3000000,40,2219705863,
19117,Erie,ECWA DIRECT,Erie County Water Authority,"Replacement of the Van de Water High Service Pump System, Upgrade Pump Station",228869,46440000,40,2266145863,
19137,Erie,ECWA DIRECT,Erie County Water Authority,"Sturgeon Point WTP Washwater Tank Replacement., New Water Treatment Plant",228869,3744250,40,2269890113,
19091,Westchester,PEEKSKILL CITY,Peekskill (C),"Storage Tank and Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",22400,5000000,40,2274890113,
18829,Madison,ONEIDA CITY,City of Oneida,"Construction of a new clear well, and rehab existing clear well., Upgrade Storage",12000,3048800,40,2277938913,
19143,Jefferson,CLAYTON (V),Clayton (V),"Water Main Replacement and New Raw Water Intake Line and Screen, Upgrade Distribution System",2732,8481020,40,2286419933,
19579,Greene,SLEEPY HOLLOW LAKE WATER COMPANY,Sleepy Hollow Lake APO,"Sleepy Hollow Lake WTP Upgrades, Upgrade Water Treatment Plant",2460,8376498,40,2294796431,
18554,Chenango,AFTON (V),Afton (V),"Replace water storage tank, upgrade spring source booster pump station, upgrade well control building, water main replacement., Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",1000,6995000,40,2301791431,
18834,Herkimer,POLAND (V),Polland (V),"Well and Treatment Improvements., Upgrade Other Expenses, Upgrade Ground Water Source, Upgrade Transmission, Upgrade Pump Station, Upgrade Other (OT)",463,1400000,40,2303191431,
18335,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Toby Road Tank 3., New Storage",130000,13323000,40,2316514431,
19127,Albany,ALBANY (C),Albany MWFA,"Basic Creek Reservoir Dam Safety Improvements, Upgrade Surface Water Source",101082,7822850,40,2324337281,
19157,Albany,ALBANY (C),Albany MWFA,"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station",101082,8642193,40,2332979474,
19558,Albany,ALBANY (C),Albany MWFA,"Rensselaer Lake Dam Safety Improvements, Upgrade Other Expenses, Upgrade Other (OT)",98000,1954888,40,2334934362,
19273,Schenectady,SCHENECTADY (C),Schenectady (C),"Phase 2 Rice Road WTP Improvements., Upgrade Water Treatment Plant",60000,7581212,40,2342515574,
19004,Nassau,JERICHO WD,Jericho WD,"Well No. 33 - Perchlorate and Nitrate Removal, Upgrade Water Treatment Plant",58000,16325000,40,2358840574,
19393,Nassau,JERICHO WD,Jericho Water District,"Relocate existing GAC vessels to Well 29 and install new GAC Vessels at Wells 18 and 19 to address PFAS contamination, Upgrade Water Treatment Plant",58000,17559440,40,2376400014,BEC
19010,Nassau,HICKSVILLE WD,Hicksville WD,"Plant No. 11 - AOP/GAC treatment for 1,4-dioxane, Upgrade Water Treatment Plant",47810,13996670,40,2390396684,
18576,Broome,"BINGHAMTON, CITY OF",Binghamton (C),"Harding Avenue Water Tank Replacement., Upgrade Storage",47600,1273080,40,2391669764,
19231,Nassau,MANHASSET LAKEVILLE WD,Manhasset-Lakeville WD,"Removal of PFAS contamination at Spruce Ponds Plant., Upgrade Water Treatment Plant",45000,3600211,40,2395269975,
19000,Suffolk,GREENLAWN WD,Greenlawn WD,"Well No. 8 - AOP treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant",42000,5546550,40,2400816525,
19001,Suffolk,DIX HILLS WD,Dix Hills WD,"Plant No. 8 - AOP treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant",34522,5017750,40,2405834275,
18420,Niagara,NORTH TONAWANDA CITY,North Tonawanda (C),"New Other Expenses, New Other (OT)",33262,698000,40,2406532275,
19337,Nassau,PORT WASHINGTON WD,Port Washington WD,"Installation of GAC treatment to remove PFAS at Hewlett Well No. 4, Upgrade Water Treatment Plant",30000,6873190,40,2413405465,
19484,Nassau,PORT WASHINGTON WD,Port Washington WD,"New GAC to remove PFAS contamination at Well 6, Upgrade Water Treatment Plant",30000,8187470,40,2421592935,
19485,Nassau,PORT WASHINGTON WD,Port Washington WD,"New GAC to remove PFAS contamination at Well 7, Upgrade Water Treatment Plant",30000,8187470,40,2429780405,BEC
19210,Cayuga,AUBURN,Auburn (C),"Raw Water Transmission Main Replacement, Upgrade Transmission",29788,12300000,40,2442080405,
18630,Orange,NEWBURGH CITY,Newburgh (C),"Replacement of water meters throughout the City, Upgrade Distribution System",28000,2982000,40,2445062405,
18627,Jefferson,"WATERTOWN, CITY OF",Watertown (C),"Upgrades to soda ash system and replacement of filter backwash tank, Upgrade Water Treatment Plant",27861,1700000,40,2446762405,
18779,Ulster,KINGSTON (CITY) WATER DISTRICT,Kingston (C),"Cooper Lake Dam/ Reservoir rehabilitation, Upgrade Other Expenses, Upgrade Transmission, Upgrade Storage, Upgrade Other (OT)",24000,0,40,2446762405,FMP
19015,Nassau,FRANKLIN SQUARE WD,Franklin Square WD,"Plant No. 1 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant",20000,5150000,40,2451912405,
19207,Nassau,VILLAGE OF MINEOLA,Mineola (V),"Well 1 PFAS removal, Upgrade Water Treatment Plant",19117,9712000,40,2461624405,
19338,Nassau,ALBERSTON WATER DISTRICT,Albertson WD,"Installation of GAC to treat PFAS at Shepherd Lane Well 1, Upgrade Water Treatment Plant",13500,9685000,40,2471309405,
18908,Steuben,HORNELL (C),Hornell (C),"Transmission main replacement, Upgrade Transmission",9592,2375000,40,2473684405,
19392,Nassau,CARLE PLACE WD,Carle Place WD,"Installation of GAC system for treatment of PFAS at Wells 3 & 4, Upgrade Water Treatment Plant",9000,7649000,40,2481333405,
18253,Niagara,NIAGARA WATER IMPROVEMENT AREA,Niagara (T),"Rehab 1-MG Lockport Road Storage Tank in (T) Niagara, Upgrade Storage",8978,1193696,40,2482527101,
18683,Nassau,FARMINGDALE (V),Farmingdale (V),"Install treatment to remove 1,4-dioxane and PFOA/ PFOS from Well Nos. 1-3, Upgrade Water Treatment Plant",8405,7652560,40,2490179661,
19369,Nassau,WILLISTON PARK (V),Williston Park (V),"Well No.4 GAC PFAS treatment, New Water Treatment Plant",7300,8681870,40,2498861531,
19371,Nassau,WILLISTON PARK (V),Williston Park (V),"Wells No. 1A and No. 2 GAC PFAS treatment, New Water Treatment Plant",7300,14224300,40,2513085831,
19254,Nassau,HEMPSTEAD (T) ROOSEVELT WD,Hempstead (T),"Construction of radium removal treatment plant at Roosevelt Field WD Wells 7, 11, 12, Upgrade Water Treatment Plant",6100,22000000,40,2535085831,
19261,Herkimer,LITTLE FALLS WATER SYSTEM,Little Falls (C),"Distribution system improvements, WTP improvements, Spruce Lake Dam rehab, Upgrade Other Expenses, Upgrade Water Treatment Plant, Upgrade Distribution System, Upgrade Other (OT)",4946,28428000,40,2563513831,
19233,Nassau,SANDS POINT (V),Sands Point (V),"New GAC Treatment to Address PFAS at Wells 3 & 4, New Water Treatment Plant, Upgrade Ground Water Source",2900,10609000,40,2574122831,
18413,Chautauqua,FREWSBURG WATER DISTRICT,Carroll (T),Upgrade Storage,2600,960000,40,2575082831,
18285,Oswego,PULASKI VILLAGE,Pulaski (V),Upgrade Distribution System,2398,300000,40,2575382831,FMP
18928,Oswego,VILLAGE OF PULASKI WATER SYSTEM,Pulaski (V),"Replacement of aged and deteriorating water main, Upgrade Distribution System",900,11962000,40,2587344831,
19531,Allegany,ANGELICA (V),Angelica (V),"Replacement of WM and New Water District, Upgrade Distribution System",713,3932160,40,2591276991,
18858,Yates,DRESDEN (V),Dresden (V),"System-wide replacement of aged mains and appurtenances, Upgrade Distribution System",600,7146006,40,2598422997,
18854,Seneca,WILLARD WD,Romulus (T),"Willard WD Distribution Improvements, Upgrade Distribution System",372,1264602,40,2599687599,
19591,Suffolk,RIVERHEAD WATER DISTRICT,Riverhead (T),"Well No. 5-2A PFAS removal, Upgrade Water Treatment Plant",190,2327800,40,2602015399,
19120,Rensselaer,SCHODACK HIGHWAY GARAGE WATER DISTRICT,Schodack (T),"Installation of new water main and 500,000-gallon water storage tank on Route 9, New Storage, New Distribution System",150,10300000,40,2612315399,
18862,Erie,BUFFALO WATER AUTHORITY,Buffalo Water Board,"Water main and lead service line replacement, Upgrade Distribution System",276000,21450000,40,2633765399,
18485,Monroe,ROCHESTER CITY,Rochester (C),"Scottsville Road Water Main Replacement, Upgrade Distribution System",214000,2200000,40,2635965399,
19407,Onondaga,SYRACUSE (C),Syracuse (C),"Lead Service Line Inventory, Upgrade Distribution System",160000,2266000,40,2638231399,BLSLR
19317,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area B), Upgrade Distribution System",72903,12022780,40,2650254179,BLSLR
19450,Schenectady,SCHENECTADY (C),Schenectady (C),"Lead service line inventory, Upgrade Distribution System",62000,636025,40,2650890204,
19316,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area A), Upgrade Distribution System",49440,7218660,40,2658108864,BLSLR
19405,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls WB,"Lead Service Line Inventory, Upgrade Distribution System",48500,472780,40,2658581644,BLSLR
19320,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area E), Upgrade Distribution System",37749,14411320,40,2672992964,BLSLR
19318,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area C), Upgrade Distribution System",24872,5686580,40,2678679544,BLSLR
19433,Otsego,ONEONTA (C),Oneonta (C),"Lead service line inventory, Upgrade Distribution System",16000,1200000,40,2679879544,BLSLR
19319,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area D), Upgrade Distribution System",15929,9780120,40,2689659664,BLSLR
19321,NY City,NEW YORK CITY,NYCMWFA,"Lead service line replacement (Area F), Upgrade Distribution System",15168,8365970,40,2698025634,BLSLR
19277,Monroe,ROCHESTER (C),Rochester (C),"Lead Service Line Replacement 2024, Upgrade Distribution System",15000,48410000,40,2746435634,BLSLR
19473,St. Lawrence,OGDENSBURG (C),Ogdensburg (C),"Lead service line inventory, Upgrade Distribution System",10064,2688300,40,2749123934,BLSLR
19408,Onondaga,SYRACUSE (C),Syracuse (C),"Lead Service Line Replacement, Upgrade Distribution System",8600,41341728,40,2790465662,BLSLR
19467,Franklin,MALONE (V),Malone (V),"Lead service line inventory, Upgrade Distribution System",8560,190358,40,2790656020,BLSLR
19447,St. Lawrence,POTSDAM (V),Potsdam (V),"Lead service line inventory, Upgrade Distribution System",8312,1077380,40,2791733400,BLSLR
19456,Albany,ALBANY (C),Albany (C),"Lead service line replacement, Upgrade Distribution System",7725,12864426,40,2804597826,
19396,Ulster,NEW PALTZ (V),New Paltz (V),"Lead Service Line Inventory, Upgrade Distribution System",7324,193125,40,2804790951,
19441,Columbia,HUDSON (C),Hudson (C),"Lead service line inventory, Upgrade Distribution System",6700,257500,40,2805048451,BLSLR
19384,Steuben,BATH (V),Bath (V),"Lead Service Line Inventory, Upgrade Distribution System",5432,1382000,40,2806430451,BLSLR
19385,Steuben,BATH (V),Bath (V),"Lead service line replacement, Upgrade Distribution System",5432,1561000,40,2807991451,BLSLR
19368,Herkimer,LITTLE FALLS (C),Little Falls (C),"Lead service line inventory, Upgrade Distribution System",4605,541780,40,2808533231,BLSLR
19436,Fulton,GLOVERSVILLE WATER WORKS,Gloversville Water Works,"Lead service line replacement, Upgrade Distribution System",3838,7701485,40,2816234716,
19437,Oneida,BOONVILLE (V),Boonville (V),"Lead service line inventory, Upgrade Distribution System",2500,762000,40,2816996716,
18815,Schuyler,MONTOUR FALLS,Montour Falls (V),"Replace Aged Undersized Distribution Mains, Upgrade Distribution System",1800,4685856,40,2821682572,
19406,Yates,DUNDEE (V),Dundee (V),"Lead Service Line Inventory, Upgrade Distribution System",1690,545000,40,2822227572,
19351,Chenango,BAINBRIDGE (V),Bainbridge (V),"Lead Service Line Inventory, Upgrade Distribution System",1600,726000,40,2822953572,
19409,Erie,BUFFALO (C),Buffalo (C),"Lead Service Line Replacement, Upgrade Distribution System",900,5460000,40,2828413572,
19464,Lewis,PORT LEYDEN (V),Port Leyden (V),"Lead service line inventory, Upgrade Distribution System",820,301778,40,2828715350,
19462,St. Lawrence,GOUVERNEUR (T),Gouverneur (T),"Lead service line inventory, Upgrade Distribution System",800,32747,40,2828748097,
19366,Sullivan,WOODRIDGE (V),Woodridge (V),"Lead Service Line Inventory, Upgrade Distribution System",747,256470,40,2829004567,
19468,St. Lawrence,MORRISTOWN (T),Morristown (T),"Lead service line inventory, Upgrade Distribution System",500,24864,40,2829029431,
19457,St. Lawrence,DE KALB JUNCTION WD,De Kalb (T),"Lead service line inventory, New Distribution System",315,20081,40,2829049512,
19455,St. Lawrence,CLIFTON (T),Clifton (T),"Lead service line inventory, Upgrade Distribution System",232,20128,40,2829069639,
19580,Nassau,JERICHO WD,Jericho WD,"Well 12 PFAS removal, Upgrade Water Treatment Plant",58000,8622130,40,2837691769,
18698,Dutchess,POUGHKEEPSIE WATER TREATMENT FACILITY,Poughkeepsie JWB,"Remove and replace six UV units, Upgrade Water Treatment Plant",77000,560000,35,2838251769,FMP
18946,Westchester,GREENBURGH CONSOLIDATED WD #1,Greenburgh (T),"New chlorine contact tank and chemical feed building, Upgrade Pump Station",38489,20274144,35,2858525913,
18333,Albany,MENANDS VILLAGE,Menands (V),"South End Water System Improvements, Upgrade Distribution System",3900,0,35,2858525913,FMP
19094,Hamilton,SPECULATOR (V),Speculator (V),"Elm Lake Road Water Main Replacement and Transmission Upgrades, Upgrade Transmission, Upgrade Distribution System",408,2200000,35,2860725913,
19113,Madison,O-WE-RA POINT WATER SUPPLY,Owera Water Works Transport,"Installation of iron treatment system and other upgrades to aged infrastructure, New Water Treatment Plant, Upgrade Pump Station",100,484100,35,2861210013,
18912,Onondaga,OCWA,Onondaga County Water Auth,"Salt Springs Water Storage - New Tank and Rehab Existing Tank, Upgrade Storage, New Storage",256000,3523000,35,2864733013,
19518,St.Lawrence,CANTON (V),Canton (V),"Transmission Main Upgrades and Water Storage Tank Replacement, Upgrade Transmission, Upgrade Storage",6314,17841238,35,2882574251,
19219,Erie,ECWA DIRECT,Erie County Water Authority,"Van de Water WTP - Additional Filters No.5 and No.6, Upgrade Water Treatment Plant",228869,30246400,35,2912820651,
19221,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 3 Water Supply Project, Part 1. Funding Phase 1 of #19559., New Distribution System",30000,50800000,35,2963620651,
18801,Orange,MIDDLETOWN (C),Middletown (C),"Phase 1A - Kinch Pond to Greenville Turnpike Raw Water Main Replacement, Upgrade Transmission",28400,8389500,35,2972010151,
18203,Orange,MIDDLETOWN CITY,Middletown (C),"Upgrade Storage, New Storage",26500,3800000,35,2975810151,FMP
19534,Rensselaer,RENSSELAER (C),Rensselaer (C),"Cross Street Pump Station Rehabilitation, Upgrade Water Treatment Plant, Upgrade Pump Station",9800,2199600,35,2978009751,
18030,Rensselaer,RENSSELAER CITY PWS,Rensselaer (C),"Washington Ave Corridor Improvements, Upgrade Distribution System",7500,3169952,35,2981179703,
18839,Tompkins,NEWFIELD WATER DISTRICT,Newfield (T),"Phase 1 - Replacement of aged and undersized asbestos water main along Main Street & New GW Source, Upgrade Distribution System",2300,6470136,35,2987649839,
18140,Dutchess,RED HOOK VILLAGE,Red Hook (V),"New Storage, Upgrade Distribution System",2214,0,35,2987649839,FMP
18651,Dutchess,MILLERTON VILLAGE,Millerton (V),"Rehab. existing tank, repl. hydrants, rehab. water meters., Upgrade Storage, Upgrade Distribution System",1150,0,35,2987649839,FMP
18888,Cortland,VILLAGE OF MARATHON,Marathon (V),"Water Main Crossings of the Tioughnioga River, Upgrade Distribution System",1107,775000,35,2988424839,
18329,Jefferson,CHAUMONT VILLAGE,Chaumont (V),"Upgrade Transmission, Upgrade Distribution System",625,0,35,2988424839,FMP
19032,Dutchess,PAWLING WD NO. 2,Pawling (T),"Pawling WD No. 2 Phase 1 Treatment, Storage, and Distribution Upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",200,853500,35,2989278339,
19516,Ontario,CITY OF CANANDAIGUA,Canandaigua (C),"Rehabilitation of settling basin equipment, New Other Expenses, New Other (OT)",39239,1266000,35,2990544339,
19536,Oneida,ROME (C),Rome (C),"Kessinger Dam Rehabilitation, Upgrade Surface Water Source",37300,7200000,35,2997744339,
18453,Herkimer,ILION (V) WATER WORKS,Ilion (V),"Replace Supplemental DE Filtration System, Upgrade Water Treatment Plant",8610,1113000,35,2998857339,
18593,Warren,WARRENSBURG WATER DISTRICT,Warrensburg (T),"Replacement of the water storage tank transmission main., New Transmission",3600,0,35,2998857339,FMP
18414,Orleans,HOLLEY VILLAGE,Holley (V),"Upgrade Storage, Upgrade Distribution System",2150,0,35,2998857339,FMP
18947,Oneida,WATERVILLE VILLAGE,Waterville (V),"Relocation of booster pump station, Upgrade Pump Station",1750,400000,35,2999257339,
19453,Jefferson,CHAMPION WD#2,Champion (T),"Lead service line inventory., Upgrade Distribution System",712,26766,35,2999284106,
19245,Chautauqua,BERRY ROAD WATER DISTRICT,Pomfret (T),"Berry WD Water Main Replacement, Upgrade Distribution System",150,1835666,35,3001119772,
19246,Chautauqua,CHESTNUT ROAD WATER DISTRICT,Pomfret (T),"Chestnut WD Water Main Replacement, Upgrade Distribution System",90,681345,35,3001801117,
18974,Clinton,BLACK BROOK WD NO2,Black Brook (T),"Installation and replacement of water meters., Upgrade Other Expenses",77,845000,35,3002646117,
19195,Erie,ECWA DIRECT,Erie County Water Authority,"Sturgeon Point WTP Filtered Water Bypass, Upgrade Water Treatment Plant",228869,2950400,35,3005596517,
19554,Albany,ALBANY (C),Albany MWFA,"Water main replacement and upgrade of associated appurtenances., Upgrade Distribution System",98617,7604722,35,3013201239,
18588,Niagara,NIAGARA FALLS WATER BOARD,NiagaraFalls Public Water Auth,"Watermain and Lead Service Replacement., Upgrade Distribution System",55593,0,35,3013201239,
18841,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Replacement of aged and undersized distribution main, and appurtenances., Upgrade Distribution System",55593,5300000,35,3018501239,
19402,Dutchess,CITY OF POUGHKEPSIE,Poughkeepsie (C),"Lead Service Line Inventory., Upgrade Distribution System",32000,2453300,35,3020954539,
19281,Niagara,NORTH TONAWANDA (C),North Tonawanda (C),"Lead service line inventory., Upgrade Distribution System",30400,291600,35,3021246139,
19472,Oneida,ROME (C),Rome (C),"Lead service line inventory., Upgrade Distribution System",30000,412000,35,3021658139,
18723,Dutchess,POUGHKEEPSIE CITY,City of Poughkeepsie,Upgrade Distribution System,28000,15770000,35,3037428139,
18452,Cortland,CORTLAND (C),Cortland (C),"Service Line Replacement, Upgrade Distribution System",20095,3150000,35,3040578139,
19280,Clinton,PLATTSBURGH (C),Plattsburgh (C),"Lead service line inventory., Upgrade Distribution System",19840,324000,35,3040902139,
19292,Ontario,CANANDAIGUA (C),Canandaigua (C),"Lead Service Line Inventory., Upgrade Distribution System",11000,869300,35,3041771439,
18937,St.Lawrence,POTSDAM VILLAGE,Potsdam (V),"Elm Street Water main replacement., Upgrade Distribution System",9425,1116000,35,3042887439,
19410,Seneca,SENECA FALLS (T),Seneca Falls (T),"Lead Service Line Inventory., Upgrade Distribution System",9000,1088710,35,3043976149,
18612,Orleans,ALBION VILLAGE,Albion (V),"W. Academy and S. Clinton Water Main Improvements., Upgrade Distribution System",6000,900314,35,3044876463,
18708,Livingston,DANSVILLE (V),Dansville (V),"Replacement of aged undersized mains, Upgrade Distribution System",4463,6838170,35,3051714633,
18084,Chautauqua,BROCTON VILLAGE,Brocton (V),"Replace 10,600 lf +/- water main, Upgrade Distribution System",4000,0,35,3051714633,FMP
18770,Chautauqua,POMFRET (T),Pomfret (T),"Replacement of distribution mains, and appurtenances in Lily Dale WD., Upgrade Distribution System",3730,3230000,35,3054944633,
19422,Herkimer,FRANKFORT (V),Frankfort (V),"Lead service line replacement., Upgrade Distribution System",2502,551050,35,3055495683,
19454,Jefferson,CLAYTON (V),Clayton (V),"Lead service line inventory., Upgrade Distribution System",2079,82391,35,3055578074,
19446,Herkimer,DOLGEVILLE (V),Dolgeville (V),"Lead service line inventory., Upgrade Distribution System",2042,352260,35,3055930334,
19398,Cayuga,WEEDSPORT (V),Weedsport (V),"Lead Service Line Inventory., Upgrade Distribution System",1945,606500,35,3056536834,
18900,Chenango,VILLAGE OF GREENE,Greene (V),"Phase 1 - Water main replacement, Upgrade Distribution System",1800,20566400,35,3077103234,
18938,Oneida,WATERVILLE (V),Waterville (V),"Stafford Ave Area WM Replacement., Upgrade Distribution System",1526,4400000,35,3081503234,
18757,Chautauqua,BROCTON (V),Brocton (V),"Replacement of approximately 3,400 LF of 8"" water main., Upgrade Distribution System",1486,0,35,3081503234,FMP
19460,St.Lawrence,STAR LAKE WD,Fine (T),"Lead service line inventory., Upgrade Distribution System",1300,48419,35,3081551653,
18762,Steuben,AVOCA VILLAGE,Avoca (V),"Replacement of meters., Upgrade Other Expenses, Upgrade Other (OT)",970,152500,35,3081704153,
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS,Palatine Bridge (V),"Rt. 5 Watermain Replacement., Upgrade Distribution System",890,495500,35,3082199653,
18836,Tompkins,DRYDEN WD,Dryden (T),"Route 366 / Hamlet of Varna Water Main Replacement., Upgrade Distribution System",725,3588518,35,3085788171,
19463,St. Lawrence,HEUVELTON (V),Heuvelton (V),"Lead service line inventory., Upgrade Distribution System",659,32747,35,3085820918,
19549,Livingston,GENESEO (V),Geneseo (V),"Replace WM approx 3,300 LF on Oak and Second Streets, Upgrade Distribution System",240,2037550,35,3087858468,
18530,St. Lawrence,GOUVERNEUR EAST SIDE WATER DISTRICT,Gouverneur (T),"Replacement of distribution main along US Route 11, Upgrade Distribution System",165,1141600,35,3089000068,
19523,St. Lawrence,OGDENSBURG (C),Ogdensburg (C),"East David St. Infrastructure Replacement Project, Upgrade Distribution System",30,1926100,35,3090926168,
18416,Oneida,CLINTON VILLAGE,Clinton (V),"Upgrade Storage, Upgrade Distribution System",3000,2510000,30,3093436168,
18655,Livingston,AVON VILLAGE PWS,Avon (V),"Replace existing aged undersized pump station, Upgrade Pump Station",2993,2048217,30,3095484385,
18950,Orange,ARROW PARK INC.,Monroe (T),"New well for redundancy, water main replacement, and replacement of the treatment building in-kind, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",83,2740830,30,3098225215,
