Project.Number,County,System.Name,Borrower,Description,Pop,Project.Cost,Score,Cumulative.Total
19546,Livingston,GENESEO (T),Geneseo (T),"Replace Approx. 23,000 LF of Water Main on Crossett Rd., NYS Rt 63, NYS Rt 39 & NYS Rt 20A, New Distribution System",108,3708000,45,2386417909
19549,Livingston,GENESEO (V),Geneseo (V),"Replace WM approx 3,300 LF on Oak and Second Streets, Upgrade Distribution System",240,2037550,35,2388455459
18708,Livingston,DANSVILLE (V),Dansville (V),"Replacement of aged undersized mains, Upgrade Distribution System",4463,6838170,35,2395293629
18655,Livingston,AVON VILLAGE PWS,Avon (V),"Replace existing aged undersized pump station, Upgrade Pump Station",2993,2048217,30,2397341846
19070,Livingston,YORK (T),York (T),"Flat Road Pump Station Upgrades, Upgrade Pump Station",1290,500000,30,2397841846
19121,Livingston,AVON TOWN WATER DISTRICT,Avon (T),"Townwide Water Main Replacement and Tank Improvements, Upgrade Storage, Upgrade Distribution System",3000,8577750,25,2406419596
18609,Livingston,LEICESTER (V),Leicester (V),"Pleasant Street Water Main Replacement., Upgrade Distribution System",45,882000,15,2407301596
18879,Madison,SKYRIDGE WD,SALT SPRINGS WD,"Town of Sullivan portion of Skyridge WD/Salt Springs WD project. Currently Inactive. Related to Project #18534., New System Consolidation, New Water District",304,2290909,95,2409592505
19501,Madison,WATER DISTRICT 14,Lenox (T),"Water District 14 Waterline Extension, New Water District",50,1100000,60,2410692505
18069,Madison,HAMILTON VILLAGE,Hamilton (V),"New Redundant Source., New Ground Water Source, Upgrade Distribution System",3904,3872800,55,2414565305
18859,Madison,WHITELAW WD,Sullivan (T),"Whitelaw WD - Extend water service to areas served by private wells., New Water District",180,5960000,50,2420525305
19343,Madison,ONEIDA (C),Oneida (C),"Improvements to Glenmore Dam, New Surface Water Source",21147,11850000,40,2432375305
19289,Madison,ONEIDA CITY,Oneida (C),"Lake St Pump Station Improvements., Upgrade Pump Station",12000,1916000,40,2434291305
18829,Madison,ONEIDA CITY,City of Oneia,"Construction of a new clear well, and rehab existing clear well., Upgrade Storage",12000,3048800,40,2437340105
18299,Madison,DERUYTER VILLAGE,DeRuyter (V),"NYS Route 13 Water Main Improvements., Upgrade Distribution System",643,478900,40,2437819005
19113,Madison,O-WE-RA POINT WATER SUPPLY,Owera Water Works Transport,"Installation of iron treatment system and other upgrades to aged infrastructure, New Water Treatment Plant, Upgrade Pump Station",100,484100,35,2438303105
19202,Madison,HAMILTON (V),Hamilton (V),"NY Rt. 12B Water Main Replacement, new hydrants, valves and services, Upgrade Distribution System",4107,6446770,30,2444749875
19310,Madison,MOUNT PLEASANT WD,Cazenovia (T),"Mount Pleasant WD Watermain Replacement, Upgrade Distribution System",60,750000,15,2445499875
18213,Monroe,ROCHESTER CITY,Rochester (C),"Cover Highland Reservoir, Upgrade Storage",214000,7200000,105,2452699875
19216,Monroe,ROCHESTER CITY,Rochester (C),"Hemlock Filtration Plant Filter Rehabilitation Project - Underdrain and Media Replacement, Upgrade Water Treatment Plant",214000,2260300,45,2454960175
18998,Monroe,ROCHESTER CITY,Rochester (C),"Lead Service Line Replacement, Upgrade Distribution System",214000,5100000,40,2460060175
18485,Monroe,ROCHESTER CITY,Rochester (C),"Scottrville Road Water Main Replacement, Upgrade Distribution System",214000,2200000,40,2462260175
19313,Monroe,ROCHESTER CITY,Rochester (C),"Cleaning & lining of approximately 22,000lf of main and 175 LSL replacements, Upgrade Distribution System",214000,2750000,40,2465010175
19277,Monroe,ROCHESTER (C),Rochester (C),"Lead Service Line Replacement 2024, Upgrade Distribution System",15000,48410000,40,2513420175
18421,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,Upgrade Water Treatment Plant,310000,3000000,40,2516420175
19397,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,"Lead Service Line Inventory, Upgrade Distribution System",558818,25390000,40,2541810175
18926,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,"Installation of emergency scrubber for chlorine gas treatment, Upgrade Other Expenses, Upgrade Other (OT)",310000,300000,25,2542110175
19494,Monroe,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,"Shoremont WTP - Replacement of GAC media to remove PFOA/PFOS, Upgrade Water Treatment Plant",400000,3050000,25,2545160175
18230,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,Upgrade Distribution System,310000,855000,25,2546015175
19214,Monroe,MCWA SHOREMONT WTP,Monroe County Water Authority,"Glen Iris Dr. Watermain Replacement, Upgrade Distribution System",310000,498520,20,2546513695
18448,Montgomery,FONDA (V) WATER WORKS,Fonda (V),"Water system improvements, Upgrade Surface Water Treatment Rule Compliance Facility, Upgrade Transmission, Upgrade Storage",1080,0,1095,2546513695
19545,Montgomery,FLORIDA (T),Florida (T),"Fort Hunter Extension & Tank Improvements for DBPs, Upgrade Storage, Extend Distribution System",432,8111250,105,2554624945
19101,Montgomery,FORT PLAIN (V) WATER WORKS,Fort Plain (V),"PFOS removal at Lincoln Street Wells, Upgrade Water Treatment Plant",2400,1010000,85,2555634945
19556,Montgomery,ST JOHNSVILLE (V),St. Johnsville (V),"Disinfection Upgrades, Tank Rehab, Monroe St. Main Replacement, Upgrade Storage, Upgrade Distribution System",1643,2156669,55,2557791614
18412,Montgomery,CANAJOHARIE (V) WATER WORKS,Canajoharie (V),"Storage tank replacement; storage tank rehabilitation; distribution upgrades, New Storage, Upgrade Storage, Upgrade Distribution System",2300,0,50,2557791614
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS,Palatine Bridge (V),"Rt. 5 Watermain Replacement, Upgrade Distribution System",890,495500,35,2558287114
18810,Nassau,WA OF GREAT NECK NORTH,Water Auth - Great Neck North,"Phase 2 of Project #18146. Resiliency and redundancy at wells 2A, 5, 6, 8 and 11A, Backup generators at wells 6 and 10A, Upgrade Other Expenses, Upgrade Other (OT)",31400,0,1020,2558287114
18965,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"1,4-dioxane, PFOA/PFOS, and nitrate treatment for Well Nos. 1A & 2A at Levittown WD, Upgrade Water Treatment Plant",110000,6001000,130,2564288114
18670,Nassau,HEMPSTEAD (V),Hempstead (V),"1,4-dioxane treatment at Clinton Street Plant, Upgrade Water Treatment Plant",56000,18087119,90,2582375233
19328,Nassau,PORT WASHINGTON WD,Port Washington WD,"Installation of GAC to treat PFAS, Improvements to site buildings and electric service, Upgrade Water Treatment Plant",110000,12407000,85,2594782233
18964,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"Market Lane Plant Well Nos. 5A & 6B - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",110000,11860000,80,2606642233
18967,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"1,4-dioxane treatment for Well No. 13 at Levittown WD, Upgrade Water Treatment Plant",110000,8110000,80,2614752233
18969,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"1,4-dioxane, PFOA/PFOS, and nitrate treatment for Well Nos. 7, 11 & 12 at Roosevelt WD, Upgrade Water Treatment Plant",110000,22000000,80,2636752233
18963,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"East Meadow WD Wells No. 5 and 11 - AOP/GAC treatment for 1,4-dioxane, PFOA/PFOS, 1,1-DCA, and other VOCs removal, Upgrade Water Treatment Plant",110000,6100070,80,2642852303
18962,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"1,4-dioxane, PFOA/PFOS, and nitrate treatment for Wells No. 1 and 2 at Bowling Green Estates WD, Upgrade Water Treatment Plant",110000,9500000,80,2652352303
19064,Nassau,GARDEN CITY (V),Garden City (V),"Country Club Wells No. 13 and 14 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",25000,8500000,80,2660852303
19065,Nassau,GARDEN CITY PARK WD,Garden City Park WD,"Wells No. 7 and 10 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant",15500,6500000,80,2667352303
19098,Nassau,WA OF WESTERN NASSAU,WAWNC,"Station 40 - AOP and GAC treatment to removal 1,4-dioxane, PFOA and PFOS, Upgrade Water Treatment Plant",120000,16521450,80,2683873753
18832,Nassau,ALBERTSON WD,Albertson Water District,"Well #4 GAC - PFOS/PFOA removal, Upgrade Water Treatment Plant",13500,9720000,80,2693593753
18849,Nassau,HICKSVILLE WD,Hicksville WD,"Plant 5 AOP treatment of 1,4-dioxane, PFOA and PFOS, Upgrade Other Expenses, New Water Treatment Plant, Upgrade Other (OT)",47810,9419000,80,2703012753
18966,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"1,4-dioxane treatment for Well Nos. 7A & 8A at Levittown WD, Upgrade Water Treatment Plant",110000,12000000,80,2715012753
19007,Nassau,PLAINVIEW WD,Plainview WD,"Plant No. 3 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",35000,4074700,80,2719087453
19008,Nassau,PLAINVIEW WD,Plainview WD,"Plant No. 4 - AOP/GAC treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant",35000,9273681,80,2728361134
19440,Nassau,BOWLING GREEN WD,Hempstead (T),"Installation of single-use ion exchange media to remove high levels of PFAS and perchlorate, Upgrade Water Treatment Plant",15000,14053320,80,2742414454
19003,Nassau,JERICHO WD,Jericho WD,"Well No. 22 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",58000,13723000,80,2756137454
19099,Nassau,WESTBURY WD,Westbury Water District,"Well Nos. 10 & 14 - Nitrate removal system and AOP/GAC treatment, Upgrade Water Treatment Plant",20500,14960000,80,2771097454
19097,Nassau,WA OF WESTERN NASSAU,WAWNC,"Station 35 - AOP and GAC treatment to remove 1,4-dioxane, PFOA and PFOS, Upgrade Water Treatment Plant",120000,12500000,80,2783597454
18674,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"1,4-dioxane and VOC treatment at Well Nos. 5 and 6 at Uniondale WD, Upgrade Water Treatment Plant",110000,11500000,80,2795097454
19096,Nassau,WA OF WESTERN NASSAU,WAWNC,"Station 28 - GAC treatment to remove PFOA and PFOS, Upgrade Water Treatment Plant",120000,4160000,80,2799257454
19095,Nassau,WA OF WESTERN NASSAU,WAWNC,"Station 20 - AOP and GAC treatment to remove 1,4-dioxane, PFOA and PFOS, Upgrade Water Treatment Plant",120000,19250000,80,2818507454
19063,Nassau,GARDEN CITY (V),Garden City (V),"Hilton Park Plant Wells No. 15 and 16 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",25000,9000000,80,2827507454
19062,Nassau,GARDEN CITY (V),Garden City (V),"Well No. 7 AOP to remove 1,4-dioxane, Upgrade Water Treatment Plant",25000,5200000,80,2832707454
16456,Nassau,EAST MEADOW WD,Hempstead (T),"New Ground Water Source, Upgrade Distribution System",46950,3100000,55,2835807454
19013,Nassau,GARDEN CITY (V),Garden City (V),"Well No. 9 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",25000,7200000,50,2843007454
18671,Nassau,HEMPSTEAD (V),Hempstead (V),"1,4-dioxane treatment at Laurel Ave Plant (Well Nos. 7 and 9), Upgrade Water Treatment Plant",56000,6263074,50,2849270528
18997,Nassau,HICKSVILLE WD,Hicksville Water District,"Plant No. 6 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",47810,12296000,45,2861566528
19004,Nassau,JERICHO WD,Jericho WD,"Well No. 33 - Perchlorate and Nitrate Removal, Upgrade Water Treatment Plant",58000,16325000,40,2877891528
19580,Nassau,JERICHO WD,Jericho WD,"Well 12 PFAS removal, Upgrade Water Treatment Plant",58000,8622130,40,2886513658
19010,Nassau,HICKSVILLE WD,Hicksville WD,"Plant No. 11 - AOP/GAC treatment for 1,4-dioxane, Upgrade Water Treatment Plant",47810,13996670,40,2900510328
19581,Nassau,JERICHO WD,Jericho WD,"Well 13 PFAS Removal, Upgrade Water Treatment Plant",58000,10200090,40,2910710418
19532,Nassau,FARMINGDALE (V) - PLANT 2,Farmingdale (V),"Plant No. 2 AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",8550,13330672,40,2924041090
18968,Nassau,TOWN OF HEMPSTEAD WD,Hempstead (T),"1,4-dioxane treatment for Well Nos. 6 & 8 at East Meadow WD, Upgrade Water Treatment Plant",110000,12000000,40,2936041090
19417,Nassau,MINEOLA (V),Mineola (V),"Installation of GAC treatment system to address PFAS contamination at Well No. 6, Upgrade Water Treatment Plant",20600,8745730,40,2944786820
19393,Nassau,JERICHO WD,Jericho Water District,"Relocate existing GAC vessels to Well 29 and install new GAC vessels at Wells 18 and 19 to address PFAS contamination, Upgrade Water Treatment Plant",58000,17559440,40,2962346260
19392,Nassau,CARLE PLACE WD,Carle Place WD,"Installation of GAC system for treatment of PFAS at Wells 3 & 4, Upgrade Water Treatment Plant",9000,7649000,40,2969995260
19382,Nassau,WATER AUTHORITY OF GREAT NECK NORTH,WAGNN,"Installation of GAC and Anion Exchange treatment systems to remove PFAS, Upgrade Water Treatment Plant",32400,13693050,40,2983688310
19369,Nassau,WILLISTON PARK (V),Williston Park (V),"Well No.4 GAC PFAS treatment, New Water Treatment Plant",7300,8681870,40,2992370180
19371,Nassau,WILLISTON PARK (V),Williston Park (V),"Wells No. 1A and No. 2 GAC PFAS treatment, New Water Treatment Plant",7300,14224300,40,3006594480
19342,Nassau,MASSAPEQUA WATER DISTRICT,Massapequa Water District,New Water Treatment Plant,43000,1976250,40,3008570730
19337,Nassau,PORT WASHINGTON WD,Port Washington WD,"Installation of GAC treatment to remove PFAS at Hewlett Well No. 4, Upgrade Water Treatment Plant",30000,6873190,40,3015443920
19254,Nassau,HEMPSTEAD (T) ROOSEVELT WD,Hempstead (T),"Construction of radium removal treatment plant at Roosevelt Field WD Wells 7, 11, 12, Upgrade Water Treatment Plant",6100,22000000,40,3037443920
19009,Nassau,WESTBURY WD,Westbury WD,"Well No. 16 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",20500,6877000,40,3044320920
19233,Nassau,SANDS POINT (V),Sands Point (V),"New GAC Treatment to Address PFAS at Wells 3 & 4., New Water Treatment Plant, Upgrade Ground Water Source",2900,10609000,40,3054929920
19231,Nassau,MANHASSET LAKEVILLE WD,Manhasset-Lakeville WD,"Removal of PFAS contamination at Spruce Ponds Plant., Upgrade Water Treatment Plant",45000,3600211,40,3058530130
18777,Nassau,ALBERTSON WD,Albertson Water District,"Well 3A - Installation of an AOP treatment system, Upgrade Water Treatment Plant",13500,10466000,40,3068996130
19207,Nassau,VILLAGE OF MINEOLA,Mineola (V),"Well 1 PFAS removal, Upgrade Water Treatment Plant",19117,9712000,40,3078708130
19015,Nassau,FRANKLIN SQUARE WD,Franklin Square WD,"Plant No. 1 - GAC treatment for PFOA/PFOS removal, Upgrade Water Treatment Plant",20000,5150000,40,3083858130
19190,Nassau,WESTBURY WD,Westbury WD,"State Street - GAC treatment for PFOA/PFOS removal and raising wellhead, Upgrade Water Treatment Plant, Upgrade Ground Water Source",20500,14371000,40,3098229130
19180,Nassau,WESTBURY WD,Westbury Water District,"Installation of new GAC system at the Wells 15 and 18 facility for PFAS removal, New Water Treatment Plant",20500,11054990,40,3109284120
19485,Nassau,PORT WASHINGTON WD,Port Washington WD,"New GAC to remove PFAS contamination at Well 7, Upgrade Water Treatment Plant",30000,8187470,40,3117471590
19583,Nassau,JERICHO WD,Jericho WD,"Well 28 PFAS Removal, Upgrade Water Treatment Plant",58000,5716500,40,3123188090
19582,Nassau,JERICHO WD,Jericho WD,"Well 23 PFAS Removal, Upgrade Water Treatment Plant",58000,8483080,40,3131671170
18684,Nassau,GARDEN CITY PARK WD,Garden City Park WD,"Plant No. 6 AOP treatment for 1,4-dioxane removal, Upgrade Water Treatment Plant",15500,3214000,40,3134885170
18683,Nassau,FARMINGDALE (V),Farmingdale (V),"Install treatment to remove 1,4-dioxane and PFOA/PFOS from Well Nos. 1-3., Upgrade Water Treatment Plant",8405,7652560,40,3142537730
19484,Nassau,PORT WASHINGTON WD,Port Washington WD,"New GAC to remove PFAS contamination at Well 6, Upgrade Water Treatment Plant",30000,8187470,40,3150725200
19338,Nassau,ALBERSTON WATER DISTRICT,Albertson WD,"Installation of GAC to treat PFAS at Shepherd Lane Well 1, Upgrade Water Treatment Plant",13500,9685000,40,3160410200
18633,Nassau,HEMPSTEAD (V),Hempstead (V),"Installation of new wells and Chemical Feed/Control Bldg., New Other Expenses, New Ground Water Source, New Other (OT)",56000,0,25,3160410200
19006,Nassau,CARLE PLACE WD,Carle Place WD,"Well 3 and 4 - Electrical Improvements, Upgrade Water Treatment Plant",9005,4098000,20,3164508200
19315,Nassau,HICKSVILLE WD,Hicksville WD,"Lead service line inventory., Upgrade Distribution System",48000,1086200,20,3165594400
18961,Nassau,GLEN COVE CITY,Glen Cove (C),"Nancy Court Pump Station Upgrades., Upgrade Pump Station",28000,2234000,20,3167828400
19235,Nassau,INC VILLAGE OF SANDS POINT WD,Sands Point (V),"Construction of new supply well, New Ground Water Source",2900,7337000,20,3175165400
19239,Nassau,OLD WESTBURY (V),Old Westbury (V),"Rehab Garvin Road water storage tank., Upgrade Storage",3200,5484000,20,3180649400
19229,Nassau,ALBERTSON WD,Albertson WD,"Improvements to Well 2 station, Upgrade Other Expenses, New Ground Water Source, Upgrade Other (OT)",13500,5347000,20,3185996400
19218,Nassau,BAYVILLE (V),Bayville (V),"Rehab of Plant No. 1-3, Upgrade Water Treatment Plant",8800,1661184,20,3187657584
19204,Nassau,PORT WASHINGTON WD,Port Washington WD,"Improvements to SCADA system,",34000,826000,20,3188483584
19018,Nassau,LONG BEACH CITY,Long Beach (C),"Well 16A Replacement, New Ground Water Source",35000,4993440,20,3193477024
19047,Nassau,LOCUST VALLEY WD,Locust Valley WD,"Raise elevation of Pump Station No. 4 for resiliency and redundancy during storm events, Upgrade Water Treatment Plant",7500,3150000,20,3196627024
16458,Nassau,LEVITTOWN WD,Hempstead (T),"New Ground Water Source, New Transmission",41800,4025000,15,3200652024
16453,Nassau,GARDEN CITY (V),Garden City (V),New Water Treatment Plant,25000,1601702,15,3202253726
15374,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Rehab well 3a, Upgrade Ground Water Source",24700,290975,15,3202544701
18960,Nassau,GLEN COVE CITY,Glen Cove (C),"Construction of PTAS at Duck Pond Rd, Upgrade Water Treatment Plant",28000,16300000,15,3218844701
19325,Nassau,PORT WASHINGTON WD,Port Washington WD,"Lead service line inventory., Upgrade Distribution System",30000,1236000,15,3220080701
19376,Nassau,WILLISTON PARK (V),Williston Park (V),"Lead service line inventory., Upgrade Distribution System",7300,1137000,15,3221217701
19356,Nassau,FREEPORT (V),Freeport (V),"Lead service line inventory., Upgrade Distribution System",44199,500000,15,3221717701
15461,Nassau,PORT WASHINGTON WD,North Hempstead (T),New Transmission,34000,476000,15,3222193701
15663,Nassau,ROSLYN WD,North Hempstead (T),"Convert Well #3 DWTP to water lubrication, Upgrade Ground Water Source",17000,79725,15,3222273426
19377,Nassau,WILLISTON PARK (V),Williston Park (V),"Lead service line replacement., Upgrade Distribution System",7300,7307070,15,3229580496
19375,Nassau,MINEOLA (V),Mineola (V),"Lead service line inventory., Upgrade Distribution System",20600,1194000,15,3230774496
19374,Nassau,(T) HEMPSTEAD WD,Hempstead (T),"Lead service line inventory., Upgrade Distribution System",130000,741600,15,3231516096
19363,Nassau,GARDEN CITY (V),Garden City (V),"Lead service line inventory., Upgrade Distribution System",22384,3468100,15,3234984196
19359,Nassau,JERICHO WD,Jericho WD,"Lead service line replacement., Upgrade Distribution System",58000,9292000,15,3244276196
19358,Nassau,JERICHO WD,Jericho WD,"Lead service line inventory., Upgrade Distribution System",58000,1372000,15,3245648196
19355,Nassau,OLD WESTBURY (V),Old Westbury (V),"Lead service line inventory., Upgrade Distribution System",4600,1122000,15,3246770196
19353,Nassau,ROSLYN WD,Roslyn WD,"Lead service line inventory., Upgrade Distribution System",18619,3811510,15,3250581706
15261,Nassau,PLAINVIEW WD,Oyster Bay (T),Upgrade Water Treatment Plant,35000,2465614,15,3253047320
18481,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),Upgrade Water Treatment Plant,24700,943800,15,3253991120
19324,Nassau,CARLE PLACE WD,Carle Place WD,"Lead service line inventory., Upgrade Distribution System",9000,1145000,15,3255136120
19323,Nassau,ALBERTSON WD,Albertson WD,"Lead service line inventory., Upgrade Distribution System",13500,1156000,15,3256292120
19322,Nassau,WESTBURY WD,Westbury WD,"Lead service line inventory., Upgrade Distribution System",20500,1186000,15,3257478120
19304,Nassau,BETHPAGE WD,Bethpage WD,"Plant No. 5 Construction of Permanent Building for existing AOP and GAC, New AOP, Upgrade Water Treatment Plant",28100,5169000,15,3262647120
15359,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Rehab. wells 1a & 1b, Upgrade Ground Water Source",24700,153017,15,3262800137
19285,Nassau,LOCUST VALLEY WD,Locust Valley Water District,"Replacement of all existing outdated water meters., New Other Expenses, New Other (OT)",7500,1725000,15,3264525137
19220,Nassau,BETHPAGE WATER DISTRICT,Bethpage WD,"Installation of new North to South Transmission Main., New Transmission",28100,6925720,15,3271450857
15332,Nassau,SOUTH FARMINGDALE WD,South Farmingdale W.D.,"Elevated Tank Repairs & Repainting, Upgrade Storage",44700,616000,15,3272066857
15939,Nassau,FARMINGDALE (V),Farmingdale (V),Upgrade Water Treatment Plant,8405,75000,15,3272141857
15366,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Replace treatment pump, Upgrade Water Treatment Plant",24700,45320,15,3272187177
19241,Nassau,OLD WESTBURY (V),Old Westbury (V),"Rehab Rolling Hill Lane water storage tank, Upgrade Storage",3200,2396000,15,3274583177
19238,Nassau,WILLISTON PARK (V),Williston Park (V),Replacement of aged electrical equipment,7516,5196000,15,3279779177
19236,Nassau,WILLISTON PARK (V),Williston Park (V),Replace aged chemical appurtenances,7516,1498000,15,3281277177
19230,Nassau,ALBERTSON WD,Albertson WD,"Miscellaneous Improvements to Well 5 station, Upgrade Pump Station",13500,5132000,15,3286409177
16417,Nassau,MASSAPEQUA WD,Oyster Bay (T),"Well No 1 Replacement of screen and well pump, Upgrade Ground Water Source",43000,290769,15,3286699946
19212,Nassau,JERICHO WD,Jericho Water District,"Water main replacement, Upgrade Transmission, Upgrade Distribution System",58000,19420000,15,3306119946
19208,Nassau,JERICHO WD,Jericho WD,"Replacement of 1.5MG Syosset water storage tank, New Storage",58000,14621000,15,3320740946
18796,Nassau,LONG BEACH CITY,Long Beach (C),"Replace Standpipe with new Storage Tank at Park Place WTP, New Storage",35000,9240540,15,3329981486
15452,Nassau,PORT WASHINGTON WD,Port Washington WD,Upgrade Storage,34000,5560426,15,3335541912
15380,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Rehab Well 4C, Upgrade Ground Water Source",24700,257500,15,3335799412
15672,Nassau,MANHASSET LAKEVILLE WD,North Hempstead (T),"Install new water mains to eliminate dead ends, Upgrade Distribution System",43000,1075320,15,3336874732
17996,Nassau,WA OF WESTERN NASSAU CO,WA of Western Nassau County,"Iron removal at Wells 28A and 28B in Elmont, Upgrade Water Treatment Plant",10000,4429000,15,3341303732
15682,Nassau,MANHASSET LAKEVILLE WD,North Hempstead (T),"New transmission from wells to the Campbell treatment facility, New Transmission",43000,836360,15,3342140092
19038,Nassau,PORT WASHINGTON WD,Port Washington WD,"Neulist Avenue Well Station Upgrades, Upgrade Water Treatment Plant",34000,10278000,15,3352418092
15673,Nassau,ROSLYN WD,North Hempstead (T),Upgrade Water Treatment Plant,17000,234068,15,3352652160
15384,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Rehab Tank #3, Upgrade Storage",24700,911550,15,3353563710
15460,Nassau,PORT WASHINGTON WD,North Hempstead (T),"Construct New Well #4, Upgrade Ground Water Source",34000,1428000,15,3354991710
19482,Nassau,LONG BEACH (C),Long Beach (C),"Replacement of water mains within the ""Walks"" area of the City of Long Beach, Upgrade Distribution System",35000,1075000,10,3356066710
19413,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Replacement of undersized distribution main along several roads, Upgrade Distribution System",24700,1285275,10,3357351985
19234,Nassau,SANDS POINT (V),Sands Point (V),Replacement emergency power generator,2800,2656000,10,3360007985
19228,Nassau,ROSLYN WD,Roslyn Water District,Installation of natural gas generator at Plant No. 3 + 4,17000,655750,10,3360663735
19200,Nassau,CARLE PLACE WD,Carle Place WD,Upgrade Distribution System,9005,14022000,10,3374685735
19183,Nassau,WESTBURY WD,Westbury Water District,"Replacement of aging water mains, Upgrade Distribution System",20500,12339000,10,3387024735
18643,Nassau,WA OF GREAT NECK NORTH,WAGNN,"Watermain replacement project, Upgrade Distribution System",31400,8763714,10,3395788449
19050,Nassau,WEST HEMPSTEAD WD,West Hempstead WD,"Birch Street WTP Electrical Resiliency Improvements, Upgrade Water Treatment Plant",32031,5706200,10,3401494649
19048,Nassau,ROCKVILLE CENTRE (V),Rockville Centre (V),"Water Main Replacement, Upgrade Distribution System",24700,4270425,10,3405765074
18587,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Beech Ave Storage Tank Replacement, Upgrade Storage",48500,15240000,60,3421005074
18743,Niagara,NORTH TONAWANDA CITY,North Tonawanda (C),"WTP Improvements, Upgrade Water Treatment Plant",33262,0,60,3421005074
19176,Niagara,NORTH TONAWANDA CITY,North Tonawanda (C),"Phase 2 - Filter Improvements, Upgrade Water Treatment Plant",33262,16315200,55,3437320274
19056,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Water Main Replacement and WTP Upgrades, Upgrade Water Treatment Plant, Upgrade Distribution System",55593,10025000,55,3447345274
18294,Niagara,LOCKPORT CITY WTP,Lockport (C),Upgrade Transmission,22279,0,50,3447345274
19290,Niagara,LOCKPORT (C),Lockport (C),"Lead Service Line Inventory, Upgrade Distribution System",20722,124630,45,3447469904
19405,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls WB,"Lead Service Line Inventory, Upgrade Distribution System",48500,472780,40,3447942684
18420,Niagara,NORTH TONAWANDA CITY,North Tonawanda (C),"New Other Expenses, New Other (OT)",33262,698000,40,3448640684
18253,Niagara,NIAGARA WATER IMPROVEMENT AREA,Niagara (T),"Rehab 1-MG Lockport Road Storage Tank in (T) Niagara, Upgrade Storage",8978,1193696,40,3449834380
19027,Niagara,LOCKPORT (C),Lockport (C),"Raw Water Pump Station Emergency Generator, Upgrade Pump Station",21165,800000,40,3450634380
18588,Niagara,NIAGARA FALLS WATER BOARD,NiagaraFalls Public Water Auth,"Watermain and Lead Service Replacement, Upgrade Distribution System",55593,0,35,3450634380
19281,Niagara,NORTH TONAWANDA (C),North Tonawanda (C),"Lead service line inventory, Upgrade Distribution System",30400,291600,35,3450925980
18841,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Replacement of aged and undersized distribution main, and appurtenances, Upgrade Distribution System",55593,5300000,35,3456225980
19054,Niagara,NIAGARA COUNTY WATER DISTRICT,Niagara County Water District,"WTP Wash Water Tank Improvements, Upgrade Water Treatment Plant",150000,2076250,35,3458302230
19042,Niagara,LEWISTON (V),Lewiston (V),"Distribution and Transmission Resiliency Upgrades, Upgrade Transmission, Upgrade Distribution System",2594,1200000,35,3459502230
19419,Niagara,"NEWFANE WD NO1,2,3 CONSOL",Newfane (T),"Replacement of WM on Jackson Street, Upgrade Distribution System",3485,1150000,30,3460652230
