RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
636,Lowry,Storage - Demolish Tower,1610007-5,5,257,"$45,000.00"
637,Lowry,Treatment - Plant Improvements,1610007-7,5,345,"$102,600.00"
638,Lowry,Other - Meter Replacement,1610007-9,5,345,"$203,800.00"
639,Utica,Watermain - Reconstruct Distribution Sys,1850011-3,5,276,"$3,569,000.00"
640,Utica,Source - New Well & Wellhouse,1850011-4,5,276,"$1,454,000.00"
641,Lewiston,Source - Construct Well #6,1850006-10,5,"1,828","$800,000.00"
642,Lewiston,Treatment - RO for Softening,1850006-11,5,"1,828","$6,715,000.00"
643,Lewiston,Storage - Replacement Tower,1850006-12,5,"1,828","$1,870,000.00"
644,Lewiston,Conservation - Replace Meters,1850006-5,5,"1,507","$204,000.00"
645,Lewiston,Storage - Tower Rehab,1850006-7,5,"1,620","$436,710.00"
646,Lewiston,Watermain - Watermain Reconstruction,1850006-9,5,"1,828","$1,437,720.00"
647,Vernon Center,Watermain - Repl Various Areas,1070019-5,5,332,"$1,813,500.00"
648,Okabena,Treatment - Manganese Well & TP,1320005-3,5,208,"$1,082,000.00"
649,Okabena,Storage - Tower Rehabilitation,1320005-4,5,208,"$710,000.00"
650,Okabena,Conservation - Replace Meters,1320005-5,5,208,"$216,000.00"
651,Rice,Storage - Tower Rehab,1050002-8,5,"1,279","$575,000.00"
652,Chatfield,Storage - New Ground Storage Tank,1230002-1,5,"1,667","$1,672,500.00"
653,Eagle Lake,Treatment - Manganese TP & New Well,1070002-3,5,"3,064","$12,550,000.00"
654,Clear Lake,Storage - Tower Rehab,1710009-2,5,525,"$495,600.00"
655,Skyline,"Source - Well, Well House Rehab",1070018-1,5,289,"$777,165.00"
656,Skyline,"Storage - New 50,000 Gal Tower",1070018-2,5,289,"$1,112,100.00"
657,Mayer,Storage - Rehab Tower,1100006-9,5,"1,900","$410,000.00"
658,Mound,Treatment - Manganese Plant,1270038-1,5,"9,480","$19,960,000.00"
659,Rosemount,Source - New Well #17,1190019-1,5,"22,445","$1,100,000.00"
660,Rosemount,Watermain - Akron Ave Ext.,1190019-3,5,"22,445","$218,000.00"
661,Empire Township,"Treatment - New Plant, Remove Ra, Fe, Mn",1190009-2,5,"1,300","$7,500,000.00"
662,Alpha,Watermain - Replacement,1320001-2,5,162,"$1,381,392.00"
663,Lindstrom,Source - New Well,1130007-1,5,"4,662","$2,039,000.00"
664,Woodbury,Source - East Wellfield Pumping Upgrades,1820025-1,5,"71,298","$1,040,000.00"
665,Woodbury,Source - East Wellfield Raw Water Line,1820025-2,5,"71,298","$35,000,000.00"
666,Chanhassen,Treatment - West Fe/Mn Plant,1100001-1,5,"23,179","$18,360,000.00"
667,Otsego,Treatment - Manganese Pumphouse 3,1860026-2,5,"17,429","$4,250,000.00"
668,Otsego,Treatment - Manganese Pumphouse 4,1860026-3,5,"17,429","$4,250,000.00"
669,Dayton,Treatment - Fe/Mn Treatment Plant,1270073-2,5,"6,258","$9,660,000.00"
670,Carver,"Storage - Recoat 100,000 Gal Tower",1100017-3,5,"1,300","$272,000.00"
671,Minnetrista,Storage - New 0.5 MG Tower,1270036-4,5,"2,913","$2,400,000.00"
672,Minnetrista,Watermain - South/Central Connection,1270036-5,5,"2,913","$2,800,000.00"
673,Tonka Bay,Watermain - Replacement,1270013-2,5,"1,570","$3,035,795.00"
674,Minnetonka Beach,Watermain - Repl Cast Iron,1270034-2,5,502,"$4,550,000.00"
GRAND TOTAL,"$1,808,234,517.00",,,,,
