"SelfScore1",Municipality,"ProjectNumber",Project Description,"EstimatedProject Cost",Region,CME,"FederalEquivalency2"
33,"TWO RIVERS, CITY OF",4920‐34,Reconnect WM on Michicot Rd,"$150,000.00",NE,Hannes,No
33,"TOMAHAWK, CITY OF",5342‐06,Replace WM on Spirit Ave from Tomahawk to 6th,"$286,000.00",NO,Andruczyk,No
33,"NORTH FREEDOM, VILLAGE OF",4864‐03,Replace Undersized WMs in High St. Area,"$760,000.00",SC,Zettl,No
30,"PORT WASHINGTON, CITY OF",4883‐04,BIL SFY24 LSL Program,"$800,000.00",SE,Binder,Yes
30,"BARRON, CITY OF",5473‐10,BIL SFY24 LSL Program,"$1,000,000.00",NO,Andruczyk,Yes
30,RIB MOUNTAIN SD,5590‐03,Install Temporary Treatment for PFAs at Well #1 (EC),"$653,961.00",WC,Andruczyk,Yes
30,"CLINTONVILLE, CITY OF",5282‐09,Replace WMs on 16th St,"$228,000.00",NE,Hannes,No
30,"CLINTONVILLE, CITY OF",5282‐08,Replace WMs on Harriet St,"$182,000.00",NE,Hannes,No
30,"MARSHALL, VILLAGE OF",5298‐04,Replace Water Mains & Services,"$750,000.00",SC,Zettl,No
30,"PULASKI, VILLAGE OF",5373‐07,Replace Watermains on Williams St,"$880,000.00",NE,Hannes,No
30,"NEW HOLSTEIN, CITY OF",5366‐08,Replace Watermains on Wisconsin Ave,"$564,430.00",NE,Hannes,No
30,"LODI, CITY OF",4835‐06,Replace Water Meters,"$250,000.00",SC,Zettl,No
30,"OCONTO FALLS, CITY OF",4870‐08,Replace Watermains on Columbia St,"$580,000.00",NE,Hannes,No
30,"LOMIRA, VILLAGE OF",5312‐07,Replace Watermain on Church St,"$2,383,900.00",SC,Zettl,No
30,"FENNIMORE, CITY OF",5619‐04,Rehab and Paint Tank #2,"$250,000.00",SC,Zettl,No
30,"FENNIMORE, CITY OF",5619‐03,Rehab and Paint Tank #1,"$300,000.00",SC,Zettl,No
30,"AUGUSTA, CITY OF",5186‐08,Replace Watermain on Baldwin St,"$500,000.00",WC,Cameron,No
30,"AUGUSTA, CITY OF",5186‐10,Abandon Well #7; Construct Well #11,"$200,000.00",WC,Cameron,No
30,"ARLINGTON, VILLAGE OF",4758‐12,Rehabilitate Water Tower,"$500,000.00",SC,Zettl,No
30,"HAWKINS, VILLAGE OF",5507‐02,Replace Water Meters,"$150,000.00",NO,Andruczyk,No
29,"WALWORTH, VILLAGE OF",5652‐01,BIL SFY24 LSL Program,"$600,000.00",SE,Binder,Yes
29,"NEW GLARUS, VILLAGE OF",5623‐07,BIL SFY24 LSL Program,"$136,000.00",SC,Zettl,Yes
29,"CAMERON, VILLAGE OF",5054‐07,BIL SFY24 LSL Program,"$108,500.00",NO,Andruczyk,Yes
29,"MCFARLAND, VILLAGE OF",4990‐02,Rehab/Upgrade Well #1,"$150,000.00",SC,Zettl,No
29,"MCFARLAND, VILLAGE OF",4990‐03,Rehab/Upgrade Well #3,"$1,500,000.00",SC,Zettl,No
29,"MCFARLAND, VILLAGE OF",4990‐04,Rehab/Upgrade Well #4,"$1,500,000.00",SC,Zettl,No
29,"LADYSMITH, CITY OF",5369‐14,Replace WMs along Lindoo Ave,"$732,748.00",NO,Andruczyk,No
29,"SOMERSET, VILLAGE OF",5498‐06,Replace WMs on Church Hill Rd.,"$525,000.00",WC,Cameron,No
29,"CAMERON, VILLAGE OF",5054‐08,Replace WM on South 1st St,"$108,500.00",NO,Andruczyk,No
28,"ANTIGO, CITY OF",4754‐10,Replace 0.15MG Tower/SCADA,"$2,923,960.00",NO,Andruczyk,No
25,"STOUGHTON, CITY OF",5403‐06,Replace Watermains on South St (Page),"$221,483.00",SC,Zettl,No
25,"BROWN DEER, VILLAGE OF",5646‐01,Paint Water Tower,"$920,000.00",SE,Binder,No
25,"MUKWONAGO, VILLAGE OF",4854‐04,North Tank Repainting,"$900,000.00",SE,Binder,No
25,"BONDUEL, VILLAGE OF",5057‐03,Watermain Replacement on STH 117,"$625,000.00",NE,Hannes,No
25,"STRUM, VILLAGE OF",5569‐03,Replace Water User Meter,"$150,000.00",WC,Cameron,No
23,"PLAIN, VILLAGE OF",5286‐03,Replace Watermains on Cedar St,"$300,000.00",SC,Zettl,No
20,"NEW GLARUS, VILLAGE OF",5623‐02,Well 2 rehab/upgrades,"$350,000.00",SC,Zettl,No
20,"NEW GLARUS, VILLAGE OF",5623‐03,Well 3 rehab/upgrades,"$300,000.00",SC,Zettl,No
15,"MAZOMANIE, VILLAGE OF",4948‐02,Replace WM on Hudson St.,"$1,100,000.00",SC,Zettl,No
14,"CAMPBELL, TOWN OF",4778‐02,Expand Water System to Serve Entire Town to Address PFAS (EC),"$35,430,000.00",WC,Cameron,Yes
12,"CAMPBELL, TOWN OF",4778‐01,Construct New Water System to Address PFAS (EC),"$57,850,000.00",WC,Cameron,Yes
10,"DRESSER, VILLAGE OF",4796‐05,BIL SFY24 LSL Program,"$160,000.00",NO,Andruczyk,Yes
10,"WHEELER, VILLAGE OF",5651‐01,Replace Water User Meter,"$350,000.00",WC,Cameron,No
8,"MCFARLAND, VILLAGE OF",4990‐07,Replace Watermains on Exchange St,"$5,300,000.00",SC,Zettl,No
0,"EAGLE RIVER, CITY OF",5383‐10,Replace Water Meters,"$443,834.00",NO,Andruczyk,No
