RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
609,Columbia Heights,Other - Retaining Wall Replacement,1020016-2,10.0,"21,612","$355,000.00"
610,Shafer,Storage - Tower Rehab & 2 New Generators,1130014-2,10.0,"1,083","$635,000.00"
611,Shafer,Other - Generator for Well,1130014-3,10.0,"1,083","$79,200.00"
612,South Saint Paul,Watermain - I494 Crossing and 7th Ave,1190020-5,10.0,"20,637","$8,350,000.00"
613,Montrose,"Storage - Repl Tower w/100,000 Gal Tower",1860016-6,10.0,"3,505","$4,650,000.00"
614,Zimmerman,Treatment - Upgrade SCADA,1710006-5,10.0,"5,334","$25,000.00"
615,Zimmerman,Watermain - Repl Lake Fremont Area,1710006-6,10.0,"5,334","$1,300,000.00"
616,Maple Plain,Watermain - Independence St. Replacement,1270021-5,10.0,"1,650","$443,500.00"
617,Norwood-Young America,Watermain - Railroad St. & Loop,1100019-2,10.0,"3,838","$543,675.00"
618,Norwood-Young America,Watermain - SW 4th Ave. & Loop,1100019-4,10.0,"3,838","$783,750.00"
619,Proctor,Watermain - Repl 2nd St. to Westgate Blv,1690042-5,10.0,"3,113","$1,953,000.00"
620,Jordan,Storage -Tower Imprvmnts & Booster Rehab,1700003-3,10.0,"6,230","$4,800,000.00"
621,Henderson,Treatment - New Iron Removal Plant,1720006-2,10.0,926,"$5,645,920.00"
622,Henderson,Watermain - Replacement & Upgrades,1720006-3,10.0,926,"$4,500,000.00"
623,Coon Rapids,Storage - Tower Replacement,1020017-3,10.0,"62,706","$5,500,000.00"
624,Brooklyn Park,Watermain - TH 169/610 Crossings,1270005-11,10.0,"85,247","$1,700,000.00"
625,Brooklyn Park,Storage - New 2 mil.-gal water tower,1270005-12,10.0,"85,247","$9,000,000.00"
626,Bloomington,Source - Well No.3 Replacement,1270001-1,10.0,"89,436","$2,165,000.00"
627,Bloomington,Conservation - Water Meter Replacement,1270001-2,10.0,"89,436","$8,080,000.00"
628,Bloomington,Treatment - Sam H Hobbs Plant Improvmnts,1270001-3,10.0,"89,436","$8,300,000.00"
629,South Haven,Watermain -Repl portions of distribution,1860021-4,10.0,174,"$5,400,000.00"
630,South Haven,Storage - Replace Tower,1860021-5,10.0,174,"$1,471,000.00"
631,South Haven,Conservation - Replace Water Meters,1860021-6,10.0,174,"$160,000.00"
632,Oak Park Heights,Source - Well #3 & Pumphouse,1820020-2,10.0,"4,720","$3,120,000.00"
633,Hastings,Treatment - Treatment for PFAS Phase 1,1190012-1,10.0,"22,250","$22,240,000.00"
634,Hastings,Treatment - Treatment for PFAS Phase 2,1190012-2,10.0,"22,250","$1,580,000.00"
635,Hastings,Treatment - Treatment for PFAS Phase 3,1190012-3,10.0,"22,250","$23,650,000.00"
636,Okabena,Watermain - Repl CIP,1320005-2,10.0,238,"$6,074,000.00"
637,Harris,Storage - Tower Rehab,1130005-4,10.0,890,"$378,445.00"
638,Hampton,"Storage - New 100,000 Gal Tower",1190010-5,10.0,564,"$1,855,000.00"
639,Clearbrook,Conservation - Meter Install,1150003-1,10.0,671,"$195,480.00"
640,Clearbrook,Storage - Tower Rehab,1150003-2,10.0,671,"$871,382.00"
641,Murdock,Source - Two Replacement Wells,1760007-3,8.0,282,"$225,490.00"
642,Truman,Source - New Well & Seal Well #3,1460010-7,8.0,"1,115","$287,800.00"
643,New Ulm,Source - 11 Wellfield Upgrades,1080003-2,8.0,"13,522","$2,489,000.00"
644,Minnesota Lake,Watermain - Connect to Wells,1220013-1,8.0,683,"$5,100,000.00"
645,Wanda,Source - Two Replacement Wells,1640015-1,8.0,99,"$1,654,000.00"
646,Lowry,Source - New Wells,1610007-6,8.0,345,"$377,300.00"
647,Minnetrista,Source - Replacement Wells #8 & #9,1270036-6,8.0,"8,215","$4,623,000.00"
648,Marble,Watermain - Replace and Loop Main,1310023-2,7.0,626,"$905,000.00"
649,Kerkhoven,Treatment - Remove Fe/Mn/As,1760006-1,7.0,714,"$3,537,460.00"
650,Plummer,Watermain - Loop Poplar Street,1630002-5,7.0,292,"$105,000.00"
651,Willmar,Treatment - Biological Filtration NE TP,1340016-1,7.0,"19,610","$24,100,000.00"
652,Murdock,Watermain - Replace & Loop,1760007-6,7.0,282,"$618,000.00"
653,Cloquet,Treatment - New Mn Plant at Well 11,1090005-3,7.0,"12,156","$1,838,200.00"
654,Waseca,Watermain - Move Watermain to 3rd & 4th,1810004-3,7.0,"9,124","$224,904.00"
655,Gilbert,Treatment - Plant Upgrade,1690020-3,7.0,"1,799","$3,000,000.00"
656,Truman,Treatment - Rehab Plant w/RO System,1460010-8,7.0,"1,115","$1,892,900.00"
657,Hanska,"Treatment - New Plant, Remove Fe/Mn",1080002-2,7.0,419,"$1,352,000.00"
658,Red Rock Rural Water System,Treatment - New Plant,1170009-2,7.0,"5,840","$14,400,000.00"
659,New Ulm,Source - New Well #28,1080003-3,7.0,"13,522","$1,159,000.00"
660,LeRoy,Source - Backup Well,1500009-1,7.0,900,"$775,056.00"
661,Campbell,"Storage - New 40,000 Gal GSR w/chem feed",1840003-2,7.0,159,"$1,035,510.00"
662,Campbell,Watermain - Looping in Various Areas,1840003-3,7.0,159,"$2,423,240.00"
663,Holdingford,Treatment - Well House Rehab,1730014-1,7.0,770,"$181,200.00"
664,Audubon,Watermain - Falcon Street Loop,1030001-6,7.0,519,"$98,000.00"
665,Lamberton,Treatment - New Plant,1640003-10,7.0,847,"$6,500,000.00"
666,Lamberton,Watermain - Replace & Loop,1640003-12,7.0,847,"$14,908,000.00"
667,Lamberton,"Source - New Well, Rehab Well 1",1640003-9,7.0,847,"$1,690,000.00"
668,Wanamingo,Source - Well House Rehab,1250018-2,7.0,"1,089","$400,000.00"
669,Wanamingo,Watermain - Looping,1250018-4,7.0,"1,089","$764,000.00"
670,Rollingstone,Watermain - Looping Rolling Meadows,1850008-3,7.0,664,"$164,480.00"
671,Jackson,Watermain - River Crossing,1320003-5,7.0,"3,208","$523,000.00"
672,Silver Lake,Treatment - New Pressure Filter Plant,1430008-7,7.0,837,"$2,399,909.00"
673,Elizabeth,Treatment - Plant Rehab,1560028-2,7.0,175,"$343,000.00"
674,Plato,Source - Additional Well #4,1430007-1,7.0,355,"$475,000.00"
675,Plato,"Treatment - New Plant, Remove Fe/Mn",1430007-2,7.0,355,"$2,655,375.00"
676,Darwin,Watermain - 1st St. & Loop,1470002-4,7.0,302,"$1,067,730.00"
677,Adams,Watermain - Loop & Connect Well No. 5,1500001-2,7.0,736,"$626,450.00"
678,Adams,Source - Well No. 5 & Pumphouse-Phase 1,1500001-3,7.0,736,"$487,950.00"
679,Adams,Source - Well No. 5 & Pumphouse-Phase 2,1500001-7,7.0,736,"$1,263,000.00"
680,Argyle,Source - New Well,1450002-3,7.0,650,"$219,000.00"
681,Argyle,Treatment - Plant Rehab + Softening,1450002-4,7.0,650,"$1,916,000.00"
682,Rice,Watermain - Looping,1050002-7,7.0,"1,279","$999,990.00"
683,Lowry,Watermain - Replace & Loop,1610007-8,7.0,345,"$2,672,200.00"
684,Rice Lake,Watermain - Loop Howard Gnesen & Martin,1690049-4,7.0,"1,323","$793,800.00"
685,Lewiston,Watermain - TH 14 Loop,1850006-8,7.0,"1,620","$385,000.00"
686,Vernon Center,Treatment - New Plant,1070019-1,7.0,332,"$4,370,108.00"
687,Saint Augusta,Treatment - New Fe/Mn Plant & Wells,1730063-6,7.0,"1,425","$7,548,900.00"
688,Hanley Falls,Watermain - Replace & Loop Main,1870005-4,7.0,477,"$2,625,000.00"
689,Rice,"Source - New Well #4, Well House",1050002-4,7.0,"1,823","$600,000.00"
690,Rice,Source - New Well #5,1050002-9,7.0,"1,823","$450,000.00"
691,Buckman,Watermain - Looping,1490001-4,7.0,318,"$1,344,000.00"
692,Loretto,Treatment - New Fe/Mn Plant,1270019-5,7.0,727,"$4,380,000.00"
693,Rosemount,Treatment - New Fe/Mn/Ra Plant,1190019-2,7.0,"22,445","$30,168,000.00"
694,Ramsey,Treatment - Plant Improvements,1020035-6,7.0,"14,252","$46,000,000.00"
695,Madison Lake,"Watermain-Repl & Loop Main, 7th & Maple",1070007-9,7.0,"1,092","$1,272,550.00"
696,Alpha,Treatment - Plant & Well Rehab,1320001-1,7.0,162,"$2,074,950.00"
697,Lindstrom,Treatment - New Plant,1130007-2,7.0,"4,662","$3,544,000.00"
698,Dumont,Watermain -  Replace & Loop,1780002-4,7.0,136,"$1,024,800.00"
699,Medina,Tretment - Plant Expansion,1270023-2,7.0,"6,549","$2,365,000.00"
700,Minnetonka Beach,Treatment - Replace Plant,1270034-1,7.0,497,"$7,100,000.00"
701,Pennock,"Storage - Repl with 50,000 Gal Tower",1340006-1,6.0,508,"$768,400.00"
702,Rock County Rural Water System,"Storage - New 500,000 Gallon Tower",1670007-11,6.0,"2,256","$3,133,350.00"
703,Adams,"Storage - New 125,000 Gallon Tower",1500001-4,6.0,820,"$1,911,000.00"
704,Foley,"Storage - New 200,000 Gal Tower",1050001-5,6.0,"2,712","$1,749,100.00"
705,Saint Augusta,"Storage - New 150,000 Gal Tower",1730063-7,6.0,"1,425","$1,292,000.00"
706,Flensburg,"Storage - New 50,000 Gal Tower",1490010-2,6.0,191,"$1,329,000.00"
707,Rock County Rural Water System,Storage - West Tower #2,1670007-12,5.0,"2,919","$3,129,700.00"
708,Wykoff,Watermain - County Road 5,1230013-4,5.0,444,"$297,000.00"
709,Plummer,"Storage - New 50,000 Gal Tower",1630002-4,5.0,292,"$994,000.00"
710,Plummer,Conservation - Install Meters,1630002-6,5.0,292,"$211,500.00"
711,Paynesville,Distribution - Booster Station,1730018-3,5.0,"2,298","$630,000.00"
712,Watkins,"Storage - New 50,000 Gal Tower",1470010-2,5.0,948,"$774,700.00"
713,Verndale,"Storage - New 75,000 Gal Tower",1800003-10,5.0,559,"$830,000.00"
714,Verndale,Conservation - 50 New Meters,1800003-11,5.0,559,"$120,000.00"
715,Murdock,Conservation - Install Meters,1760007-7,5.0,282,"$132,180.00"
716,Lakefield,Treatment - Add RO/Plant Rehab,1320004-3,5.0,"1,694","$2,593,137.00"
717,Badger,Treatment - Repl Plant Piping System,1680001-2,5.0,474,"$102,182.00"
718,Badger,Storage - Replace Riser Pipe,1680001-3,5.0,474,"$38,318.00"
719,Badger,Watermain - Repl Area 1,1680001-4,5.0,369,"$836,000.00"
720,Badger,Watermain - Repl Area 2,1680001-5,5.0,369,"$667,000.00"
721,Badger,Storage - Rehab Tower,1680001-6,5.0,369,"$296,000.00"
722,Benson,Storage - Tower Rehab,1760008-3,5.0,"3,240","$790,000.00"
723,Morristown,"Treatment - New Plant, Remove Radium",1660007-1,5.0,"1,042","$1,254,000.00"
724,Kennedy,Watermain - Replace Various Areas,1350003-3,5.0,191,"$1,282,500.00"
725,Gilbert,Storage - Two Tank Rehabs,1690020-4,5.0,"1,799","$575,000.00"
726,Gilbert,Watermain - TH37 Replacement,1690020-5,5.0,"1,799","$633,000.00"
727,Gilbert,Conservation - Repl Meters,1690020-6,5.0,"1,799","$540,000.00"
728,Gilbert,Watermain - Replace Hydrants,1690020-7,5.0,"1,799","$256,000.00"
729,Truman,Storage - Rehab Water Tower,1460010-6,5.0,"1,115","$765,200.00"
730,Fairmont,Treatment - Decommission Lime Ponds,1460003-3,5.0,"10,328","$2,906,250.00"
731,Grygla,Storage - Tower Rehab,1450003-1,5.0,221,"$386,000.00"
732,Grygla,Treatment - New Wellhouse,1450003-2,5.0,221,"$813,750.00"
733,Grygla,Watermain - Hydrant Valve Replacement,1450003-3,5.0,221,"$115,015.00"
734,Campbell,Conservation - New Meters,1840003-4,5.0,159,"$90,040.00"
735,Waldorf,Treatment - Plant Rehab & Well Valves,1810003-1,5.0,227,"$409,182.00"
736,Waldorf,Storage - Tower Rehab,1810003-2,5.0,227,"$461,626.00"
737,Waldorf,Watermain - Replace with Meters,1810003-3,5.0,227,"$2,183,344.00"
738,Winthrop,Watermain - Replace First Street,1720008-3,5.0,"1,399","$569,717.00"
739,Gibbon,"Watermain - Repl Clark,Allen Ave,8th St",1720004-3,5.0,825,"$855,914.00"
740,Hanska,"Storage - Repl w/100,000 Gal Tower",1080002-3,5.0,419,"$638,000.00"
741,Red Rock Rural Water System,Watermain - Imprmnts & Repl Gr Storage,1170009-3,5.0,"5,840","$2,625,000.00"
742,Saint Cloud,Conservation - Rem. Read Meter Upgrade,1730027-7,5.0,"66,169","$5,215,000.00"
743,Silver Lake,"Storage - New 115,000 Gallon Tank",1430008-1,5.0,837,"$1,000,000.00"
744,Richmond,"Storage - Recoat 70,000 Gallon Tower",1730022-4,5.0,"1,325","$92,000.00"
745,Mountain Iron,Treatment - Repl Filter Vessel,1690035-4,5.0,"2,869","$999,460.00"
746,Mountain Iron,Storage - Tower Rehab,1690035-5,5.0,"2,869","$715,038.00"
747,Greenbush,Watermain - Repl Area 7 - Main & Park,1680002-10,5.0,719,"$821,544.00"
748,Greenbush,Watermain - Repl Area 8 -2nd & Johnson,1680002-11,5.0,719,"$837,537.00"
749,LeRoy,"Storage - Repl with 120,000 Gallon Tower",1500009-2,5.0,900,"$811,589.00"
750,LeRoy,Watermain - Replace for East County Rd.,1500009-3,5.0,900,"$560,232.00"
751,LeRoy,Treatment - Rehab Filter,1500009-4,5.0,900,"$373,001.00"
752,Proctor,Watermain - Replace Various Blocks,1690042-4,5.0,"2,854","$1,807,404.00"
753,Kent,Source - New Pumphouse & Equipment,1840004-1,5.0,90,"$427,000.00"
754,Lamberton,Storage - Ground Storage Rehab,1640003-11,5.0,847,"$796,000.00"
755,Hawley,"Watermain - Replace, Phase 3",1140006-7,5.0,"1,850","$3,650,000.00"
756,Barnesville,Watermain - Replacement - Phase 1,1140001-4,5.0,"2,600","$3,500,000.00"
757,Barnesville,Watermain - Repl 3 Blocks of Front St.,1140001-5,5.0,"2,635","$450,000.00"
758,Wanamingo,Storage - New Tower,1250018-3,5.0,"1,089","$1,270,000.00"
759,Moorhead,Treatment - Lime Sludge Dewatering Fac.,1140008-5,5.0,"42,005","$6,347,040.00"
760,Moorhead,Storage - Southside Tower,1140008-6,5.0,"42,005","$3,380,000.00"
761,Waltham,Watermain - Reconstruct Distr Sys,1500016-3,5.0,168,"$1,074,900.00"
762,Waltham,Storage - Replace Elevated Tank,1500016-4,5.0,168,"$1,455,000.00"
763,Grand Meadow,Watermain - Repl Cast Iron Mains,1500008-1,5.0,"1,154","$2,150,000.00"
764,Brooklyn Park,Watermain - Repl BLRT Project (CIP4033),1270005-10,5.0,"78,195","$1,225,000.00"
765,Brooklyn Park,Source - Rehab Wellhouses 10 & 11,1270005-3,5.0,"75,781","$1,300,000.00"
766,Brooklyn Park,Watermain - Repl W. Broadway (CSAH 103),1270005-5,5.0,"75,781","$1,875,000.00"
767,Brooklyn Park,Watermain - Replace CSAH 81 (CIP4032),1270005-8,5.0,"78,195","$700,000.00"
768,Brooklyn Park,Watermain - Replace Mississippi & 81st.,1270005-9,5.0,"78,195","$300,000.00"
769,Beaver Bay,Treatment -Raw Water intake replacement,1380001-2,5.0,73,"$1,300,000.00"
770,Silver Lake,Source - Rehab Wells,1430008-5,5.0,837,"$583,930.00"
771,Silver Lake,Storage - New Standpipe,1430008-6,5.0,837,"$1,399,000.00"
772,Silver Lake,Watermain - Distribution Reconstruction,1430008-8,5.0,837,"$6,701,152.00"
773,Plato,"Storage - Repl w/100,000 Gallon Tower",1430007-3,5.0,355,"$841,000.00"
774,Felton,Other - Connect to WCRWD,1140012-3,5.0,114,"$2,500,000.00"
775,Felton,Watermain - Replace & Loop,1140012-4,5.0,114,"$5,834,000.00"
776,Elizabeth,Watermain - Repl and Loop,1560028-3,5.0,147,"$3,566,000.00"
777,Dexter,"Storage - Replace 50,000 Gallon Tower",1500006-1,5.0,338,"$1,687,500.00"
778,Dexter,Watermain - Replacement,1500006-2,5.0,338,"$2,494,888.00"
779,Ottertail,Source - Transmission Improvements,1560032-3,5.0,575,"$427,500.00"
780,Ottertail,Storage - Tower Rehab,1560032-4,5.0,575,"$492,500.00"
781,Darwin,Conservation - Install Meters,1470002-3,5.0,244,"$140,000.00"
782,Lonsdale,Watermain - Repl Cast Iron Main - Area 5,1660006-2,5.0,"3,800","$1,752,300.00"
783,Adams,Watermain - Water Extension/Replacement,1500001-5,5.0,736,"$626,450.00"
784,Adams,Source - Pumphouse No. 4 Upgrades,1500001-6,5.0,736,"$163,000.00"
785,Foley,Storage - Tower Rehab,1050001-6,5.0,"2,712","$407,000.00"
786,Foley,Watermain - Watermain Improvements,1050001-7,5.0,"2,712","$2,658,600.00"
787,Rock County Rural Water System,Storage - Move West Tower to North,1670007-13,5.0,"2,919","$1,369,300.00"
788,Wanda,"Storage - 50,000 Gal Tower",1640015-2,5.0,99,"$1,838,000.00"
789,Wanda,Watermain - Replace,1640015-3,5.0,99,"$2,682,000.00"
790,Wanda,Conservation - Meters,1640015-4,5.0,99,"$112,000.00"
791,Argyle,"Storage - New 100,000 Gal Tower",1450002-5,5.0,650,"$1,738,000.00"
792,Argyle,Watermain - Repl Transmission Line,1450002-6,5.0,650,"$720,000.00"
793,Rice,Treatment - Plant Rehab,1050002-5,5.0,"1,279","$925,000.00"
794,Lowry,Storage - Demolish Tower,1610007-5,5.0,257,"$45,000.00"
795,Lowry,Treatment - Plant Improvements,1610007-7,5.0,345,"$142,400.00"
796,Lowry,Other - Meter Replacement,1610007-9,5.0,345,"$220,800.00"
797,Stephen,Watermain - Watermain Replacement,1450009-1,5.0,624,"$7,878,352.00"
798,Utica,Watermain - Reconstruct Distribution Sys,1850011-3,5.0,276,"$2,830,000.00"
799,Utica,Source - New Well & Wellhouse,1850011-4,5.0,276,"$1,454,000.00"
800,Utica,Watermain - Center St. to 1st St. NW,1850011-5,5.0,184,"$2,830,000.00"
801,Cottonwood,Watermain - Phase 1 Improvements,1420002-1,5.0,"1,160","$1,586,570.00"
802,Cottonwood,Watermain - Phase 2 Improvements,1420002-2,5.0,"1,160","$3,419,090.00"
803,Cottonwood,Watermain - Phase 3 Improvements,1420002-3,5.0,"1,160","$2,242,350.00"
804,Lewiston,Source - Construct Well #6,1850006-10,5.0,"1,828","$800,000.00"
805,Lewiston,Treatment - RO for Softening,1850006-11,5.0,"1,828","$6,715,000.00"
806,Lewiston,Storage - Replacement Tower,1850006-12,5.0,"1,828","$1,870,000.00"
807,Lewiston,Conservation - Replace Meters,1850006-5,5.0,"1,507","$204,000.00"
808,Lewiston,Storage - Tower Rehab,1850006-7,5.0,"1,620","$436,710.00"
809,Lewiston,Watermain - Watermain Reconstruction,1850006-9,5.0,"1,828","$255,000.00"
810,Vernon Center,Watermain - Repl Various Areas,1070019-5,5.0,332,"$3,487,750.00"
811,Sartell,Storage - New Water Tower,1730036-1,5.0,"16,893","$9,550,000.00"
812,Sartell,Watermain - West Side Reconstruction,1730036-2,5.0,"16,893","$4,201,000.00"
813,Chatfield,Storage - New Ground Storage Tank,1230002-1,5.0,"1,667","$1,672,500.00"
814,Clear Lake,Storage - Tower Rehab,1710009-2,5.0,525,"$495,600.00"
815,Mazeppa,Watermain - Replacement Various Areas,1790009-3,5.0,956,"$2,749,000.00"
816,Skyline,"Source - Well, Well House Rehab",1070018-1,5.0,289,"$777,165.00"
817,Skyline,"Storage - New 50,000 Gal Tower",1070018-2,5.0,289,"$1,112,100.00"
818,Okabena,Storage - Tower Rehabilitation,1320005-4,5.0,238,"$961,000.00"
819,Okabena,Conservation - Replace Meters,1320005-5,5.0,238,"$216,000.00"
820,Rice,Storage - Tower Rehab,1050002-8,5.0,"1,823","$750,275.00"
821,Buckman,Source - New Well,1490001-2,5.0,318,"$524,000.00"
822,Buckman,"Storage - 50,000 Gal Tower Rehab",1490001-3,5.0,318,"$890,000.00"
823,Flensburg,Source - New Booster Station,1490010-1,5.0,191,"$3,615,000.00"
824,Flensburg,Watermain - Construct New Distribution,1490010-3,5.0,191,"$3,198,000.00"
825,Mayer,Storage - Rehab Tower,1100006-9,5.0,"1,900","$410,000.00"
826,Prinsburg,Storage - Tower Rehab,1340007-2,5.0,523,"$1,003,000.00"
827,Prinsburg,Watermain - Phase 2 Repl Cast Iron Mains,1340007-3,5.0,523,"$4,432,000.00"
828,Prinsburg,Conservation - Replace Meters,1340007-4,5.0,523,"$333,000.00"
829,Rosemount,Source - New Well #17,1190019-1,5.0,"22,445","$1,100,000.00"
830,Rosemount,Watermain - Akron Ave Ext.,1190019-3,5.0,"22,445","$218,000.00"
831,Empire Township,"Treatment - New Plant, Remove Ra, Fe, Mn",1190009-2,5.0,"1,300","$7,500,000.00"
832,Alpha,Watermain - Replacement,1320001-2,5.0,162,"$1,381,392.00"
833,Lindstrom,Source - New Well,1130007-1,5.0,"4,662","$2,039,000.00"
834,Golden Valley,Watermain - Winnetka Ave. Rehab Project,1270014-1,5.0,"22,247","$5,000,000.00"
835,Woodbury,Source - East Wellfield Pumping Upgrades,1820025-1,5.0,"71,298","$1,040,000.00"
836,Chanhassen,Treatment - West Fe/Mn Plant,1100001-1,5.0,"23,179","$18,360,000.00"
837,Dayton,Treatment - Fe/Mn Treatment Plant,1270073-2,5.0,"6,258","$9,660,000.00"
838,Carver,"Storage - Recoat 100,000 Gal Tower",1100017-3,5.0,"1,300","$272,000.00"
839,Woodbury,Source  - Manifold Pipe Project,1820025-2,5.0,"74,014","$3,600,000.00"
840,Minnetrista,Storage - New 0.5 MG Tower,1270036-4,5.0,"2,913","$2,400,000.00"
841,Minnetrista,Watermain - South/Central Connection,1270036-5,5.0,"2,913","$2,800,000.00"
842,Tonka Bay,Watermain - Replacement,1270013-2,5.0,"1,570","$3,035,795.00"
843,Orono,Treatment - New North System WTP,1270041-1,5.0,"8,252","$11,200,000.00"
844,Minnetonka Beach,Watermain - Repl Cast Iron,1270034-2,5.0,502,"$4,550,000.00"
